Date,VIIIX
2022-06-21,320.0799865722656
2022-06-22,318.3299865722656
2022-06-23,321.3699951171875
2022-06-24,331.20001220703125
2022-06-27,330.2300109863281
2022-06-28,323.57000732421875
2022-06-29,323.3800048828125
2022-06-30,320.6000061035156
2022-07-01,323.989990234375
2022-07-05,324.55999755859375
2022-07-06,325.7300109863281
2022-07-07,330.6400146484375
2022-07-08,330.3900146484375
2022-07-11,326.5899963378906
2022-07-12,323.57000732421875
2022-07-13,322.1400146484375
2022-07-14,321.2099914550781
2022-07-15,327.3800048828125
2022-07-18,324.6400146484375
2022-07-19,333.6199951171875
2022-07-20,335.5899963378906
2022-07-21,338.92999267578125
2022-07-22,335.7699890136719
2022-07-25,336.2200012207031
2022-07-26,332.3399963378906
2022-07-27,341.0299987792969
2022-07-28,345.2099914550781
2022-07-29,350.1600036621094
2022-08-01,349.1700134277344
2022-08-02,346.8399963378906
2022-08-03,352.2699890136719
2022-08-04,352.0299987792969
2022-08-05,351.5
2022-08-08,351.07000732421875
2022-08-09,349.6000061035156
2022-08-10,357.05999755859375
2022-08-11,356.9100036621094
2022-08-12,363.1300048828125
2022-08-15,364.5899963378906
2022-08-16,365.2900085449219
2022-08-17,362.7099914550781
2022-08-18,363.5899963378906
2022-08-19,358.9100036621094
2022-08-22,351.2699890136719
2022-08-23,350.489990234375
2022-08-24,351.5199890136719
2022-08-25,356.4800109863281
2022-08-26,344.4800109863281
2022-08-29,342.20001220703125
2022-08-30,338.45001220703125
2022-08-31,335.8699951171875
2022-09-01,336.94000244140625
2022-09-02,333.3399963378906
2022-09-06,332.0
2022-09-07,338.1000061035156
2022-09-08,340.3699951171875
2022-09-09,345.6000061035156
2022-09-12,349.260009765625
2022-09-13,334.1600036621094
2022-09-14,335.3900146484375
2022-09-15,331.6199951171875
2022-09-16,329.25
2022-09-19,331.510009765625
2022-09-20,327.7699890136719
2022-09-21,322.17999267578125
2022-09-22,318.07000732421875
2022-09-23,312.5899963378906
2022-09-26,309.3599853515625
2022-09-27,308.7200012207031
2022-09-28,314.80999755859375
2022-09-29,308.2099914550781
2022-09-30,303.5799865722656
2022-10-03,311.42999267578125
2022-10-04,320.989990234375
2022-10-05,320.3699951171875
2022-10-06,317.1700134277344
2022-10-07,308.29998779296875
2022-10-10,305.989990234375
2022-10-11,304.0
2022-10-12,303.010009765625
2022-10-13,310.9100036621094
2022-10-14,303.57000732421875
2022-10-17,311.6099853515625
2022-10-18,315.17999267578125
2022-10-19,313.07000732421875
2022-10-20,310.6199951171875
2022-10-21,317.989990234375
2022-10-24,321.7699890136719
2022-10-25,327.010009765625
2022-10-26,324.6000061035156
2022-10-27,322.6300048828125
2022-10-28,330.6099853515625
2022-10-31,328.1600036621094
2022-11-01,326.80999755859375
2022-11-02,318.6400146484375
2022-11-03,315.30999755859375
2022-11-04,319.6700134277344
2022-11-07,322.75
2022-11-08,324.55999755859375
2022-11-09,317.8900146484375
2022-11-10,335.5299987792969
2022-11-11,338.6300048828125
2022-11-14,335.67999267578125
2022-11-15,338.6300048828125
2022-11-16,335.9200134277344
2022-11-17,334.95001220703125
2022-11-18,336.54998779296875
2022-11-21,335.2799987792969
2022-11-22,339.8399963378906
2022-11-23,341.8699951171875
2022-11-25,341.7799987792969
2022-11-28,336.510009765625
2022-11-29,336.0
2022-11-30,346.489990234375
2022-12-01,346.25
2022-12-02,345.8599853515625
2022-12-05,339.6700134277344
2022-12-06,334.79998779296875
2022-12-07,334.17999267578125
2022-12-08,336.739990234375
2022-12-09,334.2799987792969
2022-12-12,339.04998779296875
2022-12-13,341.5400085449219
2022-12-14,339.5400085449219
2022-12-15,331.1000061035156
2022-12-16,327.42999267578125
2022-12-19,324.510009765625
2022-12-20,324.8500061035156
2022-12-21,329.7300109863281
2022-12-22,324.9599914550781
2022-12-23,326.8800048828125
2022-12-27,325.5799865722656
2022-12-28,316.8500061035156
2022-12-29,322.4200134277344
2022-12-30,321.6199951171875
2023-01-03,320.3500061035156
2023-01-04,322.7799987792969
2023-01-05,319.07000732421875
2023-01-06,326.3599853515625
2023-01-09,326.1700134277344
2023-01-10,328.45001220703125
2023-01-11,332.67999267578125
2023-01-12,333.8500061035156
2023-01-13,335.20001220703125
2023-01-17,334.5199890136719
2023-01-18,329.30999755859375
2023-01-19,326.8399963378906
2023-01-20,333.0299987792969
2023-01-23,336.9800109863281
2023-01-24,336.75
2023-01-25,336.69000244140625
2023-01-26,340.4200134277344
2023-01-27,341.2799987792969
2023-01-30,336.8900146484375
2023-01-31,341.82000732421875
2023-02-01,345.3999938964844
2023-02-02,350.489990234375
2023-02-03,346.8800048828125
2023-02-06,344.7699890136719
2023-02-07,349.2200012207031
2023-02-08,345.3599853515625
2023-02-09,342.3599853515625
2023-02-10,343.17999267578125
2023-02-13,347.1600036621094
2023-02-14,347.1099853515625
2023-02-15,348.1600036621094
2023-02-16,343.3900146484375
2023-02-17,342.5
2023-02-21,335.6400146484375
2023-02-22,335.1199951171875
2023-02-23,336.92999267578125
2023-02-24,333.3900146484375
2023-02-27,334.4599914550781
2023-02-28,333.4800109863281
2023-03-01,331.9200134277344
2023-03-02,334.489990234375
2023-03-03,339.9200134277344
2023-03-06,340.1600036621094
2023-03-07,334.9599914550781
2023-03-08,335.4599914550781
2023-03-09,329.32000732421875
2023-03-10,324.5199890136719
2023-03-13,323.989990234375
2023-03-14,329.5199890136719
2023-03-15,327.2300109863281
2023-03-16,333.0199890136719
2023-03-17,329.3599853515625
2023-03-20,332.29998779296875
2023-03-21,336.6400146484375
2023-03-22,331.1199951171875
2023-03-23,329.4800109863281
2023-03-24,331.3399963378906
2023-03-27,331.8900146484375
2023-03-28,331.3699951171875
2023-03-29,336.0899963378906
2023-03-30,338.05999755859375
2023-03-31,342.95001220703125
2023-04-03,344.2200012207031
2023-04-04,342.25
2023-04-05,341.44000244140625
2023-04-06,342.739990234375
2023-04-10,343.0799865722656
2023-04-11,343.07000732421875
2023-04-12,341.6600036621094
2023-04-13,346.239990234375
2023-04-14,345.5299987792969
2023-04-17,346.67999267578125
2023-04-18,346.9700012207031
2023-04-19,346.94000244140625
2023-04-20,344.9100036621094
2023-04-21,345.2300109863281
2023-04-24,345.5299987792969
2023-04-25,340.0799865722656
2023-04-26,338.7699890136719
2023-04-27,345.4100036621094
2023-04-28,348.29998779296875
2023-05-01,348.1600036621094
2023-05-02,344.1199951171875
2023-05-03,341.7300109863281
2023-05-04,339.29998779296875
2023-05-05,345.5799865722656
2023-05-08,345.75
2023-05-09,344.19000244140625
2023-05-10,345.739990234375
2023-05-11,345.2300109863281
2023-05-12,344.760009765625
2023-05-15,345.82000732421875
2023-05-16,343.6400146484375
2023-05-17,347.7900085449219
2023-05-18,351.1400146484375
2023-05-19,350.6400146484375
2023-05-22,350.7300109863281
2023-05-23,346.79998779296875
2023-05-24,344.2699890136719
2023-05-25,347.29998779296875
2023-05-26,351.8500061035156
2023-05-30,351.8800048828125
2023-05-31,349.80999755859375
2023-06-01,353.32000732421875
2023-06-02,358.4700012207031
2023-06-05,357.760009765625
2023-06-06,358.6099853515625
2023-06-07,357.25
2023-06-08,359.5
2023-06-09,359.9599914550781
2023-06-12,363.2799987792969
2023-06-13,365.80999755859375
2023-06-14,366.20001220703125
2023-06-15,370.7200012207031
2023-06-16,369.3699951171875
2023-06-20,367.6199951171875
2023-06-21,365.7200012207031
2023-06-22,367.1099853515625
2023-06-23,364.29998779296875
2023-06-26,362.6700134277344
2023-06-27,366.8299865722656
2023-06-28,365.239990234375
2023-06-29,366.9200134277344
2023-06-30,371.42999267578125
2023-07-03,371.8800048828125
2023-07-05,371.20001220703125
2023-07-06,368.2799987792969
2023-07-07,367.2900085449219
2023-07-10,368.1700134277344
2023-07-11,370.6600036621094
2023-07-12,373.4200134277344
2023-07-13,376.6199951171875
2023-07-14,376.25
2023-07-17,377.70001220703125
2023-07-18,380.3800048828125
2023-07-19,381.2900085449219
2023-07-20,378.75
2023-07-21,378.8699951171875
2023-07-24,380.4100036621094
2023-07-25,381.4800109863281
2023-07-26,381.42999267578125
2023-07-27,379.0
2023-07-28,382.7799987792969
2023-07-31,383.3599853515625
2023-08-01,382.3399963378906
2023-08-02,377.05999755859375
2023-08-03,376.1099853515625
2023-08-04,374.1499938964844
2023-08-07,377.5299987792969
2023-08-08,375.94000244140625
2023-08-09,373.3299865722656
2023-08-10,373.4700012207031
2023-08-11,373.1199951171875
2023-08-14,375.2900085449219
2023-08-15,371.010009765625
2023-08-16,368.2699890136719
2023-08-17,365.5
2023-08-18,365.4700012207031
2023-08-21,367.989990234375
2023-08-22,366.9700012207031
2023-08-23,371.0299987792969
2023-08-24,366.05999755859375
2023-08-25,368.55999755859375
2023-08-28,370.8800048828125
2023-08-29,376.2699890136719
2023-08-30,377.7699890136719
2023-08-31,377.260009765625
2023-09-01,377.95001220703125
2023-09-05,376.3800048828125
2023-09-06,373.7699890136719
2023-09-07,372.6199951171875
2023-09-08,373.17999267578125
2023-09-11,375.69000244140625
2023-09-12,373.55999755859375
2023-09-13,374.0299987792969
2023-09-14,377.2900085449219
2023-09-15,372.7099914550781
2023-09-18,372.989990234375
2023-09-19,372.19000244140625
2023-09-20,368.7099914550781
2023-09-21,362.67999267578125
2023-09-22,361.8500061035156
2023-09-25,363.30999755859375
2023-09-26,357.9800109863281
2023-09-27,356.7099914550781
2023-09-28,358.8599853515625
2023-09-29,357.8999938964844
2023-10-02,357.92999267578125
2023-10-03,353.0299987792969
2023-10-04,355.8999938964844
2023-10-05,355.5
2023-10-06,359.760009765625
2023-10-09,362.0199890136719
2023-10-10,363.9200134277344
2023-10-11,365.489990234375
2023-10-12,363.25
2023-10-13,361.42999267578125
2023-10-16,365.2699890136719
2023-10-17,365.239990234375
2023-10-18,360.3399963378906
2023-10-19,357.30999755859375
2023-10-20,352.8299865722656
2023-10-23,352.2300109863281
2023-10-24,354.79998779296875
2023-10-25,349.7099914550781
2023-10-26,345.5799865722656
2023-10-27,343.92999267578125
2023-10-30,348.0899963378906
2023-10-31,350.3699951171875
2023-11-01,354.04998779296875
2023-11-02,360.75
2023-11-03,364.1499938964844
2023-11-06,364.79998779296875
2023-11-07,365.8500061035156
2023-11-08,366.2300109863281
2023-11-09,363.3399963378906
2023-11-10,369.07000732421875
2023-11-13,368.7799987792969
2023-11-14,375.8999938964844
2023-11-15,376.55999755859375
2023-11-16,377.1000061035156
2023-11-17,377.5899963378906
2023-11-20,380.4200134277344
2023-11-21,379.6600036621094
2023-11-22,381.2200012207031
2023-11-24,381.4599914550781
2023-11-27,380.7200012207031
2023-11-28,381.0899963378906
2023-11-29,380.79998779296875
2023-11-30,382.3599853515625
2023-12-01,384.6300048828125
2023-12-04,382.54998779296875
2023-12-05,382.3500061035156
2023-12-06,380.8699951171875
2023-12-07,383.9599914550781
2023-12-08,385.54998779296875
2023-12-11,387.05999755859375
2023-12-12,388.8599853515625
2023-12-13,394.1700134277344
2023-12-14,395.29998779296875
2023-12-15,395.2900085449219
2023-12-18,397.0899963378906
2023-12-19,399.45001220703125
2023-12-20,393.6300048828125
2023-12-21,397.69000244140625
2023-12-22,398.3500061035156
2023-12-26,400.0299987792969
2023-12-27,394.3800048828125
2023-12-28,394.57000732421875
2023-12-29,393.4700012207031
2024-01-02,391.25
2024-01-03,388.1300048828125
2024-01-04,386.8500061035156
2024-01-05,387.55999755859375
2024-01-08,393.0299987792969
2024-01-09,392.510009765625
2024-01-10,394.739990234375
2024-01-11,394.489990234375
2024-01-12,394.82000732421875
2024-01-16,393.3500061035156
2024-01-17,391.1499938964844
2024-01-18,394.6199951171875
2024-01-19,399.510009765625
2024-01-22,400.3800048828125
2024-01-23,401.55999755859375
2024-01-24,401.8900146484375
2024-01-25,404.0299987792969
2024-01-26,403.760009765625
2024-01-29,406.82000732421875
2024-01-30,406.6099853515625
2024-01-31,400.07000732421875
2024-02-01,405.0899963378906
2024-02-02,409.44000244140625
2024-02-05,408.1400146484375
2024-02-06,409.0899963378906
2024-02-07,412.4700012207031
2024-02-08,412.760009765625
2024-02-09,415.1600036621094
2024-02-12,414.7799987792969
2024-02-13,409.1499938964844
2024-02-14,413.1499938964844
2024-02-15,415.6499938964844
2024-02-16,413.7099914550781
2024-02-20,411.25
2024-02-21,411.7799987792969
2024-02-22,420.5
2024-02-23,420.6600036621094
2024-02-26,419.0799865722656
2024-02-27,419.79998779296875
2024-02-28,419.1499938964844
2024-02-29,421.42999267578125
2024-03-01,424.8299865722656
2024-03-04,424.3399963378906
2024-03-05,420.0199890136719
2024-03-06,422.2099914550781
2024-03-07,426.6199951171875
2024-03-08,423.8599853515625
2024-03-11,423.3900146484375
2024-03-12,428.1400146484375
2024-03-13,427.3399963378906
2024-03-14,426.2200012207031
2024-03-15,423.4700012207031
2024-03-18,426.1499938964844
2024-03-19,428.54998779296875
2024-03-20,432.4200134277344
2024-03-21,433.8399963378906
2024-03-22,430.6300048828125
2024-03-25,429.32000732421875
2024-03-26,428.1099853515625
2024-03-27,431.8599853515625
2024-03-28,432.3500061035156
2024-04-01,431.4800109863281
2024-04-02,428.3699951171875
2024-04-03,428.8599853515625
2024-04-04,423.6199951171875
2024-04-05,428.3299865722656
2024-04-08,428.1700134277344
2024-04-09,428.8500061035156
2024-04-10,424.79998779296875
2024-04-11,427.9800109863281
2024-04-12,421.79998779296875
2024-04-15,416.7300109863281
2024-04-16,415.8800048828125
2024-04-17,413.4700012207031
2024-04-18,412.5899963378906
2024-04-19,408.989990234375
2024-04-22,412.55999755859375
2024-04-23,417.510009765625
2024-04-24,417.6000061035156
2024-04-25,415.69000244140625
2024-04-26,419.94000244140625
2024-04-29,421.29998779296875
2024-04-30,414.69000244140625
2024-05-01,413.260009765625
2024-05-02,417.0400085449219
2024-05-03,422.29998779296875
2024-05-06,426.6700134277344
2024-05-07,427.2699890136719
2024-05-08,427.260009765625
2024-05-09,429.5199890136719
2024-05-10,430.29998779296875
2024-05-13,430.20001220703125
2024-05-14,432.3500061035156
2024-05-15,437.489990234375
2024-05-16,436.6700134277344
2024-05-17,437.20001220703125
2024-05-20,437.6400146484375
2024-05-21,438.739990234375
2024-05-22,437.55999755859375
2024-05-23,434.3399963378906
2024-05-24,437.3999938964844
2024-05-28,437.5
2024-05-29,434.2900085449219
2024-05-30,431.7300109863281
2024-05-31,435.239990234375
2024-06-03,435.7799987792969
2024-06-04,436.45001220703125
2024-06-05,441.6300048828125
2024-06-06,441.54998779296875
2024-06-07,441.1400146484375
2024-06-10,442.30999755859375
2024-06-11,443.510009765625
2024-06-12,447.29998779296875
2024-06-13,448.3500061035156
2024-06-14,448.2799987792969
2024-06-17,451.7699890136719
2024-06-18,452.92999267578125
2024-06-20,451.7900085449219
2024-06-21,451.1000061035156
2024-06-24,449.75
2024-06-25,451.5199890136719
2024-06-26,452.2300109863281
2024-06-27,452.6400146484375
2024-06-28,449.2300109863281
2024-07-01,450.44000244140625
2024-07-02,453.239990234375
2024-07-03,455.54998779296875
2024-07-05,458.1000061035156
2024-07-08,458.5799865722656
2024-07-09,458.92999267578125
2024-07-10,463.67999267578125
2024-07-11,459.6300048828125
2024-07-12,462.1600036621094
2024-07-15,463.5199890136719
2024-07-16,466.4800109863281
2024-07-17,459.989990234375
2024-07-18,456.3900146484375
2024-07-19,453.1600036621094
2024-07-22,458.07000732421875
2024-07-23,457.3599853515625
2024-07-24,446.7699890136719
2024-07-25,444.4800109863281
2024-07-26,449.44000244140625
2024-07-29,449.80999755859375
2024-07-30,447.5799865722656
2024-07-31,454.69000244140625
2024-08-01,448.4800109863281
2024-08-02,440.239990234375
2024-08-05,427.05999755859375
2024-08-06,431.489990234375
2024-08-07,428.1700134277344
2024-08-08,438.0400085449219
2024-08-09,440.1400146484375
2024-08-12,440.2200012207031
2024-08-13,447.6400146484375
2024-08-14,449.3599853515625
2024-08-15,456.739990234375
2024-08-16,457.7200012207031
2024-08-19,462.2200012207031
2024-08-20,461.30999755859375
2024-08-21,463.2900085449219
2024-08-22,459.1600036621094
2024-08-23,464.42999267578125
2024-08-26,462.9800109863281
2024-08-27,463.75
2024-08-28,460.9800109863281
2024-08-29,460.989990234375
2024-08-30,465.7099914550781
2024-09-03,455.8999938964844
2024-09-04,455.19000244140625
2024-09-05,453.8299865722656
2024-09-06,446.05999755859375
2024-09-09,451.2699890136719
2024-09-10,453.29998779296875
2024-09-11,458.1400146484375
2024-09-12,461.5799865722656
2024-09-13,464.1499938964844
2024-09-16,464.8299865722656
2024-09-17,464.9599914550781
2024-09-18,463.6199951171875
2024-09-19,471.5199890136719
2024-09-20,470.6099853515625
2024-09-23,471.92999267578125
2024-09-24,473.1199951171875
2024-09-25,472.239990234375
2024-09-26,474.1700134277344
2024-09-27,472.1000061035156
2024-09-30,474.1400146484375
2024-10-01,469.7300109863281
2024-10-02,469.82000732421875
2024-10-03,469.0299987792969
2024-10-04,473.3399963378906
2024-10-07,468.80999755859375
2024-10-08,473.3500061035156
2024-10-09,476.7300109863281
2024-10-10,475.82000732421875
2024-10-11,478.70001220703125
2024-10-14,482.3900146484375
2024-10-15,478.760009765625
2024-10-16,481.0
2024-10-17,480.92999267578125
2024-10-18,482.8599853515625
2024-10-21,482.0
2024-10-22,481.7699890136719
2024-10-23,477.3500061035156
2024-10-24,478.3800048828125
2024-10-25,478.239990234375
2024-10-28,479.510009765625
2024-10-29,480.2799987792969
2024-10-30,478.7099914550781
2024-10-31,469.8299865722656
2024-11-01,471.7799987792969
2024-11-04,470.4700012207031
2024-11-05,476.25
2024-11-06,488.29998779296875
2024-11-07,491.94000244140625
2024-11-08,493.8900146484375
2024-11-11,494.3699951171875
2024-11-12,492.9700012207031
2024-11-13,493.1000061035156
2024-11-14,490.17999267578125
2024-11-15,483.7699890136719
2024-11-18,485.739990234375
2024-11-19,487.6700134277344
2024-11-20,487.70001220703125
2024-11-21,490.3699951171875
