Date,RLLGX
2022-02-28,71.26000213623047
2022-03-01,70.05000305175781
2022-03-02,71.05999755859375
2022-03-03,69.45999908447266
2022-03-04,67.58000183105469
2022-03-07,65.12000274658203
2022-03-08,65.22000122070312
2022-03-09,67.75
2022-03-10,67.16999816894531
2022-03-11,66.0999984741211
2022-03-14,64.97000122070312
2022-03-15,65.69000244140625
2022-03-16,68.4800033569336
2022-03-17,69.61000061035156
2022-03-18,70.83000183105469
2022-03-21,69.94000244140625
2022-03-22,70.61000061035156
2022-03-23,69.62000274658203
2022-03-24,70.08000183105469
2022-03-25,69.61000061035156
2022-03-28,69.6500015258789
2022-03-29,71.80000305175781
2022-03-30,71.13999938964844
2022-03-31,70.16999816894531
2022-04-01,70.81999969482422
2022-04-04,71.61000061035156
2022-04-05,70.52999877929688
2022-04-06,69.18000030517578
2022-04-07,68.97000122070312
2022-04-08,68.5199966430664
2022-04-11,67.66999816894531
2022-04-12,67.51000213623047
2022-04-13,68.61000061035156
2022-04-14,67.98999786376953
2022-04-18,67.36000061035156
2022-04-19,68.3499984741211
2022-04-20,68.33999633789062
2022-04-21,67.06999969482422
2022-04-22,65.55999755859375
2022-04-25,65.87999725341797
2022-04-26,63.709999084472656
2022-04-27,63.599998474121094
2022-04-28,64.56999969482422
2022-04-29,63.400001525878906
2022-05-02,63.720001220703125
2022-05-03,63.810001373291016
2022-05-04,65.06999969482422
2022-05-05,62.4900016784668
2022-05-06,61.13999938964844
2022-05-09,58.63999938964844
2022-05-10,58.7400016784668
2022-05-11,57.900001525878906
2022-05-12,58.279998779296875
2022-05-13,60.4900016784668
2022-05-16,60.02000045776367
2022-05-17,61.34000015258789
2022-05-18,59.41999816894531
2022-05-19,59.970001220703125
2022-05-20,60.22999954223633
2022-05-23,60.88999938964844
2022-05-24,59.790000915527344
2022-05-25,60.209999084472656
2022-05-26,61.33000183105469
2022-05-27,62.66999816894531
2022-05-31,62.459999084472656
2022-06-01,61.720001220703125
2022-06-02,63.25
2022-06-03,62.400001525878906
2022-06-06,62.66999816894531
2022-06-07,62.939998626708984
2022-06-08,62.38999938964844
2022-06-09,60.9900016784668
2022-06-10,59.380001068115234
2022-06-13,56.72999954223633
2022-06-14,56.349998474121094
2022-06-15,57.22999954223633
2022-06-16,55.060001373291016
2022-06-17,55.619998931884766
2022-06-21,56.40999984741211
2022-06-22,56.060001373291016
2022-06-23,56.7400016784668
2022-06-24,58.43000030517578
2022-06-27,58.47999954223633
2022-06-28,57.59000015258789
2022-06-29,57.13999938964844
2022-06-30,56.63999938964844
2022-07-01,57.029998779296875
2022-07-05,57.16999816894531
2022-07-06,57.040000915527344
2022-07-07,58.22999954223633
2022-07-08,58.29999923706055
2022-07-11,57.130001068115234
2022-07-12,56.72999954223633
2022-07-13,56.58000183105469
2022-07-14,56.099998474121094
2022-07-15,56.939998626708984
2022-07-18,57.15999984741211
2022-07-19,58.5099983215332
2022-07-20,59.15999984741211
2022-07-21,59.849998474121094
2022-07-22,59.31999969482422
2022-07-25,59.36000061035156
2022-07-26,58.54999923706055
2022-07-27,59.880001068115234
2022-07-28,60.630001068115234
2022-07-29,61.25
2022-08-01,61.34000015258789
2022-08-02,60.939998626708984
2022-08-03,61.7599983215332
2022-08-04,62.040000915527344
2022-08-05,62.099998474121094
2022-08-08,62.52000045776367
2022-08-09,61.54999923706055
2022-08-10,63.25
2022-08-11,63.33000183105469
2022-08-12,64.12000274658203
2022-08-15,64.02999877929688
2022-08-16,63.93000030517578
2022-08-17,63.119998931884766
2022-08-18,63.279998779296875
2022-08-19,61.970001220703125
2022-08-22,60.72999954223633
2022-08-23,60.86000061035156
2022-08-24,61.2599983215332
2022-08-25,62.150001525878906
2022-08-26,60.36000061035156
2022-08-29,59.959999084472656
2022-08-30,59.529998779296875
2022-08-31,59.34000015258789
2022-09-01,58.529998779296875
2022-09-02,58.27000045776367
2022-09-06,57.93000030517578
2022-09-07,58.86000061035156
2022-09-08,59.31999969482422
2022-09-09,60.5
2022-09-12,61.220001220703125
2022-09-13,59.060001373291016
2022-09-14,59.25
2022-09-15,58.83000183105469
2022-09-16,58.02000045776367
2022-09-19,58.25
2022-09-20,57.58000183105469
2022-09-21,56.7599983215332
2022-09-22,55.7400016784668
2022-09-23,54.540000915527344
2022-09-26,53.880001068115234
2022-09-27,54.02000045776367
2022-09-28,55.16999816894531
2022-09-29,54.130001068115234
2022-09-30,54.08000183105469
2022-10-03,55.310001373291016
2022-10-04,57.33000183105469
2022-10-05,57.0099983215332
2022-10-06,56.650001525878906
