Date,AAETX
2022-02-28,16.760000228881836
2022-03-01,16.610000610351562
2022-03-02,16.729999542236328
2022-03-03,16.6299991607666
2022-03-04,16.530000686645508
2022-03-07,16.209999084472656
2022-03-08,16.149999618530273
2022-03-09,16.40999984741211
2022-03-10,16.34000015258789
2022-03-11,16.209999084472656
2022-03-14,16.100000381469727
2022-03-15,16.25
2022-03-16,16.5
2022-03-17,16.670000076293945
2022-03-18,16.790000915527344
2022-03-21,16.719999313354492
2022-03-22,16.799999237060547
2022-03-23,16.700000762939453
2022-03-24,16.799999237060547
2022-03-25,16.790000915527344
2022-03-28,16.829999923706055
2022-03-29,17.0
2022-03-30,16.959999084472656
2022-03-31,16.799999237060547
2022-04-01,16.850000381469727
2022-04-04,16.93000030517578
2022-04-05,16.75
2022-04-06,16.649999618530273
2022-04-07,16.670000076293945
2022-04-08,16.649999618530273
2022-04-11,16.489999771118164
2022-04-12,16.459999084472656
2022-04-13,16.59000015258789
2022-04-14,16.459999084472656
2022-04-18,16.43000030517578
2022-04-19,16.520000457763672
2022-04-20,16.540000915527344
2022-04-21,16.3700008392334
2022-04-22,16.110000610351562
2022-04-25,16.139999389648438
2022-04-26,15.890000343322754
2022-04-27,15.899999618530273
2022-04-28,16.09000015258789
2022-04-29,15.789999961853027
2022-05-02,15.789999961853027
2022-05-03,15.850000381469727
2022-05-04,16.110000610351562
2022-05-05,15.760000228881836
2022-05-06,15.65999984741211
2022-05-09,15.34000015258789
2022-05-10,15.369999885559082
2022-05-11,15.3100004196167
2022-05-12,15.319999694824219
2022-05-13,15.539999961853027
2022-05-16,15.539999961853027
2022-05-17,15.710000038146973
2022-05-18,15.40999984741211
2022-05-19,15.399999618530273
2022-05-20,15.4399995803833
2022-05-23,15.5600004196167
2022-05-24,15.529999732971191
2022-05-25,15.619999885559082
2022-05-26,15.789999961853027
2022-05-27,16.0
2022-05-31,15.920000076293945
2022-06-01,15.8100004196167
2022-06-02,15.989999771118164
2022-06-03,15.850000381469727
2022-06-06,15.850000381469727
2022-06-07,15.949999809265137
2022-06-08,15.829999923706055
2022-06-09,15.600000381469727
2022-06-10,15.329999923706055
2022-06-13,14.890000343322754
2022-06-14,14.800000190734863
2022-06-15,14.979999542236328
2022-06-16,14.699999809265137
2022-06-17,14.6899995803833
2022-06-21,14.869999885559082
2022-06-22,14.869999885559082
2022-06-23,14.9399995803833
2022-06-24,15.1899995803833
2022-06-27,15.170000076293945
2022-06-28,15.039999961853027
2022-06-29,15.020000457763672
2022-06-30,14.970000267028809
2022-07-01,15.069999694824219
2022-07-05,15.020000457763672
2022-07-06,14.989999771118164
2022-07-07,15.119999885559082
2022-07-08,15.100000381469727
2022-07-11,15.0
2022-07-12,14.930000305175781
2022-07-13,14.899999618530273
2022-07-14,14.819999694824219
2022-07-15,15.0
2022-07-18,14.970000267028809
2022-07-19,15.1899995803833
2022-07-20,15.210000038146973
2022-07-21,15.329999923706055
2022-07-22,15.289999961853027
2022-07-25,15.319999694824219
2022-07-26,15.229999542236328
2022-07-27,15.449999809265137
2022-07-28,15.579999923706055
2022-07-29,15.6899995803833
2022-08-01,15.680000305175781
2022-08-02,15.569999694824219
2022-08-03,15.6899995803833
2022-08-04,15.720000267028809
2022-08-05,15.670000076293945
2022-08-08,15.710000038146973
2022-08-09,15.649999618530273
2022-08-10,15.850000381469727
2022-08-11,15.84000015258789
2022-08-12,15.989999771118164
2022-08-15,16.010000228881836
2022-08-16,16.010000228881836
2022-08-17,15.899999618530273
2022-08-18,15.920000076293945
2022-08-19,15.779999732971191
2022-08-22,15.569999694824219
2022-08-23,15.569999694824219
2022-08-24,15.59000015258789
2022-08-25,15.739999771118164
2022-08-26,15.460000038146973
2022-08-29,15.380000114440918
2022-08-30,15.270000457763672
2022-08-31,15.199999809265137
2022-09-01,15.140000343322754
2022-09-02,15.109999656677246
2022-09-06,15.020000457763672
2022-09-07,15.180000305175781
2022-09-08,15.229999542236328
2022-09-09,15.390000343322754
2022-09-12,15.479999542236328
2022-09-13,15.09000015258789
2022-09-14,15.130000114440918
2022-09-15,15.029999732971191
2022-09-16,14.949999809265137
2022-09-19,14.989999771118164
2022-09-20,14.859999656677246
2022-09-21,14.729999542236328
2022-09-22,14.59000015258789
2022-09-23,14.380000114440918
2022-09-26,14.1899995803833
2022-09-27,14.15999984741211
2022-09-28,14.399999618530273
2022-09-29,14.220000267028809
2022-09-30,14.109999656677246
2022-10-03,14.380000114440918
2022-10-04,14.6899995803833
2022-10-05,14.630000114440918
2022-10-06,14.510000228881836
2022-10-07,14.289999961853027
2022-10-10,14.199999809265137
2022-10-11,14.130000114440918
2022-10-12,14.109999656677246
2022-10-13,14.260000228881836
2022-10-14,14.0600004196167
2022-10-17,14.279999732971191
2022-10-18,14.369999885559082
2022-10-19,14.260000228881836
2022-10-20,14.180000305175781
2022-10-21,14.380000114440918
2022-10-24,14.430000305175781
2022-10-25,14.609999656677246
2022-10-26,14.640000343322754
2022-10-27,14.630000114440918
2022-10-28,14.770000457763672
2022-10-31,14.699999809265137
2022-11-01,14.710000038146973
2022-11-02,14.529999732971191
2022-11-03,14.430000305175781
2022-11-04,14.619999885559082
2022-11-07,14.6899995803833
2022-11-08,14.770000457763672
2022-11-09,14.619999885559082
2022-11-10,15.149999618530273
2022-11-11,15.239999771118164
2022-11-14,15.15999984741211
2022-11-15,15.279999732971191
2022-11-16,15.220000267028809
2022-11-17,15.15999984741211
2022-11-18,15.1899995803833
2022-11-21,15.149999618530273
2022-11-22,15.279999732971191
2022-11-23,15.369999885559082
2022-11-25,15.390000343322754
2022-11-28,15.25
2022-11-29,15.25
2022-11-30,15.5600004196167
2022-12-01,15.630000114440918
2022-12-02,15.649999618530273
2022-12-05,15.449999809265137
2022-12-06,15.359999656677246
2022-12-07,15.380000114440918
2022-12-08,15.4399995803833
2022-12-09,15.369999885559082
2022-12-12,15.470000267028809
2022-12-13,15.569999694824219
2022-12-14,15.5600004196167
2022-12-15,15.34000015258789
2022-12-16,15.229999542236328
2022-12-19,15.140000343322754
2022-12-20,15.140000343322754
2022-12-21,15.279999732971191
2022-12-22,15.15999984741211
2022-12-23,14.5600004196167
2022-12-27,14.529999732971191
2022-12-28,14.420000076293945
2022-12-29,14.569999694824219
2022-12-30,14.529999732971191
2023-01-03,14.529999732971191
2023-01-04,14.619999885559082
2023-01-05,14.539999961853027
2023-01-06,14.789999961853027
2023-01-09,14.819999694824219
2023-01-10,14.84000015258789
2023-01-11,14.960000038146973
2023-01-12,15.0600004196167
2023-01-13,15.079999923706055
2023-01-17,15.050000190734863
2023-01-18,14.979999542236328
2023-01-19,14.930000305175781
2023-01-20,15.050000190734863
2023-01-23,15.119999885559082
2023-01-24,15.130000114440918
2023-01-25,15.149999618530273
2023-01-26,15.220000267028809
2023-01-27,15.210000038146973
2023-01-30,15.09000015258789
2023-01-31,15.210000038146973
2023-02-01,15.329999923706055
2023-02-02,15.399999618530273
2023-02-03,15.260000228881836
2023-02-06,15.15999984741211
2023-02-07,15.239999771118164
2023-02-08,15.1899995803833
2023-02-09,15.119999885559082
2023-02-10,15.109999656677246
2023-02-13,15.210000038146973
2023-02-14,15.1899995803833
2023-02-15,15.1899995803833
2023-02-16,15.079999923706055
2023-02-17,15.0600004196167
2023-02-21,14.869999885559082
