Date,VWENX
2022-02-28,78.06999969482422
2022-03-01,77.3499984741211
2022-03-02,77.98999786376953
2022-03-03,77.62999725341797
2022-03-04,77.12000274658203
2022-03-07,75.27999877929688
2022-03-08,74.72000122070312
2022-03-09,76.16000366210938
2022-03-10,75.76000213623047
2022-03-11,75.2300033569336
2022-03-14,74.8499984741211
2022-03-15,75.77999877929688
2022-03-16,76.9800033569336
2022-03-17,77.63999938964844
2022-03-18,77.86000061035156
2022-03-21,77.47000122070312
2022-03-22,77.95999908447266
2022-03-23,77.5
2022-03-24,78.04000091552734
2022-03-25,78.0999984741211
2022-03-28,78.44000244140625
2022-03-29,79.22000122070312
2022-03-30,79.02999877929688
2022-03-31,78.12000274658203
2022-04-01,78.38999938964844
2022-04-04,78.61000061035156
2022-04-05,77.9000015258789
2022-04-06,77.5
2022-04-07,77.63999938964844
2022-04-08,77.47000122070312
2022-04-11,76.58999633789062
2022-04-12,76.37000274658203
2022-04-13,76.9800033569336
2022-04-14,76.23999786376953
2022-04-18,75.9000015258789
2022-04-19,76.51000213623047
2022-04-20,76.83000183105469
2022-04-21,75.87999725341797
2022-04-22,74.30999755859375
2022-04-25,74.72000122070312
2022-04-26,73.69000244140625
2022-04-27,73.72000122070312
2022-04-28,74.94999694824219
2022-04-29,73.19000244140625
2022-05-02,73.16999816894531
2022-05-03,73.5199966430664
2022-05-04,74.87999725341797
2022-05-05,73.12000274658203
2022-05-06,72.6500015258789
2022-05-09,71.41999816894531
2022-05-10,71.62999725341797
2022-05-11,71.22000122070312
2022-05-12,71.12000274658203
2022-05-13,71.98999786376953
2022-05-16,71.94999694824219
2022-05-17,72.58999633789062
2022-05-18,71.12000274658203
2022-05-19,71.01000213623047
2022-05-20,71.2300033569336
2022-05-23,72.06999969482422
2022-05-24,72.05999755859375
2022-05-25,72.55000305175781
2022-05-26,73.54000091552734
2022-05-27,74.56999969482422
2022-05-31,74.12000274658203
2022-06-01,73.62999725341797
2022-06-02,74.48999786376953
2022-06-03,73.83000183105469
2022-06-06,73.75
2022-06-07,74.2300033569336
2022-06-08,73.61000061035156
2022-06-09,72.44000244140625
2022-06-10,70.88999938964844
2022-06-13,68.79000091552734
2022-06-14,68.37000274658203
2022-06-15,69.26000213623047
2022-06-16,68.08999633789062
2022-06-17,67.68000030517578
2022-06-21,68.61000061035156
2022-06-22,68.7699966430664
2022-06-23,69.23999786376953
2022-06-24,70.58999633789062
2022-06-27,70.37000274658203
2022-06-28,69.55999755859375
2022-06-29,69.83999633789062
2022-06-30,69.62000274658203
2022-07-01,70.22000122070312
2022-07-05,70.12999725341797
2022-07-06,70.16999816894531
2022-07-07,70.7300033569336
2022-07-08,70.6500015258789
2022-07-11,70.33999633789062
2022-07-12,69.91999816894531
2022-07-13,69.75
2022-07-14,69.33999633789062
2022-07-15,70.33000183105469
2022-07-18,69.86000061035156
2022-07-19,71.04000091552734
2022-07-20,71.05000305175781
2022-07-21,71.5999984741211
2022-07-22,71.56999969482422
2022-07-25,71.55999755859375
2022-07-26,71.0999984741211
2022-07-27,72.1500015258789
2022-07-28,72.9800033569336
2022-07-29,73.55999755859375
2022-08-01,73.55999755859375
2022-08-02,72.88999938964844
2022-08-03,73.81999969482422
2022-08-04,73.9800033569336
2022-08-05,73.70999908447266
2022-08-08,73.76000213623047
2022-08-09,73.58999633789062
2022-08-10,74.51000213623047
2022-08-11,74.37000274658203
2022-08-12,75.33999633789062
2022-08-15,75.5
2022-08-16,75.62999725341797
2022-08-17,75.16000366210938
2022-08-18,75.30999755859375
2022-08-19,74.58999633789062
2022-08-22,73.58999633789062
2022-08-23,73.37000274658203
2022-08-24,73.41000366210938
2022-08-25,74.18000030517578
2022-08-26,72.66999816894531
2022-08-29,72.30000305175781
2022-08-30,71.80000305175781
2022-08-31,71.30999755859375
2022-09-01,71.36000061035156
2022-09-02,70.94999694824219
2022-09-06,70.62999725341797
2022-09-07,71.5999984741211
2022-09-08,71.83999633789062
2022-09-09,72.54000091552734
2022-09-12,72.95999908447266
2022-09-13,70.91000366210938
2022-09-14,71.05999755859375
2022-09-15,70.61000061035156
2022-09-16,69.86000061035156
2022-09-19,70.16000366210938
2022-09-20,69.5199966430664
2022-09-21,68.83000183105469
2022-09-22,68.26000213623047
2022-09-23,67.41999816894531
2022-09-26,66.63999938964844
2022-09-27,66.25
2022-09-28,67.37000274658203
2022-09-29,66.4800033569336
2022-09-30,65.88999938964844
2022-10-03,67.30000305175781
2022-10-04,68.70999908447266
2022-10-05,68.45999908447266
2022-10-06,67.8499984741211
2022-10-07,66.7300033569336
2022-10-10,66.30000305175781
2022-10-11,65.98999786376953
2022-10-12,65.80999755859375
2022-10-13,66.72000122070312
2022-10-14,65.51000213623047
2022-10-17,66.56999969482422
2022-10-18,67.11000061035156
2022-10-19,66.62000274658203
2022-10-20,66.25
2022-10-21,67.16000366210938
2022-10-24,67.6500015258789
2022-10-25,68.54000091552734
2022-10-26,68.38999938964844
2022-10-27,68.37000274658203
2022-10-28,69.41000366210938
2022-10-31,68.94000244140625
2022-11-01,68.87999725341797
2022-11-02,67.9000015258789
2022-11-03,67.33999633789062
2022-11-04,68.0
2022-11-07,68.4000015258789
2022-11-08,68.68000030517578
2022-11-09,67.9000015258789
2022-11-10,70.58999633789062
2022-11-11,70.68000030517578
2022-11-14,70.2699966430664
2022-11-15,70.80999755859375
2022-11-16,70.79000091552734
2022-11-17,70.62000274658203
2022-11-18,70.91000366210938
2022-11-21,70.79000091552734
2022-11-22,71.58999633789062
2022-11-23,72.0199966430664
2022-11-25,72.13999938964844
2022-11-28,71.44999694824219
2022-11-29,71.3499984741211
2022-11-30,72.86000061035156
2022-12-01,73.02999877929688
2022-12-02,73.16999816894531
2022-12-05,72.37999725341797
2022-12-06,71.97000122070312
2022-12-07,72.08000183105469
2022-12-08,72.30000305175781
2022-12-09,71.72000122070312
2022-12-12,72.31999969482422
2022-12-13,72.69999694824219
2022-12-14,72.63999938964844
2022-12-15,71.62000274658203
2022-12-16,71.05999755859375
2022-12-19,70.5999984741211
2022-12-20,70.55000305175781
2022-12-21,71.30000305175781
2022-12-22,70.7699966430664
2022-12-23,70.98999786376953
2022-12-27,70.79000091552734
2022-12-28,65.83999633789062
2022-12-29,66.52999877929688
2022-12-30,66.33000183105469
2023-01-03,66.33000183105469
2023-01-04,66.52999877929688
2023-01-05,66.06999969482422
2023-01-06,67.25
2023-01-09,67.29000091552734
2023-01-10,67.43000030517578
2023-01-11,67.94000244140625
2023-01-12,68.31999969482422
2023-01-13,68.41999816894531
2023-01-17,68.2699966430664
2023-01-18,67.80999755859375
2023-01-19,67.37000274658203
2023-01-20,67.9000015258789
2023-01-23,68.16999816894531
2023-01-24,68.25
2023-01-25,68.33000183105469
2023-01-26,68.5999984741211
2023-01-27,68.55999755859375
2023-01-30,68.11000061035156
2023-01-31,68.81999969482422
2023-02-01,69.16000366210938
2023-02-02,69.52999877929688
2023-02-03,68.94000244140625
2023-02-06,68.62999725341797
2023-02-07,69.11000061035156
2023-02-08,68.66999816894531
2023-02-09,68.19999694824219
2023-02-10,68.36000061035156
2023-02-13,68.87000274658203
2023-02-14,68.79000091552734
2023-02-15,68.77999877929688
2023-02-16,68.19000244140625
2023-02-17,68.19999694824219
2023-02-21,67.19999694824219
2023-02-22,67.12000274658203
2023-02-23,67.30999755859375
2023-02-24,66.72000122070312
2023-02-27,66.7699966430664
2023-02-28,66.58000183105469
2023-03-01,66.33999633789062
2023-03-02,66.66000366210938
2023-03-03,67.51000213623047
2023-03-06,67.4800033569336
2023-03-07,66.81999969482422
2023-03-08,66.88999938964844
2023-03-09,66.12000274658203
2023-03-10,65.68000030517578
2023-03-13,65.72000122070312
2023-03-14,66.31999969482422
2023-03-15,66.06999969482422
2023-03-16,66.7699966430664
2023-03-17,66.16999816894531
2023-03-20,66.44999694824219
2023-03-21,66.91000366210938
2023-03-22,66.51000213623047
2023-03-23,66.63999938964844
2023-03-24,66.87999725341797
2023-03-27,66.77999877929688
2023-03-28,66.69999694824219
2023-03-29,67.2699966430664
2023-03-30,67.55000305175781
2023-03-31,68.18000030517578
2023-04-03,68.61000061035156
2023-04-04,68.4800033569336
2023-04-05,68.5
2023-04-06,68.72000122070312
2023-04-10,68.62000274658203
2023-04-11,68.66000366210938
2023-04-12,68.6500015258789
2023-04-13,69.05000305175781
2023-04-14,68.83000183105469
2023-04-17,68.83000183105469
2023-04-18,68.91000366210938
2023-04-19,68.7699966430664
2023-04-20,68.7699966430664
2023-04-21,68.79000091552734
2023-04-24,68.94999694824219
2023-04-25,68.45999908447266
2023-04-26,68.30000305175781
2023-04-27,69.16000366210938
2023-04-28,69.58999633789062
2023-05-01,69.26000213623047
2023-05-02,68.97000122070312
2023-05-03,68.7300033569336
2023-05-04,68.4800033569336
2023-05-05,69.18000030517578
2023-05-08,69.08000183105469
2023-05-09,68.94999694824219
2023-05-10,69.22000122070312
2023-05-11,69.19000244140625
2023-05-12,69.05000305175781
2023-05-15,69.0999984741211
2023-05-16,68.73999786376953
2023-05-17,69.19000244140625
2023-05-18,69.4000015258789
2023-05-19,69.2699966430664
2023-05-22,69.26000213623047
2023-05-23,68.79000091552734
2023-05-24,68.4000015258789
2023-05-25,68.43000030517578
2023-05-26,69.01000213623047
2023-05-30,68.94000244140625
2023-05-31,68.83000183105469
2023-06-01,69.33999633789062
2023-06-02,69.93000030517578
2023-06-05,69.77999877929688
2023-06-06,69.94000244140625
2023-06-07,69.56999969482422
2023-06-08,69.88999938964844
2023-06-09,69.88999938964844
2023-06-12,70.29000091552734
2023-06-13,70.44000244140625
2023-06-14,70.29000091552734
2023-06-15,71.11000061035156
2023-06-16,70.47000122070312
2023-06-20,70.16999816894531
2023-06-21,70.02999877929688
2023-06-22,70.12000274658203
2023-06-23,69.83999633789062
2023-06-26,69.66000366210938
2023-06-27,70.08000183105469
2023-06-28,70.04000091552734
2023-06-29,70.0
2023-06-30,70.61000061035156
2023-07-03,70.51000213623047
2023-07-05,70.31999969482422
2023-07-06,69.69000244140625
2023-07-07,69.52999877929688
2023-07-10,69.52999877929688
2023-07-11,70.1500015258789
2023-07-12,70.75
2023-07-13,71.22000122070312
2023-07-14,71.16000366210938
2023-07-17,71.25
2023-07-18,71.58999633789062
2023-07-19,71.77999877929688
2023-07-20,71.44000244140625
2023-07-21,71.5999984741211
2023-07-24,71.72000122070312
2023-07-25,71.87000274658203
2023-07-26,71.8499984741211
2023-07-27,71.2699966430664
2023-07-28,71.9000015258789
2023-07-31,72.0199966430664
2023-08-01,71.7699966430664
2023-08-02,70.9800033569336
2023-08-03,70.68000030517578
2023-08-04,70.76000213623047
2023-08-07,71.13999938964844
2023-08-08,71.0
2023-08-09,70.87000274658203
2023-08-10,70.7300033569336
2023-08-11,70.63999938964844
2023-08-14,70.77999877929688
2023-08-15,70.19999694824219
2023-08-16,69.94999694824219
2023-08-17,69.62999725341797
2023-08-18,69.56999969482422
2023-08-21,69.6500015258789
2023-08-22,69.58000183105469
2023-08-23,70.27999877929688
2023-08-24,69.5999984741211
2023-08-25,69.86000061035156
2023-08-28,70.19999694824219
2023-08-29,70.87999725341797
2023-08-30,71.01000213623047
2023-08-31,70.9000015258789
2023-09-01,71.0199966430664
2023-09-05,70.6500015258789
2023-09-06,70.33000183105469
2023-09-07,70.41000366210938
2023-09-08,70.51000213623047
2023-09-11,70.69000244140625
2023-09-12,70.41999816894531
2023-09-13,70.61000061035156
2023-09-14,71.01000213623047
2023-09-15,70.04000091552734
2023-09-18,70.12000274658203
2023-09-19,69.93000030517578
2023-09-20,69.54000091552734
2023-09-21,68.6500015258789
2023-09-22,68.66999816894531
2023-09-25,68.69999694824219
2023-09-26,67.94000244140625
2023-09-27,67.91000366210938
2023-09-28,68.22000122070312
2023-09-29,68.05000305175781
2023-10-02,67.91000366210938
2023-10-03,67.12000274658203
2023-10-04,67.58999633789062
2023-10-05,67.5999984741211
2023-10-06,68.11000061035156
2023-10-09,68.66000366210938
2023-10-10,68.87999725341797
2023-10-11,69.22000122070312
2023-10-12,68.73999786376953
2023-10-13,68.7300033569336
2023-10-16,69.13999938964844
2023-10-17,69.04000091552734
2023-10-18,68.33999633789062
2023-10-19,68.02999877929688
2023-10-20,67.58000183105469
2023-10-23,67.58999633789062
2023-10-24,67.91999816894531
2023-10-25,67.12000274658203
2023-10-26,66.73999786376953
2023-10-27,66.66000366210938
2023-10-30,67.08999633789062
2023-10-31,67.31999969482422
2023-11-01,67.9000015258789
2023-11-02,68.81999969482422
2023-11-03,69.27999877929688
2023-11-06,69.25
2023-11-07,69.44000244140625
2023-11-08,69.4800033569336
2023-11-09,69.0199966430664
2023-11-10,69.69999694824219
2023-11-13,69.5999984741211
2023-11-14,70.70999908447266
2023-11-15,70.62999725341797
2023-11-16,70.95999908447266
2023-11-17,71.08000183105469
2023-11-20,71.44999694824219
2023-11-21,71.38999938964844
2023-11-22,71.68000030517578
2023-11-24,71.6500015258789
2023-11-27,71.68000030517578
