Date,RLBFX
2022-02-28,31.920000076293945
2022-03-01,31.719999313354492
2022-03-02,31.979999542236328
2022-03-03,31.8799991607666
2022-03-04,31.809999465942383
2022-03-07,31.209999084472656
2022-03-08,31.040000915527344
2022-03-09,31.450000762939453
2022-03-10,31.3799991607666
2022-03-11,31.139999389648438
2022-03-14,30.81999969482422
2022-03-15,31.15999984741211
2022-03-16,31.520000457763672
2022-03-17,31.809999465942383
2022-03-18,32.029998779296875
2022-03-21,31.940000534057617
2022-03-22,32.040000915527344
2022-03-23,31.8700008392334
2022-03-24,32.11000061035156
2022-03-25,32.150001525878906
2022-03-28,32.20000076293945
2022-03-29,32.439998626708984
2022-03-30,32.380001068115234
2022-03-31,32.060001373291016
2022-04-01,32.16999816894531
2022-04-04,32.279998779296875
2022-04-05,31.959999084472656
2022-04-06,31.850000381469727
2022-04-07,31.920000076293945
2022-04-08,31.920000076293945
2022-04-11,31.610000610351562
2022-04-12,31.579999923706055
2022-04-13,31.790000915527344
2022-04-14,31.540000915527344
2022-04-18,31.549999237060547
2022-04-19,31.729999542236328
2022-04-20,31.81999969482422
2022-04-21,31.450000762939453
2022-04-22,30.93000030517578
2022-04-25,30.989999771118164
2022-04-26,30.56999969482422
2022-04-27,30.59000015258789
2022-04-28,30.969999313354492
2022-04-29,30.299999237060547
2022-05-02,30.31999969482422
2022-05-03,30.469999313354492
2022-05-04,31.020000457763672
2022-05-05,30.3799991607666
2022-05-06,30.270000457763672
2022-05-09,29.690000534057617
2022-05-10,29.739999771118164
2022-05-11,29.639999389648438
2022-05-12,29.65999984741211
2022-05-13,30.030000686645508
2022-05-16,30.09000015258789
2022-05-17,30.389999389648438
2022-05-18,29.739999771118164
2022-05-19,29.6299991607666
2022-05-20,29.739999771118164
2022-05-23,29.979999542236328
2022-05-24,30.030000686645508
2022-05-25,30.229999542236328
2022-05-26,30.579999923706055
2022-05-27,30.989999771118164
2022-05-31,30.790000915527344
2022-06-01,30.639999389648438
2022-06-02,30.899999618530273
2022-06-03,30.65999984741211
2022-06-06,30.639999389648438
2022-06-07,30.8700008392334
2022-06-08,30.600000381469727
2022-06-09,30.15999984741211
2022-06-10,29.639999389648438
2022-06-13,28.5
2022-06-14,28.34000015258789
2022-06-15,28.6200008392334
2022-06-16,28.059999465942383
2022-06-17,28.020000457763672
2022-06-21,28.399999618530273
2022-06-22,28.389999389648438
2022-06-23,28.489999771118164
2022-06-24,28.969999313354492
2022-06-27,28.950000762939453
2022-06-28,28.719999313354492
2022-06-29,28.709999084472656
2022-06-30,28.610000610351562
2022-07-01,28.799999237060547
2022-07-05,28.68000030517578
2022-07-06,28.649999618530273
2022-07-07,28.889999389648438
2022-07-08,28.829999923706055
2022-07-11,28.700000762939453
2022-07-12,28.559999465942383
2022-07-13,28.489999771118164
2022-07-14,28.34000015258789
2022-07-15,28.709999084472656
2022-07-18,28.610000610351562
2022-07-19,29.040000915527344
2022-07-20,29.059999465942383
2022-07-21,29.260000228881836
2022-07-22,29.219999313354492
2022-07-25,29.290000915527344
2022-07-26,29.1299991607666
2022-07-27,29.530000686645508
2022-07-28,29.719999313354492
2022-07-29,29.899999618530273
2022-08-01,29.8799991607666
2022-08-02,29.639999389648438
2022-08-03,29.8799991607666
2022-08-04,29.8799991607666
2022-08-05,29.799999237060547
2022-08-08,29.860000610351562
2022-08-09,29.770000457763672
2022-08-10,30.1299991607666
2022-08-11,30.110000610351562
2022-08-12,30.440000534057617
2022-08-15,30.479999542236328
2022-08-16,30.5
2022-08-17,30.309999465942383
2022-08-18,30.3799991607666
2022-08-19,30.139999389648438
2022-08-22,29.75
2022-08-23,29.719999313354492
2022-08-24,29.760000228881836
2022-08-25,30.06999969482422
2022-08-26,29.510000228881836
2022-08-29,29.3700008392334
2022-08-30,29.139999389648438
2022-08-31,28.979999542236328
2022-09-01,28.940000534057617
2022-09-02,28.8700008392334
2022-09-06,28.68000030517578
2022-09-07,28.979999542236328
2022-09-08,29.079999923706055
