Date,CWIEX
2022-02-28,58.13999938964844
2022-03-01,57.02000045776367
2022-03-02,57.849998474121094
2022-03-03,57.20000076293945
2022-03-04,56.2599983215332
2022-03-07,54.540000915527344
2022-03-08,54.279998779296875
2022-03-09,55.869998931884766
2022-03-10,55.650001525878906
2022-03-11,54.90999984741211
2022-03-14,54.38999938964844
2022-03-15,54.95000076293945
2022-03-16,56.59000015258789
2022-03-17,57.45000076293945
2022-03-18,58.060001373291016
2022-03-21,57.86000061035156
2022-03-22,58.459999084472656
2022-03-23,57.81999969482422
2022-03-24,58.380001068115234
2022-03-25,58.369998931884766
2022-03-28,58.45000076293945
2022-03-29,59.33000183105469
2022-03-30,59.16999816894531
2022-03-31,58.33000183105469
2022-04-01,58.75
2022-04-04,59.27000045776367
2022-04-05,58.41999816894531
2022-04-06,57.810001373291016
2022-04-07,57.880001068115234
2022-04-08,57.939998626708984
2022-04-11,57.150001525878906
2022-04-12,56.869998931884766
2022-04-13,57.59000015258789
2022-04-14,57.04999923706055
2022-04-18,56.84000015258789
2022-04-19,57.29999923706055
2022-04-20,57.29999923706055
2022-04-21,56.5
2022-04-22,55.220001220703125
2022-04-25,55.060001373291016
2022-04-26,53.560001373291016
2022-04-27,53.81999969482422
2022-04-28,54.790000915527344
2022-04-29,53.630001068115234
2022-05-02,53.779998779296875
2022-05-03,54.11000061035156
2022-05-04,55.2400016784668
2022-05-05,53.689998626708984
2022-05-06,53.13999938964844
2022-05-09,51.40999984741211
2022-05-10,51.650001525878906
2022-05-11,51.380001068115234
2022-05-12,51.27000045776367
2022-05-13,52.65999984741211
2022-05-16,52.66999816894531
2022-05-17,53.77000045776367
2022-05-18,52.290000915527344
2022-05-19,52.29999923706055
2022-05-20,52.560001373291016
2022-05-23,53.31999969482422
2022-05-24,53.08000183105469
2022-05-25,53.38999938964844
2022-05-26,54.150001525878906
2022-05-27,55.220001220703125
2022-05-31,55.09000015258789
2022-06-01,54.58000183105469
2022-06-02,55.5099983215332
2022-06-03,54.779998779296875
2022-06-06,54.95000076293945
2022-06-07,55.34000015258789
2022-06-08,54.77000045776367
2022-06-09,53.56999969482422
2022-06-10,52.220001220703125
2022-06-13,49.970001220703125
2022-06-14,49.61000061035156
2022-06-15,50.38999938964844
2022-06-16,48.84000015258789
2022-06-17,48.68000030517578
2022-06-21,49.61000061035156
2022-06-22,49.189998626708984
2022-06-23,49.20000076293945
2022-06-24,50.52000045776367
2022-06-27,50.560001373291016
2022-06-28,50.099998474121094
2022-06-29,49.880001068115234
2022-06-30,49.369998931884766
2022-07-01,49.540000915527344
2022-07-05,48.93000030517578
2022-07-06,48.810001373291016
2022-07-07,49.7400016784668
2022-07-08,49.79999923706055
2022-07-11,48.9900016784668
2022-07-12,48.63999938964844
2022-07-13,48.5
2022-07-14,48.04999923706055
2022-07-15,48.849998474121094
2022-07-18,48.810001373291016
2022-07-19,50.029998779296875
2022-07-20,49.9900016784668
2022-07-21,50.36000061035156
2022-07-22,50.040000915527344
2022-07-25,50.29999923706055
2022-07-26,49.900001525878906
2022-07-27,50.93000030517578
2022-07-28,51.40999984741211
2022-07-29,51.849998474121094
2022-08-01,51.75
2022-08-02,51.290000915527344
2022-08-03,51.7599983215332
2022-08-04,51.88999938964844
2022-08-05,51.900001525878906
2022-08-08,52.09000015258789
2022-08-09,51.79999923706055
2022-08-10,52.7400016784668
2022-08-11,52.880001068115234
