Date,VTBNX
2022-02-28,10.65999984741211
2022-03-01,10.720000267028809
2022-03-02,10.59000015258789
2022-03-03,10.619999885559082
2022-03-04,10.670000076293945
2022-03-07,10.619999885559082
2022-03-08,10.5600004196167
2022-03-09,10.529999732971191
2022-03-10,10.479999542236328
2022-03-11,10.470000267028809
2022-03-14,10.369999885559082
2022-03-15,10.380000114440918
2022-03-16,10.390000343322754
2022-03-17,10.399999618530273
2022-03-18,10.430000305175781
2022-03-21,10.329999923706055
2022-03-22,10.300000190734863
2022-03-23,10.350000381469727
2022-03-24,10.319999694824219
2022-03-25,10.239999771118164
2022-03-28,10.260000228881836
2022-03-29,10.300000190734863
2022-03-30,10.329999923706055
2022-03-31,10.329999923706055
2022-04-01,10.3100004196167
2022-04-04,10.3100004196167
2022-04-05,10.220000267028809
2022-04-06,10.1899995803833
2022-04-07,10.170000076293945
2022-04-08,10.109999656677246
2022-04-11,10.069999694824219
2022-04-12,10.09000015258789
2022-04-13,10.100000381469727
2022-04-14,10.029999732971191
2022-04-18,10.0
2022-04-19,9.949999809265137
2022-04-20,10.0
2022-04-21,9.949999809265137
2022-04-22,9.930000305175781
2022-04-25,9.979999542236328
2022-04-26,10.029999732971191
2022-04-27,9.989999771118164
2022-04-28,9.970000267028809
2022-04-29,9.920000076293945
2022-05-02,9.859999656677246
2022-05-03,9.880000114440918
2022-05-04,9.920000076293945
2022-05-05,9.84000015258789
2022-05-06,9.800000190734863
2022-05-09,9.84000015258789
2022-05-10,9.869999885559082
2022-05-11,9.90999984741211
2022-05-12,9.920000076293945
2022-05-13,9.880000114440918
2022-05-16,9.899999618530273
2022-05-17,9.84000015258789
2022-05-18,9.880000114440918
2022-05-19,9.90999984741211
2022-05-20,9.9399995803833
2022-05-23,9.899999618530273
2022-05-24,9.970000267028809
2022-05-25,10.0
2022-05-26,10.010000228881836
2022-05-27,10.020000457763672
2022-05-31,9.960000038146973
2022-06-01,9.930000305175781
2022-06-02,9.9399995803833
2022-06-03,9.920000076293945
2022-06-06,9.859999656677246
2022-06-07,9.890000343322754
2022-06-08,9.850000381469727
2022-06-09,9.850000381469727
2022-06-10,9.770000457763672
2022-06-13,9.609999656677246
2022-06-14,9.550000190734863
2022-06-15,9.649999618530273
2022-06-16,9.680000305175781
2022-06-17,9.680000305175781
2022-06-21,9.640000343322754
2022-06-22,9.720000267028809
2022-06-23,9.75
2022-06-24,9.729999542236328
2022-06-27,9.6899995803833
2022-06-28,9.6899995803833
2022-06-29,9.75
2022-06-30,9.789999961853027
2022-07-01,9.850000381469727
2022-07-05,9.880000114440918
2022-07-06,9.8100004196167
2022-07-07,9.789999961853027
2022-07-08,9.75
2022-07-11,9.800000190734863
2022-07-12,9.8100004196167
2022-07-13,9.84000015258789
2022-07-14,9.800000190734863
2022-07-15,9.829999923706055
2022-07-18,9.819999694824219
2022-07-19,9.789999961853027
2022-07-20,9.789999961853027
2022-07-21,9.869999885559082
2022-07-22,9.949999809265137
2022-07-25,9.90999984741211
2022-07-26,9.90999984741211
2022-07-27,9.930000305175781
2022-07-28,9.989999771118164
2022-07-29,10.0
