Date,CSPCX
2022-02-28,57.4900016784668
2022-03-01,56.5099983215332
2022-03-02,57.31999969482422
2022-03-03,56.029998779296875
2022-03-04,54.52000045776367
2022-03-07,52.52000045776367
2022-03-08,52.599998474121094
2022-03-09,54.63999938964844
2022-03-10,54.16999816894531
2022-03-11,53.310001373291016
2022-03-14,52.38999938964844
2022-03-15,52.970001220703125
2022-03-16,55.220001220703125
2022-03-17,56.119998931884766
2022-03-18,57.11000061035156
2022-03-21,56.38999938964844
2022-03-22,56.93000030517578
2022-03-23,56.130001068115234
2022-03-24,56.5
2022-03-25,56.11000061035156
2022-03-28,56.13999938964844
2022-03-29,57.880001068115234
2022-03-30,57.34000015258789
2022-03-31,56.54999923706055
2022-04-01,57.08000183105469
2022-04-04,57.70000076293945
2022-04-05,56.84000015258789
2022-04-06,55.7400016784668
2022-04-07,55.58000183105469
2022-04-08,55.209999084472656
2022-04-11,54.52000045776367
2022-04-12,54.38999938964844
2022-04-13,55.279998779296875
2022-04-14,54.77000045776367
2022-04-18,54.2599983215332
2022-04-19,55.060001373291016
2022-04-20,55.040000915527344
2022-04-21,54.02000045776367
2022-04-22,52.79999923706055
2022-04-25,53.04999923706055
2022-04-26,51.29999923706055
2022-04-27,51.220001220703125
2022-04-28,51.9900016784668
2022-04-29,51.04999923706055
2022-05-02,51.29999923706055
2022-05-03,51.369998931884766
2022-05-04,52.380001068115234
2022-05-05,50.310001373291016
2022-05-06,49.220001220703125
2022-05-09,47.20000076293945
2022-05-10,47.279998779296875
2022-05-11,46.599998474121094
2022-05-12,46.900001525878906
2022-05-13,48.68000030517578
2022-05-16,48.29999923706055
2022-05-17,49.369998931884766
2022-05-18,47.810001373291016
2022-05-19,48.2599983215332
2022-05-20,48.470001220703125
2022-05-23,48.9900016784668
2022-05-24,48.11000061035156
2022-05-25,48.439998626708984
2022-05-26,49.34000015258789
2022-05-27,50.41999816894531
2022-05-31,50.2400016784668
2022-06-01,49.650001525878906
2022-06-02,50.869998931884766
2022-06-03,50.189998626708984
2022-06-06,50.400001525878906
2022-06-07,50.619998931884766
2022-06-08,50.16999816894531
2022-06-09,49.04999923706055
2022-06-10,47.7400016784668
2022-06-13,45.61000061035156
2022-06-14,45.310001373291016
2022-06-15,46.0099983215332
2022-06-16,44.27000045776367
2022-06-17,44.709999084472656
2022-06-21,45.34000015258789
2022-06-22,45.060001373291016
2022-06-23,45.599998474121094
2022-06-24,46.959999084472656
2022-06-27,46.9900016784668
2022-06-28,46.290000915527344
2022-06-29,45.91999816894531
2022-06-30,45.5099983215332
2022-07-01,45.83000183105469
2022-07-05,45.93000030517578
2022-07-06,45.83000183105469
2022-07-07,46.779998779296875
2022-07-08,46.83000183105469
2022-07-11,45.88999938964844
2022-07-12,45.56999969482422
2022-07-13,45.45000076293945
2022-07-14,45.060001373291016
2022-07-15,45.72999954223633
2022-07-18,45.900001525878906
2022-07-19,46.9900016784668
2022-07-20,47.5099983215332
2022-07-21,48.060001373291016
2022-07-22,47.630001068115234
2022-07-25,47.66999816894531
2022-07-26,47.0099983215332
2022-07-27,48.08000183105469
2022-07-28,48.68000030517578
2022-07-29,49.16999816894531
2022-08-01,49.2400016784668
2022-08-02,48.91999816894531
2022-08-03,49.56999969482422
2022-08-04,49.79999923706055
2022-08-05,49.849998474121094
2022-08-08,50.18000030517578
2022-08-09,49.400001525878906
2022-08-10,50.7599983215332
2022-08-11,50.81999969482422
2022-08-12,51.45000076293945
2022-08-15,51.380001068115234
2022-08-16,51.29999923706055
2022-08-17,50.63999938964844
2022-08-18,50.77000045776367
2022-08-19,49.720001220703125
2022-08-22,48.720001220703125
2022-08-23,48.81999969482422
2022-08-24,49.13999938964844
2022-08-25,49.849998474121094
2022-08-26,48.40999984741211
2022-08-29,48.09000015258789
2022-08-30,47.7400016784668
2022-08-31,47.59000015258789
2022-09-01,46.939998626708984
2022-09-02,46.72999954223633
2022-09-06,46.45000076293945
2022-09-07,47.20000076293945
2022-09-08,47.560001373291016
2022-09-09,48.5
2022-09-12,49.06999969482422
2022-09-13,47.34000015258789
2022-09-14,47.4900016784668
2022-09-15,47.15999984741211
2022-09-16,46.5099983215332
2022-09-19,46.689998626708984
2022-09-20,46.150001525878906
2022-09-21,45.4900016784668
2022-09-22,44.66999816894531
2022-09-23,43.709999084472656
2022-09-26,43.16999816894531
2022-09-27,43.290000915527344
2022-09-28,44.209999084472656
2022-09-29,43.369998931884766
2022-09-30,43.33000183105469
2022-10-03,44.310001373291016
2022-10-04,45.93000030517578
2022-10-05,45.65999984741211
2022-10-06,45.380001068115234
2022-10-07,44.25
2022-10-10,43.84000015258789
2022-10-11,43.5
2022-10-12,43.36000061035156
2022-10-13,43.95000076293945
2022-10-14,42.97999954223633
2022-10-17,44.11000061035156
2022-10-18,44.70000076293945
2022-10-19,43.84000015258789
2022-10-20,43.5099983215332
2022-10-21,44.18000030517578
2022-10-24,44.220001220703125
2022-10-25,45.25
2022-10-26,45.59000015258789
2022-10-27,45.349998474121094
2022-10-28,45.95000076293945
2022-10-31,45.720001220703125
2022-11-01,46.0
2022-11-02,45.099998474121094
2022-11-03,44.779998779296875
2022-11-04,45.560001373291016
2022-11-07,45.90999984741211
2022-11-08,46.25
2022-11-09,45.220001220703125
2022-11-10,47.65999984741211
2022-11-11,48.58000183105469
2022-11-14,48.060001373291016
2022-11-15,48.58000183105469
2022-11-16,47.84000015258789
2022-11-17,47.41999816894531
2022-11-18,47.4900016784668
2022-11-21,47.130001068115234
2022-11-22,47.54999923706055
2022-11-23,47.90999984741211
2022-11-25,48.06999969482422
2022-11-28,47.400001525878906
2022-11-29,47.45000076293945
2022-11-30,48.75
2022-12-01,49.09000015258789
2022-12-02,49.220001220703125
2022-12-05,48.22999954223633
2022-12-06,47.54999923706055
2022-12-07,47.58000183105469
2022-12-08,47.970001220703125
2022-12-09,47.790000915527344
2022-12-12,48.18000030517578
2022-12-13,48.650001525878906
2022-12-14,48.630001068115234
2022-12-15,47.40999984741211
2022-12-16,47.040000915527344
2022-12-19,46.47999954223633
2022-12-20,46.599998474121094
2022-12-21,47.099998474121094
2022-12-22,46.54999923706055
2022-12-23,46.54999923706055
2022-12-27,46.400001525878906
2022-12-28,45.900001525878906
2022-12-29,46.869998931884766
2022-12-30,46.65999984741211
2023-01-03,46.529998779296875
2023-01-04,47.119998931884766
2023-01-05,46.900001525878906
2023-01-06,47.810001373291016
2023-01-09,48.310001373291016
2023-01-10,48.63999938964844
2023-01-11,49.189998626708984
2023-01-12,49.650001525878906
2023-01-13,49.97999954223633
2023-01-17,50.0099983215332
2023-01-18,49.720001220703125
2023-01-19,49.369998931884766
2023-01-20,50.130001068115234
2023-01-23,50.72999954223633
2023-01-24,50.61000061035156
2023-01-25,50.619998931884766
2023-01-26,50.900001525878906
2023-01-27,51.11000061035156
2023-01-30,50.459999084472656
2023-01-31,51.189998626708984
2023-02-01,52.06999969482422
2023-02-02,52.97999954223633
2023-02-03,52.31999969482422
2023-02-06,51.59000015258789
2023-02-07,51.9900016784668
2023-02-08,51.599998474121094
2023-02-09,51.27000045776367
2023-02-10,50.939998626708984
2023-02-13,51.45000076293945
2023-02-14,51.5099983215332
2023-02-15,51.709999084472656
2023-02-16,51.34000015258789
2023-02-17,51.189998626708984
2023-02-21,50.22999954223633
2023-02-22,50.130001068115234
2023-02-23,50.369998931884766
2023-02-24,49.84000015258789
2023-02-27,50.11000061035156
2023-02-28,50.04999923706055
2023-03-01,50.13999938964844
2023-03-02,50.29999923706055
2023-03-03,51.04999923706055
2023-03-06,50.689998626708984
2023-03-07,50.029998779296875
2023-03-08,50.08000183105469
2023-03-09,49.13999938964844
2023-03-10,48.06999969482422
2023-03-13,47.65999984741211
2023-03-14,48.290000915527344
2023-03-15,47.400001525878906
2023-03-16,48.029998779296875
2023-03-17,47.43000030517578
2023-03-20,47.7599983215332
2023-03-21,48.470001220703125
2023-03-22,47.880001068115234
2023-03-23,48.08000183105469
2023-03-24,47.880001068115234
2023-03-27,48.13999938964844
2023-03-28,48.130001068115234
2023-03-29,48.630001068115234
2023-03-30,48.939998626708984
2023-03-31,49.560001373291016
2023-04-03,49.529998779296875
2023-04-04,49.130001068115234
2023-04-05,48.52000045776367
2023-04-06,48.5
2023-04-10,48.70000076293945
2023-04-11,49.150001525878906
2023-04-12,49.11000061035156
2023-04-13,49.77000045776367
2023-04-14,49.59000015258789
2023-04-17,49.75
2023-04-18,49.93000030517578
2023-04-19,49.790000915527344
2023-04-20,49.65999984741211
2023-04-21,49.7599983215332
2023-04-24,49.81999969482422
2023-04-25,48.939998626708984
2023-04-26,48.720001220703125
2023-04-27,49.45000076293945
2023-04-28,49.81999969482422
2023-05-01,49.75
2023-05-02,49.290000915527344
2023-05-03,49.369998931884766
2023-05-04,49.13999938964844
2023-05-05,49.849998474121094
2023-05-08,49.83000183105469
2023-05-09,49.63999938964844
2023-05-10,49.77000045776367
2023-05-11,49.61000061035156
2023-05-12,49.43000030517578
2023-05-15,49.849998474121094
2023-05-16,49.459999084472656
2023-05-17,49.810001373291016
2023-05-18,49.91999816894531
2023-05-19,49.849998474121094
2023-05-22,50.11000061035156
2023-05-23,49.56999969482422
2023-05-24,49.09000015258789
2023-05-25,48.90999984741211
2023-05-26,49.459999084472656
2023-05-30,49.290000915527344
2023-05-31,49.060001373291016
2023-06-01,49.630001068115234
2023-06-02,50.54999923706055
2023-06-05,50.310001373291016
2023-06-06,50.790000915527344
2023-06-07,50.83000183105469
2023-06-08,50.88999938964844
2023-06-09,50.75
2023-06-12,51.290000915527344
2023-06-13,51.79999923706055
2023-06-14,51.66999816894531
2023-06-15,52.189998626708984
2023-06-16,52.0
2023-06-20,51.61000061035156
2023-06-21,51.5099983215332
2023-06-22,51.22999954223633
2023-06-23,50.65999984741211
2023-06-26,50.650001525878906
2023-06-27,51.15999984741211
2023-06-28,51.310001373291016
2023-06-29,51.52000045776367
2023-06-30,51.9900016784668
2023-07-03,51.95000076293945
2023-07-05,51.61000061035156
2023-07-06,50.810001373291016
2023-07-07,51.22999954223633
2023-07-10,51.779998779296875
