Date,RCEEX
2022-02-28,68.08000183105469
2022-03-01,67.27999877929688
2022-03-02,67.94000244140625
2022-03-03,67.6500015258789
2022-03-04,67.18000030517578
2022-03-07,65.86000061035156
2022-03-08,65.55999755859375
2022-03-09,66.63999938964844
2022-03-10,66.38999938964844
2022-03-11,65.93000030517578
2022-03-14,65.36000061035156
2022-03-15,65.79000091552734
2022-03-16,66.58000183105469
2022-03-17,67.30999755859375
2022-03-18,67.55000305175781
2022-03-21,67.48999786376953
2022-03-22,67.80000305175781
2022-03-23,67.41000366210938
2022-03-24,67.91999816894531
2022-03-25,68.12999725341797
2022-03-28,68.1500015258789
2022-03-29,68.73999786376953
2022-03-30,68.80999755859375
2022-03-31,68.16999816894531
2022-04-01,68.58000183105469
2022-04-04,68.66000366210938
2022-04-05,68.25
2022-04-06,68.30000305175781
2022-04-07,68.31999969482422
2022-04-08,68.4800033569336
2022-04-11,67.94000244140625
2022-04-12,67.83000183105469
2022-04-13,68.19000244140625
2022-04-14,67.88999938964844
2022-04-18,67.7699966430664
2022-04-19,68.0199966430664
2022-04-20,68.45999908447266
2022-04-21,67.91000366210938
2022-04-22,66.91000366210938
2022-04-25,66.75
2022-04-26,65.80999755859375
2022-04-27,65.94000244140625
2022-04-28,66.5999984741211
2022-04-29,65.37000274658203
2022-05-02,65.20999908447266
2022-05-03,65.66000366210938
2022-05-04,66.73999786376953
2022-05-05,65.51000213623047
2022-05-06,65.19999694824219
2022-05-09,64.02999877929688
2022-05-10,63.97999954223633
2022-05-11,63.970001220703125
2022-05-12,63.88999938964844
2022-05-13,64.7699966430664
2022-05-16,65.01000213623047
2022-05-17,65.77999877929688
2022-05-18,64.66000366210938
2022-05-19,64.41000366210938
2022-05-20,64.70999908447266
2022-05-23,65.25
2022-05-24,65.55000305175781
2022-05-25,65.94000244140625
2022-05-26,66.33999633789062
2022-05-27,67.05999755859375
2022-05-31,66.83999633789062
2022-06-01,66.4000015258789
2022-06-02,66.93000030517578
2022-06-03,66.43000030517578
2022-06-06,66.44999694824219
2022-06-07,66.91000366210938
2022-06-08,66.2300033569336
2022-06-09,65.20999908447266
2022-06-10,64.16999816894531
2022-06-13,62.09000015258789
2022-06-14,61.59000015258789
2022-06-15,62.2599983215332
2022-06-16,61.11000061035156
2022-06-17,60.88999938964844
2022-06-21,61.849998474121094
2022-06-22,61.689998626708984
2022-06-23,61.7599983215332
2022-06-24,62.83000183105469
2022-06-27,62.90999984741211
2022-06-28,62.650001525878906
2022-06-29,62.52000045776367
2022-06-30,62.27000045776367
2022-07-01,62.63999938964844
2022-07-05,61.939998626708984
2022-07-06,61.77000045776367
2022-07-07,62.27000045776367
2022-07-08,62.2599983215332
2022-07-11,61.88999938964844
2022-07-12,61.720001220703125
2022-07-13,61.5099983215332
2022-07-14,61.0
2022-07-15,61.7400016784668
2022-07-18,61.599998474121094
2022-07-19,62.560001373291016
2022-07-20,62.31999969482422
2022-07-21,62.599998474121094
2022-07-22,62.65999984741211
2022-07-25,62.95000076293945
2022-07-26,62.75
2022-07-27,63.369998931884766
2022-07-28,63.77000045776367
2022-07-29,63.95000076293945
2022-08-01,63.93000030517578
2022-08-02,63.4900016784668
2022-08-03,63.84000015258789
2022-08-04,63.779998779296875
2022-08-05,63.70000076293945
2022-08-08,63.81999969482422
2022-08-09,63.81999969482422
2022-08-10,64.4800033569336
2022-08-11,64.51000213623047
2022-08-12,65.06999969482422
2022-08-15,65.0999984741211
2022-08-16,65.18000030517578
2022-08-17,64.81999969482422
2022-08-18,64.8499984741211
2022-08-19,64.44999694824219
2022-08-22,63.650001525878906
2022-08-23,63.58000183105469
2022-08-24,63.619998931884766
2022-08-25,64.20999908447266
2022-08-26,63.18000030517578
2022-08-29,62.939998626708984
2022-08-30,62.43000030517578
2022-08-31,62.099998474121094
2022-09-01,61.939998626708984
2022-09-02,61.779998779296875
2022-09-06,61.52000045776367
2022-09-07,62.09000015258789
2022-09-08,62.27000045776367
2022-09-09,62.959999084472656
2022-09-12,63.11000061035156
2022-09-13,61.56999969482422
2022-09-14,61.650001525878906
2022-09-15,61.2599983215332
2022-09-16,61.150001525878906
2022-09-19,61.290000915527344
2022-09-20,60.75
2022-09-21,60.189998626708984
2022-09-22,59.86000061035156
2022-09-23,58.66999816894531
2022-09-26,57.810001373291016
2022-09-27,57.529998779296875
2022-09-28,58.36000061035156
2022-09-29,57.619998931884766
2022-09-30,57.16999816894531
2022-10-03,58.310001373291016
2022-10-04,59.599998474121094
2022-10-05,59.34000015258789
2022-10-06,58.5099983215332
2022-10-07,57.79999923706055
2022-10-10,57.459999084472656
