Date,VPMCX
2022-08-12,148.32000732421875
2022-08-15,148.89999389648438
2022-08-16,148.7899932861328
2022-08-17,147.4600067138672
2022-08-18,147.91000366210938
2022-08-19,146.1300048828125
2022-08-22,143.13999938964844
2022-08-23,142.75999450683594
2022-08-24,143.44000244140625
2022-08-25,145.83999633789062
2022-08-26,140.9199981689453
2022-08-29,139.67999267578125
2022-08-30,138.1999969482422
2022-08-31,137.16000366210938
2022-09-01,137.57000732421875
2022-09-02,135.97999572753906
2022-09-06,135.49000549316406
2022-09-07,137.72000122070312
2022-09-08,139.00999450683594
2022-09-09,141.44000244140625
2022-09-12,142.4499969482422
2022-09-13,136.49000549316406
2022-09-14,136.91000366210938
2022-09-15,135.3699951171875
2022-09-16,133.47000122070312
2022-09-19,133.9199981689453
2022-09-20,131.94000244140625
2022-09-21,129.42999267578125
2022-09-22,128.77000427246094
2022-09-23,126.58999633789062
2022-09-26,124.83999633789062
2022-09-27,125.25
2022-09-28,130.13999938964844
2022-09-29,127.79000091552734
2022-09-30,126.26000213623047
2022-10-03,128.6300048828125
2022-10-04,133.07000732421875
2022-10-05,132.99000549316406
2022-10-06,132.0500030517578
2022-10-07,128.8300018310547
2022-10-10,127.41000366210938
2022-10-11,126.68000030517578
2022-10-12,126.54000091552734
2022-10-13,129.75
2022-10-14,127.22000122070312
2022-10-17,129.97999572753906
2022-10-18,130.86000061035156
2022-10-19,129.5500030517578
2022-10-20,128.8000030517578
2022-10-21,132.10000610351562
2022-10-24,133.25
2022-10-25,135.08999633789062
2022-10-26,135.3000030517578
2022-10-27,134.50999450683594
2022-10-28,137.2899932861328
2022-10-31,136.6199951171875
2022-11-01,136.50999450683594
2022-11-02,133.7100067138672
2022-11-03,133.10000610351562
2022-11-04,135.3300018310547
2022-11-07,136.9600067138672
2022-11-08,137.85000610351562
2022-11-09,135.27000427246094
2022-11-10,141.97999572753906
2022-11-11,142.97999572753906
2022-11-14,142.3800048828125
2022-11-15,143.60000610351562
2022-11-16,141.88999938964844
2022-11-17,142.4199981689453
2022-11-18,142.8699951171875
2022-11-21,141.9600067138672
2022-11-22,143.7899932861328
2022-11-23,144.7899932861328
2022-11-25,144.75999450683594
2022-11-28,142.5800018310547
2022-11-29,142.94000244140625
2022-11-30,147.1699981689453
2022-12-01,147.1199951171875
2022-12-02,147.17999267578125
2022-12-05,144.9199981689453
2022-12-06,143.42999267578125
2022-12-07,142.9199981689453
2022-12-08,143.89999389648438
2022-12-09,142.72000122070312
2022-12-12,144.52999877929688
2022-12-13,144.6300048828125
2022-12-14,144.1999969482422
2022-12-15,140.5800018310547
2022-12-16,139.64999389648438
2022-12-19,126.11000061035156
2022-12-20,126.02999877929688
2022-12-21,127.68000030517578
2022-12-22,126.0
2022-12-23,126.48999786376953
2022-12-27,125.80000305175781
2022-12-28,124.44000244140625
2022-12-29,126.68000030517578
2022-12-30,126.33000183105469
2023-01-03,126.26000213623047
2023-01-04,128.3699951171875
2023-01-05,127.56999969482422
2023-01-06,130.47999572753906
2023-01-09,130.5399932861328
2023-01-10,131.86000061035156
2023-01-11,133.25
2023-01-12,133.9499969482422
2023-01-13,134.5
2023-01-17,134.02000427246094
2023-01-18,132.33999633789062
2023-01-19,131.63999938964844
2023-01-20,133.6999969482422
2023-01-23,135.25999450683594
2023-01-24,134.77000427246094
2023-01-25,135.02999877929688
2023-01-26,135.91000366210938
2023-01-27,135.57000732421875
2023-01-30,133.6199951171875
2023-01-31,135.0500030517578
2023-02-01,136.8000030517578
2023-02-02,137.88999938964844
2023-02-03,136.99000549316406
2023-02-06,135.8000030517578
2023-02-07,137.66000366210938
2023-02-08,136.05999755859375
2023-02-09,135.47000122070312
2023-02-10,135.13999938964844
2023-02-13,136.5500030517578
2023-02-14,136.97000122070312
2023-02-15,136.5500030517578
2023-02-16,134.2899932861328
2023-02-17,133.9600067138672
2023-02-21,131.25999450683594
2023-02-22,130.88999938964844
2023-02-23,131.6300048828125
2023-02-24,129.6699981689453
2023-02-27,130.13999938964844
2023-02-28,129.61000061035156
2023-03-01,129.99000549316406
2023-03-02,130.5
2023-03-03,132.10000610351562
2023-03-06,131.6999969482422
2023-03-07,129.52000427246094
2023-03-08,129.97999572753906
2023-03-09,127.66000366210938
2023-03-10,126.04000091552734
2023-03-13,125.68000030517578
2023-03-14,127.41999816894531
2023-03-15,125.91000366210938
2023-03-16,128.52999877929688
2023-03-17,127.8499984741211
2023-03-20,128.97000122070312
2023-03-21,130.52000427246094
2023-03-22,128.57000732421875
2023-03-23,129.4600067138672
2023-03-24,129.8000030517578
2023-03-27,130.22000122070312
2023-03-28,130.63999938964844
2023-03-29,132.6699981689453
2023-03-30,133.64999389648438
2023-03-31,135.11000061035156
2023-04-03,135.22999572753906
2023-04-04,134.67999267578125
2023-04-05,134.61000061035156
2023-04-06,135.52000427246094
2023-04-10,135.75
2023-04-11,135.89999389648438
2023-04-12,135.3000030517578
2023-04-13,136.9499969482422
2023-04-14,136.77000427246094
2023-04-17,137.13999938964844
2023-04-18,137.02000427246094
2023-04-19,136.6699981689453
2023-04-20,136.10000610351562
2023-04-21,136.38999938964844
2023-04-24,136.1199951171875
2023-04-25,133.52999877929688
2023-04-26,132.77999877929688
2023-04-27,135.0399932861328
2023-04-28,136.39999389648438
2023-05-01,136.82000732421875
2023-05-02,135.44000244140625
2023-05-03,135.8000030517578
2023-05-04,134.88999938964844
2023-05-05,136.9499969482422
2023-05-08,137.1300048828125
2023-05-09,136.44000244140625
2023-05-10,136.69000244140625
2023-05-11,136.5
2023-05-12,136.10000610351562
2023-05-15,137.5500030517578
2023-05-16,136.82000732421875
2023-05-17,138.47000122070312
2023-05-18,139.63999938964844
2023-05-19,139.8000030517578
2023-05-22,139.80999755859375
2023-05-23,137.9600067138672
2023-05-24,136.61000061035156
2023-05-25,137.64999389648438
2023-05-26,139.72000122070312
2023-05-30,139.47000122070312
2023-05-31,138.52000427246094
2023-06-01,140.1300048828125
2023-06-02,142.07000732421875
2023-06-05,141.64999389648438
2023-06-06,142.27000427246094
2023-06-07,141.8699951171875
2023-06-08,142.97999572753906
2023-06-09,143.63999938964844
2023-06-12,144.8300018310547
2023-06-13,146.27999877929688
2023-06-14,146.72999572753906
2023-06-15,148.49000549316406
2023-06-16,147.9600067138672
2023-06-20,146.88999938964844
2023-06-21,145.55999755859375
2023-06-22,146.22999572753906
2023-06-23,144.77999877929688
2023-06-26,144.07000732421875
2023-06-27,146.39999389648438
2023-06-28,146.00999450683594
2023-06-29,146.17999267578125
2023-06-30,147.60000610351562
2023-07-03,147.4499969482422
2023-07-05,147.22000122070312
2023-07-06,145.7100067138672
2023-07-07,145.32000732421875
2023-07-10,146.52999877929688
2023-07-11,147.1300048828125
2023-07-12,148.22999572753906
2023-07-13,149.38999938964844
2023-07-14,149.0800018310547
2023-07-17,149.64999389648438
2023-07-18,150.77999877929688
2023-07-19,150.72999572753906
2023-07-20,150.0
2023-07-21,150.3800048828125
2023-07-24,150.7100067138672
2023-07-25,150.5800018310547
2023-07-26,150.52999877929688
2023-07-27,150.1300048828125
2023-07-28,152.22999572753906
2023-07-31,152.74000549316406
2023-08-01,151.88999938964844
2023-08-02,149.52999877929688
2023-08-03,149.13999938964844
2023-08-04,149.2100067138672
2023-08-07,150.35000610351562
2023-08-08,151.97999572753906
2023-08-09,151.10000610351562
2023-08-10,151.02999877929688
2023-08-11,150.5500030517578
2023-08-14,151.7100067138672
2023-08-15,150.47000122070312
2023-08-16,149.1300048828125
2023-08-17,148.1199951171875
2023-08-18,148.11000061035156
2023-08-21,149.3000030517578
2023-08-22,148.82000732421875
2023-08-23,150.41000366210938
2023-08-24,148.2899932861328
2023-08-25,149.47999572753906
2023-08-28,150.6999969482422
2023-08-29,152.9199981689453
2023-08-30,152.94000244140625
2023-08-31,153.02999877929688
2023-09-01,153.74000549316406
2023-09-05,153.1300048828125
2023-09-06,152.55999755859375
2023-09-07,152.2100067138672
2023-09-08,152.69000244140625
2023-09-11,153.75999450683594
2023-09-12,152.85000610351562
2023-09-13,152.5800018310547
2023-09-14,153.38999938964844
2023-09-15,151.6199951171875
2023-09-18,151.13999938964844
2023-09-19,151.05999755859375
2023-09-20,149.97999572753906
2023-09-21,149.97999572753906
2023-09-22,147.47000122070312
2023-09-25,147.77999877929688
2023-09-26,146.1699981689453
2023-09-27,146.57000732421875
2023-09-28,147.41000366210938
2023-09-29,147.1699981689453
2023-10-02,146.88999938964844
2023-10-03,144.61000061035156
2023-10-04,145.91000366210938
2023-10-05,146.22000122070312
2023-10-06,148.4600067138672
2023-10-09,148.77999877929688
2023-10-10,149.9199981689453
2023-10-11,151.52999877929688
2023-10-12,150.64999389648438
2023-10-13,149.47000122070312
2023-10-16,151.05999755859375
2023-10-17,151.1300048828125
2023-10-18,148.86000061035156
2023-10-19,146.83999633789062
2023-10-20,144.9600067138672
2023-10-23,144.14999389648438
2023-10-24,145.52000427246094
2023-10-25,142.7899932861328
2023-10-26,140.63999938964844
2023-10-27,139.6199951171875
2023-10-30,141.24000549316406
2023-10-31,141.5500030517578
2023-11-01,142.77999877929688
2023-11-02,145.8300018310547
2023-11-03,147.1300048828125
2023-11-06,147.8699951171875
2023-11-07,148.47999572753906
2023-11-08,148.97999572753906
2023-11-09,146.55999755859375
2023-11-10,148.8000030517578
2023-11-13,149.07000732421875
2023-11-14,152.1300048828125
2023-11-15,152.27000427246094
2023-11-16,152.17999267578125
2023-11-17,152.77000427246094
2023-11-20,153.82000732421875
2023-11-21,153.2100067138672
2023-11-22,153.89999389648438
2023-11-24,154.4199981689453
2023-11-27,153.67999267578125
2023-11-28,153.63999938964844
2023-11-29,154.10000610351562
2023-11-30,154.47000122070312
2023-12-01,155.2100067138672
2023-12-04,154.3699951171875
2023-12-05,153.89999389648438
2023-12-06,153.72000122070312
2023-12-07,155.14999389648438
2023-12-08,155.8300018310547
2023-12-11,156.75
2023-12-12,157.0500030517578
2023-12-13,159.22000122070312
2023-12-14,159.52000427246094
2023-12-15,159.22999572753906
2023-12-18,159.72000122070312
2023-12-19,150.07000732421875
2023-12-20,147.13999938964844
2023-12-21,149.39999389648438
2023-12-22,149.86000061035156
2023-12-26,150.75999450683594
2023-12-27,151.27999877929688
2023-12-28,151.22000122070312
2023-12-29,150.9499969482422
2024-01-02,150.17999267578125
2024-01-03,149.57000732421875
2024-01-04,149.22999572753906
2024-01-05,149.52000427246094
2024-01-08,151.66000366210938
2024-01-09,151.0500030517578
2024-01-10,151.5500030517578
2024-01-11,151.6699981689453
2024-01-12,151.30999755859375
2024-01-16,150.3800048828125
2024-01-17,149.2100067138672
2024-01-18,150.41000366210938
2024-01-19,152.25
2024-01-22,152.7100067138672
2024-01-23,153.10000610351562
2024-01-24,153.47000122070312
2024-01-25,154.0
2024-01-26,153.13999938964844
2024-01-29,154.2100067138672
2024-01-30,153.6199951171875
2024-01-31,151.67999267578125
2024-02-01,153.36000061035156
2024-02-02,153.7899932861328
2024-02-05,154.32000732421875
2024-02-06,154.6699981689453
2024-02-07,155.17999267578125
2024-02-08,155.55999755859375
2024-02-09,156.6300048828125
2024-02-12,156.5800018310547
2024-02-13,154.14999389648438
2024-02-14,155.74000549316406
2024-02-15,156.55999755859375
2024-02-16,156.16000366210938
2024-02-20,155.1699981689453
2024-02-21,155.22999572753906
2024-02-22,158.0500030517578
2024-02-23,158.3800048828125
2024-02-26,158.36000061035156
2024-02-27,158.55999755859375
2024-02-28,157.83999633789062
2024-02-29,158.25
2024-03-01,160.85000610351562
2024-03-04,161.0500030517578
2024-03-05,159.1300048828125
2024-03-06,160.13999938964844
2024-03-07,161.5399932861328
2024-03-08,160.17999267578125
2024-03-11,159.88999938964844
2024-03-12,161.66000366210938
2024-03-13,161.2100067138672
2024-03-14,160.36000061035156
2024-03-15,159.0
2024-03-18,159.94000244140625
2024-03-19,160.3699951171875
2024-03-20,161.6699981689453
2024-03-21,162.92999267578125
2024-03-22,162.85000610351562
2024-03-25,162.86000061035156
2024-03-26,162.91000366210938
2024-03-27,164.61000061035156
2024-03-28,164.75999450683594
2024-04-01,164.44000244140625
2024-04-02,162.8699951171875
2024-04-03,163.22000122070312
2024-04-04,161.1699981689453
2024-04-05,162.17999267578125
2024-04-08,162.33999633789062
2024-04-09,162.39999389648438
2024-04-10,160.82000732421875
2024-04-11,162.0399932861328
2024-04-12,158.9600067138672
2024-04-15,157.83999633789062
2024-04-16,157.52000427246094
2024-04-17,156.6699981689453
2024-04-18,155.9199981689453
2024-04-19,154.6199951171875
2024-04-22,156.1999969482422
2024-04-23,158.1999969482422
2024-04-24,158.63999938964844
2024-04-25,158.07000732421875
2024-04-26,159.75999450683594
2024-04-29,160.5
2024-04-30,159.3300018310547
2024-05-01,158.77000427246094
2024-05-02,159.6199951171875
2024-05-03,161.14999389648438
2024-05-06,163.52999877929688
2024-05-07,163.4499969482422
2024-05-08,163.60000610351562
2024-05-09,164.19000244140625
2024-05-10,164.16000366210938
2024-05-13,164.5500030517578
2024-05-14,165.61000061035156
2024-05-15,167.97999572753906
2024-05-16,167.08999633789062
2024-05-17,167.07000732421875
2024-05-20,168.07000732421875
2024-05-21,168.3800048828125
2024-05-22,167.83999633789062
2024-05-23,166.5
2024-05-24,167.5
2024-05-28,167.42999267578125
2024-05-29,166.0399932861328
2024-05-30,165.75999450683594
2024-05-31,166.8300018310547
2024-06-03,167.1300048828125
2024-06-04,167.1999969482422
2024-06-05,169.3699951171875
2024-06-06,169.13999938964844
2024-06-07,169.02000427246094
2024-06-10,170.27000427246094
2024-06-11,169.72000122070312
2024-06-12,171.61000061035156
2024-06-13,171.74000549316406
2024-06-14,171.25
2024-06-17,172.80999755859375
2024-06-18,173.5800018310547
2024-06-20,172.5800018310547
2024-06-21,172.41000366210938
2024-06-24,172.42999267578125
2024-06-25,173.24000549316406
2024-06-26,173.6999969482422
2024-06-27,173.50999450683594
2024-06-28,173.6300048828125
2024-07-01,174.17999267578125
2024-07-02,174.72999572753906
2024-07-03,175.38999938964844
2024-07-05,175.9199981689453
2024-07-08,176.3800048828125
2024-07-09,177.0399932861328
2024-07-10,178.97000122070312
2024-07-11,177.64999389648438
2024-07-12,178.89999389648438
2024-07-15,178.77000427246094
2024-07-16,179.8000030517578
2024-07-17,176.6300048828125
2024-07-18,173.3699951171875
2024-07-19,172.27999877929688
2024-07-22,174.75
2024-07-23,173.8699951171875
2024-07-24,170.38999938964844
2024-07-25,168.55999755859375
2024-07-26,169.44000244140625
2024-07-29,169.25
2024-07-30,168.00999450683594
2024-07-31,170.72000122070312
2024-08-01,167.97999572753906
2024-08-02,162.66000366210938
2024-08-05,157.94000244140625
2024-08-06,159.63999938964844
2024-08-07,157.61000061035156
2024-08-08,163.3699951171875
2024-08-09,164.74000549316406
2024-08-12,164.61000061035156
2024-08-13,167.72999572753906
2024-08-14,168.22999572753906
2024-08-15,171.42999267578125
2024-08-16,171.60000610351562
2024-08-19,173.22999572753906
2024-08-20,173.49000549316406
2024-08-21,174.72000122070312
2024-08-22,172.8800048828125
2024-08-23,174.67999267578125
2024-08-26,173.85000610351562
2024-08-27,174.36000061035156
2024-08-28,173.17999267578125
2024-08-29,173.25
2024-08-30,175.36000061035156
2024-09-03,171.47000122070312
2024-09-04,171.24000549316406
2024-09-05,169.36000061035156
2024-09-06,166.47999572753906
2024-09-09,167.7899932861328
2024-09-10,168.35000610351562
2024-09-11,170.2100067138672
2024-09-12,170.6300048828125
2024-09-13,170.97000122070312
2024-09-16,171.0800018310547
2024-09-17,171.05999755859375
2024-09-18,170.4600067138672
2024-09-19,173.64999389648438
2024-09-20,172.33999633789062
2024-09-23,172.6999969482422
2024-09-24,173.7899932861328
2024-09-25,173.10000610351562
2024-09-26,175.99000549316406
2024-09-27,174.89999389648438
2024-09-30,175.1300048828125
2024-10-01,173.63999938964844
2024-10-02,173.97000122070312
2024-10-03,172.94000244140625
2024-10-04,174.63999938964844
2024-10-07,173.89999389648438
2024-10-08,174.64999389648438
2024-10-09,175.88999938964844
2024-10-10,175.5
2024-10-11,177.08999633789062
2024-10-14,178.0800018310547
2024-10-15,175.27999877929688
2024-10-16,176.25
2024-10-17,176.1199951171875
2024-10-18,176.75999450683594
2024-10-21,175.35000610351562
2024-10-22,175.16000366210938
2024-10-23,173.69000244140625
2024-10-24,174.1999969482422
2024-10-25,174.4199981689453
2024-10-28,175.2899932861328
2024-10-29,175.97000122070312
2024-10-30,173.94000244140625
2024-10-31,170.92999267578125
2024-11-01,171.55999755859375
2024-11-04,170.82000732421875
2024-11-05,172.32000732421875
2024-11-06,175.80999755859375
2024-11-07,177.6199951171875
2024-11-08,178.72999572753906
2024-11-11,179.22000122070312
2024-11-12,177.14999389648438
2024-11-13,176.66000366210938
2024-11-14,175.1999969482422
2024-11-15,172.11000061035156
2024-11-18,172.5399932861328
2024-11-19,172.58999633789062
2024-11-20,173.0
2024-11-21,173.8800048828125
