Date,CFNAX
2022-02-28,69.94999694824219
2022-03-01,68.87999725341797
2022-03-02,70.13999938964844
2022-03-03,69.4800033569336
2022-03-04,68.7300033569336
2022-03-07,66.5
2022-03-08,66.23999786376953
2022-03-09,68.12000274658203
2022-03-10,67.8499984741211
2022-03-11,66.91000366210938
2022-03-14,66.27999877929688
2022-03-15,67.5
2022-03-16,69.04000091552734
2022-03-17,70.05999755859375
2022-03-18,70.9000015258789
2022-03-21,70.6500015258789
2022-03-22,71.37999725341797
2022-03-23,70.43000030517578
2022-03-24,71.37000274658203
2022-03-25,71.5199966430664
2022-03-28,71.73999786376953
2022-03-29,72.75
2022-03-30,72.29000091552734
2022-03-31,71.23999786376953
2022-04-01,71.66999816894531
2022-04-04,72.23999786376953
2022-04-05,71.23999786376953
2022-04-06,70.66000366210938
2022-04-07,70.87000274658203
2022-04-08,70.7300033569336
2022-04-11,69.86000061035156
2022-04-12,69.58000183105469
2022-04-13,70.43000030517578
2022-04-14,69.76000213623047
2022-04-18,69.66999816894531
2022-04-19,70.58999633789062
2022-04-20,70.48999786376953
2022-04-21,69.22000122070312
2022-04-22,67.44000244140625
2022-04-25,67.56999969482422
2022-04-26,65.77999877929688
2022-04-27,65.95999908447266
2022-04-28,67.37999725341797
2022-04-29,65.44000244140625
2022-05-02,65.86000061035156
2022-05-03,66.19999694824219
2022-05-04,67.87999725341797
2022-05-05,65.7699966430664
2022-05-06,65.23999786376953
2022-05-09,62.880001068115234
2022-05-10,63.060001373291016
2022-05-11,62.439998626708984
2022-05-12,62.560001373291016
2022-05-13,64.2699966430664
2022-05-16,64.19999694824219
2022-05-17,65.45999908447266
2022-05-18,63.150001525878906
2022-05-19,62.959999084472656
2022-05-20,63.09000015258789
2022-05-23,63.95000076293945
2022-05-24,63.54999923706055
2022-05-25,64.13999938964844
2022-05-26,65.33999633789062
2022-05-27,66.79000091552734
2022-05-31,66.2699966430664
2022-06-01,65.77999877929688
2022-06-02,66.87999725341797
2022-06-03,65.98999786376953
2022-06-06,66.19000244140625
2022-06-07,66.76000213623047
2022-06-08,65.9800033569336
2022-06-09,64.43000030517578
2022-06-10,62.66999816894531
2022-06-13,60.150001525878906
2022-06-14,59.83000183105469
2022-06-15,59.29999923706055
2022-06-16,57.349998474121094
2022-06-17,57.38999938964844
2022-06-21,58.61000061035156
2022-06-22,58.290000915527344
2022-06-23,58.560001373291016
2022-06-24,60.279998779296875
2022-06-27,60.310001373291016
2022-06-28,59.45000076293945
2022-06-29,59.189998626708984
2022-06-30,58.630001068115234
2022-07-01,59.08000183105469
2022-07-05,58.91999816894531
2022-07-06,59.0
2022-07-07,59.970001220703125
2022-07-08,59.88999938964844
2022-07-11,59.130001068115234
2022-07-12,58.70000076293945
2022-07-13,58.439998626708984
2022-07-14,58.04999923706055
2022-07-15,59.29999923706055
2022-07-18,59.130001068115234
2022-07-19,60.79999923706055
2022-07-20,61.029998779296875
2022-07-21,61.47999954223633
2022-07-22,60.86000061035156
2022-07-25,61.11000061035156
2022-07-26,60.5
2022-07-27,61.88999938964844
2022-07-28,62.439998626708984
2022-07-29,63.040000915527344
2022-08-01,62.880001068115234
2022-08-02,62.4900016784668
2022-08-03,63.27000045776367
2022-08-04,63.38999938964844
2022-08-05,63.41999816894531
2022-08-08,63.5099983215332
2022-08-09,63.130001068115234
2022-08-10,64.51000213623047
2022-08-11,64.55000305175781
2022-08-12,65.55000305175781
2022-08-15,65.56999969482422
2022-08-16,65.62999725341797
2022-08-17,65.01000213623047
2022-08-18,65.2699966430664
2022-08-19,64.44000244140625
2022-08-22,63.290000915527344
2022-08-23,63.209999084472656
2022-08-24,63.470001220703125
2022-08-25,64.33999633789062
2022-08-26,62.349998474121094
2022-08-29,62.0
2022-08-30,61.27000045776367
2022-08-31,60.91999816894531
2022-09-01,60.83000183105469
2022-09-02,60.45000076293945
2022-09-06,60.119998931884766
2022-09-07,61.060001373291016
2022-09-08,61.59000015258789
2022-09-09,62.63999938964844
2022-09-12,63.209999084472656
2022-09-13,60.72999954223633
2022-09-14,60.65999984741211
2022-09-15,60.15999984741211
2022-09-16,59.70000076293945
2022-09-19,60.04999923706055
2022-09-20,59.33000183105469
2022-09-21,58.36000061035156
2022-09-22,57.790000915527344
2022-09-23,56.540000915527344
2022-09-26,55.79999923706055
2022-09-27,55.709999084472656
2022-09-28,56.97999954223633
2022-09-29,56.0
2022-09-30,55.41999816894531
2022-10-03,57.0099983215332
2022-10-04,58.90999984741211
2022-10-05,58.81999969482422
2022-10-06,58.34000015258789
2022-10-07,56.91999816894531
2022-10-10,56.40999984741211
2022-10-11,55.959999084472656
2022-10-12,55.86000061035156
2022-10-13,57.040000915527344
2022-10-14,55.689998626708984
2022-10-17,56.9900016784668
2022-10-18,57.54999923706055
2022-10-19,57.16999816894531
2022-10-20,56.790000915527344
2022-10-21,58.060001373291016
2022-10-24,58.529998779296875
2022-10-25,59.59000015258789
2022-10-26,59.5
2022-10-27,59.20000076293945
2022-10-28,60.220001220703125
2022-10-31,59.880001068115234
2022-11-01,59.900001525878906
2022-11-02,58.619998931884766
2022-11-03,58.2400016784668
2022-11-04,59.33000183105469
2022-11-07,59.95000076293945
2022-11-08,60.38999938964844
2022-11-09,59.220001220703125
2022-11-10,62.2599983215332
2022-11-11,62.810001373291016
2022-11-14,62.209999084472656
2022-11-15,62.72999954223633
2022-11-16,62.15999984741211
2022-11-17,61.95000076293945
