Date,VGSNX
2022-02-28,22.489999771118164
2022-03-01,22.389999389648438
2022-03-02,22.809999465942383
2022-03-03,22.989999771118164
2022-03-04,23.100000381469727
2022-03-07,22.6200008392334
2022-03-08,22.520000457763672
2022-03-09,22.8700008392334
2022-03-10,22.940000534057617
2022-03-11,22.729999542236328
2022-03-14,22.559999465942383
2022-03-15,22.719999313354492
2022-03-16,22.989999771118164
2022-03-17,23.299999237060547
2022-03-18,23.350000381469727
2022-03-21,23.200000762939453
2022-03-22,23.1299991607666
2022-03-23,22.8700008392334
2022-03-24,23.020000457763672
2022-03-25,23.290000915527344
2022-03-28,23.540000915527344
2022-03-29,24.229999542236328
2022-03-30,24.06999969482422
2022-03-31,23.780000686645508
2022-04-01,24.229999542236328
2022-04-04,24.110000610351562
2022-04-05,24.0
2022-04-06,24.280000686645508
2022-04-07,24.040000915527344
2022-04-08,24.079999923706055
2022-04-11,23.829999923706055
2022-04-12,23.780000686645508
2022-04-13,23.959999084472656
2022-04-14,23.850000381469727
2022-04-18,23.75
2022-04-19,24.280000686645508
2022-04-20,24.670000076293945
2022-04-21,24.5
2022-04-22,24.079999923706055
2022-04-25,24.010000228881836
2022-04-26,23.6200008392334
2022-04-27,23.459999084472656
2022-04-28,23.899999618530273
2022-04-29,22.780000686645508
2022-05-02,22.239999771118164
2022-05-03,22.530000686645508
2022-05-04,22.780000686645508
2022-05-05,22.170000076293945
2022-05-06,21.920000076293945
2022-05-09,20.950000762939453
2022-05-10,20.579999923706055
2022-05-11,20.520000457763672
2022-05-12,20.68000030517578
2022-05-13,21.229999542236328
2022-05-16,21.100000381469727
2022-05-17,21.389999389648438
2022-05-18,20.75
2022-05-19,20.670000076293945
2022-05-20,20.809999465942383
2022-05-23,21.040000915527344
2022-05-24,21.219999313354492
2022-05-25,21.389999389648438
2022-05-26,21.43000030517578
2022-05-27,22.0
2022-05-31,21.729999542236328
2022-06-01,21.549999237060547
2022-06-02,21.850000381469727
2022-06-03,21.559999465942383
2022-06-06,21.5
2022-06-07,21.780000686645508
2022-06-08,21.290000915527344
2022-06-09,20.780000686645508
2022-06-10,20.31999969482422
2022-06-13,19.299999237060547
2022-06-14,19.139999389648438
2022-06-15,19.600000381469727
2022-06-16,19.09000015258789
2022-06-17,19.239999771118164
2022-06-21,19.510000228881836
2022-06-22,19.6200008392334
2022-06-23,20.0
2022-06-24,20.43000030517578
2022-06-27,20.389999389648438
2022-06-28,20.149999618530273
2022-06-29,20.020000457763672
2022-06-30,19.969999313354492
2022-07-01,20.350000381469727
2022-07-05,20.290000915527344
2022-07-06,20.25
2022-07-07,20.309999465942383
2022-07-08,20.200000762939453
2022-07-11,20.149999618530273
2022-07-12,20.079999923706055
2022-07-13,19.989999771118164
2022-07-14,19.799999237060547
2022-07-15,20.149999618530273
2022-07-18,19.989999771118164
2022-07-19,20.520000457763672
2022-07-20,20.459999084472656
2022-07-21,20.6200008392334
2022-07-22,20.729999542236328
2022-07-25,20.770000457763672
2022-07-26,20.780000686645508
2022-07-27,20.920000076293945
2022-07-28,21.59000015258789
2022-07-29,21.700000762939453
2022-08-01,21.530000686645508
2022-08-02,21.260000228881836
2022-08-03,21.309999465942383
2022-08-04,21.290000915527344
2022-08-05,21.350000381469727
2022-08-08,21.540000915527344
2022-08-09,21.65999984741211
2022-08-10,21.989999771118164
2022-08-11,21.940000534057617
2022-08-12,22.309999465942383
2022-08-15,22.399999618530273
2022-08-16,22.329999923706055
2022-08-17,22.209999084472656
2022-08-18,22.059999465942383
2022-08-19,21.81999969482422
2022-08-22,21.350000381469727
2022-08-23,21.06999969482422
2022-08-24,21.200000762939453
2022-08-25,21.520000457763672
2022-08-26,20.969999313354492
2022-08-29,20.790000915527344
2022-08-30,20.489999771118164
2022-08-31,20.399999618530273
2022-09-01,20.440000534057617
2022-09-02,20.149999618530273
2022-09-06,20.329999923706055
2022-09-07,20.739999771118164
2022-09-08,20.790000915527344
2022-09-09,21.010000228881836
2022-09-12,21.209999084472656
2022-09-13,20.40999984741211
2022-09-14,20.190000534057617
2022-09-15,19.799999237060547
2022-09-16,19.809999465942383
2022-09-19,19.780000686645508
2022-09-20,19.290000915527344
2022-09-21,18.979999542236328
2022-09-22,18.559999465942383
