Date,RWIEX
2022-02-28,58.29999923706055
2022-03-01,57.18000030517578
2022-03-02,58.0099983215332
2022-03-03,57.36000061035156
2022-03-04,56.41999816894531
2022-03-07,54.689998626708984
2022-03-08,54.439998626708984
2022-03-09,56.029998779296875
2022-03-10,55.810001373291016
2022-03-11,55.06999969482422
2022-03-14,54.5099983215332
2022-03-15,55.08000183105469
2022-03-16,56.720001220703125
2022-03-17,57.58000183105469
2022-03-18,58.20000076293945
2022-03-21,57.9900016784668
2022-03-22,58.599998474121094
2022-03-23,57.959999084472656
2022-03-24,58.52000045776367
2022-03-25,58.5099983215332
2022-03-28,58.59000015258789
2022-03-29,59.470001220703125
2022-03-30,59.310001373291016
2022-03-31,58.47999954223633
2022-04-01,58.88999938964844
2022-04-04,59.40999984741211
2022-04-05,58.560001373291016
2022-04-06,57.95000076293945
2022-04-07,58.02000045776367
2022-04-08,58.08000183105469
2022-04-11,57.290000915527344
2022-04-12,57.02000045776367
2022-04-13,57.72999954223633
2022-04-14,57.189998626708984
2022-04-18,56.9900016784668
2022-04-19,57.45000076293945
2022-04-20,57.45000076293945
2022-04-21,56.650001525878906
2022-04-22,55.36000061035156
2022-04-25,55.20000076293945
2022-04-26,53.70000076293945
2022-04-27,53.959999084472656
2022-04-28,54.93000030517578
2022-04-29,53.77000045776367
2022-05-02,53.91999816894531
2022-05-03,54.2599983215332
2022-05-04,55.38999938964844
2022-05-05,53.83000183105469
2022-05-06,53.279998779296875
2022-05-09,51.54999923706055
2022-05-10,51.779998779296875
2022-05-11,51.52000045776367
2022-05-12,51.40999984741211
2022-05-13,52.79999923706055
2022-05-16,52.81999969482422
2022-05-17,53.90999984741211
2022-05-18,52.439998626708984
2022-05-19,52.439998626708984
2022-05-20,52.709999084472656
2022-05-23,53.470001220703125
2022-05-24,53.220001220703125
2022-05-25,53.540000915527344
2022-05-26,54.29999923706055
2022-05-27,55.369998931884766
2022-05-31,55.25
2022-06-01,54.7400016784668
2022-06-02,55.65999984741211
2022-06-03,54.93000030517578
2022-06-06,55.11000061035156
2022-06-07,55.5
2022-06-08,54.93000030517578
2022-06-09,53.720001220703125
2022-06-10,52.380001068115234
2022-06-13,50.08000183105469
2022-06-14,49.72999954223633
2022-06-15,50.5099983215332
2022-06-16,48.95000076293945
2022-06-17,48.790000915527344
2022-06-21,49.720001220703125
2022-06-22,49.310001373291016
2022-06-23,49.31999969482422
2022-06-24,50.630001068115234
2022-06-27,50.68000030517578
2022-06-28,50.220001220703125
2022-06-29,50.0
2022-06-30,49.4900016784668
2022-07-01,49.65999984741211
2022-07-05,49.04999923706055
2022-07-06,48.93000030517578
2022-07-07,49.86000061035156
2022-07-08,49.93000030517578
2022-07-11,49.11000061035156
2022-07-12,48.7599983215332
2022-07-13,48.619998931884766
2022-07-14,48.16999816894531
2022-07-15,48.970001220703125
2022-07-18,48.93000030517578
2022-07-19,50.15999984741211
2022-07-20,50.119998931884766
2022-07-21,50.4900016784668
2022-07-22,50.16999816894531
2022-07-25,50.43000030517578
2022-07-26,50.029998779296875
2022-07-27,51.060001373291016
2022-07-28,51.540000915527344
2022-07-29,51.97999954223633
2022-08-01,51.88999938964844
2022-08-02,51.43000030517578
2022-08-03,51.900001525878906
2022-08-04,52.02000045776367
2022-08-05,52.040000915527344
2022-08-08,52.22999954223633
2022-08-09,51.939998626708984
2022-08-10,52.880001068115234
2022-08-11,53.02000045776367
2022-08-12,53.72999954223633
2022-08-15,53.65999984741211
2022-08-16,53.70000076293945
2022-08-17,53.31999969482422
2022-08-18,53.279998779296875
2022-08-19,52.66999816894531
2022-08-22,51.709999084472656
2022-08-23,51.81999969482422
2022-08-24,51.88999938964844
2022-08-25,52.63999938964844
2022-08-26,51.27000045776367
2022-08-29,51.0
2022-08-30,50.5
2022-08-31,50.20000076293945
2022-09-01,49.93000030517578
2022-09-02,49.709999084472656
2022-09-06,49.529998779296875
2022-09-07,50.029998779296875
2022-09-08,50.349998474121094
2022-09-09,51.29999923706055
2022-09-12,51.66999816894531
2022-09-13,49.880001068115234
2022-09-14,50.0
2022-09-15,49.560001373291016
2022-09-16,49.209999084472656
2022-09-19,49.4900016784668
2022-09-20,48.900001525878906
2022-09-21,48.060001373291016
2022-09-22,47.779998779296875
2022-09-23,46.650001525878906
2022-09-26,46.04999923706055
2022-09-27,45.959999084472656
2022-09-28,46.790000915527344
2022-09-29,46.04999923706055
2022-09-30,45.72999954223633
2022-10-03,46.88999938964844
2022-10-04,48.47999954223633
2022-10-05,48.36000061035156
2022-10-06,47.779998779296875
2022-10-07,46.83000183105469
2022-10-10,46.45000076293945
2022-10-11,45.959999084472656
2022-10-12,45.81999969482422
2022-10-13,46.63999938964844
2022-10-14,45.779998779296875
2022-10-17,46.790000915527344
2022-10-18,47.189998626708984
2022-10-19,46.849998474121094
2022-10-20,46.650001525878906
2022-10-21,47.650001525878906
2022-10-24,47.75
2022-10-25,48.439998626708984
2022-10-26,48.58000183105469
2022-10-27,48.290000915527344
2022-10-28,48.900001525878906
2022-10-31,48.63999938964844
2022-11-01,48.88999938964844
2022-11-02,48.0099983215332
2022-11-03,47.68000030517578
2022-11-04,48.91999816894531
2022-11-07,49.369998931884766
2022-11-08,49.7599983215332
2022-11-09,48.970001220703125
2022-11-10,51.150001525878906
2022-11-11,51.90999984741211
2022-11-14,51.619998931884766
2022-11-15,52.11000061035156
2022-11-16,51.79999923706055
2022-11-17,51.66999816894531
2022-11-18,51.81999969482422
2022-11-21,51.47999954223633
2022-11-22,52.119998931884766
2022-11-23,52.470001220703125
2022-11-25,52.599998474121094
2022-11-28,51.83000183105469
2022-11-29,52.09000015258789
2022-11-30,53.5
2022-12-01,53.65999984741211
2022-12-02,53.61000061035156
2022-12-05,52.84000015258789
2022-12-06,52.380001068115234
2022-12-07,52.2400016784668
2022-12-08,52.66999816894531
2022-12-09,52.58000183105469
2022-12-12,52.90999984741211
2022-12-13,53.0
2022-12-14,52.959999084472656
2022-12-15,51.7400016784668
2022-12-16,51.220001220703125
2022-12-19,50.970001220703125
2022-12-20,51.11000061035156
2022-12-21,51.75
2022-12-22,51.18000030517578
2022-12-23,51.400001525878906
2022-12-27,51.41999816894531
2022-12-28,50.88999938964844
2022-12-29,51.65999984741211
2022-12-30,51.43000030517578
2023-01-03,51.36000061035156
2023-01-04,51.81999969482422
2023-01-05,51.4900016784668
2023-01-06,52.689998626708984
2023-01-09,52.91999816894531
2023-01-10,53.11000061035156
2023-01-11,53.56999969482422
2023-01-12,53.9900016784668
2023-01-13,54.279998779296875
2023-01-17,54.16999816894531
2023-01-18,53.72999954223633
2023-01-19,53.47999954223633
2023-01-20,54.18000030517578
2023-01-23,54.58000183105469
2023-01-24,54.63999938964844
2023-01-25,54.75
2023-01-26,55.130001068115234
2023-01-27,55.0099983215332
2023-01-30,54.52000045776367
2023-01-31,54.95000076293945
2023-02-01,55.38999938964844
2023-02-02,55.52000045776367
2023-02-03,55.02000045776367
2023-02-06,54.52000045776367
2023-02-07,54.97999954223633
2023-02-08,54.709999084472656
2023-02-09,54.540000915527344
2023-02-10,54.4900016784668
2023-02-13,54.959999084472656
2023-02-14,54.970001220703125
2023-02-15,54.900001525878906
2023-02-16,54.470001220703125
2023-02-17,54.279998779296875
2023-02-21,53.560001373291016
2023-02-22,53.29999923706055
2023-02-23,53.4900016784668
2023-02-24,52.810001373291016
2023-02-27,53.11000061035156
2023-02-28,52.93000030517578
2023-03-01,53.150001525878906
2023-03-02,53.45000076293945
2023-03-03,54.22999954223633
2023-03-06,54.119998931884766
2023-03-07,53.310001373291016
2023-03-08,53.41999816894531
2023-03-09,52.84000015258789
2023-03-10,52.209999084472656
2023-03-13,51.7599983215332
2023-03-14,52.41999816894531
2023-03-15,51.380001068115234
2023-03-16,52.15999984741211
2023-03-17,51.779998779296875
2023-03-20,52.279998779296875
2023-03-21,52.880001068115234
2023-03-22,52.5
2023-03-23,52.72999954223633
2023-03-24,52.61000061035156
2023-03-27,52.79999923706055
2023-03-28,52.880001068115234
2023-03-29,53.5
2023-03-30,53.939998626708984
2023-03-31,54.43000030517578
2023-04-03,54.7599983215332
2023-04-04,54.529998779296875
2023-04-05,54.27000045776367
2023-04-06,54.400001525878906
2023-04-10,54.40999984741211
2023-04-11,54.689998626708984
2023-04-12,54.72999954223633
2023-04-13,55.369998931884766
2023-04-14,55.20000076293945
2023-04-17,55.20000076293945
2023-04-18,55.439998626708984
2023-04-19,55.2599983215332
2023-04-20,55.130001068115234
2023-04-21,55.13999938964844
2023-04-24,55.16999816894531
2023-04-25,54.380001068115234
2023-04-26,54.209999084472656
2023-04-27,54.90999984741211
2023-04-28,55.22999954223633
2023-05-01,55.13999938964844
2023-05-02,54.56999969482422
2023-05-03,54.52000045776367
2023-05-04,54.2599983215332
2023-05-05,55.0099983215332
2023-05-08,55.040000915527344
2023-05-09,54.900001525878906
2023-05-10,54.91999816894531
2023-05-11,54.72999954223633
2023-05-12,54.63999938964844
2023-05-15,55.0099983215332
2023-05-16,54.70000076293945
2023-05-17,55.130001068115234
2023-05-18,55.369998931884766
2023-05-19,55.4900016784668
2023-05-22,55.529998779296875
2023-05-23,54.86000061035156
2023-05-24,54.369998931884766
2023-05-25,54.5099983215332
2023-05-26,55.33000183105469
2023-05-30,54.939998626708984
2023-05-31,54.529998779296875
2023-06-01,55.13999938964844
2023-06-02,55.90999984741211
2023-06-05,55.66999816894531
2023-06-06,55.95000076293945
2023-06-07,55.72999954223633
2023-06-08,56.11000061035156
2023-06-09,56.130001068115234
2023-06-12,56.29999923706055
2023-06-13,56.689998626708984
2023-06-14,56.86000061035156
2023-06-15,57.47999954223633
2023-06-16,57.310001373291016
2023-06-20,56.869998931884766
2023-06-21,56.75
2023-06-22,56.689998626708984
2023-06-23,56.08000183105469
2023-06-26,55.970001220703125
2023-06-27,56.56999969482422
2023-06-28,56.529998779296875
2023-06-29,56.650001525878906
2023-06-30,57.22999954223633
2023-07-03,57.2400016784668
2023-07-05,56.95000076293945
2023-07-06,56.130001068115234
2023-07-07,56.27000045776367
2023-07-10,56.529998779296875
2023-07-11,57.029998779296875
2023-07-12,57.630001068115234
2023-07-13,58.43000030517578
2023-07-14,58.380001068115234
2023-07-17,58.34000015258789
2023-07-18,58.72999954223633
2023-07-19,58.650001525878906
2023-07-20,58.34000015258789
2023-07-21,58.36000061035156
2023-07-24,58.400001525878906
2023-07-25,58.7599983215332
2023-07-26,58.709999084472656
2023-07-27,58.5099983215332
2023-07-28,59.0
2023-07-31,59.04999923706055
2023-08-01,58.810001373291016
2023-08-02,57.790000915527344
2023-08-03,57.619998931884766
2023-08-04,57.68000030517578
2023-08-07,58.18000030517578
2023-08-08,57.84000015258789
2023-08-09,57.630001068115234
2023-08-10,57.619998931884766
2023-08-11,57.31999969482422
2023-08-14,57.369998931884766
2023-08-15,56.689998626708984
2023-08-16,56.31999969482422
2023-08-17,55.900001525878906
2023-08-18,55.90999984741211
2023-08-21,56.22999954223633
2023-08-22,56.189998626708984
2023-08-23,56.77000045776367
2023-08-24,55.97999954223633
2023-08-25,56.22999954223633
2023-08-28,56.599998474121094
2023-08-29,57.4900016784668
2023-08-30,57.560001373291016
2023-08-31,57.47999954223633
2023-09-01,57.459999084472656
2023-09-05,57.15999984741211
2023-09-06,56.90999984741211
2023-09-07,56.720001220703125
2023-09-08,56.7400016784668
2023-09-11,56.84000015258789
2023-09-12,56.63999938964844
2023-09-13,56.56999969482422
2023-09-14,57.09000015258789
2023-09-15,56.81999969482422
2023-09-18,56.68000030517578
2023-09-19,56.5099983215332
2023-09-20,56.150001525878906
2023-09-21,55.220001220703125
2023-09-22,55.209999084472656
2023-09-25,55.25
2023-09-26,54.540000915527344
2023-09-27,54.59000015258789
2023-09-28,54.97999954223633
2023-09-29,54.810001373291016
2023-10-02,54.45000076293945
2023-10-03,53.7400016784668
2023-10-04,53.95000076293945
2023-10-05,54.02000045776367
2023-10-06,54.75
2023-10-09,54.880001068115234
2023-10-10,55.47999954223633
2023-10-11,55.650001525878906
2023-10-12,55.400001525878906
2023-10-13,55.029998779296875
2023-10-16,55.5
2023-10-17,55.54999923706055
2023-10-18,54.810001373291016
2023-10-19,54.36000061035156
2023-10-20,53.849998474121094
2023-10-23,53.849998474121094
2023-10-24,54.18000030517578
2023-10-25,53.720001220703125
2023-10-26,53.25
2023-10-27,53.02000045776367
2023-10-30,53.58000183105469
