Date,VTABX
2022-02-28,21.40999984741211
2022-03-01,21.649999618530273
2022-03-02,21.489999771118164
2022-03-03,21.489999771118164
2022-03-04,21.56999969482422
2022-03-07,21.510000228881836
2022-03-08,21.3700008392334
2022-03-09,21.290000915527344
2022-03-10,21.190000534057617
2022-03-11,21.200000762939453
2022-03-14,21.06999969482422
2022-03-15,21.09000015258789
2022-03-16,21.079999923706055
2022-03-17,21.06999969482422
2022-03-18,21.1299991607666
2022-03-21,21.010000228881836
2022-03-22,20.950000762939453
2022-03-23,21.0
2022-03-24,20.940000534057617
2022-03-25,20.889999389648438
2022-03-28,20.860000610351562
2022-03-29,20.81999969482422
2022-03-30,20.850000381469727
2022-03-31,20.90999984741211
2022-04-01,20.899999618530273
2022-04-04,20.920000076293945
2022-04-05,20.799999237060547
2022-04-06,20.739999771118164
2022-04-07,20.709999084472656
2022-04-08,20.65999984741211
2022-04-11,20.579999923706055
2022-04-12,20.600000381469727
2022-04-13,20.610000610351562
2022-04-14,20.540000915527344
2022-04-18,20.549999237060547
2022-04-19,20.459999084472656
2022-04-20,20.520000457763672
2022-04-21,20.450000762939453
2022-04-22,20.399999618530273
2022-04-25,20.489999771118164
2022-04-26,20.540000915527344
2022-04-27,20.520000457763672
2022-04-28,20.459999084472656
2022-04-29,20.360000610351562
2022-05-02,20.329999923706055
2022-05-03,20.299999237060547
2022-05-04,20.31999969482422
2022-05-05,20.25
2022-05-06,20.139999389648438
2022-05-09,20.170000076293945
2022-05-10,20.239999771118164
2022-05-11,20.309999465942383
2022-05-12,20.40999984741211
2022-05-13,20.360000610351562
2022-05-16,20.360000610351562
2022-05-17,20.260000228881836
2022-05-18,20.299999237060547
2022-05-19,20.31999969482422
2022-05-20,20.34000015258789
2022-05-23,20.270000457763672
2022-05-24,20.31999969482422
2022-05-25,20.350000381469727
2022-05-26,20.299999237060547
2022-05-27,20.31999969482422
2022-05-31,20.149999618530273
2022-06-01,20.100000381469727
2022-06-02,20.049999237060547
2022-06-03,20.010000228881836
2022-06-06,19.940000534057617
2022-06-07,19.979999542236328
2022-06-08,19.90999984741211
2022-06-09,19.84000015258789
2022-06-10,19.739999771118164
2022-06-13,19.510000228881836
2022-06-14,19.360000610351562
2022-06-15,19.579999923706055
2022-06-16,19.510000228881836
2022-06-17,19.559999465942383
2022-06-21,19.420000076293945
2022-06-22,19.559999465942383
2022-06-23,19.709999084472656
2022-06-24,19.739999771118164
2022-06-27,19.639999389648438
2022-06-28,19.600000381469727
2022-06-29,19.700000762939453
2022-06-30,19.780000686645508
2022-07-01,19.920000076293945
2022-07-05,19.950000762939453
2022-07-06,19.950000762939453
2022-07-07,19.90999984741211
2022-07-08,19.860000610351562
2022-07-11,19.90999984741211
2022-07-12,20.010000228881836
2022-07-13,20.06999969482422
2022-07-14,20.010000228881836
2022-07-15,20.010000228881836
2022-07-18,20.0
2022-07-19,19.920000076293945
2022-07-20,19.940000534057617
2022-07-21,19.989999771118164
2022-07-22,20.15999984741211
2022-07-25,20.170000076293945
2022-07-26,20.239999771118164
2022-07-27,20.239999771118164
2022-07-28,20.3799991607666
2022-07-29,20.420000076293945
2022-08-01,20.479999542236328
2022-08-02,20.40999984741211
2022-08-03,20.440000534057617
2022-08-04,20.479999542236328
2022-08-05,20.34000015258789
2022-08-08,20.389999389648438
2022-08-09,20.360000610351562
2022-08-10,20.3799991607666
2022-08-11,20.299999237060547
2022-08-12,20.309999465942383
2022-08-15,20.3799991607666
2022-08-16,20.329999923706055
2022-08-17,20.200000762939453
2022-08-18,20.18000030517578
2022-08-19,20.06999969482422
2022-08-22,19.950000762939453
2022-08-23,19.90999984741211
2022-08-24,19.8700008392334
2022-08-25,19.940000534057617
2022-08-26,19.84000015258789
2022-08-29,19.770000457763672
2022-08-30,19.75
2022-08-31,19.649999618530273
2022-09-01,19.6299991607666
2022-09-02,19.68000030517578
2022-09-06,19.579999923706055
2022-09-07,19.639999389648438
2022-09-08,19.5
2022-09-09,19.520000457763672
2022-09-12,19.59000015258789
2022-09-13,19.549999237060547
2022-09-14,19.56999969482422
2022-09-15,19.510000228881836
2022-09-16,19.510000228881836
2022-09-19,19.489999771118164
2022-09-20,19.3799991607666
2022-09-21,19.399999618530273
2022-09-22,19.329999923706055
2022-09-23,19.25
2022-09-26,19.06999969482422
2022-09-27,18.969999313354492
2022-09-28,19.139999389648438
2022-09-29,19.049999237060547
2022-09-30,19.079999923706055
2022-10-03,19.25
2022-10-04,19.290000915527344
2022-10-05,19.190000534057617
2022-10-06,19.110000610351562
2022-10-07,19.0
2022-10-10,18.93000030517578
2022-10-11,18.8700008392334
2022-10-12,18.860000610351562
2022-10-13,18.899999618530273
2022-10-14,18.81999969482422
2022-10-17,18.889999389648438
2022-10-18,18.950000762939453
2022-10-19,18.860000610351562
2022-10-20,18.81999969482422
2022-10-21,18.799999237060547
2022-10-24,18.889999389648438
