Date,CICEX
2022-02-28,47.65999984741211
2022-03-01,46.95000076293945
2022-03-02,47.7400016784668
2022-03-03,47.45000076293945
2022-03-04,47.11000061035156
2022-03-07,45.720001220703125
2022-03-08,45.439998626708984
2022-03-09,46.52000045776367
2022-03-10,46.439998626708984
2022-03-11,45.849998474121094
2022-03-14,45.560001373291016
2022-03-15,46.380001068115234
2022-03-16,47.22999954223633
2022-03-17,47.79999923706055
2022-03-18,48.290000915527344
2022-03-21,48.2599983215332
2022-03-22,48.7400016784668
2022-03-23,48.220001220703125
2022-03-24,48.83000183105469
2022-03-25,49.08000183105469
2022-03-28,49.220001220703125
2022-03-29,49.779998779296875
2022-03-30,49.599998474121094
2022-03-31,48.86000061035156
2022-04-01,49.13999938964844
2022-04-04,49.5
2022-04-05,48.91999816894531
2022-04-06,48.470001220703125
2022-04-07,48.63999938964844
2022-04-08,48.619998931884766
2022-04-11,47.88999938964844
2022-04-12,47.7400016784668
2022-04-13,48.27000045776367
2022-04-14,47.72999954223633
2022-04-18,47.72999954223633
2022-04-19,48.40999984741211
2022-04-20,48.130001068115234
2022-04-21,47.31999969482422
2022-04-22,46.15999984741211
2022-04-25,46.2400016784668
2022-04-26,45.0
2022-04-27,45.15999984741211
2022-04-28,46.18000030517578
2022-04-29,44.650001525878906
2022-05-02,44.90999984741211
2022-05-03,45.150001525878906
2022-05-04,46.349998474121094
2022-05-05,44.900001525878906
2022-05-06,44.63999938964844
2022-05-09,43.189998626708984
2022-05-10,43.310001373291016
2022-05-11,42.849998474121094
2022-05-12,42.84000015258789
2022-05-13,43.88999938964844
2022-05-16,43.880001068115234
2022-05-17,44.7599983215332
2022-05-18,43.27000045776367
2022-05-19,43.04999923706055
2022-05-20,43.11000061035156
2022-05-23,43.72999954223633
2022-05-24,43.4900016784668
2022-05-25,43.86000061035156
2022-05-26,44.58000183105469
2022-05-27,45.5099983215332
2022-05-31,45.290000915527344
2022-06-01,45.040000915527344
2022-06-02,45.7599983215332
2022-06-03,45.15999984741211
2022-06-06,45.310001373291016
2022-06-07,45.72999954223633
2022-06-08,45.22999954223633
2022-06-09,44.150001525878906
2022-06-10,42.97999954223633
2022-06-13,41.34000015258789
2022-06-14,41.11000061035156
2022-06-15,40.97999954223633
2022-06-16,39.630001068115234
2022-06-17,39.630001068115234
2022-06-21,40.40999984741211
2022-06-22,40.25
2022-06-23,40.47999954223633
2022-06-24,41.63999938964844
2022-06-27,41.599998474121094
2022-06-28,40.9900016784668
2022-06-29,40.91999816894531
2022-06-30,40.599998474121094
2022-07-01,40.93000030517578
2022-07-05,40.70000076293945
2022-07-06,40.7599983215332
2022-07-07,41.310001373291016
2022-07-08,41.25
2022-07-11,40.75
2022-07-12,40.400001525878906
2022-07-13,40.13999938964844
2022-07-14,39.869998931884766
2022-07-15,40.63999938964844
2022-07-18,40.439998626708984
2022-07-19,41.58000183105469
2022-07-20,41.70000076293945
2022-07-21,42.04999923706055
2022-07-22,41.630001068115234
2022-07-25,41.75
2022-07-26,41.349998474121094
2022-07-27,42.36000061035156
2022-07-28,42.66999816894531
2022-07-29,43.119998931884766
2022-08-01,43.0099983215332
2022-08-02,42.810001373291016
2022-08-03,43.400001525878906
2022-08-04,43.40999984741211
2022-08-05,43.439998626708984
2022-08-08,43.45000076293945
2022-08-09,43.290000915527344
2022-08-10,44.20000076293945
2022-08-11,44.2599983215332
2022-08-12,44.939998626708984
2022-08-15,45.040000915527344
2022-08-16,45.06999969482422
2022-08-17,44.689998626708984
2022-08-18,44.79999923706055
2022-08-19,44.2599983215332
2022-08-22,43.380001068115234
2022-08-23,43.310001373291016
2022-08-24,43.459999084472656
2022-08-25,44.130001068115234
2022-08-26,42.81999969482422
2022-08-29,42.59000015258789
2022-08-30,42.099998474121094
2022-08-31,41.90999984741211
2022-09-01,41.97999954223633
2022-09-02,41.65999984741211
2022-09-06,41.470001220703125
2022-09-07,42.06999969482422
2022-09-08,42.33000183105469
2022-09-09,43.02000045776367
2022-09-12,43.45000076293945
2022-09-13,41.70000076293945
2022-09-14,41.75
2022-09-15,41.33000183105469
2022-09-16,41.060001373291016
2022-09-19,41.290000915527344
2022-09-20,40.83000183105469
2022-09-21,40.209999084472656
2022-09-22,39.97999954223633
2022-09-23,39.16999816894531
2022-09-26,38.709999084472656
2022-09-27,38.58000183105469
2022-09-28,39.33000183105469
2022-09-29,38.650001525878906
2022-09-30,38.130001068115234
2022-10-03,39.18000030517578
2022-10-04,40.43000030517578
2022-10-05,40.38999938964844
2022-10-06,40.0
2022-10-07,39.119998931884766
2022-10-10,38.7599983215332
2022-10-11,38.470001220703125
2022-10-12,38.38999938964844
2022-10-13,39.279998779296875
2022-10-14,38.400001525878906
2022-10-17,39.31999969482422
2022-10-18,39.720001220703125
2022-10-19,39.540000915527344
2022-10-20,39.27000045776367
2022-10-21,40.150001525878906
2022-10-24,40.52000045776367
2022-10-25,41.04999923706055
2022-10-26,40.88999938964844
2022-10-27,40.59000015258789
2022-10-28,41.380001068115234
2022-10-31,41.13999938964844
2022-11-01,41.060001373291016
2022-11-02,40.13999938964844
2022-11-03,39.86000061035156
2022-11-04,40.54999923706055
2022-11-07,41.0099983215332
2022-11-08,41.25
2022-11-09,40.560001373291016
2022-11-10,42.5099983215332
2022-11-11,42.83000183105469
2022-11-14,42.439998626708984
2022-11-15,42.849998474121094
2022-11-16,42.540000915527344
2022-11-17,42.369998931884766
2022-11-18,42.56999969482422
2022-11-21,42.47999954223633
2022-11-22,42.970001220703125
2022-11-23,43.22999954223633
2022-11-25,43.2599983215332
2022-11-28,42.61000061035156
2022-11-29,42.63999938964844
2022-11-30,43.86000061035156
2022-12-01,43.91999816894531
2022-12-02,43.97999954223633
2022-12-05,43.27000045776367
2022-12-06,42.7599983215332
2022-12-07,42.689998626708984
2022-12-08,42.970001220703125
2022-12-09,42.72999954223633
2022-12-12,43.29999923706055
2022-12-13,43.689998626708984
2022-12-14,42.060001373291016
2022-12-15,41.13999938964844
2022-12-16,40.77000045776367
2022-12-19,40.439998626708984
2022-12-20,40.54999923706055
2022-12-21,41.16999816894531
2022-12-22,40.65999984741211
2022-12-23,40.900001525878906
2022-12-27,40.880001068115234
2022-12-28,40.400001525878906
2022-12-29,41.060001373291016
2022-12-30,40.959999084472656
2023-01-03,40.869998931884766
2023-01-04,41.20000076293945
2023-01-05,40.810001373291016
2023-01-06,41.720001220703125
2023-01-09,41.68000030517578
2023-01-10,41.93000030517578
2023-01-11,42.380001068115234
2023-01-12,42.65999984741211
2023-01-13,42.7400016784668
2023-01-17,42.650001525878906
2023-01-18,42.029998779296875
2023-01-19,41.72999954223633
2023-01-20,42.45000076293945
2023-01-23,42.84000015258789
2023-01-24,42.86000061035156
2023-01-25,42.84000015258789
2023-01-26,43.20000076293945
2023-01-27,43.189998626708984
2023-01-30,42.720001220703125
2023-01-31,43.2400016784668
2023-02-01,43.619998931884766
2023-02-02,44.119998931884766
2023-02-03,43.630001068115234
2023-02-06,43.459999084472656
2023-02-07,43.970001220703125
2023-02-08,43.560001373291016
2023-02-09,43.20000076293945
2023-02-10,43.34000015258789
2023-02-13,43.83000183105469
2023-02-14,43.810001373291016
2023-02-15,43.86000061035156
2023-02-16,43.36000061035156
2023-02-17,43.150001525878906
2023-02-21,42.45000076293945
2023-02-22,42.369998931884766
2023-02-23,42.4900016784668
2023-02-24,42.11000061035156
2023-02-27,42.279998779296875
2023-02-28,42.209999084472656
2023-03-01,42.099998474121094
2023-03-02,42.45000076293945
2023-03-03,43.150001525878906
2023-03-06,43.130001068115234
2023-03-07,42.5099983215332
2023-03-08,42.54999923706055
2023-03-09,41.959999084472656
2023-03-10,41.41999816894531
2023-03-13,41.2400016784668
2023-03-14,41.86000061035156
2023-03-15,41.290000915527344
2023-03-16,41.9900016784668
2023-03-17,41.5099983215332
2023-03-20,41.790000915527344
2023-03-21,42.2599983215332
2023-03-22,41.59000015258789
2023-03-23,41.779998779296875
2023-03-24,41.9900016784668
2023-03-27,42.06999969482422
2023-03-28,42.06999969482422
2023-03-29,42.59000015258789
2023-03-30,42.880001068115234
2023-03-31,43.400001525878906
2023-04-03,43.650001525878906
2023-04-04,43.380001068115234
2023-04-05,43.209999084472656
2023-04-06,43.36000061035156
2023-04-10,43.43000030517578
2023-04-11,43.45000076293945
2023-04-12,43.380001068115234
2023-04-13,43.900001525878906
2023-04-14,43.75
2023-04-17,43.900001525878906
2023-04-18,44.029998779296875
2023-04-19,44.119998931884766
2023-04-20,43.93000030517578
2023-04-21,43.939998626708984
2023-04-24,43.939998626708984
2023-04-25,43.29999923706055
2023-04-26,43.189998626708984
2023-04-27,43.9900016784668
2023-04-28,44.36000061035156
2023-05-01,44.34000015258789
2023-05-02,43.81999969482422
2023-05-03,43.599998474121094
2023-05-04,43.310001373291016
2023-05-05,43.95000076293945
2023-05-08,43.97999954223633
2023-05-09,43.81999969482422
2023-05-10,43.970001220703125
2023-05-11,43.90999984741211
2023-05-12,43.86000061035156
2023-05-15,44.04999923706055
2023-05-16,43.81999969482422
2023-05-17,44.31999969482422
2023-05-18,44.720001220703125
2023-05-19,44.70000076293945
2023-05-22,44.720001220703125
2023-05-23,44.22999954223633
2023-05-24,43.95000076293945
2023-05-25,44.119998931884766
2023-05-26,44.88999938964844
2023-05-30,44.779998779296875
2023-05-31,44.61000061035156
2023-06-01,45.0099983215332
2023-06-02,45.65999984741211
2023-06-05,45.47999954223633
2023-06-06,45.63999938964844
2023-06-07,45.45000076293945
2023-06-08,45.650001525878906
2023-06-09,45.68000030517578
2023-06-12,46.130001068115234
2023-06-13,46.40999984741211
2023-06-14,46.349998474121094
2023-06-15,46.900001525878906
2023-06-16,46.70000076293945
2023-06-20,46.380001068115234
2023-06-21,46.2599983215332
2023-06-22,46.34000015258789
2023-06-23,46.02000045776367
2023-06-26,45.90999984741211
2023-06-27,46.400001525878906
2023-06-28,46.43000030517578
2023-06-29,46.599998474121094
