Date,FEPUX
2022-02-28,57.279998779296875
2022-03-01,56.029998779296875
2022-03-02,56.630001068115234
2022-03-03,55.4900016784668
2022-03-04,53.619998931884766
2022-03-07,51.630001068115234
2022-03-08,51.689998626708984
2022-03-09,53.88999938964844
2022-03-10,53.349998474121094
2022-03-11,52.59000015258789
2022-03-14,52.36000061035156
2022-03-15,52.61000061035156
2022-03-16,55.04999923706055
2022-03-17,56.02000045776367
2022-03-18,56.77000045776367
2022-03-21,56.290000915527344
2022-03-22,56.939998626708984
2022-03-23,56.380001068115234
2022-03-24,56.83000183105469
2022-03-25,56.36000061035156
2022-03-28,56.56999969482422
2022-03-29,57.95000076293945
2022-03-30,57.66999816894531
2022-03-31,56.720001220703125
2022-04-01,57.279998779296875
2022-04-04,58.08000183105469
2022-04-05,57.119998931884766
2022-04-06,56.13999938964844
2022-04-07,56.09000015258789
2022-04-08,55.90999984741211
2022-04-11,55.06999969482422
2022-04-12,54.77000045776367
2022-04-13,55.4900016784668
2022-04-14,55.04999923706055
2022-04-18,54.72999954223633
2022-04-19,54.90999984741211
2022-04-20,55.16999816894531
2022-04-21,54.439998626708984
2022-04-22,53.45000076293945
2022-04-25,53.16999816894531
2022-04-26,51.790000915527344
2022-04-27,52.189998626708984
2022-04-28,53.08000183105469
2022-04-29,52.45000076293945
2022-05-02,52.400001525878906
2022-05-03,52.630001068115234
2022-05-04,53.290000915527344
2022-05-05,51.66999816894531
2022-05-06,50.77000045776367
2022-05-09,48.97999954223633
2022-05-10,49.279998779296875
2022-05-11,49.11000061035156
2022-05-12,49.040000915527344
2022-05-13,50.529998779296875
2022-05-16,50.459999084472656
2022-05-17,51.54999923706055
2022-05-18,50.36000061035156
2022-05-19,50.720001220703125
2022-05-20,51.220001220703125
2022-05-23,51.83000183105469
2022-05-24,51.31999969482422
2022-05-25,51.380001068115234
2022-05-26,52.0
2022-05-27,52.959999084472656
2022-05-31,53.099998474121094
2022-06-01,52.43000030517578
2022-06-02,53.59000015258789
2022-06-03,52.880001068115234
2022-06-06,53.189998626708984
2022-06-07,53.41999816894531
2022-06-08,53.060001373291016
2022-06-09,51.939998626708984
2022-06-10,50.72999954223633
2022-06-13,48.58000183105469
2022-06-14,48.150001525878906
2022-06-15,48.939998626708984
2022-06-16,47.529998779296875
2022-06-17,47.54999923706055
2022-06-21,48.369998931884766
2022-06-22,47.810001373291016
2022-06-23,47.68000030517578
2022-06-24,49.099998474121094
2022-06-27,49.119998931884766
2022-06-28,48.779998779296875
2022-06-29,48.5099983215332
2022-06-30,48.130001068115234
2022-07-01,48.08000183105469
2022-07-05,47.540000915527344
2022-07-06,47.38999938964844
2022-07-07,48.25
2022-07-08,48.2599983215332
2022-07-11,47.40999984741211
2022-07-12,47.18000030517578
2022-07-13,47.15999984741211
2022-07-14,46.810001373291016
2022-07-15,47.5099983215332
2022-07-18,47.72999954223633
2022-07-19,48.83000183105469
2022-07-20,48.86000061035156
2022-07-21,49.36000061035156
2022-07-22,49.02000045776367
2022-07-25,49.099998474121094
2022-07-26,48.59000015258789
2022-07-27,49.56999969482422
2022-07-28,50.06999969482422
2022-07-29,50.54999923706055
2022-08-01,50.54999923706055
2022-08-02,49.88999938964844
2022-08-03,50.220001220703125
2022-08-04,50.650001525878906
2022-08-05,50.40999984741211
2022-08-08,50.650001525878906
2022-08-09,50.119998931884766
2022-08-10,51.099998474121094
2022-08-11,51.349998474121094
2022-08-12,51.91999816894531
2022-08-15,51.72999954223633
2022-08-16,51.43000030517578
2022-08-17,51.119998931884766
2022-08-18,50.900001525878906
2022-08-19,50.119998931884766
2022-08-22,49.2400016784668
2022-08-23,49.38999938964844
2022-08-24,49.5099983215332
2022-08-25,50.18000030517578
2022-08-26,49.0099983215332
2022-08-29,48.75
2022-08-30,48.470001220703125
2022-08-31,48.220001220703125
2022-09-01,47.56999969482422
2022-09-02,47.43000030517578
2022-09-06,47.209999084472656
2022-09-07,47.52000045776367
2022-09-08,47.72999954223633
2022-09-09,48.79999923706055
2022-09-12,49.5
2022-09-13,47.68000030517578
2022-09-14,47.86000061035156
2022-09-15,47.349998474121094
2022-09-16,46.81999969482422
2022-09-19,47.09000015258789
2022-09-20,46.529998779296875
2022-09-21,45.75
2022-09-22,45.18000030517578
2022-09-23,44.02000045776367
2022-09-26,43.54999923706055
2022-09-27,43.4900016784668
2022-09-28,44.31999969482422
2022-09-29,43.56999969482422
2022-09-30,43.630001068115234
2022-10-03,44.63999938964844
2022-10-04,46.349998474121094
2022-10-05,46.189998626708984
2022-10-06,45.66999816894531
2022-10-07,44.79999923706055
2022-10-10,44.470001220703125
2022-10-11,43.84000015258789
2022-10-12,43.849998474121094
2022-10-13,44.369998931884766
2022-10-14,43.70000076293945
2022-10-17,44.75
2022-10-18,45.08000183105469
2022-10-19,44.540000915527344
2022-10-20,44.47999954223633
