Date,CWGCX
2022-02-28,57.72999954223633
2022-03-01,56.619998931884766
2022-03-02,57.439998626708984
2022-03-03,56.790000915527344
2022-03-04,55.86000061035156
2022-03-07,54.150001525878906
2022-03-08,53.900001525878906
2022-03-09,55.470001220703125
2022-03-10,55.25
2022-03-11,54.52000045776367
2022-03-14,54.06999969482422
2022-03-15,54.630001068115234
2022-03-16,56.25
2022-03-17,57.11000061035156
2022-03-18,57.720001220703125
2022-03-21,57.5099983215332
2022-03-22,58.11000061035156
2022-03-23,57.47999954223633
2022-03-24,58.029998779296875
2022-03-25,58.02000045776367
2022-03-28,58.099998474121094
2022-03-29,58.970001220703125
2022-03-30,58.810001373291016
2022-03-31,57.97999954223633
2022-04-01,58.38999938964844
2022-04-04,58.900001525878906
2022-04-05,58.060001373291016
2022-04-06,57.45000076293945
2022-04-07,57.52000045776367
2022-04-08,57.58000183105469
2022-04-11,56.790000915527344
2022-04-12,56.52000045776367
2022-04-13,57.22999954223633
2022-04-14,56.689998626708984
2022-04-18,56.4900016784668
2022-04-19,56.939998626708984
2022-04-20,56.939998626708984
2022-04-21,56.13999938964844
2022-04-22,54.869998931884766
2022-04-25,54.70000076293945
2022-04-26,53.220001220703125
2022-04-27,53.47999954223633
2022-04-28,54.439998626708984
2022-04-29,53.279998779296875
2022-05-02,53.43000030517578
2022-05-03,53.7599983215332
2022-05-04,54.880001068115234
2022-05-05,53.33000183105469
2022-05-06,52.790000915527344
2022-05-09,51.06999969482422
2022-05-10,51.29999923706055
2022-05-11,51.040000915527344
2022-05-12,50.93000030517578
2022-05-13,52.310001373291016
2022-05-16,52.31999969482422
2022-05-17,53.400001525878906
2022-05-18,51.939998626708984
2022-05-19,51.939998626708984
2022-05-20,52.209999084472656
2022-05-23,52.959999084472656
2022-05-24,52.720001220703125
2022-05-25,53.02000045776367
2022-05-26,53.779998779296875
2022-05-27,54.84000015258789
2022-05-31,54.709999084472656
2022-06-01,54.20000076293945
2022-06-02,55.119998931884766
2022-06-03,54.400001525878906
2022-06-06,54.56999969482422
2022-06-07,54.95000076293945
2022-06-08,54.38999938964844
2022-06-09,53.189998626708984
2022-06-10,51.86000061035156
2022-06-13,49.68000030517578
2022-06-14,49.33000183105469
2022-06-15,50.099998474121094
2022-06-16,48.560001373291016
2022-06-17,48.38999938964844
2022-06-21,49.310001373291016
2022-06-22,48.900001525878906
2022-06-23,48.90999984741211
2022-06-24,50.220001220703125
2022-06-27,50.2599983215332
2022-06-28,49.79999923706055
2022-06-29,49.59000015258789
2022-06-30,49.08000183105469
2022-07-01,49.25
2022-07-05,48.63999938964844
2022-07-06,48.52000045776367
2022-07-07,49.439998626708984
2022-07-08,49.5
2022-07-11,48.689998626708984
2022-07-12,48.34000015258789
2022-07-13,48.20000076293945
2022-07-14,47.75
2022-07-15,48.540000915527344
2022-07-18,48.5099983215332
2022-07-19,49.720001220703125
2022-07-20,49.68000030517578
2022-07-21,50.04999923706055
2022-07-22,49.72999954223633
2022-07-25,49.97999954223633
2022-07-26,49.59000015258789
2022-07-27,50.61000061035156
2022-07-28,51.09000015258789
2022-07-29,51.52000045776367
2022-08-01,51.41999816894531
2022-08-02,50.959999084472656
2022-08-03,51.43000030517578
2022-08-04,51.54999923706055
2022-08-05,51.560001373291016
2022-08-08,51.75
2022-08-09,51.459999084472656
2022-08-10,52.400001525878906
2022-08-11,52.529998779296875
2022-08-12,53.2400016784668
2022-08-15,53.15999984741211
2022-08-16,53.20000076293945
2022-08-17,52.83000183105469
2022-08-18,52.779998779296875
2022-08-19,52.18000030517578
2022-08-22,51.220001220703125
2022-08-23,51.33000183105469
2022-08-24,51.400001525878906
2022-08-25,52.13999938964844
2022-08-26,50.779998779296875
2022-08-29,50.5099983215332
2022-08-30,50.0099983215332
2022-08-31,49.720001220703125
2022-09-01,49.45000076293945
2022-09-02,49.22999954223633
2022-09-06,49.04999923706055
2022-09-07,49.540000915527344
2022-09-08,49.86000061035156
2022-09-09,50.79999923706055
2022-09-12,51.25
