Date,TRJZX
2022-02-28,89.95999908447266
2022-03-01,88.0199966430664
2022-03-02,88.61000061035156
2022-03-03,86.58000183105469
2022-03-04,84.37999725341797
2022-03-07,80.25
2022-03-08,80.01000213623047
2022-03-09,83.52999877929688
2022-03-10,82.80000305175781
2022-03-11,80.73999786376953
2022-03-14,78.87000274658203
2022-03-15,81.30000305175781
2022-03-16,85.0
2022-03-17,86.33999633789062
2022-03-18,88.63999938964844
2022-03-21,87.93000030517578
2022-03-22,89.83999633789062
2022-03-23,88.73999786376953
2022-03-24,90.43000030517578
2022-03-25,89.76000213623047
2022-03-28,91.16000366210938
2022-03-29,93.41999816894531
2022-03-30,92.18000030517578
2022-03-31,90.5
2022-04-01,90.75
2022-04-04,92.70999908447266
2022-04-05,90.55000305175781
2022-04-06,88.06999969482422
2022-04-07,87.91999816894531
2022-04-08,86.6500015258789
2022-04-11,84.94999694824219
2022-04-12,84.41999816894531
2022-04-13,86.31999969482422
2022-04-14,84.61000061035156
2022-04-18,84.30999755859375
2022-04-19,86.31999969482422
2022-04-20,84.62999725341797
2022-04-21,82.26000213623047
2022-04-22,79.75
2022-04-25,80.91000366210938
2022-04-26,77.69000244140625
2022-04-27,77.80000305175781
2022-04-28,80.5999984741211
2022-04-29,76.69999694824219
2022-05-02,77.73999786376953
2022-05-03,77.5
2022-05-04,79.94000244140625
2022-05-05,75.7699966430664
2022-05-06,74.48999786376953
2022-05-09,70.76000213623047
2022-05-10,71.30999755859375
2022-05-11,69.30000305175781
2022-05-12,69.4800033569336
2022-05-13,72.48999786376953
2022-05-16,71.26000213623047
2022-05-17,73.19000244140625
2022-05-18,69.83999633789062
2022-05-19,70.16000366210938
2022-05-20,69.93000030517578
2022-05-23,70.91999816894531
2022-05-24,68.62000274658203
2022-05-25,69.86000061035156
2022-05-26,71.80000305175781
2022-05-27,74.16000366210938
2022-05-31,73.94999694824219
2022-06-01,73.44000244140625
2022-06-02,75.70999908447266
2022-06-03,73.7300033569336
2022-06-06,74.08999633789062
2022-06-07,74.75
2022-06-08,74.44000244140625
2022-06-09,72.2699966430664
2022-06-10,69.4800033569336
2022-06-13,66.16999816894531
2022-06-14,66.2300033569336
2022-06-15,68.20999908447266
2022-06-16,65.4000015258789
2022-06-17,66.2699966430664
2022-06-21,67.95999908447266
2022-06-22,67.9000015258789
2022-06-23,69.33000183105469
2022-06-24,71.83999633789062
2022-06-27,70.98999786376953
2022-06-28,68.62000274658203
2022-06-29,68.75
2022-06-30,67.5999984741211
2022-07-01,68.38999938964844
2022-07-05,69.8499984741211
2022-07-06,70.13999938964844
2022-07-07,71.62999725341797
2022-07-08,71.58000183105469
2022-07-11,70.01000213623047
2022-07-12,68.88999938964844
2022-07-13,68.72000122070312
2022-07-14,68.58999633789062
2022-07-15,70.06999969482422
2022-07-18,69.68000030517578
2022-07-19,71.8499984741211
2022-07-20,73.25
2022-07-21,74.4800033569336
2022-07-22,72.72000122070312
2022-07-25,72.33000183105469
2022-07-26,70.56999969482422
2022-07-27,73.4000015258789
2022-07-28,74.52999877929688
2022-07-29,76.18000030517578
2022-08-01,76.02999877929688
2022-08-02,75.87999725341797
2022-08-03,77.79000091552734
2022-08-04,78.25
2022-08-05,78.01000213623047
2022-08-08,77.9000015258789
2022-08-09,77.04000091552734
2022-08-10,79.2699966430664
2022-08-11,78.8499984741211
2022-08-12,80.33000183105469
2022-08-15,80.56999969482422
2022-08-16,80.56999969482422
2022-08-17,79.54000091552734
2022-08-18,79.56999969482422
2022-08-19,78.0
2022-08-22,75.87999725341797
2022-08-23,75.66999816894531
2022-08-24,76.05999755859375
2022-08-25,77.25
2022-08-26,74.22000122070312
2022-08-29,73.5199966430664
2022-08-30,72.80000305175781
2022-08-31,72.29000091552734
2022-09-01,72.20999908447266
2022-09-02,71.41000366210938
2022-09-06,71.06999969482422
2022-09-07,72.52999877929688
2022-09-08,73.16000366210938
2022-09-09,74.76000213623047
2022-09-12,75.87999725341797
2022-09-13,72.13999938964844
2022-09-14,72.63999938964844
2022-09-15,71.76000213623047
2022-09-16,71.01000213623047
2022-09-19,71.23999786376953
2022-09-20,70.41000366210938
2022-09-21,69.01000213623047
2022-09-22,68.13999938964844
2022-09-23,67.0999984741211
2022-09-26,66.9000015258789
