Date,MEIJX
2022-02-28,51.04999923706055
2022-03-01,50.189998626708984
2022-03-02,51.0099983215332
2022-03-03,51.04999923706055
2022-03-04,50.84000015258789
2022-03-07,49.720001220703125
2022-03-08,49.09000015258789
2022-03-09,50.11000061035156
2022-03-10,49.95000076293945
2022-03-11,49.58000183105469
2022-03-14,49.79999923706055
2022-03-15,50.56999969482422
2022-03-16,51.31999969482422
2022-03-17,51.970001220703125
2022-03-18,52.25
2022-03-21,52.25
2022-03-22,52.4900016784668
2022-03-23,51.849998474121094
2022-03-24,52.06999969482422
2022-03-25,52.5099983215332
2022-03-28,52.61000061035156
2022-03-29,53.130001068115234
2022-03-30,52.959999084472656
2022-03-31,52.150001525878906
2022-04-01,52.41999816894531
2022-04-04,52.310001373291016
2022-04-05,52.02000045776367
2022-04-06,52.11000061035156
2022-04-07,52.41999816894531
2022-04-08,52.5099983215332
2022-04-11,51.95000076293945
2022-04-12,51.689998626708984
2022-04-13,51.90999984741211
2022-04-14,51.66999816894531
2022-04-18,51.560001373291016
2022-04-19,52.11000061035156
2022-04-20,52.529998779296875
2022-04-21,52.0099983215332
2022-04-22,50.7599983215332
2022-04-25,50.959999084472656
2022-04-26,49.9900016784668
2022-04-27,50.09000015258789
2022-04-28,50.83000183105469
2022-04-29,49.349998474121094
2022-05-02,49.36000061035156
2022-05-03,49.689998626708984
2022-05-04,51.0099983215332
2022-05-05,49.869998931884766
2022-05-06,49.77000045776367
2022-05-09,48.7400016784668
2022-05-10,48.619998931884766
2022-05-11,48.27000045776367
2022-05-12,48.5
2022-05-13,49.11000061035156
2022-05-16,49.13999938964844
2022-05-17,50.029998779296875
2022-05-18,48.619998931884766
2022-05-19,48.36000061035156
2022-05-20,48.45000076293945
2022-05-23,49.310001373291016
2022-05-24,49.439998626708984
2022-05-25,49.66999816894531
2022-05-26,50.400001525878906
2022-05-27,51.2599983215332
2022-05-31,50.86000061035156
2022-06-01,50.27000045776367
2022-06-02,50.90999984741211
2022-06-03,50.400001525878906
2022-06-06,50.4900016784668
2022-06-07,50.959999084472656
2022-06-08,50.209999084472656
2022-06-09,49.220001220703125
2022-06-10,48.040000915527344
2022-06-13,46.689998626708984
2022-06-14,46.22999954223633
2022-06-15,46.599998474121094
2022-06-16,45.36000061035156
2022-06-17,45.18000030517578
2022-06-21,46.09000015258789
2022-06-22,46.15999984741211
2022-06-23,46.16999816894531
2022-06-24,47.47999954223633
2022-06-27,47.47999954223633
2022-06-28,46.91999816894531
2022-06-29,46.77000045776367
2022-06-30,46.75
2022-07-01,47.279998779296875
2022-07-05,46.790000915527344
2022-07-06,46.9900016784668
2022-07-07,47.29999923706055
2022-07-08,47.209999084472656
2022-07-11,47.0
2022-07-12,46.689998626708984
2022-07-13,46.43000030517578
2022-07-14,46.02000045776367
2022-07-15,46.93000030517578
2022-07-18,46.43000030517578
2022-07-19,47.61000061035156
2022-07-20,47.630001068115234
2022-07-21,48.130001068115234
2022-07-22,48.11000061035156
2022-07-25,48.38999938964844
2022-07-26,48.220001220703125
2022-07-27,48.86000061035156
2022-07-28,49.310001373291016
2022-07-29,49.7400016784668
2022-08-01,49.529998779296875
2022-08-02,49.119998931884766
2022-08-03,49.65999984741211
2022-08-04,49.709999084472656
2022-08-05,49.79999923706055
2022-08-08,49.79999923706055
2022-08-09,49.72999954223633
2022-08-10,50.619998931884766
2022-08-11,50.75
2022-08-12,51.56999969482422
