Date,JLGPX
2022-02-28,52.900001525878906
2022-03-01,52.04999923706055
2022-03-02,53.11000061035156
2022-03-03,52.619998931884766
2022-03-04,51.90999984741211
2022-03-07,49.970001220703125
2022-03-08,49.790000915527344
2022-03-09,51.470001220703125
2022-03-10,51.11000061035156
2022-03-11,50.470001220703125
2022-03-14,49.88999938964844
2022-03-15,51.08000183105469
2022-03-16,52.4900016784668
2022-03-17,53.11000061035156
2022-03-18,53.880001068115234
2022-03-21,53.7599983215332
2022-03-22,54.540000915527344
2022-03-23,53.91999816894531
2022-03-24,54.779998779296875
2022-03-25,54.790000915527344
2022-03-28,55.31999969482422
2022-03-29,56.0
2022-03-30,55.380001068115234
2022-03-31,54.529998779296875
2022-04-01,54.59000015258789
2022-04-04,55.209999084472656
2022-04-05,54.310001373291016
2022-04-06,53.5099983215332
2022-04-07,53.709999084472656
2022-04-08,53.45000076293945
2022-04-11,52.43000030517578
2022-04-12,52.290000915527344
2022-04-13,52.95000076293945
2022-04-14,52.20000076293945
2022-04-18,52.08000183105469
2022-04-19,52.91999816894531
2022-04-20,52.93000030517578
2022-04-21,51.939998626708984
2022-04-22,50.2599983215332
2022-04-25,50.2599983215332
2022-04-26,49.310001373291016
2022-04-27,49.41999816894531
2022-04-28,50.400001525878906
2022-04-29,48.619998931884766
2022-05-02,49.11000061035156
2022-05-03,49.16999816894531
2022-05-04,50.630001068115234
2022-05-05,48.66999816894531
2022-05-06,48.38999938964844
2022-05-09,46.869998931884766
2022-05-10,47.209999084472656
2022-05-11,46.209999084472656
2022-05-12,46.16999816894531
2022-05-13,47.310001373291016
2022-05-16,47.029998779296875
2022-05-17,47.959999084472656
2022-05-18,45.79999923706055
2022-05-19,45.689998626708984
2022-05-20,45.459999084472656
2022-05-23,46.290000915527344
2022-05-24,45.709999084472656
2022-05-25,46.310001373291016
2022-05-26,47.400001525878906
2022-05-27,48.630001068115234
2022-05-31,48.25
2022-06-01,47.880001068115234
2022-06-02,48.869998931884766
2022-06-03,48.0099983215332
2022-06-06,48.15999984741211
2022-06-07,48.58000183105469
2022-06-08,48.04999923706055
2022-06-09,46.97999954223633
2022-06-10,45.59000015258789
2022-06-13,43.81999969482422
2022-06-14,43.88999938964844
2022-06-15,44.650001525878906
2022-06-16,43.11000061035156
2022-06-17,43.349998474121094
2022-06-21,44.40999984741211
2022-06-22,44.31999969482422
2022-06-23,44.7400016784668
2022-06-24,46.189998626708984
2022-06-27,46.0
2022-06-28,44.88999938964844
2022-06-29,44.91999816894531
2022-06-30,44.45000076293945
2022-07-01,44.790000915527344
2022-07-05,45.08000183105469
2022-07-06,45.189998626708984
2022-07-07,46.040000915527344
2022-07-08,46.119998931884766
2022-07-11,45.43000030517578
2022-07-12,44.959999084472656
2022-07-13,44.790000915527344
2022-07-14,44.810001373291016
2022-07-15,45.560001373291016
2022-07-18,45.16999816894531
2022-07-19,46.40999984741211
2022-07-20,46.790000915527344
2022-07-21,47.27000045776367
2022-07-22,46.7599983215332
2022-07-25,46.810001373291016
2022-07-26,46.099998474121094
2022-07-27,47.599998474121094
2022-07-28,48.25
2022-07-29,49.040000915527344
2022-08-01,48.849998474121094
2022-08-02,48.59000015258789
2022-08-03,49.439998626708984
2022-08-04,49.63999938964844
2022-08-05,49.470001220703125
2022-08-08,49.43000030517578
2022-08-09,49.119998931884766
2022-08-10,50.290000915527344
2022-08-11,50.16999816894531
2022-08-12,51.08000183105469
2022-08-15,51.349998474121094
2022-08-16,51.43000030517578
2022-08-17,51.040000915527344
2022-08-18,51.13999938964844
2022-08-19,50.45000076293945
2022-08-22,49.5
2022-08-23,49.470001220703125
2022-08-24,49.540000915527344
2022-08-25,50.209999084472656
2022-08-26,48.52000045776367
2022-08-29,48.15999984741211
2022-08-30,47.689998626708984
2022-08-31,47.33000183105469
2022-09-01,47.40999984741211
2022-09-02,46.91999816894531
2022-09-06,46.709999084472656
2022-09-07,47.59000015258789
2022-09-08,48.08000183105469
2022-09-09,48.83000183105469
2022-09-12,49.209999084472656
2022-09-13,47.16999816894531
2022-09-14,47.290000915527344
2022-09-15,46.880001068115234
2022-09-16,46.619998931884766
2022-09-19,46.939998626708984
2022-09-20,46.54999923706055
2022-09-21,45.86000061035156
2022-09-22,45.41999816894531
2022-09-23,44.779998779296875
2022-09-26,44.5
2022-09-27,44.54999923706055
2022-09-28,45.38999938964844
2022-09-29,44.439998626708984
2022-09-30,43.7400016784668
2022-10-03,44.7400016784668
2022-10-04,46.0099983215332
2022-10-05,45.959999084472656
2022-10-06,45.61000061035156
2022-10-07,44.22999954223633
2022-10-10,43.9900016784668
2022-10-11,43.7599983215332
2022-10-12,43.70000076293945
2022-10-13,44.63999938964844
2022-10-14,43.470001220703125
2022-10-17,44.59000015258789
2022-10-18,44.95000076293945
2022-10-19,44.619998931884766
2022-10-20,44.34000015258789
2022-10-21,45.279998779296875
2022-10-24,45.88999938964844
2022-10-25,46.61000061035156
2022-10-26,46.029998779296875
2022-10-27,45.810001373291016
2022-10-28,46.81999969482422
2022-10-31,46.400001525878906
2022-11-01,46.06999969482422
2022-11-02,44.90999984741211
2022-11-03,44.5099983215332
2022-11-04,44.93000030517578
2022-11-07,45.34000015258789
2022-11-08,45.56999969482422
2022-11-09,44.59000015258789
2022-11-10,46.869998931884766
2022-11-11,47.29999923706055
2022-11-14,46.939998626708984
2022-11-15,47.31999969482422
2022-11-16,46.97999954223633
2022-11-17,46.86000061035156
2022-11-18,47.060001373291016
2022-11-21,46.720001220703125
2022-11-22,47.369998931884766
2022-11-23,47.70000076293945
2022-11-25,47.65999984741211
2022-11-28,47.040000915527344
2022-11-29,46.86000061035156
2022-11-30,48.38999938964844
2022-12-01,48.380001068115234
2022-12-02,48.41999816894531
2022-12-05,47.52000045776367
2022-12-06,46.810001373291016
2022-12-07,46.81999969482422
2022-12-08,47.20000076293945
2022-12-09,46.70000076293945
2022-12-12,47.2599983215332
2022-12-13,46.130001068115234
2022-12-14,45.900001525878906
2022-12-15,44.7400016784668
2022-12-16,44.380001068115234
2022-12-19,44.0099983215332
2022-12-20,43.9900016784668
2022-12-21,44.599998474121094
2022-12-22,43.88999938964844
2022-12-23,44.060001373291016
2022-12-27,43.7599983215332
2022-12-28,43.290000915527344
2022-12-29,43.97999954223633
2022-12-30,43.88999938964844
2023-01-03,43.59000015258789
2023-01-04,43.77000045776367
2023-01-05,43.290000915527344
2023-01-06,44.189998626708984
2023-01-09,44.16999816894531
2023-01-10,44.439998626708984
2023-01-11,45.0099983215332
2023-01-12,45.130001068115234
2023-01-13,45.439998626708984
2023-01-17,45.38999938964844
2023-01-18,44.790000915527344
2023-01-19,44.290000915527344
2023-01-20,45.220001220703125
2023-01-23,45.77000045776367
2023-01-24,45.709999084472656
2023-01-25,45.70000076293945
2023-01-26,46.2599983215332
2023-01-27,46.5
2023-01-30,45.79999923706055
2023-01-31,46.599998474121094
2023-02-01,47.27000045776367
2023-02-02,48.279998779296875
2023-02-03,47.560001373291016
2023-02-06,47.189998626708984
2023-02-07,47.81999969482422
2023-02-08,47.15999984741211
2023-02-09,46.790000915527344
2023-02-10,46.599998474121094
2023-02-13,47.189998626708984
2023-02-14,47.439998626708984
2023-02-15,47.810001373291016
2023-02-16,46.81999969482422
2023-02-17,46.58000183105469
2023-02-21,45.58000183105469
2023-02-22,45.63999938964844
2023-02-23,45.939998626708984
2023-02-24,45.29999923706055
2023-02-27,45.540000915527344
2023-02-28,45.5
2023-03-01,45.209999084472656
2023-03-02,45.540000915527344
2023-03-03,46.4900016784668
2023-03-06,46.47999954223633
2023-03-07,45.83000183105469
2023-03-08,45.970001220703125
2023-03-09,44.75
2023-03-10,43.849998474121094
2023-03-13,43.970001220703125
2023-03-14,44.9900016784668
2023-03-15,44.84000015258789
2023-03-16,45.880001068115234
2023-03-17,45.459999084472656
2023-03-20,45.65999984741211
2023-03-21,46.52000045776367
2023-03-22,45.7599983215332
2023-03-23,46.099998474121094
2023-03-24,46.13999938964844
2023-03-27,46.04999923706055
2023-03-28,45.90999984741211
2023-03-29,46.66999816894531
2023-03-30,47.0099983215332
2023-03-31,47.869998931884766
2023-04-03,47.849998474121094
2023-04-04,47.59000015258789
2023-04-05,47.0
2023-04-06,47.279998779296875
2023-04-10,47.2400016784668
2023-04-11,47.09000015258789
2023-04-12,46.790000915527344
2023-04-13,47.66999816894531
2023-04-14,47.63999938964844
2023-04-17,47.720001220703125
2023-04-18,47.81999969482422
2023-04-19,47.88999938964844
2023-04-20,47.54999923706055
2023-04-21,47.58000183105469
2023-04-24,47.45000076293945
2023-04-25,46.43000030517578
2023-04-26,46.65999984741211
2023-04-27,47.619998931884766
2023-04-28,47.970001220703125
2023-05-01,47.880001068115234
2023-05-02,47.58000183105469
2023-05-03,47.29999923706055
2023-05-04,47.06999969482422
2023-05-05,48.029998779296875
2023-05-08,48.13999938964844
2023-05-09,47.97999954223633
2023-05-10,48.45000076293945
2023-05-11,48.47999954223633
2023-05-12,48.38999938964844
2023-05-15,48.630001068115234
2023-05-16,48.52000045776367
2023-05-17,49.15999984741211
2023-05-18,49.939998626708984
2023-05-19,49.77000045776367
2023-05-22,49.86000061035156
2023-05-23,49.060001373291016
2023-05-24,48.79999923706055
2023-05-25,49.83000183105469
2023-05-26,50.75
2023-05-30,50.86000061035156
2023-05-31,50.58000183105469
2023-06-01,51.209999084472656
2023-06-02,51.75
2023-06-05,51.75
2023-06-06,51.77000045776367
2023-06-07,50.90999984741211
2023-06-08,51.47999954223633
2023-06-09,51.689998626708984
2023-06-12,52.529998779296875
2023-06-13,52.900001525878906
2023-06-14,53.22999954223633
2023-06-15,53.939998626708984
2023-06-16,53.56999969482422
2023-06-20,53.529998779296875
2023-06-21,53.040000915527344
2023-06-22,53.540000915527344
2023-06-23,53.119998931884766
2023-06-26,52.45000076293945
2023-06-27,53.119998931884766
2023-06-28,53.27000045776367
2023-06-29,53.22999954223633
2023-06-30,54.040000915527344
2023-07-03,53.97999954223633
2023-07-05,54.02000045776367
2023-07-06,53.5
2023-07-07,53.380001068115234
2023-07-10,53.45000076293945
2023-07-11,53.790000915527344
2023-07-12,54.470001220703125
2023-07-13,55.279998779296875
2023-07-14,55.25
2023-07-17,55.709999084472656
2023-07-18,56.2400016784668
2023-07-19,56.150001525878906
2023-07-20,54.93000030517578
2023-07-21,54.7400016784668
2023-07-24,54.79999923706055
2023-07-25,55.119998931884766
2023-07-26,54.93000030517578
2023-07-27,54.849998474121094
2023-07-28,55.81999969482422
2023-07-31,55.93000030517578
2023-08-01,55.70000076293945
2023-08-02,54.439998626708984
2023-08-03,54.47999954223633
2023-08-04,54.16999816894531
