Date,RAMHX
2022-02-28,31.690000534057617
2022-03-01,31.479999542236328
2022-03-02,31.75
2022-03-03,31.639999389648438
2022-03-04,31.56999969482422
2022-03-07,30.979999542236328
2022-03-08,30.809999465942383
2022-03-09,31.209999084472656
2022-03-10,31.139999389648438
2022-03-11,30.90999984741211
2022-03-14,30.649999618530273
2022-03-15,30.989999771118164
2022-03-16,31.350000381469727
2022-03-17,31.6299991607666
2022-03-18,31.850000381469727
2022-03-21,31.760000228881836
2022-03-22,31.860000610351562
2022-03-23,31.68000030517578
2022-03-24,31.920000076293945
2022-03-25,31.959999084472656
2022-03-28,32.0099983215332
2022-03-29,32.2400016784668
2022-03-30,32.189998626708984
2022-03-31,31.8700008392334
2022-04-01,31.969999313354492
2022-04-04,32.08000183105469
2022-04-05,31.770000457763672
2022-04-06,31.65999984741211
2022-04-07,31.719999313354492
2022-04-08,31.719999313354492
2022-04-11,31.420000076293945
2022-04-12,31.3799991607666
2022-04-13,31.59000015258789
2022-04-14,31.350000381469727
2022-04-18,31.350000381469727
2022-04-19,31.530000686645508
2022-04-20,31.610000610351562
2022-04-21,31.25
2022-04-22,30.729999542236328
2022-04-25,30.790000915527344
2022-04-26,30.3700008392334
2022-04-27,30.389999389648438
2022-04-28,30.770000457763672
2022-04-29,30.100000381469727
2022-05-02,30.1200008392334
2022-05-03,30.270000457763672
2022-05-04,30.81999969482422
2022-05-05,30.18000030517578
2022-05-06,30.06999969482422
2022-05-09,29.489999771118164
2022-05-10,29.540000915527344
2022-05-11,29.440000534057617
2022-05-12,29.459999084472656
2022-05-13,29.829999923706055
2022-05-16,29.8799991607666
2022-05-17,30.18000030517578
2022-05-18,29.540000915527344
2022-05-19,29.43000030517578
2022-05-20,29.530000686645508
2022-05-23,29.770000457763672
2022-05-24,29.809999465942383
2022-05-25,30.020000457763672
2022-05-26,30.360000610351562
2022-05-27,30.770000457763672
2022-05-31,30.559999465942383
2022-06-01,30.420000076293945
2022-06-02,30.670000076293945
2022-06-03,30.43000030517578
2022-06-06,30.40999984741211
2022-06-07,30.649999618530273
2022-06-08,30.3799991607666
2022-06-09,29.940000534057617
2022-06-10,29.420000076293945
2022-06-13,28.34000015258789
2022-06-14,28.190000534057617
2022-06-15,28.469999313354492
2022-06-16,27.90999984741211
2022-06-17,27.860000610351562
2022-06-21,28.239999771118164
2022-06-22,28.229999542236328
2022-06-23,28.329999923706055
2022-06-24,28.799999237060547
2022-06-27,28.790000915527344
2022-06-28,28.549999237060547
2022-06-29,28.540000915527344
2022-06-30,28.440000534057617
2022-07-01,28.6299991607666
2022-07-05,28.510000228881836
2022-07-06,28.479999542236328
2022-07-07,28.709999084472656
2022-07-08,28.65999984741211
2022-07-11,28.520000457763672
2022-07-12,28.389999389648438
2022-07-13,28.309999465942383
2022-07-14,28.170000076293945
2022-07-15,28.540000915527344
2022-07-18,28.43000030517578
2022-07-19,28.860000610351562
2022-07-20,28.8799991607666
2022-07-21,29.079999923706055
2022-07-22,29.030000686645508
2022-07-25,29.100000381469727
2022-07-26,28.940000534057617
2022-07-27,29.34000015258789
2022-07-28,29.530000686645508
2022-07-29,29.709999084472656
2022-08-01,29.68000030517578
2022-08-02,29.440000534057617
2022-08-03,29.68000030517578
2022-08-04,29.690000534057617
2022-08-05,29.600000381469727
2022-08-08,29.65999984741211
2022-08-09,29.56999969482422
2022-08-10,29.920000076293945
2022-08-11,29.90999984741211
2022-08-12,30.229999542236328
2022-08-15,30.270000457763672
2022-08-16,30.299999237060547
2022-08-17,30.100000381469727
2022-08-18,30.170000076293945
2022-08-19,29.93000030517578
2022-08-22,29.549999237060547
2022-08-23,29.520000457763672
2022-08-24,29.559999465942383
2022-08-25,29.860000610351562
2022-08-26,29.299999237060547
2022-08-29,29.170000076293945
2022-08-30,28.940000534057617
2022-08-31,28.780000686645508
2022-09-01,28.739999771118164
2022-09-02,28.65999984741211
2022-09-06,28.469999313354492
2022-09-07,28.770000457763672
2022-09-08,28.8700008392334
2022-09-09,29.139999389648438
2022-09-12,29.219999313354492
2022-09-13,28.440000534057617
2022-09-14,28.530000686645508
2022-09-15,28.350000381469727
2022-09-16,28.270000457763672
2022-09-19,28.329999923706055
2022-09-20,28.079999923706055
2022-09-21,27.84000015258789
2022-09-22,27.6200008392334
2022-09-23,27.200000762939453
2022-09-26,26.829999923706055
2022-09-27,26.739999771118164
2022-09-28,27.239999771118164
2022-09-29,26.889999389648438
2022-09-30,26.65999984741211
2022-10-03,27.239999771118164
2022-10-04,27.809999465942383
2022-10-05,27.739999771118164
2022-10-06,27.530000686645508
2022-10-07,27.06999969482422
2022-10-10,26.889999389648438
2022-10-11,26.770000457763672
2022-10-12,26.739999771118164
2022-10-13,27.079999923706055
2022-10-14,26.65999984741211
2022-10-17,27.030000686645508
2022-10-18,27.219999313354492
2022-10-19,27.049999237060547
2022-10-20,26.90999984741211
2022-10-21,27.34000015258789
2022-10-24,27.5
2022-10-25,27.81999969482422
2022-10-26,27.850000381469727
2022-10-27,27.860000610351562
2022-10-28,28.170000076293945
2022-10-31,28.040000915527344
2022-11-01,28.030000686645508
2022-11-02,27.65999984741211
2022-11-03,27.510000228881836
2022-11-04,27.809999465942383
2022-11-07,27.979999542236328
2022-11-08,28.149999618530273
2022-11-09,27.829999923706055
2022-11-10,28.84000015258789
2022-11-11,28.940000534057617
2022-11-14,28.770000457763672
2022-11-15,28.989999771118164
2022-11-16,28.889999389648438
2022-11-17,28.829999923706055
2022-11-18,28.90999984741211
2022-11-21,28.860000610351562
2022-11-22,29.149999618530273
2022-11-23,29.280000686645508
2022-11-25,29.31999969482422
2022-11-28,29.059999465942383
2022-11-29,29.049999237060547
2022-11-30,29.600000381469727
2022-12-01,29.670000076293945
2022-12-02,29.709999084472656
2022-12-05,29.329999923706055
2022-12-06,29.139999389648438
2022-12-07,29.219999313354492
2022-12-08,29.309999465942383
2022-12-09,29.1299991607666
2022-12-12,29.3700008392334
2022-12-13,29.43000030517578
2022-12-14,29.3799991607666
2022-12-15,29.0
2022-12-16,28.760000228881836
2022-12-19,28.579999923706055
2022-12-20,28.549999237060547
2022-12-21,28.829999923706055
2022-12-22,28.610000610351562
2022-12-23,28.709999084472656
2022-12-27,28.649999618530273
2022-12-28,28.420000076293945
2022-12-29,28.709999084472656
2022-12-30,28.6299991607666
2023-01-03,28.59000015258789
2023-01-04,28.729999542236328
2023-01-05,28.559999465942383
2023-01-06,29.06999969482422
2023-01-09,29.040000915527344
2023-01-10,29.100000381469727
2023-01-11,29.34000015258789
2023-01-12,29.530000686645508
2023-01-13,29.549999237060547
2023-01-17,29.479999542236328
2023-01-18,29.290000915527344
2023-01-19,29.170000076293945
2023-01-20,29.40999984741211
2023-01-23,29.540000915527344
2023-01-24,29.579999923706055
2023-01-25,29.639999389648438
2023-01-26,29.780000686645508
2023-01-27,29.719999313354492
2023-01-30,29.489999771118164
2023-01-31,29.770000457763672
2023-02-01,29.950000762939453
2023-02-02,30.059999465942383
2023-02-03,29.799999237060547
2023-02-06,29.649999618530273
2023-02-07,29.81999969482422
2023-02-08,29.68000030517578
2023-02-09,29.510000228881836
2023-02-10,29.549999237060547
2023-02-13,29.760000228881836
2023-02-14,29.690000534057617
2023-02-15,29.639999389648438
2023-02-16,29.399999618530273
2023-02-17,29.350000381469727
2023-02-21,28.920000076293945
2023-02-22,28.889999389648438
2023-02-23,28.989999771118164
2023-02-24,28.770000457763672
