Date,AMBFX
2022-02-28,31.850000381469727
2022-03-01,31.649999618530273
2022-03-02,31.90999984741211
2022-03-03,31.809999465942383
2022-03-04,31.739999771118164
2022-03-07,31.139999389648438
2022-03-08,30.969999313354492
2022-03-09,31.3799991607666
2022-03-10,31.309999465942383
2022-03-11,31.06999969482422
2022-03-14,30.760000228881836
2022-03-15,31.100000381469727
2022-03-16,31.459999084472656
2022-03-17,31.739999771118164
2022-03-18,31.959999084472656
2022-03-21,31.8700008392334
2022-03-22,31.969999313354492
2022-03-23,31.799999237060547
2022-03-24,32.040000915527344
2022-03-25,32.08000183105469
2022-03-28,32.130001068115234
2022-03-29,32.369998931884766
2022-03-30,32.310001373291016
2022-03-31,31.989999771118164
2022-04-01,32.099998474121094
2022-04-04,32.209999084472656
2022-04-05,31.889999389648438
2022-04-06,31.780000686645508
2022-04-07,31.850000381469727
2022-04-08,31.850000381469727
2022-04-11,31.549999237060547
2022-04-12,31.510000228881836
2022-04-13,31.719999313354492
2022-04-14,31.479999542236328
2022-04-18,31.479999542236328
2022-04-19,31.65999984741211
2022-04-20,31.75
2022-04-21,31.389999389648438
2022-04-22,30.8700008392334
2022-04-25,30.920000076293945
2022-04-26,30.510000228881836
2022-04-27,30.520000457763672
2022-04-28,30.90999984741211
2022-04-29,30.229999542236328
2022-05-02,30.25
2022-05-03,30.40999984741211
2022-05-04,30.959999084472656
2022-05-05,30.31999969482422
2022-05-06,30.209999084472656
2022-05-09,29.6299991607666
2022-05-10,29.68000030517578
2022-05-11,29.579999923706055
2022-05-12,29.600000381469727
2022-05-13,29.969999313354492
2022-05-16,30.020000457763672
2022-05-17,30.31999969482422
2022-05-18,29.68000030517578
2022-05-19,29.56999969482422
2022-05-20,29.670000076293945
2022-05-23,29.90999984741211
2022-05-24,29.959999084472656
2022-05-25,30.170000076293945
2022-05-26,30.510000228881836
2022-05-27,30.920000076293945
2022-05-31,30.719999313354492
2022-06-01,30.56999969482422
2022-06-02,30.829999923706055
2022-06-03,30.59000015258789
2022-06-06,30.56999969482422
2022-06-07,30.799999237060547
2022-06-08,30.530000686645508
2022-06-09,30.100000381469727
2022-06-10,29.56999969482422
2022-06-13,28.440000534057617
2022-06-14,28.280000686645508
2022-06-15,28.559999465942383
2022-06-16,28.0
2022-06-17,27.959999084472656
2022-06-21,28.34000015258789
2022-06-22,28.329999923706055
2022-06-23,28.43000030517578
2022-06-24,28.90999984741211
2022-06-27,28.889999389648438
2022-06-28,28.65999984741211
2022-06-29,28.649999618530273
2022-06-30,28.549999237060547
2022-07-01,28.729999542236328
2022-07-05,28.6200008392334
2022-07-06,28.59000015258789
2022-07-07,28.829999923706055
2022-07-08,28.770000457763672
2022-07-11,28.639999389648438
2022-07-12,28.5
2022-07-13,28.43000030517578
2022-07-14,28.280000686645508
2022-07-15,28.649999618530273
2022-07-18,28.540000915527344
2022-07-19,28.979999542236328
2022-07-20,28.989999771118164
2022-07-21,29.200000762939453
2022-07-22,29.149999618530273
2022-07-25,29.219999313354492
2022-07-26,29.06999969482422
2022-07-27,29.469999313354492
2022-07-28,29.65999984741211
2022-07-29,29.84000015258789
2022-08-01,29.809999465942383
2022-08-02,29.56999969482422
2022-08-03,29.809999465942383
2022-08-04,29.81999969482422
2022-08-05,29.729999542236328
2022-08-08,29.790000915527344
2022-08-09,29.700000762939453
2022-08-10,30.059999465942383
2022-08-11,30.040000915527344
2022-08-12,30.3700008392334
2022-08-15,30.40999984741211
2022-08-16,30.440000534057617
2022-08-17,30.239999771118164
2022-08-18,30.309999465942383
2022-08-19,30.06999969482422
2022-08-22,29.690000534057617
2022-08-23,29.65999984741211
2022-08-24,29.700000762939453
2022-08-25,30.010000228881836
2022-08-26,29.440000534057617
2022-08-29,29.309999465942383
2022-08-30,29.079999923706055
2022-08-31,28.920000076293945
2022-09-01,28.8799991607666
2022-09-02,28.799999237060547
2022-09-06,28.610000610351562
2022-09-07,28.90999984741211
2022-09-08,29.020000457763672
2022-09-09,29.290000915527344
2022-09-12,29.31999969482422
2022-09-13,28.540000915527344
2022-09-14,28.6200008392334
2022-09-15,28.450000762939453
2022-09-16,28.360000610351562
2022-09-19,28.43000030517578
2022-09-20,28.18000030517578
2022-09-21,27.940000534057617
2022-09-22,27.719999313354492
2022-09-23,27.290000915527344
2022-09-26,26.920000076293945
2022-09-27,26.84000015258789
2022-09-28,27.34000015258789
2022-09-29,26.989999771118164
2022-09-30,26.760000228881836
2022-10-03,27.34000015258789
2022-10-04,27.920000076293945
2022-10-05,27.84000015258789
2022-10-06,27.6299991607666
2022-10-07,27.18000030517578
2022-10-10,27.0
2022-10-11,26.8799991607666
2022-10-12,26.850000381469727
2022-10-13,27.18000030517578
2022-10-14,26.770000457763672
2022-10-17,27.139999389648438
2022-10-18,27.329999923706055
2022-10-19,27.170000076293945
2022-10-20,27.020000457763672
2022-10-21,27.450000762939453
2022-10-24,27.6200008392334
2022-10-25,27.940000534057617
2022-10-26,27.969999313354492
2022-10-27,27.969999313354492
2022-10-28,28.290000915527344
2022-10-31,28.15999984741211
2022-11-01,28.149999618530273
2022-11-02,27.780000686645508
2022-11-03,27.6299991607666
2022-11-04,27.93000030517578
2022-11-07,28.110000610351562
2022-11-08,28.280000686645508
2022-11-09,27.950000762939453
2022-11-10,28.969999313354492
2022-11-11,29.06999969482422
2022-11-14,28.90999984741211
2022-11-15,29.1200008392334
2022-11-16,29.020000457763672
2022-11-17,28.959999084472656
2022-11-18,29.040000915527344
2022-11-21,29.0
2022-11-22,29.290000915527344
2022-11-23,29.420000076293945
2022-11-25,29.459999084472656
2022-11-28,29.200000762939453
2022-11-29,29.190000534057617
2022-11-30,29.739999771118164
2022-12-01,29.81999969482422
2022-12-02,29.860000610351562
2022-12-05,29.469999313354492
2022-12-06,29.290000915527344
2022-12-07,29.3700008392334
