Date,VDIPX
2022-02-28,24.100000381469727
2022-03-01,23.610000610351562
2022-03-02,23.860000610351562
2022-03-03,23.469999313354492
2022-03-04,22.8700008392334
2022-03-07,22.239999771118164
2022-03-08,22.239999771118164
2022-03-09,23.1299991607666
2022-03-10,22.950000762939453
2022-03-11,22.729999542236328
2022-03-14,22.84000015258789
2022-03-15,23.010000228881836
2022-03-16,23.770000457763672
2022-03-17,24.030000686645508
2022-03-18,24.209999084472656
2022-03-21,24.059999465942383
2022-03-22,24.290000915527344
2022-03-23,24.030000686645508
2022-03-24,24.15999984741211
2022-03-25,24.18000030517578
2022-03-28,24.110000610351562
2022-03-29,24.59000015258789
2022-03-30,24.520000457763672
2022-03-31,24.139999389648438
2022-04-01,24.31999969482422
2022-04-04,24.440000534057617
2022-04-05,24.15999984741211
2022-04-06,23.8799991607666
2022-04-07,23.860000610351562
2022-04-08,23.889999389648438
2022-04-11,23.649999618530273
2022-04-12,23.469999313354492
2022-04-13,23.770000457763672
2022-04-14,23.670000076293945
2022-04-18,23.510000228881836
2022-04-19,23.610000610351562
2022-04-20,23.799999237060547
2022-04-21,23.549999237060547
2022-04-22,23.1299991607666
2022-04-25,22.959999084472656
2022-04-26,22.3700008392334
2022-04-27,22.459999084472656
2022-04-28,22.760000228881836
2022-04-29,22.549999237060547
2022-05-02,22.459999084472656
2022-05-03,22.6200008392334
2022-05-04,22.969999313354492
2022-05-05,22.309999465942383
2022-05-06,22.06999969482422
2022-05-09,21.40999984741211
2022-05-10,21.5
2022-05-11,21.420000076293945
2022-05-12,21.299999237060547
2022-05-13,21.8799991607666
2022-05-16,21.940000534057617
2022-05-17,22.34000015258789
2022-05-18,21.860000610351562
2022-05-19,22.040000915527344
2022-05-20,22.18000030517578
2022-05-23,22.559999465942383
2022-05-24,22.450000762939453
2022-05-25,22.469999313354492
2022-05-26,22.709999084472656
2022-05-27,23.0
2022-05-31,22.940000534057617
2022-06-01,22.770000457763672
2022-06-02,23.139999389648438
2022-06-03,22.84000015258789
2022-06-06,22.93000030517578
2022-06-07,22.979999542236328
2022-06-08,22.709999084472656
2022-06-09,22.229999542236328
2022-06-10,21.709999084472656
2022-06-13,20.940000534057617
2022-06-14,20.739999771118164
2022-06-15,21.09000015258789
2022-06-16,20.65999984741211
2022-06-17,20.270000457763672
2022-06-21,20.559999465942383
2022-06-22,20.389999389648438
2022-06-23,20.280000686645508
2022-06-24,20.829999923706055
2022-06-27,20.8700008392334
2022-06-28,20.780000686645508
2022-06-29,20.639999389648438
2022-06-30,20.469999313354492
2022-07-01,20.479999542236328
2022-07-05,20.100000381469727
2022-07-06,20.09000015258789
2022-07-07,20.43000030517578
2022-07-08,20.469999313354492
2022-07-11,20.170000076293945
2022-07-12,20.110000610351562
2022-07-13,20.09000015258789
2022-07-14,19.809999465942383
2022-07-15,20.100000381469727
2022-07-18,20.25
2022-07-19,20.739999771118164
2022-07-20,20.670000076293945
2022-07-21,20.899999618530273
2022-07-22,20.829999923706055
2022-07-25,20.969999313354492
2022-07-26,20.729999542236328
2022-07-27,21.15999984741211
2022-07-28,21.31999969482422
2022-07-29,21.559999465942383
2022-08-01,21.59000015258789
2022-08-02,21.270000457763672
2022-08-03,21.40999984741211
2022-08-04,21.520000457763672
2022-08-05,21.3700008392334
2022-08-08,21.420000076293945
2022-08-09,21.309999465942383
2022-08-10,21.780000686645508
2022-08-11,21.809999465942383
2022-08-12,21.959999084472656
2022-08-15,21.829999923706055
2022-08-16,21.829999923706055
2022-08-17,21.65999984741211
