Date,VEIEX
2022-02-28,30.020000457763672
2022-03-01,29.829999923706055
2022-03-02,29.899999618530273
2022-03-03,29.579999923706055
2022-03-04,28.989999771118164
2022-03-07,28.049999237060547
2022-03-08,28.030000686645508
2022-03-09,28.59000015258789
2022-03-10,28.329999923706055
2022-03-11,27.84000015258789
2022-03-14,27.1299991607666
2022-03-15,26.899999618530273
2022-03-16,28.670000076293945
2022-03-17,28.889999389648438
2022-03-18,29.280000686645508
2022-03-21,28.860000610351562
2022-03-22,29.31999969482422
2022-03-23,29.219999313354492
2022-03-24,29.3700008392334
2022-03-25,29.149999618530273
2022-03-28,29.18000030517578
2022-03-29,29.540000915527344
2022-03-30,29.579999923706055
2022-03-31,29.209999084472656
2022-04-01,29.65999984741211
2022-04-04,30.170000076293945
2022-04-05,29.770000457763672
2022-04-06,29.479999542236328
2022-04-07,29.15999984741211
2022-04-08,29.229999542236328
2022-04-11,28.81999969482422
2022-04-12,28.770000457763672
2022-04-13,29.030000686645508
2022-04-14,28.81999969482422
2022-04-18,28.700000762939453
2022-04-19,28.540000915527344
2022-04-20,28.389999389648438
2022-04-21,27.899999618530273
2022-04-22,27.65999984741211
2022-04-25,27.280000686645508
2022-04-26,26.90999984741211
2022-04-27,27.149999618530273
2022-04-28,27.530000686645508
2022-04-29,27.59000015258789
2022-05-02,27.56999969482422
2022-05-03,27.729999542236328
2022-05-04,27.8799991607666
2022-05-05,27.1200008392334
2022-05-06,26.6299991607666
2022-05-09,25.940000534057617
2022-05-10,26.049999237060547
2022-05-11,25.90999984741211
2022-05-12,25.700000762939453
2022-05-13,26.280000686645508
2022-05-16,26.25
2022-05-17,26.790000915527344
2022-05-18,26.3700008392334
2022-05-19,26.510000228881836
2022-05-20,26.700000762939453
2022-05-23,26.860000610351562
2022-05-24,26.3700008392334
2022-05-25,26.5
2022-05-26,26.90999984741211
2022-05-27,27.209999084472656
2022-05-31,27.75
2022-06-01,27.489999771118164
2022-06-02,27.850000381469727
2022-06-03,27.5
2022-06-06,27.729999542236328
2022-06-07,27.799999237060547
2022-06-08,27.979999542236328
2022-06-09,27.440000534057617
2022-06-10,27.170000076293945
2022-06-13,26.309999465942383
2022-06-14,26.579999923706055
2022-06-15,26.959999084472656
2022-06-16,26.200000762939453
2022-06-17,26.06999969482422
2022-06-21,26.530000686645508
2022-06-22,26.059999465942383
2022-06-23,26.15999984741211
2022-06-24,26.670000076293945
2022-06-27,26.729999542236328
2022-06-28,26.6299991607666
2022-06-29,26.549999237060547
2022-06-30,26.329999923706055
2022-07-01,26.170000076293945
2022-07-05,25.989999771118164
2022-07-06,25.81999969482422
2022-07-07,26.290000915527344
2022-07-08,26.239999771118164
2022-07-11,25.639999389648438
2022-07-12,25.489999771118164
2022-07-13,25.459999084472656
2022-07-14,25.329999923706055
2022-07-15,25.3799991607666
2022-07-18,25.549999237060547
2022-07-19,25.90999984741211
2022-07-20,25.850000381469727
2022-07-21,26.09000015258789
2022-07-22,25.850000381469727
2022-07-25,25.920000076293945
2022-07-26,25.75
2022-07-27,26.18000030517578
2022-07-28,26.270000457763672
2022-07-29,26.100000381469727
2022-08-01,26.010000228881836
2022-08-02,25.860000610351562
2022-08-03,25.979999542236328
2022-08-04,26.149999618530273
2022-08-05,26.200000762939453
2022-08-08,26.229999542236328
2022-08-09,26.18000030517578
2022-08-10,26.43000030517578
2022-08-11,26.639999389648438
2022-08-12,26.860000610351562
2022-08-15,26.799999237060547
2022-08-16,26.770000457763672
2022-08-17,26.770000457763672
2022-08-18,26.6299991607666
2022-08-19,26.34000015258789
2022-08-22,26.149999618530273
2022-08-23,26.290000915527344
2022-08-24,26.260000228881836
2022-08-25,26.75
2022-08-26,26.479999542236328
2022-08-29,26.350000381469727
2022-08-30,26.1200008392334
2022-08-31,26.15999984741211
2022-09-01,25.969999313354492
2022-09-02,25.790000915527344
