Date,RNWFX
2022-02-28,77.22000122070312
2022-03-01,76.08999633789062
2022-03-02,76.66999816894531
2022-03-03,75.5
2022-03-04,73.55999755859375
2022-03-07,70.7699966430664
2022-03-08,70.81999969482422
2022-03-09,73.12999725341797
2022-03-10,72.70999908447266
2022-03-11,71.54000091552734
2022-03-14,70.41999816894531
2022-03-15,70.62000274658203
2022-03-16,73.94000244140625
2022-03-17,75.44000244140625
2022-03-18,76.43000030517578
2022-03-21,75.80999755859375
2022-03-22,76.79000091552734
2022-03-23,76.2699966430664
2022-03-24,77.11000061035156
2022-03-25,76.54000091552734
2022-03-28,76.87000274658203
2022-03-29,78.36000061035156
2022-03-30,78.33999633789062
2022-03-31,77.31999969482422
2022-04-01,78.18000030517578
2022-04-04,79.26000213623047
2022-04-05,77.87000274658203
2022-04-06,76.55000305175781
2022-04-07,76.33999633789062
2022-04-08,76.0999984741211
2022-04-11,74.7699966430664
2022-04-12,74.52999877929688
2022-04-13,75.33000183105469
2022-04-14,74.80000305175781
2022-04-18,74.61000061035156
2022-04-19,74.83999633789062
2022-04-20,74.69000244140625
2022-04-21,73.47000122070312
2022-04-22,72.0
2022-04-25,71.66000366210938
2022-04-26,69.83000183105469
2022-04-27,70.4000015258789
2022-04-28,71.68000030517578
2022-04-29,70.63999938964844
2022-05-02,70.72000122070312
2022-05-03,71.01000213623047
2022-05-04,71.95999908447266
2022-05-05,69.66000366210938
2022-05-06,68.44999694824219
2022-05-09,66.0199966430664
2022-05-10,66.47000122070312
2022-05-11,66.05999755859375
2022-05-12,65.94999694824219
2022-05-13,67.76000213623047
2022-05-16,67.66000366210938
2022-05-17,69.26000213623047
2022-05-18,67.5999984741211
2022-05-19,67.94000244140625
2022-05-20,68.6500015258789
2022-05-23,69.36000061035156
2022-05-24,68.41000366210938
2022-05-25,68.55000305175781
2022-05-26,69.56999969482422
2022-05-27,71.0
2022-05-31,71.22000122070312
2022-06-01,70.47000122070312
2022-06-02,71.9800033569336
2022-06-03,71.08000183105469
2022-06-06,71.44000244140625
2022-06-07,71.76000213623047
2022-06-08,71.25
2022-06-09,69.63999938964844
2022-06-10,68.13999938964844
2022-06-13,65.63999938964844
2022-06-14,65.58000183105469
2022-06-15,66.61000061035156
2022-06-16,64.55000305175781
2022-06-17,64.91000366210938
2022-06-21,66.11000061035156
2022-06-22,65.4000015258789
2022-06-23,65.58999633789062
2022-06-24,67.44999694824219
2022-06-27,67.37000274658203
2022-06-28,66.5999984741211
2022-06-29,66.33999633789062
2022-06-30,65.86000061035156
2022-07-01,65.95999908447266
2022-07-05,65.73999786376953
2022-07-06,65.5999984741211
2022-07-07,66.72000122070312
2022-07-08,66.66000366210938
2022-07-11,65.41999816894531
2022-07-12,64.9800033569336
2022-07-13,64.94000244140625
2022-07-14,64.58000183105469
2022-07-15,65.26000213623047
2022-07-18,65.26000213623047
2022-07-19,66.58999633789062
2022-07-20,66.66000366210938
2022-07-21,67.2300033569336
2022-07-22,66.56999969482422
2022-07-25,66.69999694824219
2022-07-26,66.16999816894531
2022-07-27,67.54000091552734
2022-07-28,68.22000122070312
2022-07-29,68.68000030517578
2022-08-01,68.58000183105469
2022-08-02,68.04000091552734
2022-08-03,68.55000305175781
2022-08-04,69.13999938964844
2022-08-05,69.16999816894531
2022-08-08,69.37000274658203
2022-08-09,68.87000274658203
2022-08-10,69.95999908447266
2022-08-11,70.1500015258789
2022-08-12,71.0199966430664
2022-08-15,70.9800033569336
2022-08-16,70.75
2022-08-17,70.31999969482422
2022-08-18,70.37999725341797
2022-08-19,69.33999633789062
2022-08-22,68.16999816894531
2022-08-23,68.51000213623047
2022-08-24,68.63999938964844
2022-08-25,69.58000183105469
2022-08-26,68.1500015258789
2022-08-29,67.7300033569336
2022-08-30,67.18000030517578
2022-08-31,66.87000274658203
2022-09-01,66.43000030517578
