Date,AEPGX
2022-02-28,57.380001068115234
2022-03-01,56.13999938964844
2022-03-02,56.72999954223633
2022-03-03,55.59000015258789
2022-03-04,53.720001220703125
2022-03-07,51.720001220703125
2022-03-08,51.779998779296875
2022-03-09,53.9900016784668
2022-03-10,53.439998626708984
2022-03-11,52.68000030517578
2022-03-14,52.45000076293945
2022-03-15,52.70000076293945
2022-03-16,55.150001525878906
2022-03-17,56.11000061035156
2022-03-18,56.869998931884766
2022-03-21,56.380001068115234
2022-03-22,57.040000915527344
2022-03-23,56.470001220703125
2022-03-24,56.91999816894531
2022-03-25,56.459999084472656
2022-03-28,56.65999984741211
2022-03-29,58.040000915527344
2022-03-30,57.7599983215332
2022-03-31,56.810001373291016
2022-04-01,57.369998931884766
2022-04-04,58.16999816894531
2022-04-05,57.209999084472656
2022-04-06,56.22999954223633
2022-04-07,56.16999816894531
2022-04-08,56.0
2022-04-11,55.150001525878906
2022-04-12,54.849998474121094
2022-04-13,55.56999969482422
2022-04-14,55.130001068115234
2022-04-18,54.810001373291016
2022-04-19,54.9900016784668
2022-04-20,55.25
2022-04-21,54.52000045776367
2022-04-22,53.52000045776367
2022-04-25,53.25
2022-04-26,51.869998931884766
2022-04-27,52.27000045776367
2022-04-28,53.150001525878906
2022-04-29,52.52000045776367
2022-05-02,52.470001220703125
2022-05-03,52.70000076293945
2022-05-04,53.36000061035156
2022-05-05,51.7400016784668
2022-05-06,50.83000183105469
2022-05-09,49.040000915527344
2022-05-10,49.34000015258789
2022-05-11,49.16999816894531
2022-05-12,49.099998474121094
2022-05-13,50.59000015258789
2022-05-16,50.52000045776367
2022-05-17,51.61000061035156
2022-05-18,50.41999816894531
2022-05-19,50.779998779296875
2022-05-20,51.279998779296875
2022-05-23,51.88999938964844
2022-05-24,51.380001068115234
2022-05-25,51.439998626708984
2022-05-26,52.04999923706055
2022-05-27,53.02000045776367
2022-05-31,53.150001525878906
2022-06-01,52.47999954223633
2022-06-02,53.650001525878906
2022-06-03,52.93000030517578
2022-06-06,53.2400016784668
2022-06-07,53.470001220703125
2022-06-08,53.11000061035156
2022-06-09,51.9900016784668
2022-06-10,50.779998779296875
2022-06-13,48.630001068115234
2022-06-14,48.20000076293945
2022-06-15,48.97999954223633
2022-06-16,47.58000183105469
2022-06-17,47.599998474121094
2022-06-21,48.40999984741211
2022-06-22,47.86000061035156
2022-06-23,47.72999954223633
2022-06-24,49.150001525878906
2022-06-27,49.16999816894531
2022-06-28,48.83000183105469
2022-06-29,48.54999923706055
2022-06-30,48.16999816894531
2022-07-01,48.119998931884766
2022-07-05,47.58000183105469
2022-07-06,47.43000030517578
2022-07-07,48.290000915527344
2022-07-08,48.29999923706055
2022-07-11,47.45000076293945
2022-07-12,47.209999084472656
2022-07-13,47.20000076293945
2022-07-14,46.849998474121094
2022-07-15,47.540000915527344
2022-07-18,47.77000045776367
2022-07-19,48.869998931884766
2022-07-20,48.900001525878906
2022-07-21,49.38999938964844
2022-07-22,49.04999923706055
2022-07-25,49.130001068115234
2022-07-26,48.619998931884766
2022-07-27,49.61000061035156
2022-07-28,50.099998474121094
2022-07-29,50.58000183105469
2022-08-01,50.58000183105469
2022-08-02,49.91999816894531
2022-08-03,50.25
2022-08-04,50.68000030517578
2022-08-05,50.43000030517578
2022-08-08,50.68000030517578
2022-08-09,50.13999938964844
2022-08-10,51.130001068115234
2022-08-11,51.369998931884766
2022-08-12,51.95000076293945
2022-08-15,51.75
2022-08-16,51.459999084472656
2022-08-17,51.150001525878906
2022-08-18,50.91999816894531
2022-08-19,50.150001525878906
