Date,RRBGX
2022-08-02,120.94999694824219
2022-08-03,124.22000122070312
2022-08-04,124.83000183105469
2022-08-05,124.31999969482422
2022-08-08,123.80000305175781
2022-08-09,122.54000091552734
2022-08-10,126.25
2022-08-11,125.2300033569336
2022-08-12,127.83000183105469
2022-08-15,128.57000732421875
2022-08-16,128.1999969482422
2022-08-17,126.72000122070312
2022-08-18,126.70999908447266
2022-08-19,124.2300033569336
2022-08-22,120.87000274658203
2022-08-23,120.56999969482422
2022-08-24,121.05000305175781
2022-08-25,123.33999633789062
2022-08-26,118.18000030517578
2022-08-29,116.83999633789062
2022-08-30,115.80000305175781
2022-08-31,114.87000274658203
2022-09-01,114.62999725341797
2022-09-02,113.19000244140625
2022-09-06,112.55000305175781
2022-09-07,115.01000213623047
2022-09-08,115.68000030517578
2022-09-09,118.36000061035156
2022-09-12,119.95999908447266
2022-09-13,113.47000122070312
2022-09-14,114.16000366210938
2022-09-15,112.62000274658203
2022-09-16,111.45999908447266
2022-09-19,112.16000366210938
2022-09-20,110.97000122070312
2022-09-21,108.75
2022-09-22,107.4800033569336
2022-09-23,105.68000030517578
2022-09-26,105.05000305175781
2022-09-27,105.16000366210938
2022-09-28,107.38999938964844
2022-09-29,104.56999969482422
2022-09-30,102.79000091552734
2022-10-03,104.95999908447266
2022-10-04,108.58000183105469
2022-10-05,108.52999877929688
2022-10-06,107.76000213623047
2022-10-07,103.47000122070312
2022-10-10,102.13999938964844
2022-10-11,100.66999816894531
2022-10-12,100.6500015258789
2022-10-13,102.62000274658203
2022-10-14,99.37000274658203
2022-10-17,103.05999755859375
2022-10-18,104.04000091552734
2022-10-19,103.37999725341797
2022-10-20,102.93000030517578
2022-10-21,105.23999786376953
2022-10-24,106.19999694824219
2022-10-25,108.62000274658203
2022-10-26,105.66000366210938
2022-10-27,104.08999633789062
2022-10-28,106.2699966430664
2022-10-31,105.16999816894531
2022-11-01,103.5
2022-11-02,99.79000091552734
2022-11-03,97.86000061035156
2022-11-04,98.68000030517578
2022-11-07,99.69999694824219
2022-11-08,100.16999816894531
2022-11-09,97.51000213623047
2022-11-10,105.2699966430664
2022-11-11,107.0
2022-11-14,105.70999908447266
2022-11-15,107.33000183105469
2022-11-16,106.22000122070312
2022-11-17,105.6500015258789
2022-11-18,105.72000122070312
2022-11-21,104.37000274658203
2022-11-22,105.83999633789062
2022-11-23,107.19000244140625
2022-11-25,106.80000305175781
2022-11-28,105.19999694824219
2022-11-29,104.36000061035156
2022-11-30,109.30999755859375
2022-12-01,109.55999755859375
2022-12-02,109.22000122070312
2022-12-05,107.08999633789062
2022-12-06,105.0999984741211
2022-12-07,104.79000091552734
2022-12-08,106.06999969482422
2022-12-09,105.16000366210938
2022-12-12,106.77999877929688
2022-12-13,101.81999969482422
2022-12-14,101.26000213623047
2022-12-15,97.87999725341797
2022-12-16,96.72000122070312
2022-12-19,95.23999786376953
2022-12-20,95.22000122070312
2022-12-21,96.80999755859375
2022-12-22,94.69000244140625
2022-12-23,95.06999969482422
2022-12-27,94.05999755859375
2022-12-28,92.94000244140625
2022-12-29,95.30000305175781
2022-12-30,95.05000305175781
2023-01-03,94.56999969482422
2023-01-04,94.7699966430664
2023-01-05,92.87000274658203
2023-01-06,94.8499984741211
2023-01-09,95.61000061035156
2023-01-10,96.56999969482422
2023-01-11,98.52999877929688
2023-01-12,99.12000274658203
2023-01-13,99.79000091552734
2023-01-17,99.88999938964844
2023-01-18,98.62999725341797
2023-01-19,98.0
2023-01-20,100.76000213623047
2023-01-23,102.4800033569336
2023-01-24,102.2300033569336
2023-01-25,102.0199966430664
2023-01-26,103.63999938964844
2023-01-27,104.44999694824219
2023-01-30,102.36000061035156
2023-01-31,104.06999969482422
2023-02-01,106.16999816894531
2023-02-02,109.51000213623047
2023-02-03,107.37999725341797
2023-02-06,106.33999633789062
2023-02-07,108.44999694824219
2023-02-08,106.87000274658203
2023-02-09,105.94000244140625
2023-02-10,105.18000030517578
2023-02-13,106.7699966430664
2023-02-14,107.41000366210938
2023-02-15,107.91000366210938
2023-02-16,105.56999969482422
2023-02-17,104.7699966430664
2023-02-21,102.47000122070312
2023-02-22,102.58999633789062
2023-02-23,103.5199966430664
2023-02-24,101.88999938964844
2023-02-27,102.37999725341797
2023-02-28,102.12999725341797
2023-03-01,101.2699966430664
2023-03-02,102.05999755859375
2023-03-03,104.20999908447266
2023-03-06,104.36000061035156
2023-03-07,103.13999938964844
2023-03-08,103.5999984741211
2023-03-09,101.73999786376953
2023-03-10,99.94999694824219
2023-03-13,100.52999877929688
2023-03-14,102.94999694824219
2023-03-15,103.1500015258789
2023-03-16,105.91000366210938
2023-03-17,105.44000244140625
2023-03-20,105.5
2023-03-21,107.29000091552734
2023-03-22,105.95999908447266
2023-03-23,107.13999938964844
2023-03-24,107.22000122070312
2023-03-27,106.68000030517578
2023-03-28,106.0199966430664
2023-03-29,107.7300033569336
2023-03-30,108.63999938964844
2023-03-31,110.51000213623047
2023-04-03,110.73999786376953
2023-04-04,110.58000183105469
2023-04-05,109.61000061035156
2023-04-06,110.54000091552734
2023-04-10,110.38999938964844
2023-04-11,109.83000183105469
2023-04-12,109.20999908447266
2023-04-13,111.4800033569336
2023-04-14,111.06999969482422
2023-04-17,111.12000274658203
2023-04-18,111.26000213623047
2023-04-19,111.27999877929688
2023-04-20,110.63999938964844
2023-04-21,110.93000030517578
2023-04-24,110.66000366210938
2023-04-25,108.23999786376953
2023-04-26,109.45999908447266
2023-04-27,112.31999969482422
2023-04-28,112.98999786376953
2023-05-01,112.86000061035156
2023-05-02,111.97000122070312
2023-05-03,111.55000305175781
2023-05-04,111.30999755859375
2023-05-05,113.48999786376953
2023-05-08,113.94000244140625
2023-05-09,113.3499984741211
2023-05-10,114.6500015258789
2023-05-11,114.91000366210938
2023-05-12,114.47000122070312
2023-05-15,115.0199966430664
2023-05-16,115.04000091552734
2023-05-17,116.55000305175781
2023-05-18,118.51000213623047
2023-05-19,118.08000183105469
2023-05-22,118.44000244140625
2023-05-23,116.44999694824219
2023-05-24,115.9800033569336
2023-05-25,118.83999633789062
2023-05-26,121.0999984741211
2023-05-30,121.3499984741211
2023-05-31,120.55000305175781
2023-06-01,122.19000244140625
2023-06-02,123.3499984741211
2023-06-05,123.5
2023-06-06,123.62999725341797
2023-06-07,120.97000122070312
2023-06-08,122.22000122070312
2023-06-09,122.69000244140625
2023-06-12,124.48999786376953
2023-06-13,125.19000244140625
2023-06-14,125.48999786376953
2023-06-15,127.1500015258789
2023-06-16,126.06999969482422
2023-06-20,126.0999984741211
2023-06-21,124.83000183105469
2023-06-22,126.41999816894531
2023-06-23,125.54000091552734
2023-06-26,123.5999984741211
2023-06-27,125.54000091552734
2023-06-28,125.88999938964844
2023-06-29,125.94999694824219
2023-06-30,128.00999450683594
2023-07-03,127.80000305175781
2023-07-05,127.91000366210938
2023-07-06,127.04000091552734
2023-07-07,126.44000244140625
2023-07-10,126.19999694824219
2023-07-11,126.69999694824219
2023-07-12,128.25
2023-07-13,130.3000030517578
2023-07-14,130.8000030517578
2023-07-17,131.67999267578125
2023-07-18,133.02999877929688
2023-07-19,132.9600067138672
2023-07-20,130.02999877929688
2023-07-21,129.57000732421875
2023-07-24,129.82000732421875
2023-07-25,130.75
2023-07-26,130.44000244140625
2023-07-27,129.6199951171875
2023-07-28,131.9499969482422
2023-07-31,132.10000610351562
2023-08-01,131.72000122070312
2023-08-02,128.7899932861328
2023-08-03,128.72000122070312
2023-08-04,128.6300048828125
2023-08-07,129.75999450683594
2023-08-08,129.10000610351562
2023-08-09,127.58000183105469
2023-08-10,127.83000183105469
2023-08-11,127.16000366210938
2023-08-14,128.8000030517578
2023-08-15,127.4800033569336
2023-08-16,126.33999633789062
2023-08-17,124.73999786376953
2023-08-18,124.58000183105469
2023-08-21,126.45999908447266
2023-08-22,126.33000183105469
2023-08-23,128.3800048828125
2023-08-24,125.83000183105469
2023-08-25,126.79000091552734
2023-08-28,127.68000030517578
2023-08-29,130.24000549316406
2023-08-30,130.97000122070312
2023-08-31,131.02000427246094
2023-09-01,131.19000244140625
2023-09-05,131.49000549316406
2023-09-06,130.1999969482422
2023-09-07,129.6699981689453
2023-09-08,129.7899932861328
2023-09-11,131.33999633789062
2023-09-12,129.88999938964844
2023-09-13,130.47000122070312
2023-09-14,131.1199951171875
2023-09-15,128.9600067138672
2023-09-18,129.0399932861328
2023-09-19,128.6699981689453
2023-09-20,126.70999908447266
2023-09-21,124.30999755859375
2023-09-22,124.30000305175781
2023-09-25,125.02999877929688
2023-09-26,122.9000015258789
2023-09-27,123.06999969482422
2023-09-28,124.12000274658203
2023-09-29,124.16999816894531
2023-10-02,125.47000122070312
2023-10-03,123.02999877929688
2023-10-04,124.77999877929688
2023-10-05,124.88999938964844
2023-10-06,127.30000305175781
2023-10-09,127.73999786376953
2023-10-10,128.30999755859375
2023-10-11,129.35000610351562
2023-10-12,128.8300018310547
2023-10-13,127.36000061035156
2023-10-16,128.97000122070312
2023-10-17,128.55999755859375
2023-10-18,126.37000274658203
2023-10-19,125.68000030517578
2023-10-20,123.80000305175781
2023-10-23,124.3499984741211
2023-10-24,125.58999633789062
2023-10-25,122.80999755859375
2023-10-26,120.19999694824219
2023-10-27,120.9000015258789
2023-10-30,122.80000305175781
2023-10-31,123.33999633789062
2023-11-01,125.31999969482422
2023-11-02,127.37000274658203
2023-11-03,128.4499969482422
2023-11-06,129.44000244140625
2023-11-07,130.72999572753906
2023-11-08,131.35000610351562
2023-11-09,130.32000732421875
2023-11-10,132.91000366210938
2023-11-13,132.9199981689453
2023-11-14,135.17999267578125
2023-11-15,134.8699951171875
2023-11-16,135.64999389648438
2023-11-17,135.52999877929688
2023-11-20,137.0
2023-11-21,136.6699981689453
2023-11-22,137.39999389648438
2023-11-24,137.1199951171875
2023-11-27,137.02000427246094
2023-11-28,137.27000427246094
2023-11-29,136.8699951171875
2023-11-30,136.6699981689453
2023-12-01,136.86000061035156
2023-12-04,135.38999938964844
2023-12-05,136.27999877929688
2023-12-06,135.2100067138672
2023-12-07,136.9199981689453
2023-12-08,137.6699981689453
2023-12-11,137.22999572753906
2023-12-12,138.39999389648438
2023-12-13,134.58999633789062
2023-12-14,133.64999389648438
2023-12-15,134.24000549316406
2023-12-18,135.39999389648438
2023-12-19,136.07000732421875
2023-12-20,134.3699951171875
2023-12-21,135.8800048828125
2023-12-22,135.69000244140625
2023-12-26,136.0800018310547
2023-12-27,136.3000030517578
2023-12-28,136.38999938964844
2023-12-29,135.97999572753906
2024-01-02,133.94000244140625
2024-01-03,132.92999267578125
2024-01-04,132.36000061035156
2024-01-05,132.57000732421875
2024-01-08,135.3300018310547
2024-01-09,135.8000030517578
2024-01-10,137.44000244140625
2024-01-11,137.67999267578125
2024-01-12,137.72999572753906
2024-01-16,137.5800018310547
2024-01-17,137.0500030517578
2024-01-18,138.61000061035156
2024-01-19,140.55999755859375
2024-01-22,140.92999267578125
2024-01-23,141.5
2024-01-24,142.4199981689453
2024-01-25,142.50999450683594
2024-01-26,142.60000610351562
2024-01-29,144.3800048828125
2024-01-30,143.77999877929688
2024-01-31,140.75999450683594
2024-02-01,142.75
2024-02-02,146.72999572753906
2024-02-05,146.7100067138672
2024-02-06,146.7100067138672
2024-02-07,148.83999633789062
2024-02-08,149.1699981689453
2024-02-09,150.92999267578125
2024-02-12,149.8300018310547
2024-02-13,147.67999267578125
2024-02-14,149.67999267578125
2024-02-15,149.75999450683594
2024-02-16,148.8300018310547
2024-02-20,147.11000061035156
2024-02-21,146.89999389648438
2024-02-22,151.9600067138672
2024-02-23,151.72000122070312
2024-02-26,151.11000061035156
2024-02-27,151.3800048828125
2024-02-28,150.67999267578125
2024-02-29,151.75999450683594
2024-03-01,153.30999755859375
2024-03-04,152.8699951171875
2024-03-05,150.36000061035156
2024-03-06,151.14999389648438
2024-03-07,153.57000732421875
2024-03-08,151.9600067138672
2024-03-11,150.8300018310547
2024-03-12,153.89999389648438
2024-03-13,153.3800048828125
2024-03-14,153.50999450683594
2024-03-15,151.80999755859375
2024-03-18,153.2100067138672
2024-03-19,154.16000366210938
2024-03-20,155.83999633789062
2024-03-21,155.9199981689453
2024-03-22,156.25
2024-03-25,155.60000610351562
2024-03-26,155.07000732421875
2024-03-27,155.22000122070312
2024-03-28,154.89999389648438
2024-04-01,155.1199951171875
2024-04-02,153.75
2024-04-03,154.25
2024-04-04,152.25
2024-04-05,154.86000061035156
2024-04-08,154.72000122070312
2024-04-09,154.58999633789062
2024-04-10,153.89999389648438
2024-04-11,155.97000122070312
2024-04-12,153.7899932861328
2024-04-15,151.1300048828125
2024-04-16,151.5
2024-04-17,150.1300048828125
2024-04-18,149.60000610351562
2024-04-19,146.07000732421875
2024-04-22,147.47999572753906
2024-04-23,150.2100067138672
2024-04-24,149.72999572753906
2024-04-25,148.3300018310547
2024-04-26,151.57000732421875
2024-04-29,151.27000427246094
2024-04-30,148.7100067138672
2024-05-01,148.52000427246094
2024-05-02,150.61000061035156
2024-05-03,153.24000549316406
2024-05-06,155.42999267578125
2024-05-07,155.42999267578125
2024-05-08,155.22999572753906
2024-05-09,155.7899932861328
2024-05-10,155.85000610351562
2024-05-13,155.67999267578125
2024-05-14,156.57000732421875
2024-05-15,159.02999877929688
2024-05-16,158.4600067138672
2024-05-17,158.5500030517578
2024-05-20,159.27999877929688
2024-05-21,159.97000122070312
2024-05-22,159.60000610351562
2024-05-23,159.58999633789062
2024-05-24,160.9600067138672
2024-05-28,162.00999450683594
2024-05-29,161.25999450683594
2024-05-30,158.66000366210938
2024-05-31,158.77999877929688
2024-06-03,159.9499969482422
2024-06-04,160.60000610351562
2024-06-05,163.8800048828125
2024-06-06,163.97999572753906
2024-06-07,163.69000244140625
2024-06-10,164.5399932861328
2024-06-11,165.72999572753906
2024-06-12,167.88999938964844
2024-06-13,168.16000366210938
2024-06-14,168.52999877929688
2024-06-17,169.72000122070312
2024-06-18,170.1199951171875
2024-06-20,169.0800018310547
2024-06-21,168.8800048828125
2024-06-24,167.17999267578125
2024-06-25,169.7899932861328
2024-06-26,170.6699981689453
2024-06-27,170.97999572753906
2024-06-28,169.3699951171875
2024-07-01,170.63999938964844
2024-07-02,171.85000610351562
2024-07-03,173.02999877929688
2024-07-05,174.9499969482422
2024-07-08,174.72999572753906
2024-07-09,174.86000061035156
2024-07-10,176.77999877929688
2024-07-11,172.7899932861328
2024-07-12,173.60000610351562
2024-07-15,173.86000061035156
2024-07-16,173.61000061035156
2024-07-17,168.6199951171875
2024-07-18,167.2899932861328
2024-07-19,166.3300018310547
2024-07-22,168.83999633789062
2024-07-23,169.14999389648438
2024-07-24,162.75999450683594
2024-07-25,161.17999267578125
2024-07-26,162.86000061035156
2024-07-29,162.97999572753906
2024-07-30,160.99000549316406
2024-07-31,165.44000244140625
2024-08-01,163.3699951171875
2024-08-02,159.52000427246094
2024-08-05,153.97000122070312
2024-08-06,156.0500030517578
2024-08-07,154.52999877929688
2024-08-08,158.97999572753906
2024-08-09,160.22000122070312
2024-08-12,160.72000122070312
2024-08-13,164.42999267578125
2024-08-14,164.8699951171875
2024-08-15,168.41000366210938
2024-08-16,168.5800018310547
2024-08-19,170.57000732421875
2024-08-20,170.47999572753906
2024-08-21,171.35000610351562
2024-08-22,168.7100067138672
2024-08-23,170.42999267578125
2024-08-26,169.25999450683594
2024-08-27,169.6999969482422
2024-08-28,167.99000549316406
2024-08-29,167.16000366210938
2024-08-30,169.13999938964844
2024-09-03,164.10000610351562
2024-09-04,163.52999877929688
2024-09-05,163.72000122070312
2024-09-06,160.02999877929688
2024-09-09,162.02999877929688
2024-09-10,163.27999877929688
2024-09-11,166.77000427246094
2024-09-12,168.64999389648438
2024-09-13,169.36000061035156
2024-09-16,169.0800018310547
2024-09-17,169.2100067138672
2024-09-18,168.5800018310547
2024-09-19,172.5800018310547
2024-09-20,172.42999267578125
2024-09-23,172.75999450683594
2024-09-24,173.24000549316406
2024-09-25,173.50999450683594
2024-09-26,173.82000732421875
2024-09-27,172.75999450683594
2024-09-30,173.6199951171875
2024-10-01,171.2899932861328
2024-10-02,171.38999938964844
2024-10-03,171.5500030517578
2024-10-04,173.50999450683594
2024-10-07,171.5
2024-10-08,174.35000610351562
2024-10-09,175.24000549316406
2024-10-10,175.32000732421875
2024-10-11,175.9199981689453
2024-10-14,177.36000061035156
2024-10-15,175.22000122070312
2024-10-16,175.72999572753906
2024-10-17,175.94000244140625
2024-10-18,177.2899932861328
2024-10-21,178.00999450683594
2024-10-22,178.1999969482422
2024-10-23,175.52000427246094
2024-10-24,176.66000366210938
2024-10-25,177.4499969482422
2024-10-28,177.61000061035156
2024-10-29,179.0500030517578
2024-10-30,178.27000427246094
2024-10-31,173.83999633789062
2024-11-01,175.22000122070312
2024-11-04,174.27000427246094
2024-11-05,176.60000610351562
2024-11-06,180.94000244140625
2024-11-07,183.7899932861328
2024-11-08,183.99000549316406
2024-11-11,183.9600067138672
2024-11-12,184.72000122070312
2024-11-13,184.52000427246094
2024-11-14,183.5399932861328
2024-11-15,179.5500030517578
2024-11-18,180.07000732421875
2024-11-19,182.14999389648438
2024-11-20,181.83999633789062
2024-11-21,181.92999267578125
