Date,CGFFX
2022-02-28,63.33000183105469
2022-03-01,62.220001220703125
2022-03-02,63.150001525878906
2022-03-03,61.91999816894531
2022-03-04,60.900001525878906
2022-03-07,58.52000045776367
2022-03-08,58.5
2022-03-09,60.63999938964844
2022-03-10,60.29999923706055
2022-03-11,59.0099983215332
2022-03-14,58.040000915527344
2022-03-15,59.52000045776367
2022-03-16,61.75
2022-03-17,62.88999938964844
2022-03-18,64.16999816894531
2022-03-21,63.779998779296875
2022-03-22,65.0199966430664
2022-03-23,64.13999938964844
2022-03-24,65.0199966430664
2022-03-25,64.87000274658203
2022-03-28,65.73999786376953
2022-03-29,66.91999816894531
2022-03-30,66.26000213623047
2022-03-31,65.22000122070312
2022-04-01,65.58999633789062
2022-04-04,66.69000244140625
2022-04-05,65.31999969482422
2022-04-06,63.9900016784668
2022-04-07,64.1500015258789
2022-04-08,63.66999816894531
2022-04-11,62.470001220703125
2022-04-12,62.2599983215332
2022-04-13,63.47999954223633
2022-04-14,62.439998626708984
2022-04-18,62.33000183105469
2022-04-19,63.560001373291016
2022-04-20,62.540000915527344
2022-04-21,61.33000183105469
2022-04-22,59.84000015258789
2022-04-25,60.189998626708984
2022-04-26,57.77000045776367
2022-04-27,57.880001068115234
2022-04-28,59.40999984741211
2022-04-29,57.38999938964844
2022-05-02,58.119998931884766
2022-05-03,58.2599983215332
2022-05-04,59.959999084472656
2022-05-05,57.25
2022-05-06,56.439998626708984
2022-05-09,53.630001068115234
2022-05-10,54.0099983215332
2022-05-11,52.7599983215332
2022-05-12,52.93000030517578
2022-05-13,54.900001525878906
2022-05-16,54.22999954223633
2022-05-17,55.52000045776367
2022-05-18,53.220001220703125
2022-05-19,53.380001068115234
2022-05-20,53.16999816894531
2022-05-23,53.83000183105469
2022-05-24,52.61000061035156
2022-05-25,53.41999816894531
2022-05-26,54.84000015258789
2022-05-27,56.5
2022-05-31,56.189998626708984
2022-06-01,55.68000030517578
2022-06-02,57.09000015258789
2022-06-03,55.83000183105469
2022-06-06,56.099998474121094
2022-06-07,56.58000183105469
2022-06-08,56.16999816894531
2022-06-09,54.77000045776367
2022-06-10,53.040000915527344
2022-06-13,50.59000015258789
2022-06-14,50.4900016784668
2022-06-15,51.52000045776367
2022-06-16,49.40999984741211
2022-06-17,49.790000915527344
2022-06-21,51.02000045776367
2022-06-22,50.88999938964844
2022-06-23,51.38999938964844
2022-06-24,53.08000183105469
2022-06-27,52.880001068115234
2022-06-28,51.7400016784668
2022-06-29,51.54999923706055
2022-06-30,50.900001525878906
2022-07-01,51.34000015258789
2022-07-05,51.77000045776367
2022-07-06,51.75
2022-07-07,52.84000015258789
2022-07-08,52.84000015258789
2022-07-11,51.79999923706055
2022-07-12,51.25
2022-07-13,51.11000061035156
2022-07-14,50.79999923706055
2022-07-15,51.849998474121094
2022-07-18,51.70000076293945
2022-07-19,53.189998626708984
2022-07-20,53.79999923706055
2022-07-21,54.61000061035156
2022-07-22,53.66999816894531
2022-07-25,53.66999816894531
2022-07-26,52.7400016784668
2022-07-27,54.5099983215332
2022-07-28,55.13999938964844
2022-07-29,56.09000015258789
2022-08-01,55.959999084472656
2022-08-02,55.810001373291016
2022-08-03,56.88999938964844
2022-08-04,57.099998474121094
2022-08-05,56.90999984741211
2022-08-08,57.08000183105469
2022-08-09,56.459999084472656
2022-08-10,58.04999923706055
2022-08-11,57.900001525878906
2022-08-12,58.97999954223633
2022-08-15,59.13999938964844
2022-08-16,59.099998474121094
2022-08-17,58.369998931884766
2022-08-18,58.5099983215332
2022-08-19,57.459999084472656
2022-08-22,56.20000076293945
2022-08-23,56.27000045776367
2022-08-24,56.59000015258789
2022-08-25,57.459999084472656
2022-08-26,55.5
2022-08-29,55.119998931884766
2022-08-30,54.4900016784668
2022-08-31,54.189998626708984
2022-09-01,54.04999923706055
2022-09-02,53.56999969482422
2022-09-06,53.33000183105469
2022-09-07,54.34000015258789
2022-09-08,54.939998626708984
2022-09-09,56.09000015258789
2022-09-12,56.66999816894531
2022-09-13,54.2400016784668
2022-09-14,54.630001068115234
2022-09-15,54.20000076293945
2022-09-16,53.619998931884766
2022-09-19,53.97999954223633
2022-09-20,53.310001373291016
2022-09-21,52.29999923706055
2022-09-22,51.52000045776367
2022-09-23,50.43000030517578
2022-09-26,49.95000076293945
2022-09-27,50.09000015258789
2022-09-28,51.33000183105469
2022-09-29,50.130001068115234
2022-09-30,49.540000915527344
2022-10-03,50.470001220703125
2022-10-04,52.34000015258789
2022-10-05,52.189998626708984
2022-10-06,51.880001068115234
2022-10-07,50.22999954223633
2022-10-10,49.66999816894531
2022-10-11,49.02000045776367
2022-10-12,49.04999923706055
2022-10-13,49.939998626708984
2022-10-14,48.5
2022-10-17,50.029998779296875
2022-10-18,50.5099983215332
2022-10-19,50.15999984741211
2022-10-20,49.790000915527344
2022-10-21,50.91999816894531
2022-10-24,51.220001220703125
2022-10-25,52.34000015258789
2022-10-26,51.849998474121094
2022-10-27,51.31999969482422
2022-10-28,52.11000061035156
2022-10-31,51.79999923706055
2022-11-01,51.619998931884766
2022-11-02,50.04999923706055
2022-11-03,49.66999816894531
2022-11-04,50.29999923706055
2022-11-07,50.630001068115234
2022-11-08,50.880001068115234
2022-11-09,49.630001068115234
2022-11-10,52.70000076293945
2022-11-11,53.529998779296875
2022-11-14,52.91999816894531
2022-11-15,53.619998931884766
2022-11-16,52.880001068115234
2022-11-17,52.43000030517578
2022-11-18,52.4900016784668
2022-11-21,51.88999938964844
2022-11-22,52.54999923706055
2022-11-23,53.08000183105469
2022-11-25,53.06999969482422
2022-11-28,52.279998779296875
2022-11-29,52.2599983215332
2022-11-30,54.15999984741211
2022-12-01,54.2400016784668
2022-12-02,54.25
2022-12-05,53.06999969482422
2022-12-06,52.25
2022-12-07,52.16999816894531
2022-12-08,52.59000015258789
2022-12-09,52.33000183105469
2022-12-12,52.849998474121094
2022-12-13,53.290000915527344
2022-12-14,53.06999969482422
2022-12-15,51.77000045776367
2022-12-16,49.09000015258789
2022-12-19,48.540000915527344
2022-12-20,48.54999923706055
2022-12-21,49.279998779296875
2022-12-22,48.43000030517578
2022-12-23,48.599998474121094
2022-12-27,48.2400016784668
2022-12-28,47.70000076293945
2022-12-29,48.70000076293945
2022-12-30,48.58000183105469
2023-01-03,48.349998474121094
2023-01-04,48.880001068115234
2023-01-05,48.43000030517578
2023-01-06,49.45000076293945
2023-01-09,49.65999984741211
2023-01-10,50.130001068115234
2023-01-11,50.86000061035156
2023-01-12,51.31999969482422
2023-01-13,51.61000061035156
2023-01-17,51.61000061035156
2023-01-18,51.02000045776367
2023-01-19,50.56999969482422
2023-01-20,51.68000030517578
2023-01-23,52.459999084472656
2023-01-24,52.34000015258789
2023-01-25,52.41999816894531
2023-01-26,53.09000015258789
2023-01-27,53.40999984741211
2023-01-30,52.529998779296875
2023-01-31,53.349998474121094
2023-02-01,54.16999816894531
2023-02-02,55.2400016784668
2023-02-03,54.5099983215332
2023-02-06,54.119998931884766
2023-02-07,54.83000183105469
2023-02-08,54.2599983215332
2023-02-09,53.75
2023-02-10,53.4900016784668
2023-02-13,54.15999984741211
2023-02-14,54.47999954223633
2023-02-15,54.810001373291016
2023-02-16,53.90999984741211
2023-02-17,53.529998779296875
2023-02-21,52.400001525878906
2023-02-22,52.38999938964844
2023-02-23,52.61000061035156
2023-02-24,51.91999816894531
2023-02-27,52.290000915527344
2023-02-28,52.29999923706055
2023-03-01,52.22999954223633
2023-03-02,52.56999969482422
2023-03-03,53.560001373291016
2023-03-06,53.38999938964844
2023-03-07,52.689998626708984
2023-03-08,52.7400016784668
2023-03-09,51.70000076293945
2023-03-10,50.7400016784668
2023-03-13,50.58000183105469
2023-03-14,51.529998779296875
2023-03-15,50.939998626708984
2023-03-16,51.959999084472656
2023-03-17,51.369998931884766
2023-03-20,51.65999984741211
2023-03-21,52.52000045776367
2023-03-22,51.70000076293945
2023-03-23,52.060001373291016
2023-03-24,52.06999969482422
2023-03-27,52.16999816894531
2023-03-28,52.060001373291016
2023-03-29,52.79999923706055
2023-03-30,53.189998626708984
2023-03-31,54.040000915527344
2023-04-03,54.150001525878906
2023-04-04,53.83000183105469
2023-04-05,53.34000015258789
2023-04-06,53.47999954223633
2023-04-10,53.66999816894531
2023-04-11,53.79999923706055
2023-04-12,53.52000045776367
2023-04-13,54.290000915527344
2023-04-14,54.13999938964844
2023-04-17,54.20000076293945
2023-04-18,54.310001373291016
2023-04-19,54.22999954223633
2023-04-20,53.959999084472656
2023-04-21,54.08000183105469
2023-04-24,54.029998779296875
2023-04-25,52.970001220703125
2023-04-26,52.900001525878906
2023-04-27,53.959999084472656
2023-04-28,54.43000030517578
2023-05-01,54.380001068115234
2023-05-02,53.810001373291016
2023-05-03,53.65999984741211
2023-05-04,53.33000183105469
2023-05-05,54.18000030517578
2023-05-08,54.369998931884766
2023-05-09,54.2400016784668
2023-05-10,54.43000030517578
2023-05-11,54.38999938964844
2023-05-12,54.15999984741211
2023-05-15,54.560001373291016
2023-05-16,54.220001220703125
2023-05-17,55.029998779296875
2023-05-18,55.77000045776367
2023-05-19,55.61000061035156
2023-05-22,55.779998779296875
2023-05-23,55.02000045776367
2023-05-24,54.70000076293945
2023-05-25,55.130001068115234
2023-05-26,56.16999816894531
2023-05-30,56.13999938964844
2023-05-31,55.88999938964844
2023-06-01,56.5
2023-06-02,57.41999816894531
2023-06-05,57.279998779296875
2023-06-06,57.47999954223633
2023-06-07,57.029998779296875
2023-06-08,57.369998931884766
2023-06-09,57.470001220703125
2023-06-12,58.2400016784668
2023-06-13,58.7599983215332
2023-06-14,58.779998779296875
2023-06-15,59.5
2023-06-16,59.130001068115234
2023-06-20,58.970001220703125
2023-06-21,58.650001525878906
2023-06-22,58.86000061035156
2023-06-23,58.38999938964844
2023-06-26,58.06999969482422
2023-06-27,58.90999984741211
2023-06-28,59.09000015258789
2023-06-29,59.13999938964844
2023-06-30,59.81999969482422
2023-07-03,59.95000076293945
2023-07-05,59.869998931884766
2023-07-06,59.11000061035156
2023-07-07,59.209999084472656
2023-07-10,59.599998474121094
2023-07-11,60.18000030517578
2023-07-12,60.709999084472656
2023-07-13,61.459999084472656
2023-07-14,61.380001068115234
2023-07-17,61.68000030517578
2023-07-18,62.25
2023-07-19,62.20000076293945
2023-07-20,61.209999084472656
2023-07-21,61.20000076293945
2023-07-24,61.279998779296875
2023-07-25,61.56999969482422
2023-07-26,61.4900016784668
2023-07-27,61.2400016784668
2023-07-28,62.13999938964844
2023-07-31,62.310001373291016
2023-08-01,62.06999969482422
2023-08-02,60.91999816894531
2023-08-03,60.900001525878906
2023-08-04,60.849998474121094
2023-08-07,61.45000076293945
2023-08-08,61.09000015258789
2023-08-09,60.529998779296875
2023-08-10,60.599998474121094
2023-08-11,60.34000015258789
2023-08-14,60.72999954223633
2023-08-15,60.02000045776367
