Date,MEICX
2022-02-28,50.38999938964844
2022-03-01,49.540000915527344
2022-03-02,50.36000061035156
2022-03-03,50.38999938964844
2022-03-04,50.18000030517578
2022-03-07,49.06999969482422
2022-03-08,48.45000076293945
2022-03-09,49.45000076293945
2022-03-10,49.290000915527344
2022-03-11,48.91999816894531
2022-03-14,49.13999938964844
2022-03-15,49.900001525878906
2022-03-16,50.63999938964844
2022-03-17,51.279998779296875
2022-03-18,51.54999923706055
2022-03-21,51.540000915527344
2022-03-22,51.790000915527344
2022-03-23,51.150001525878906
2022-03-24,51.5
2022-03-25,51.93000030517578
2022-03-28,52.02000045776367
2022-03-29,52.540000915527344
2022-03-30,52.369998931884766
2022-03-31,51.560001373291016
2022-04-01,51.83000183105469
2022-04-04,51.720001220703125
2022-04-05,51.43000030517578
2022-04-06,51.52000045776367
2022-04-07,51.81999969482422
2022-04-08,51.900001525878906
2022-04-11,51.349998474121094
2022-04-12,51.09000015258789
2022-04-13,51.310001373291016
2022-04-14,51.06999969482422
2022-04-18,50.95000076293945
2022-04-19,51.4900016784668
2022-04-20,51.90999984741211
2022-04-21,51.400001525878906
2022-04-22,50.15999984741211
2022-04-25,50.36000061035156
2022-04-26,49.38999938964844
2022-04-27,49.4900016784668
2022-04-28,50.220001220703125
2022-04-29,48.75
2022-05-02,48.77000045776367
2022-05-03,49.09000015258789
2022-05-04,50.38999938964844
2022-05-05,49.2599983215332
2022-05-06,49.15999984741211
2022-05-09,48.13999938964844
2022-05-10,48.02000045776367
2022-05-11,47.68000030517578
2022-05-12,47.900001525878906
2022-05-13,48.5
2022-05-16,48.529998779296875
2022-05-17,49.400001525878906
2022-05-18,48.0099983215332
2022-05-19,47.7599983215332
2022-05-20,47.84000015258789
2022-05-23,48.689998626708984
2022-05-24,48.810001373291016
2022-05-25,49.040000915527344
2022-05-26,49.7599983215332
2022-05-27,50.599998474121094
2022-05-31,50.20000076293945
2022-06-01,49.619998931884766
2022-06-02,50.25
2022-06-03,49.7400016784668
2022-06-06,49.84000015258789
2022-06-07,50.29999923706055
2022-06-08,49.54999923706055
2022-06-09,48.56999969482422
2022-06-10,47.400001525878906
2022-06-13,46.06999969482422
2022-06-14,45.619998931884766
2022-06-15,45.97999954223633
2022-06-16,44.7599983215332
2022-06-17,44.56999969482422
2022-06-21,45.470001220703125
2022-06-22,45.529998779296875
2022-06-23,45.66999816894531
2022-06-24,46.959999084472656
2022-06-27,46.959999084472656
2022-06-28,46.400001525878906
2022-06-29,46.2599983215332
2022-06-30,46.22999954223633
2022-07-01,46.7599983215332
2022-07-05,46.27000045776367
2022-07-06,46.459999084472656
2022-07-07,46.77000045776367
2022-07-08,46.68000030517578
2022-07-11,46.470001220703125
2022-07-12,46.15999984741211
2022-07-13,45.900001525878906
2022-07-14,45.4900016784668
2022-07-15,46.38999938964844
2022-07-18,45.900001525878906
2022-07-19,47.060001373291016
2022-07-20,47.08000183105469
2022-07-21,47.56999969482422
2022-07-22,47.540000915527344
2022-07-25,47.81999969482422
2022-07-26,47.65999984741211
2022-07-27,48.290000915527344
2022-07-28,48.72999954223633
2022-07-29,49.150001525878906
2022-08-01,48.939998626708984
2022-08-02,48.529998779296875
2022-08-03,49.06999969482422
2022-08-04,49.119998931884766
2022-08-05,49.20000076293945
2022-08-08,49.20000076293945
2022-08-09,49.130001068115234
2022-08-10,50.0
2022-08-11,50.130001068115234
2022-08-12,50.939998626708984
2022-08-15,51.06999969482422
2022-08-16,51.220001220703125
2022-08-17,50.97999954223633
2022-08-18,51.060001373291016
2022-08-19,50.599998474121094
2022-08-22,49.720001220703125
2022-08-23,49.45000076293945
2022-08-24,49.59000015258789
2022-08-25,50.25
2022-08-26,48.810001373291016
2022-08-29,48.58000183105469
2022-08-30,48.13999938964844
2022-08-31,47.81999969482422
2022-09-01,48.119998931884766
2022-09-02,47.689998626708984
2022-09-06,47.59000015258789
2022-09-07,48.45000076293945
2022-09-08,48.84000015258789
2022-09-09,49.34000015258789
2022-09-12,49.75
2022-09-13,47.97999954223633
2022-09-14,48.09000015258789
2022-09-15,47.75
2022-09-16,47.43000030517578
2022-09-19,47.689998626708984
2022-09-20,47.060001373291016
2022-09-21,46.31999969482422
2022-09-22,45.790000915527344
2022-09-23,45.11000061035156
2022-09-26,44.470001220703125
2022-09-27,44.279998779296875
2022-09-28,45.18000030517578
2022-09-29,44.47999954223633
2022-09-30,43.900001525878906
2022-10-03,45.189998626708984
2022-10-04,46.540000915527344
2022-10-05,46.31999969482422
2022-10-06,45.709999084472656
2022-10-07,44.79999923706055
2022-10-10,44.630001068115234
2022-10-11,44.41999816894531
2022-10-12,44.13999938964844
2022-10-13,45.31999969482422
2022-10-14,44.2599983215332
2022-10-17,45.2400016784668
2022-10-18,45.900001525878906
2022-10-19,45.5
2022-10-20,44.90999984741211
2022-10-21,46.02000045776367
2022-10-24,46.630001068115234
2022-10-25,47.13999938964844
2022-10-26,47.27000045776367
2022-10-27,47.43000030517578
2022-10-28,48.47999954223633
2022-10-31,48.20000076293945
2022-11-01,48.27000045776367
2022-11-02,47.47999954223633
2022-11-03,47.369998931884766
2022-11-04,48.0099983215332
2022-11-07,48.40999984741211
2022-11-08,48.7599983215332
2022-11-09,47.97999954223633
2022-11-10,50.06999969482422
2022-11-11,50.099998474121094
2022-11-14,49.75
2022-11-15,50.06999969482422
2022-11-16,49.84000015258789
2022-11-17,49.810001373291016
2022-11-18,50.130001068115234
2022-11-21,50.13999938964844
2022-11-22,50.75
2022-11-23,50.93000030517578
2022-11-25,51.11000061035156
2022-11-28,50.34000015258789
2022-11-29,50.43000030517578
2022-11-30,51.439998626708984
2022-12-01,51.38999938964844
2022-12-02,51.459999084472656
2022-12-05,50.630001068115234
2022-12-06,50.16999816894531
2022-12-07,50.209999084472656
2022-12-08,50.47999954223633
2022-12-09,50.119998931884766
2022-12-12,50.79999923706055
2022-12-13,51.13999938964844
2022-12-14,50.790000915527344
2022-12-15,46.959999084472656
2022-12-16,46.400001525878906
2022-12-19,46.22999954223633
2022-12-20,46.29999923706055
2022-12-21,47.040000915527344
2022-12-22,46.599998474121094
2022-12-23,46.91999816894531
2022-12-27,46.97999954223633
2022-12-28,46.54999923706055
2022-12-29,47.119998931884766
2022-12-30,46.939998626708984
2023-01-03,46.93000030517578
2023-01-04,47.34000015258789
2023-01-05,46.83000183105469
2023-01-06,47.81999969482422
2023-01-09,47.560001373291016
2023-01-10,47.83000183105469
2023-01-11,48.27000045776367
2023-01-12,48.470001220703125
2023-01-13,48.61000061035156
2023-01-17,48.310001373291016
2023-01-18,47.4900016784668
2023-01-19,47.09000015258789
2023-01-20,47.72999954223633
2023-01-23,48.06999969482422
2023-01-24,48.04999923706055
2023-01-25,48.0099983215332
2023-01-26,48.099998474121094
2023-01-27,47.95000076293945
2023-01-30,47.630001068115234
2023-01-31,48.279998779296875
2023-02-01,48.40999984741211
2023-02-02,48.52000045776367
2023-02-03,48.08000183105469
2023-02-06,47.90999984741211
2023-02-07,48.2599983215332
2023-02-08,47.91999816894531
2023-02-09,47.36000061035156
2023-02-10,47.75
2023-02-13,48.18000030517578
2023-02-14,47.970001220703125
2023-02-15,48.029998779296875
2023-02-16,47.540000915527344
2023-02-17,47.59000015258789
2023-02-21,46.75
2023-02-22,46.70000076293945
2023-02-23,46.779998779296875
2023-02-24,46.45000076293945
2023-02-27,46.560001373291016
2023-02-28,46.34000015258789
