Date,TBCIX
2023-07-10,138.42999267578125
2023-07-11,138.97999572753906
2023-07-12,140.69000244140625
2023-07-13,142.94000244140625
2023-07-14,143.49000549316406
2023-07-17,144.4600067138672
2023-07-18,145.9499969482422
2023-07-19,145.8699951171875
2023-07-20,142.66000366210938
2023-07-21,142.16000366210938
2023-07-24,142.44000244140625
2023-07-25,143.4600067138672
2023-07-26,143.1199951171875
2023-07-27,142.22000122070312
2023-07-28,144.77999877929688
2023-07-31,144.9499969482422
2023-08-01,144.5399932861328
2023-08-02,141.3300018310547
2023-08-03,141.25999450683594
2023-08-04,141.16000366210938
2023-08-07,142.41000366210938
2023-08-08,141.67999267578125
2023-08-09,140.02000427246094
2023-08-10,140.3000030517578
2023-08-11,139.57000732421875
2023-08-14,141.3800048828125
2023-08-15,139.9199981689453
2023-08-16,138.6699981689453
2023-08-17,136.9199981689453
2023-08-18,136.75
2023-08-21,138.82000732421875
2023-08-22,138.67999267578125
2023-08-23,140.94000244140625
2023-08-24,138.13999938964844
2023-08-25,139.1999969482422
2023-08-28,140.17999267578125
2023-08-29,142.99000549316406
2023-08-30,143.8000030517578
2023-08-31,143.86000061035156
2023-09-01,144.0399932861328
2023-09-05,144.38999938964844
2023-09-06,142.97000122070312
2023-09-07,142.38999938964844
2023-09-08,142.52000427246094
2023-09-11,144.22999572753906
2023-09-12,142.63999938964844
2023-09-13,143.27999877929688
2023-09-14,144.0
2023-09-15,141.6300048828125
2023-09-18,141.72999572753906
2023-09-19,141.32000732421875
2023-09-20,139.1699981689453
2023-09-21,136.52999877929688
2023-09-22,136.52999877929688
2023-09-25,137.33999633789062
2023-09-26,135.00999450683594
2023-09-27,135.17999267578125
2023-09-28,136.33999633789062
2023-09-29,136.39999389648438
2023-10-02,137.83999633789062
2023-10-03,135.16000366210938
2023-10-04,137.0800018310547
2023-10-05,137.2100067138672
2023-10-06,139.86000061035156
2023-10-09,140.35000610351562
2023-10-10,140.97999572753906
2023-10-11,142.1199951171875
2023-10-12,141.5500030517578
2023-10-13,139.94000244140625
2023-10-16,141.72000122070312
2023-10-17,141.27000427246094
2023-10-18,138.8699951171875
2023-10-19,138.1199951171875
2023-10-20,136.0399932861328
2023-10-23,136.66000366210938
2023-10-24,138.02999877929688
2023-10-25,134.97000122070312
2023-10-26,132.10000610351562
2023-10-27,132.8800048828125
2023-10-30,134.97000122070312
2023-10-31,135.55999755859375
2023-11-01,137.75
2023-11-02,140.0
2023-11-03,141.1999969482422
2023-11-06,142.2899932861328
2023-11-07,143.7100067138672
2023-11-08,144.38999938964844
2023-11-09,143.27000427246094
2023-11-10,146.1199951171875
2023-11-13,146.1300048828125
2023-11-14,148.6199951171875
2023-11-15,148.27999877929688
2023-11-16,149.14999389648438
2023-11-17,149.00999450683594
2023-11-20,150.63999938964844
2023-11-21,150.27999877929688
2023-11-22,151.0800018310547
2023-11-24,150.77999877929688
2023-11-27,150.67999267578125
2023-11-28,150.9600067138672
2023-11-29,150.52000427246094
2023-11-30,150.3000030517578
2023-12-01,150.50999450683594
2023-12-04,148.89999389648438
2023-12-05,149.88999938964844
2023-12-06,148.7100067138672
2023-12-07,150.60000610351562
2023-12-08,151.42999267578125
2023-12-11,150.9499969482422
2023-12-12,152.22999572753906
2023-12-13,148.57000732421875
2023-12-14,147.52999877929688
2023-12-15,148.17999267578125
2023-12-18,149.47000122070312
2023-12-19,150.2100067138672
2023-12-20,148.3300018310547
2023-12-21,150.0
2023-12-22,149.7899932861328
2023-12-26,150.24000549316406
2023-12-27,150.49000549316406
2023-12-28,150.60000610351562
2023-12-29,150.14999389648438
2024-01-02,147.89999389648438
2024-01-03,146.7899932861328
2024-01-04,146.16000366210938
2024-01-05,146.39999389648438
2024-01-08,149.4499969482422
2024-01-09,149.97000122070312
2024-01-10,151.77999877929688
2024-01-11,152.05999755859375
2024-01-12,152.11000061035156
2024-01-16,151.9499969482422
2024-01-17,151.3699951171875
2024-01-18,153.10000610351562
2024-01-19,155.25999450683594
2024-01-22,155.6699981689453
2024-01-23,156.3000030517578
2024-01-24,157.32000732421875
2024-01-25,157.4199981689453
2024-01-26,157.52000427246094
2024-01-29,159.5
2024-01-30,158.83999633789062
2024-01-31,155.50999450683594
2024-02-01,157.7100067138672
2024-02-02,162.11000061035156
2024-02-05,162.08999633789062
2024-02-06,162.10000610351562
2024-02-07,164.4499969482422
2024-02-08,164.80999755859375
2024-02-09,166.75999450683594
2024-02-12,165.55999755859375
2024-02-13,163.17999267578125
2024-02-14,165.38999938964844
2024-02-15,165.47999572753906
2024-02-16,164.4600067138672
2024-02-20,162.5800018310547
2024-02-21,162.33999633789062
2024-02-22,167.94000244140625
2024-02-23,167.67999267578125
2024-02-26,167.00999450683594
2024-02-27,167.30999755859375
2024-02-28,166.5399932861328
2024-02-29,167.74000549316406
2024-03-01,169.4499969482422
2024-03-04,168.97000122070312
2024-03-05,166.1999969482422
2024-03-06,167.0800018310547
2024-03-07,169.75999450683594
2024-03-08,167.97999572753906
2024-03-11,166.74000549316406
2024-03-12,170.1300048828125
2024-03-13,169.55999755859375
2024-03-14,169.7100067138672
2024-03-15,167.83999633789062
2024-03-18,169.38999938964844
2024-03-19,170.4499969482422
2024-03-20,172.30999755859375
2024-03-21,172.39999389648438
2024-03-22,172.77000427246094
2024-03-25,172.05999755859375
2024-03-26,171.47000122070312
2024-03-27,171.63999938964844
2024-03-28,171.2899932861328
2024-04-01,171.5399932861328
2024-04-02,170.02999877929688
2024-04-03,170.58999633789062
2024-04-04,168.3800048828125
2024-04-05,171.27000427246094
2024-04-08,171.1199951171875
2024-04-09,170.99000549316406
2024-04-10,170.22000122070312
2024-04-11,172.52000427246094
2024-04-12,170.11000061035156
2024-04-15,167.17999267578125
2024-04-16,167.58999633789062
2024-04-17,166.0800018310547
2024-04-18,165.5
2024-04-19,161.60000610351562
2024-04-22,163.1699981689453
2024-04-23,166.19000244140625
2024-04-24,165.66000366210938
2024-04-25,164.11000061035156
2024-04-26,167.6999969482422
2024-04-29,167.3800048828125
2024-04-30,164.55999755859375
2024-05-01,164.33999633789062
2024-05-02,166.66000366210938
2024-05-03,169.57000732421875
2024-05-06,172.00999450683594
2024-05-07,172.00999450683594
2024-05-08,171.8000030517578
2024-05-09,172.41000366210938
2024-05-10,172.47999572753906
2024-05-13,172.30999755859375
2024-05-14,173.2899932861328
2024-05-15,176.02000427246094
2024-05-16,175.38999938964844
2024-05-17,175.49000549316406
2024-05-20,176.30999755859375
2024-05-21,177.0800018310547
2024-05-22,176.6699981689453
2024-05-23,176.6699981689453
2024-05-24,178.17999267578125
2024-05-28,179.36000061035156
2024-05-29,178.52999877929688
2024-05-30,175.66000366210938
2024-05-31,175.7899932861328
2024-06-03,177.10000610351562
2024-06-04,177.82000732421875
2024-06-05,181.4600067138672
2024-06-06,181.57000732421875
2024-06-07,181.25
2024-06-10,182.2100067138672
2024-06-11,183.52000427246094
2024-06-12,185.9199981689453
2024-06-13,186.22000122070312
2024-06-14,186.6300048828125
2024-06-17,187.9600067138672
2024-06-18,188.41000366210938
2024-06-20,187.25999450683594
2024-06-21,187.0500030517578
2024-06-24,185.1699981689453
2024-06-25,188.07000732421875
2024-06-26,189.0500030517578
2024-06-27,189.39999389648438
2024-06-28,187.61000061035156
2024-07-01,189.02000427246094
2024-07-02,190.3699951171875
2024-07-03,191.69000244140625
2024-07-05,193.82000732421875
2024-07-08,193.58999633789062
2024-07-09,193.72999572753906
2024-07-10,195.86000061035156
2024-07-11,191.4499969482422
2024-07-12,192.33999633789062
2024-07-15,192.63999938964844
2024-07-16,192.3699951171875
2024-07-17,186.85000610351562
2024-07-18,185.3699951171875
2024-07-19,184.32000732421875
2024-07-22,187.10000610351562
2024-07-23,187.4499969482422
2024-07-24,180.3800048828125
2024-07-25,178.6199951171875
2024-07-26,180.49000549316406
2024-07-29,180.63999938964844
2024-07-30,178.44000244140625
2024-07-31,183.36000061035156
2024-08-01,181.0800018310547
2024-08-02,176.80999755859375
2024-08-05,170.6699981689453
2024-08-06,172.97999572753906
2024-08-07,171.3000030517578
2024-08-08,176.22999572753906
2024-08-09,177.6199951171875
2024-08-12,178.1699981689453
2024-08-13,182.2899932861328
2024-08-14,182.77999877929688
2024-08-15,186.7100067138672
2024-08-16,186.89999389648438
2024-08-19,189.11000061035156
2024-08-20,189.02999877929688
2024-08-21,189.97999572753906
2024-08-22,187.07000732421875
2024-08-23,188.97999572753906
2024-08-26,187.69000244140625
2024-08-27,188.17999267578125
2024-08-28,186.2899932861328
2024-08-29,185.3699951171875
2024-08-30,187.57000732421875
2024-09-03,181.99000549316406
2024-09-04,181.3699951171875
2024-09-05,181.5800018310547
2024-09-06,177.49000549316406
2024-09-09,179.72000122070312
2024-09-10,181.10000610351562
2024-09-11,184.97999572753906
2024-09-12,187.07000732421875
2024-09-13,187.86000061035156
2024-09-16,187.55999755859375
2024-09-17,187.7100067138672
2024-09-18,187.00999450683594
2024-09-19,191.4499969482422
2024-09-20,191.2899932861328
2024-09-23,191.66000366210938
2024-09-24,192.2100067138672
2024-09-25,192.50999450683594
2024-09-26,192.85000610351562
2024-09-27,191.67999267578125
2024-09-30,192.63999938964844
2024-10-01,190.05999755859375
2024-10-02,190.1699981689453
2024-10-03,190.36000061035156
2024-10-04,192.52999877929688
2024-10-07,190.32000732421875
2024-10-08,193.47999572753906
2024-10-09,194.47000122070312
2024-10-10,194.55999755859375
2024-10-11,195.22999572753906
2024-10-14,196.83999633789062
2024-10-15,194.47000122070312
2024-10-16,195.0399932861328
2024-10-17,195.27999877929688
2024-10-18,196.77000427246094
2024-10-21,197.58999633789062
2024-10-22,197.8000030517578
2024-10-23,194.8300018310547
2024-10-24,196.10000610351562
2024-10-25,196.97999572753906
2024-10-28,197.1699981689453
2024-10-29,198.77000427246094
2024-10-30,197.91000366210938
2024-10-31,192.99000549316406
2024-11-01,194.52999877929688
2024-11-04,193.47999572753906
2024-11-05,196.0800018310547
2024-11-06,200.89999389648438
2024-11-07,204.05999755859375
2024-11-08,204.2899932861328
2024-11-11,204.27000427246094
2024-11-12,205.1199951171875
2024-11-13,204.88999938964844
2024-11-14,203.82000732421875
2024-11-15,199.3800048828125
2024-11-18,199.97000122070312
2024-11-19,202.2899932861328
2024-11-20,201.9499969482422
2024-11-21,202.0500030517578
