Date,TBCIX
2022-02-28,151.55999755859375
2022-03-01,148.6300048828125
2022-03-02,150.41000366210938
2022-03-03,147.3300018310547
2022-03-04,144.17999267578125
2022-03-07,137.49000549316406
2022-03-08,136.86000061035156
2022-03-09,143.05999755859375
2022-03-10,141.97000122070312
2022-03-11,138.75999450683594
2022-03-14,135.85000610351562
2022-03-15,140.39999389648438
2022-03-16,146.47999572753906
2022-03-17,148.85000610351562
2022-03-18,152.99000549316406
2022-03-21,151.8000030517578
2022-03-22,155.0500030517578
2022-03-23,153.0
2022-03-24,155.94000244140625
2022-03-25,155.16000366210938
2022-03-28,157.97000122070312
2022-03-29,161.1999969482422
2022-03-30,159.10000610351562
2022-03-31,156.16000366210938
2022-04-01,156.85000610351562
2022-04-04,160.5
2022-04-05,156.86000061035156
2022-04-06,152.67999267578125
2022-04-07,152.6999969482422
2022-04-08,150.57000732421875
2022-04-11,146.97999572753906
2022-04-12,146.02999877929688
2022-04-13,149.02999877929688
2022-04-14,145.6699981689453
2022-04-18,145.50999450683594
2022-04-19,148.99000549316406
2022-04-20,145.88999938964844
2022-04-21,142.02999877929688
2022-04-22,137.3699951171875
2022-04-25,139.2899932861328
2022-04-26,133.44000244140625
2022-04-27,133.50999450683594
2022-04-28,139.22999572753906
2022-04-29,132.5399932861328
2022-05-02,134.6300048828125
2022-05-03,134.44000244140625
2022-05-04,138.82000732421875
2022-05-05,131.10000610351562
2022-05-06,129.07000732421875
2022-05-09,122.76000213623047
2022-05-10,123.98999786376953
2022-05-11,120.31999969482422
2022-05-12,120.30000305175781
2022-05-13,125.3499984741211
2022-05-16,123.45999908447266
2022-05-17,126.6500015258789
2022-05-18,120.55999755859375
2022-05-19,120.7699966430664
2022-05-20,120.47000122070312
2022-05-23,122.5
2022-05-24,118.38999938964844
2022-05-25,120.43000030517578
2022-05-26,123.91999816894531
2022-05-27,128.32000732421875
2022-05-31,127.9800033569336
2022-06-01,126.95999908447266
2022-06-02,131.05999755859375
2022-06-03,127.3499984741211
2022-06-06,128.25
2022-06-07,129.49000549316406
2022-06-08,128.82000732421875
2022-06-09,124.93000030517578
2022-06-10,119.9000015258789
2022-06-13,114.04000091552734
2022-06-14,114.0999984741211
2022-06-15,117.62999725341797
2022-06-16,112.73999786376953
2022-06-17,114.31999969482422
2022-06-21,117.2699966430664
2022-06-22,117.33000183105469
2022-06-23,119.80999755859375
2022-06-24,124.30000305175781
2022-06-27,122.91999816894531
2022-06-28,118.61000061035156
2022-06-29,119.12000274658203
2022-06-30,117.1500015258789
2022-07-01,118.19999694824219
2022-07-05,120.81999969482422
2022-07-06,121.5199966430664
2022-07-07,124.0999984741211
2022-07-08,124.18000030517578
2022-07-11,121.5199966430664
2022-07-12,119.29000091552734
2022-07-13,118.80000305175781
2022-07-14,118.69000244140625
2022-07-15,121.25
2022-07-18,120.19000244140625
2022-07-19,124.13999938964844
2022-07-20,126.30999755859375
2022-07-21,128.5500030517578
2022-07-22,125.31999969482422
2022-07-25,124.66999816894531
2022-07-26,121.56999969482422
2022-07-27,127.0999984741211
2022-07-28,128.7899932861328
2022-07-29,131.89999389648438
2022-08-01,131.52000427246094
2022-08-02,131.25
2022-08-03,134.8000030517578
2022-08-04,135.47000122070312
2022-08-05,134.9199981689453
2022-08-08,134.36000061035156
2022-08-09,132.99000549316406
2022-08-10,137.02000427246094
2022-08-11,135.9199981689453
2022-08-12,138.74000549316406
2022-08-15,139.5500030517578
2022-08-16,139.13999938964844
2022-08-17,137.5500030517578
2022-08-18,137.5399932861328
2022-08-19,134.85000610351562
2022-08-22,131.1999969482422
2022-08-23,130.8800048828125
2022-08-24,131.39999389648438
2022-08-25,133.88999938964844
2022-08-26,128.2899932861328
2022-08-29,126.83999633789062
2022-08-30,125.70999908447266
2022-08-31,124.70999908447266
2022-09-01,124.44000244140625
2022-09-02,122.88999938964844
2022-09-06,122.20999908447266
2022-09-07,124.87999725341797
2022-09-08,125.5999984741211
2022-09-09,128.52000427246094
2022-09-12,130.27000427246094
2022-09-13,123.22000122070312
2022-09-14,123.97000122070312
2022-09-15,122.30000305175781
2022-09-16,121.04000091552734
2022-09-19,121.80999755859375
2022-09-20,120.51000213623047
2022-09-21,118.11000061035156
2022-09-22,116.7300033569336
2022-09-23,114.77999877929688
2022-09-26,114.0999984741211
2022-09-27,114.22000122070312
2022-09-28,116.63999938964844
2022-09-29,113.58000183105469
2022-09-30,111.66000366210938
2022-10-03,114.01000213623047
2022-10-04,117.94999694824219
2022-10-05,117.9000015258789
2022-10-06,117.05999755859375
2022-10-07,112.41000366210938
2022-10-10,110.97000122070312
2022-10-11,109.37000274658203
2022-10-12,109.3499984741211
2022-10-13,111.5
2022-10-14,107.95999908447266
2022-10-17,111.98999786376953
2022-10-18,113.05000305175781
2022-10-19,112.33999633789062
2022-10-20,111.8499984741211
2022-10-21,114.36000061035156
2022-10-24,115.41000366210938
2022-10-25,118.04000091552734
2022-10-26,114.83000183105469
2022-10-27,113.12000274658203
2022-10-28,115.5
2022-10-31,114.30000305175781
2022-11-01,112.48999786376953
2022-11-02,108.47000122070312
2022-11-03,106.37000274658203
2022-11-04,107.26000213623047
2022-11-07,108.37999725341797
2022-11-08,108.88999938964844
2022-11-09,106.0
2022-11-10,114.43000030517578
2022-11-11,116.31999969482422
2022-11-14,114.91999816894531
2022-11-15,116.69000244140625
2022-11-16,115.4800033569336
2022-11-17,114.86000061035156
2022-11-18,114.94000244140625
2022-11-21,113.4800033569336
2022-11-22,115.08999633789062
2022-11-23,116.55999755859375
2022-11-25,116.12999725341797
2022-11-28,114.4000015258789
2022-11-29,113.48999786376953
2022-11-30,118.87000274658203
2022-12-01,119.1500015258789
2022-12-02,118.77999877929688
2022-12-05,116.47000122070312
2022-12-06,114.30999755859375
2022-12-07,113.97000122070312
2022-12-08,115.36000061035156
2022-12-09,114.37999725341797
2022-12-12,116.13999938964844
2022-12-13,111.27999877929688
2022-12-14,110.68000030517578
2022-12-15,106.9800033569336
2022-12-16,105.70999908447266
2022-12-19,104.0999984741211
2022-12-20,104.08999633789062
2022-12-21,105.83000183105469
2022-12-22,103.51000213623047
2022-12-23,103.91999816894531
2022-12-27,102.83000183105469
2022-12-28,101.5999984741211
2022-12-29,104.19000244140625
2022-12-30,103.91999816894531
2023-01-03,103.4000015258789
2023-01-04,103.62000274658203
2023-01-05,101.54000091552734
2023-01-06,103.70999908447266
2023-01-09,104.55000305175781
2023-01-10,105.61000061035156
2023-01-11,107.73999786376953
2023-01-12,108.38999938964844
2023-01-13,109.12999725341797
2023-01-17,109.25
2023-01-18,107.87000274658203
2023-01-19,107.18000030517578
2023-01-20,110.19999694824219
2023-01-23,112.08000183105469
2023-01-24,111.80999755859375
2023-01-25,111.58000183105469
2023-01-26,113.3499984741211
2023-01-27,114.25
2023-01-30,111.95999908447266
2023-01-31,113.83999633789062
2023-02-01,116.12999725341797
2023-02-02,119.79000091552734
2023-02-03,117.45999908447266
2023-02-06,116.33000183105469
2023-02-07,118.63999938964844
2023-02-08,116.91000366210938
2023-02-09,115.9000015258789
2023-02-10,115.06999969482422
2023-02-13,116.80999755859375
2023-02-14,117.5199966430664
2023-02-15,118.06999969482422
2023-02-16,115.51000213623047
2023-02-17,114.63999938964844
2023-02-21,112.12999725341797
2023-02-22,112.26000213623047
2023-02-23,113.27999877929688
2023-02-24,111.5
2023-02-27,112.04000091552734
2023-02-28,111.7699966430664
2023-03-01,110.83000183105469
2023-03-02,111.69999694824219
2023-03-03,114.05000305175781
2023-03-06,114.2300033569336
2023-03-07,112.88999938964844
2023-03-08,113.38999938964844
2023-03-09,111.36000061035156
2023-03-10,109.4000015258789
2023-03-13,110.04000091552734
2023-03-14,112.69000244140625
2023-03-15,112.91999816894531
2023-03-16,115.93000030517578
2023-03-17,115.43000030517578
2023-03-20,115.5
2023-03-21,117.45999908447266
2023-03-22,116.01000213623047
2023-03-23,117.30000305175781
2023-03-24,117.38999938964844
2023-03-27,116.80000305175781
2023-03-28,116.08000183105469
2023-03-29,117.95999908447266
2023-03-30,118.94999694824219
2023-03-31,121.01000213623047
2023-04-03,121.2699966430664
2023-04-04,121.0999984741211
2023-04-05,120.02999877929688
2023-04-06,121.05000305175781
2023-04-10,120.9000015258789
2023-04-11,120.29000091552734
2023-04-12,119.61000061035156
2023-04-13,122.08999633789062
2023-04-14,121.6500015258789
2023-04-17,121.70999908447266
2023-04-18,121.87000274658203
2023-04-19,121.88999938964844
2023-04-20,121.19000244140625
2023-04-21,121.51000213623047
2023-04-24,121.22000122070312
2023-04-25,118.56999969482422
2023-04-26,119.91000366210938
2023-04-27,123.04000091552734
2023-04-28,123.77999877929688
2023-05-01,123.63999938964844
2023-05-02,122.66999816894531
2023-05-03,122.22000122070312
2023-05-04,121.95999908447266
2023-05-05,124.3499984741211
2023-05-08,124.8499984741211
2023-05-09,124.19999694824219
2023-05-10,125.62999725341797
2023-05-11,125.91000366210938
2023-05-12,125.44000244140625
2023-05-15,126.04000091552734
2023-05-16,126.06999969482422
2023-05-17,127.72000122070312
2023-05-18,129.8699951171875
2023-05-19,129.39999389648438
2023-05-22,129.80999755859375
2023-05-23,127.62999725341797
2023-05-24,127.12000274658203
2023-05-25,130.25
2023-05-26,132.74000549316406
2023-05-30,133.02000427246094
2023-05-31,132.13999938964844
2023-06-01,133.94000244140625
2023-06-02,135.22000122070312
2023-06-05,135.38999938964844
2023-06-06,135.52999877929688
2023-06-07,132.6199951171875
2023-06-08,133.99000549316406
2023-06-09,134.50999450683594
2023-06-12,136.49000549316406
2023-06-13,137.25999450683594
2023-06-14,137.58999633789062
2023-06-15,139.41000366210938
2023-06-16,138.22999572753906
2023-06-20,138.27999877929688
2023-06-21,136.88999938964844
2023-06-22,138.6199951171875
2023-06-23,137.6699981689453
2023-06-26,135.5500030517578
2023-06-27,137.67999267578125
2023-06-28,138.05999755859375
2023-06-29,138.1300048828125
2023-06-30,140.38999938964844
2023-07-03,140.1699981689453
2023-07-05,140.3000030517578
2023-07-06,139.35000610351562
2023-07-07,138.69000244140625
