Date,VPMAX
2024-01-30,159.1300048828125
2024-01-31,157.1199951171875
2024-02-01,158.86000061035156
2024-02-02,159.3000030517578
2024-02-05,159.86000061035156
2024-02-06,160.22000122070312
2024-02-07,160.75
2024-02-08,161.13999938964844
2024-02-09,162.24000549316406
2024-02-12,162.1999969482422
2024-02-13,159.67999267578125
2024-02-14,161.3300018310547
2024-02-15,162.17999267578125
2024-02-16,161.75999450683594
2024-02-20,160.74000549316406
2024-02-21,160.8000030517578
2024-02-22,163.72000122070312
2024-02-23,164.05999755859375
2024-02-26,164.0500030517578
2024-02-27,164.25
2024-02-28,163.5
2024-02-29,163.92999267578125
2024-03-01,166.6199951171875
2024-03-04,166.8300018310547
2024-03-05,164.85000610351562
2024-03-06,165.88999938964844
2024-03-07,167.33999633789062
2024-03-08,165.94000244140625
2024-03-11,165.6300048828125
2024-03-12,167.47000122070312
2024-03-13,167.0
2024-03-14,166.1199951171875
2024-03-15,164.7100067138672
2024-03-18,165.67999267578125
2024-03-19,166.13999938964844
2024-03-20,167.47999572753906
2024-03-21,168.7899932861328
2024-03-22,168.6999969482422
2024-03-25,168.72000122070312
2024-03-26,168.77000427246094
2024-03-27,170.52999877929688
2024-03-28,170.67999267578125
2024-04-01,170.35000610351562
2024-04-02,168.72999572753906
2024-04-03,169.08999633789062
2024-04-04,166.9600067138672
2024-04-05,168.00999450683594
2024-04-08,168.17999267578125
2024-04-09,168.24000549316406
2024-04-10,166.61000061035156
2024-04-11,167.8699951171875
2024-04-12,164.67999267578125
2024-04-15,163.52000427246094
2024-04-16,163.19000244140625
2024-04-17,162.30999755859375
2024-04-18,161.52999877929688
2024-04-19,160.19000244140625
2024-04-22,161.8300018310547
2024-04-23,163.88999938964844
2024-04-24,164.35000610351562
2024-04-25,163.75999450683594
2024-04-26,165.52000427246094
2024-04-29,166.27999877929688
2024-04-30,165.07000732421875
2024-05-01,164.49000549316406
2024-05-02,165.3699951171875
2024-05-03,166.9499969482422
2024-05-06,169.4199981689453
2024-05-07,169.33999633789062
2024-05-08,169.5
2024-05-09,170.10000610351562
2024-05-10,170.07000732421875
2024-05-13,170.47999572753906
2024-05-14,171.57000732421875
2024-05-15,174.0399932861328
2024-05-16,173.11000061035156
2024-05-17,173.08999633789062
2024-05-20,174.1300048828125
2024-05-21,174.4499969482422
2024-05-22,173.89999389648438
2024-05-23,172.50999450683594
2024-05-24,173.5399932861328
2024-05-28,173.47000122070312
2024-05-29,172.02999877929688
2024-05-30,171.74000549316406
2024-05-31,172.85000610351562
2024-06-03,173.16000366210938
2024-06-04,173.22999572753906
2024-06-05,175.49000549316406
2024-06-06,175.25
2024-06-07,175.1199951171875
2024-06-10,176.41000366210938
2024-06-11,175.85000610351562
2024-06-12,177.8000030517578
2024-06-13,177.94000244140625
2024-06-14,177.44000244140625
2024-06-17,179.0500030517578
2024-06-18,179.83999633789062
2024-06-20,178.80999755859375
2024-06-21,178.6300048828125
2024-06-24,178.66000366210938
2024-06-25,179.49000549316406
2024-06-26,179.97999572753906
2024-06-27,179.77000427246094
2024-06-28,179.89999389648438
2024-07-01,180.47000122070312
2024-07-02,181.0500030517578
2024-07-03,181.72000122070312
2024-07-05,182.27000427246094
2024-07-08,182.75
2024-07-09,183.42999267578125
2024-07-10,185.42999267578125
2024-07-11,184.05999755859375
2024-07-12,185.35000610351562
2024-07-15,185.22000122070312
2024-07-16,186.2899932861328
2024-07-17,183.00999450683594
2024-07-18,179.6300048828125
2024-07-19,178.5
2024-07-22,181.05999755859375
2024-07-23,180.16000366210938
2024-07-24,176.5500030517578
2024-07-25,174.64999389648438
2024-07-26,175.57000732421875
2024-07-29,175.36000061035156
2024-07-30,174.0800018310547
2024-07-31,176.88999938964844
2024-08-01,174.0500030517578
2024-08-02,168.5399932861328
2024-08-05,163.64999389648438
2024-08-06,165.41000366210938
2024-08-07,163.30999755859375
2024-08-08,169.27999877929688
2024-08-09,170.6999969482422
2024-08-12,170.55999755859375
2024-08-13,173.8000030517578
2024-08-14,174.30999755859375
2024-08-15,177.6300048828125
2024-08-16,177.80999755859375
2024-08-19,179.49000549316406
2024-08-20,179.77000427246094
2024-08-21,181.0399932861328
2024-08-22,179.1300048828125
2024-08-23,181.0
2024-08-26,180.13999938964844
2024-08-27,180.6699981689453
2024-08-28,179.44000244140625
2024-08-29,179.52000427246094
2024-08-30,181.6999969482422
2024-09-03,177.67999267578125
2024-09-04,177.44000244140625
2024-09-05,175.49000549316406
2024-09-06,172.50999450683594
2024-09-09,173.8699951171875
2024-09-10,174.4499969482422
2024-09-11,176.3800048828125
2024-09-12,176.80999755859375
2024-09-13,177.16000366210938
2024-09-16,177.27999877929688
2024-09-17,177.25999450683594
2024-09-18,176.63999938964844
2024-09-19,179.94000244140625
2024-09-20,178.5800018310547
2024-09-23,178.9600067138672
2024-09-24,180.08999633789062
2024-09-25,179.3699951171875
2024-09-26,182.36000061035156
2024-09-27,181.24000549316406
2024-09-30,181.47999572753906
2024-10-01,179.94000244140625
2024-10-02,180.27000427246094
2024-10-03,179.2100067138672
2024-10-04,180.97000122070312
2024-10-07,180.2100067138672
2024-10-08,180.97999572753906
2024-10-09,182.27000427246094
2024-10-10,181.86000061035156
2024-10-11,183.50999450683594
2024-10-14,184.5399932861328
2024-10-15,181.63999938964844
2024-10-16,182.63999938964844
2024-10-17,182.50999450683594
2024-10-18,183.17999267578125
2024-10-21,181.72000122070312
2024-10-22,181.52000427246094
2024-10-23,179.99000549316406
2024-10-24,180.52999877929688
2024-10-25,180.75
2024-10-28,181.64999389648438
2024-10-29,182.36000061035156
2024-10-30,180.25999450683594
2024-10-31,177.13999938964844
2024-11-01,177.8000030517578
2024-11-04,177.02999877929688
2024-11-05,178.5800018310547
2024-11-06,182.1999969482422
2024-11-07,184.07000732421875
2024-11-08,185.22999572753906
2024-11-11,185.72999572753906
2024-11-12,183.5800018310547
2024-11-13,183.0800018310547
2024-11-14,181.57000732421875
2024-11-15,178.3699951171875
2024-11-18,178.80999755859375
2024-11-19,178.86000061035156
2024-11-20,179.2899932861328
2024-11-21,180.2100067138672
