Date,VPMAX
2022-02-28,157.24000549316406
2022-03-01,154.44000244140625
2022-03-02,157.44000244140625
2022-03-03,155.8000030517578
2022-03-04,152.9499969482422
2022-03-07,147.49000549316406
2022-03-08,147.9199981689453
2022-03-09,152.74000549316406
2022-03-10,151.58999633789062
2022-03-11,149.2899932861328
2022-03-14,147.74000549316406
2022-03-15,151.07000732421875
2022-03-16,156.75
2022-03-17,158.4600067138672
2022-03-18,160.1699981689453
2022-03-21,159.58999633789062
2022-03-22,161.83999633789062
2022-03-23,159.32000732421875
2022-03-24,161.86000061035156
2022-03-25,162.19000244140625
2022-03-28,163.80999755859375
2022-03-29,166.0500030517578
2022-03-30,164.5399932861328
2022-03-31,161.5800018310547
2022-04-01,161.74000549316406
2022-04-04,163.3300018310547
2022-04-05,160.42999267578125
2022-04-06,158.97999572753906
2022-04-07,159.75
2022-04-08,159.11000061035156
2022-04-11,157.07000732421875
2022-04-12,156.17999267578125
2022-04-13,158.27999877929688
2022-04-14,156.22000122070312
2022-04-18,156.1999969482422
2022-04-19,158.63999938964844
2022-04-20,158.55999755859375
2022-04-21,156.49000549316406
2022-04-22,152.3699951171875
2022-04-25,153.5
2022-04-26,148.75
2022-04-27,149.63999938964844
2022-04-28,153.1999969482422
2022-04-29,149.25999450683594
2022-05-02,150.5
2022-05-03,151.1699981689453
2022-05-04,155.2899932861328
2022-05-05,150.41000366210938
2022-05-06,149.0500030517578
2022-05-09,143.88999938964844
2022-05-10,145.0399932861328
2022-05-11,142.25
2022-05-12,142.66000366210938
2022-05-13,146.39999389648438
2022-05-16,146.00999450683594
2022-05-17,150.1199951171875
2022-05-18,145.0
2022-05-19,144.0399932861328
2022-05-20,143.91000366210938
2022-05-23,146.25999450683594
2022-05-24,144.27000427246094
2022-05-25,145.77000427246094
2022-05-26,149.8000030517578
2022-05-27,153.66000366210938
2022-05-31,152.64999389648438
2022-06-01,151.13999938964844
2022-06-02,153.19000244140625
2022-06-03,150.50999450683594
2022-06-06,150.60000610351562
2022-06-07,152.27000427246094
2022-06-08,151.02000427246094
2022-06-09,147.17999267578125
2022-06-10,142.72000122070312
2022-06-13,137.0500030517578
2022-06-14,137.52000427246094
2022-06-15,139.5399932861328
2022-06-16,134.8699951171875
2022-06-17,136.00999450683594
2022-06-21,139.02000427246094
2022-06-22,138.86000061035156
2022-06-23,139.8000030517578
2022-06-24,144.94000244140625
2022-06-27,144.5399932861328
2022-06-28,141.86000061035156
2022-06-29,141.16000366210938
2022-06-30,139.72999572753906
2022-07-01,139.97999572753906
2022-07-05,140.9199981689453
2022-07-06,141.0800018310547
2022-07-07,143.55999755859375
2022-07-08,143.60000610351562
2022-07-11,141.41000366210938
2022-07-12,140.58999633789062
2022-07-13,139.91000366210938
2022-07-14,139.4600067138672
2022-07-15,142.25
2022-07-18,141.19000244140625
2022-07-19,145.35000610351562
2022-07-20,145.75999450683594
2022-07-21,147.42999267578125
2022-07-22,145.4499969482422
2022-07-25,145.63999938964844
2022-07-26,144.07000732421875
2022-07-27,147.75
2022-07-28,148.82000732421875
2022-07-29,149.5399932861328
2022-08-01,149.0500030517578
2022-08-02,147.9499969482422
2022-08-03,150.11000061035156
2022-08-04,150.25999450683594
2022-08-05,149.7100067138672
2022-08-08,149.27999877929688
2022-08-09,147.92999267578125
2022-08-10,151.14999389648438
2022-08-11,151.0399932861328
2022-08-12,153.72000122070312
2022-08-15,154.32000732421875
2022-08-16,154.2100067138672
2022-08-17,152.8300018310547
2022-08-18,153.3000030517578
2022-08-19,151.4499969482422
2022-08-22,148.35000610351562
2022-08-23,147.9600067138672
2022-08-24,148.66000366210938
2022-08-25,151.16000366210938
2022-08-26,146.0500030517578
2022-08-29,144.77000427246094
2022-08-30,143.24000549316406
2022-08-31,142.16000366210938
2022-09-01,142.58999633789062
2022-09-02,140.94000244140625
2022-09-06,140.42999267578125
2022-09-07,142.74000549316406
2022-09-08,144.07000732421875
2022-09-09,146.60000610351562
2022-09-12,147.63999938964844
2022-09-13,141.47000122070312
2022-09-14,141.89999389648438
2022-09-15,140.3000030517578
2022-09-16,138.33999633789062
2022-09-19,138.80999755859375
2022-09-20,136.75999450683594
2022-09-21,134.14999389648438
2022-09-22,133.47000122070312
2022-09-23,131.2100067138672
2022-09-26,129.38999938964844
2022-09-27,129.82000732421875
2022-09-28,134.88999938964844
2022-09-29,132.4600067138672
2022-09-30,130.8699951171875
2022-10-03,133.3300018310547
2022-10-04,137.92999267578125
2022-10-05,137.83999633789062
2022-10-06,136.8699951171875
2022-10-07,133.5399932861328
2022-10-10,132.05999755859375
2022-10-11,131.30999755859375
2022-10-12,131.1699981689453
2022-10-13,134.49000549316406
2022-10-14,131.8699951171875
2022-10-17,134.72999572753906
2022-10-18,135.63999938964844
2022-10-19,134.2899932861328
2022-10-20,133.50999450683594
2022-10-21,136.9199981689453
2022-10-24,138.1199951171875
2022-10-25,140.02999877929688
2022-10-26,140.24000549316406
2022-10-27,139.4199981689453
2022-10-28,142.30999755859375
2022-10-31,141.6199951171875
2022-11-01,141.50999450683594
2022-11-02,138.60000610351562
2022-11-03,137.9600067138672
2022-11-04,140.27000427246094
2022-11-07,141.97000122070312
2022-11-08,142.88999938964844
2022-11-09,140.2100067138672
2022-11-10,147.1699981689453
2022-11-11,148.2100067138672
2022-11-14,147.58999633789062
2022-11-15,148.86000061035156
2022-11-16,147.08999633789062
2022-11-17,147.6300048828125
2022-11-18,148.10000610351562
2022-11-21,147.14999389648438
2022-11-22,149.0500030517578
2022-11-23,150.08999633789062
2022-11-25,150.05999755859375
2022-11-28,147.8000030517578
2022-11-29,148.17999267578125
2022-11-30,152.55999755859375
2022-12-01,152.50999450683594
2022-12-02,152.57000732421875
2022-12-05,150.22999572753906
2022-12-06,148.67999267578125
2022-12-07,148.16000366210938
2022-12-08,149.1699981689453
2022-12-09,147.9499969482422
2022-12-12,149.8300018310547
2022-12-13,149.92999267578125
2022-12-14,149.49000549316406
2022-12-15,145.74000549316406
2022-12-16,144.77000427246094
2022-12-19,130.6199951171875
2022-12-20,130.5399932861328
2022-12-21,132.24000549316406
2022-12-22,130.50999450683594
2022-12-23,131.00999450683594
2022-12-27,130.3000030517578
2022-12-28,128.88999938964844
2022-12-29,131.2100067138672
2022-12-30,130.85000610351562
2023-01-03,130.77999877929688
2023-01-04,132.9600067138672
2023-01-05,132.13999938964844
2023-01-06,135.14999389648438
2023-01-09,135.22000122070312
2023-01-10,136.58999633789062
2023-01-11,138.02000427246094
2023-01-12,138.75
2023-01-13,139.32000732421875
2023-01-17,138.82000732421875
2023-01-18,137.0800018310547
2023-01-19,136.36000061035156
2023-01-20,138.49000549316406
2023-01-23,140.11000061035156
2023-01-24,139.60000610351562
2023-01-25,139.8699951171875
2023-01-26,140.77999877929688
2023-01-27,140.42999267578125
2023-01-30,138.41000366210938
2023-01-31,139.88999938964844
2023-02-01,141.6999969482422
2023-02-02,142.8300018310547
2023-02-03,141.89999389648438
2023-02-06,140.6699981689453
2023-02-07,142.60000610351562
2023-02-08,140.94000244140625
2023-02-09,140.3300018310547
2023-02-10,139.99000549316406
2023-02-13,141.4499969482422
2023-02-14,141.8800048828125
2023-02-15,141.4499969482422
2023-02-16,139.11000061035156
2023-02-17,138.77000427246094
2023-02-21,135.97000122070312
2023-02-22,135.58999633789062
2023-02-23,136.35000610351562
2023-02-24,134.32000732421875
2023-02-27,134.80999755859375
2023-02-28,134.25999450683594
2023-03-01,134.66000366210938
2023-03-02,135.17999267578125
2023-03-03,136.85000610351562
2023-03-06,136.42999267578125
2023-03-07,134.17999267578125
2023-03-08,134.64999389648438
2023-03-09,132.24000549316406
2023-03-10,130.57000732421875
2023-03-13,130.1999969482422
2023-03-14,132.0
2023-03-15,130.42999267578125
2023-03-16,133.14999389648438
2023-03-17,132.44000244140625
2023-03-20,133.61000061035156
2023-03-21,135.2100067138672
2023-03-22,133.19000244140625
2023-03-23,134.1199951171875
2023-03-24,134.47000122070312
2023-03-27,134.89999389648438
2023-03-28,135.3300018310547
2023-03-29,137.44000244140625
2023-03-30,138.4600067138672
2023-03-31,139.97000122070312
2023-04-03,140.08999633789062
2023-04-04,139.52000427246094
2023-04-05,139.4499969482422
2023-04-06,140.38999938964844
2023-04-10,140.6300048828125
2023-04-11,140.7899932861328
2023-04-12,140.1699981689453
2023-04-13,141.8800048828125
2023-04-14,141.69000244140625
2023-04-17,142.07000732421875
2023-04-18,141.9499969482422
2023-04-19,141.58999633789062
2023-04-20,141.0
2023-04-21,141.3000030517578
2023-04-24,141.02000427246094
2023-04-25,138.33999633789062
2023-04-26,137.55999755859375
2023-04-27,139.89999389648438
2023-04-28,141.30999755859375
2023-05-01,141.75
2023-05-02,140.32000732421875
2023-05-03,140.6999969482422
2023-05-04,139.75
2023-05-05,141.88999938964844
2023-05-08,142.07000732421875
2023-05-09,141.36000061035156
2023-05-10,141.6199951171875
2023-05-11,141.4199981689453
2023-05-12,141.0
2023-05-15,142.50999450683594
2023-05-16,141.75999450683594
2023-05-17,143.4600067138672
2023-05-18,144.6699981689453
2023-05-19,144.83999633789062
2023-05-22,144.85000610351562
2023-05-23,142.92999267578125
2023-05-24,141.52999877929688
2023-05-25,142.6199951171875
2023-05-26,144.75999450683594
2023-05-30,144.5
2023-05-31,143.52000427246094
2023-06-01,145.17999267578125
2023-06-02,147.1999969482422
2023-06-05,146.75999450683594
2023-06-06,147.39999389648438
2023-06-07,146.99000549316406
2023-06-08,148.13999938964844
2023-06-09,148.8300018310547
2023-06-12,150.05999755859375
2023-06-13,151.55999755859375
2023-06-14,152.02000427246094
2023-06-15,153.86000061035156
2023-06-16,153.3000030517578
2023-06-20,152.1999969482422
2023-06-21,150.82000732421875
2023-06-22,151.50999450683594
2023-06-23,150.00999450683594
2023-06-26,149.27999877929688
2023-06-27,151.69000244140625
2023-06-28,151.27999877929688
2023-06-29,151.47000122070312
2023-06-30,152.94000244140625
2023-07-03,152.77999877929688
2023-07-05,152.5399932861328
2023-07-06,150.97000122070312
2023-07-07,150.5800018310547
2023-07-10,151.8300018310547
2023-07-11,152.4499969482422
2023-07-12,153.60000610351562
2023-07-13,154.8000030517578
2023-07-14,154.47000122070312
2023-07-17,155.05999755859375
2023-07-18,156.22999572753906
2023-07-19,156.19000244140625
2023-07-20,155.42999267578125
2023-07-21,155.82000732421875
2023-07-24,156.1699981689453
2023-07-25,156.02999877929688
2023-07-26,155.97999572753906
2023-07-27,155.55999755859375
2023-07-28,157.74000549316406
2023-07-31,158.27000427246094
2023-08-01,157.38999938964844
2023-08-02,154.94000244140625
2023-08-03,154.5399932861328
2023-08-04,154.61000061035156
2023-08-07,155.8000030517578
2023-08-08,157.47999572753906
2023-08-09,156.57000732421875
2023-08-10,156.5
2023-08-11,156.0
2023-08-14,157.2100067138672
2023-08-15,155.92999267578125
2023-08-16,154.52999877929688
2023-08-17,153.49000549316406
2023-08-18,153.47000122070312
2023-08-21,154.7100067138672
2023-08-22,154.22000122070312
2023-08-23,155.8699951171875
2023-08-24,153.6699981689453
2023-08-25,154.89999389648438
2023-08-28,156.16000366210938
2023-08-29,158.47000122070312
2023-08-30,158.49000549316406
2023-08-31,158.5800018310547
2023-09-01,159.32000732421875
2023-09-05,158.69000244140625
2023-09-06,158.08999633789062
2023-09-07,157.72999572753906
2023-09-08,158.22999572753906
2023-09-11,159.3300018310547
2023-09-12,158.39999389648438
2023-09-13,158.1199951171875
2023-09-14,158.9499969482422
2023-09-15,157.1300048828125
2023-09-18,156.6199951171875
2023-09-19,156.5399932861328
2023-09-20,155.4199981689453
2023-09-21,155.4199981689453
2023-09-22,152.8300018310547
2023-09-25,153.14999389648438
2023-09-26,151.47999572753906
2023-09-27,151.89999389648438
2023-09-28,152.77000427246094
2023-09-29,152.50999450683594
2023-10-02,152.22000122070312
2023-10-03,149.8699951171875
2023-10-04,151.2100067138672
2023-10-05,151.52999877929688
2023-10-06,153.85000610351562
2023-10-09,154.17999267578125
2023-10-10,155.3699951171875
2023-10-11,157.0399932861328
2023-10-12,156.1300048828125
2023-10-13,154.89999389648438
2023-10-16,156.5500030517578
2023-10-17,156.6300048828125
2023-10-18,154.27999877929688
2023-10-19,152.17999267578125
2023-10-20,150.22999572753906
2023-10-23,149.39999389648438
2023-10-24,150.80999755859375
2023-10-25,147.97999572753906
2023-10-26,145.75999450683594
2023-10-27,144.6999969482422
2023-10-30,146.3800048828125
2023-10-31,146.6999969482422
2023-11-01,147.97000122070312
2023-11-02,151.13999938964844
2023-11-03,152.47999572753906
2023-11-06,153.25999450683594
2023-11-07,153.88999938964844
2023-11-08,154.41000366210938
2023-11-09,151.89999389648438
2023-11-10,154.22000122070312
2023-11-13,154.5
2023-11-14,157.6699981689453
2023-11-15,157.80999755859375
2023-11-16,157.72999572753906
2023-11-17,158.33999633789062
2023-11-20,159.4199981689453
2023-11-21,158.8000030517578
2023-11-22,159.5
2023-11-24,160.0500030517578
2023-11-27,159.27999877929688
2023-11-28,159.24000549316406
2023-11-29,159.72000122070312
2023-11-30,160.10000610351562
2023-12-01,160.8699951171875
2023-12-04,160.0
2023-12-05,159.50999450683594
2023-12-06,159.3300018310547
2023-12-07,160.80999755859375
2023-12-08,161.50999450683594
2023-12-11,162.47000122070312
2023-12-12,162.77999877929688
2023-12-13,165.02999877929688
2023-12-14,165.3300018310547
2023-12-15,165.0399932861328
2023-12-18,165.5500030517578
2023-12-19,155.44000244140625
2023-12-20,152.39999389648438
2023-12-21,154.75
2023-12-22,155.22000122070312
2023-12-26,156.14999389648438
2023-12-27,156.69000244140625
2023-12-28,156.6300048828125
2023-12-29,156.35000610351562
2024-01-02,155.55999755859375
2024-01-03,154.9199981689453
2024-01-04,154.57000732421875
2024-01-05,154.8699951171875
2024-01-08,157.08999633789062
2024-01-09,156.4499969482422
2024-01-10,156.97000122070312
2024-01-11,157.10000610351562
2024-01-12,156.72999572753906
2024-01-16,155.77000427246094
2024-01-17,154.5500030517578
2024-01-18,155.7899932861328
2024-01-19,157.6999969482422
2024-01-22,158.17999267578125
2024-01-23,158.5800018310547
2024-01-24,158.97000122070312
2024-01-25,159.52000427246094
2024-01-26,158.6199951171875
2024-01-29,159.74000549316406
