Date,RWMAX
2022-02-28,56.540000915527344
2022-03-01,55.77000045776367
2022-03-02,56.86000061035156
2022-03-03,56.7400016784668
2022-03-04,56.79999923706055
2022-03-07,55.52000045776367
2022-03-08,54.959999084472656
2022-03-09,56.060001373291016
2022-03-10,55.97999954223633
2022-03-11,55.459999084472656
2022-03-14,55.40999984741211
2022-03-15,56.25
2022-03-16,56.93000030517578
2022-03-17,57.58000183105469
2022-03-18,57.90999984741211
2022-03-21,57.959999084472656
2022-03-22,58.29999923706055
2022-03-23,57.72999954223633
2022-03-24,58.4900016784668
2022-03-25,58.84000015258789
2022-03-28,58.93000030517578
2022-03-29,59.290000915527344
2022-03-30,59.189998626708984
2022-03-31,58.349998474121094
2022-04-01,58.54999923706055
2022-04-04,58.650001525878906
2022-04-05,58.209999084472656
2022-04-06,58.13999938964844
2022-04-07,58.459999084472656
2022-04-08,58.56999969482422
2022-04-11,57.84000015258789
2022-04-12,57.689998626708984
2022-04-13,58.150001525878906
2022-04-14,57.70000076293945
2022-04-18,57.7400016784668
2022-04-19,58.31999969482422
2022-04-20,58.61000061035156
2022-04-21,57.83000183105469
2022-04-22,56.439998626708984
2022-04-25,56.54999923706055
2022-04-26,55.310001373291016
2022-04-27,55.650001525878906
2022-04-28,56.52000045776367
2022-04-29,54.790000915527344
2022-05-02,54.970001220703125
2022-05-03,55.34000015258789
2022-05-04,56.77000045776367
2022-05-05,55.27000045776367
2022-05-06,55.22999954223633
2022-05-09,53.709999084472656
2022-05-10,53.849998474121094
2022-05-11,53.369998931884766
2022-05-12,53.369998931884766
2022-05-13,54.279998779296875
2022-05-16,54.349998474121094
2022-05-17,55.279998779296875
2022-05-18,53.38999938964844
2022-05-19,53.040000915527344
2022-05-20,53.20000076293945
2022-05-23,53.93000030517578
2022-05-24,54.0
2022-05-25,54.40999984741211
2022-05-26,55.25
2022-05-27,56.290000915527344
2022-05-31,55.880001068115234
2022-06-01,55.47999954223633
2022-06-02,56.040000915527344
2022-06-03,55.45000076293945
2022-06-06,55.529998779296875
2022-06-07,56.150001525878906
2022-06-08,55.5099983215332
2022-06-09,54.380001068115234
2022-06-10,53.189998626708984
2022-06-13,51.459999084472656
2022-06-14,51.15999984741211
2022-06-15,50.0
2022-06-16,48.599998474121094
2022-06-17,48.439998626708984
2022-06-21,49.61000061035156
2022-06-22,49.5
2022-06-23,49.70000076293945
2022-06-24,50.93000030517578
2022-06-27,51.0
2022-06-28,50.380001068115234
2022-06-29,50.310001373291016
2022-06-30,50.06999969482422
2022-07-01,50.41999816894531
2022-07-05,49.959999084472656
2022-07-06,50.189998626708984
2022-07-07,50.77000045776367
2022-07-08,50.720001220703125
2022-07-11,50.310001373291016
2022-07-12,49.880001068115234
2022-07-13,49.59000015258789
2022-07-14,49.279998779296875
2022-07-15,50.209999084472656
2022-07-18,49.84000015258789
2022-07-19,51.060001373291016
2022-07-20,51.0
2022-07-21,51.2400016784668
2022-07-22,50.95000076293945
2022-07-25,51.2400016784668
2022-07-26,50.93000030517578
2022-07-27,51.72999954223633
2022-07-28,52.15999984741211
2022-07-29,52.540000915527344
2022-08-01,52.34000015258789
2022-08-02,51.970001220703125
2022-08-03,52.56999969482422
2022-08-04,52.439998626708984
2022-08-05,52.52000045776367
2022-08-08,52.5099983215332
2022-08-09,52.43000030517578
2022-08-10,53.25
2022-08-11,53.290000915527344
2022-08-12,54.130001068115234
2022-08-15,54.220001220703125
2022-08-16,54.310001373291016
2022-08-17,53.97999954223633
2022-08-18,54.13999938964844
2022-08-19,53.72999954223633
2022-08-22,52.849998474121094
2022-08-23,52.70000076293945
2022-08-24,52.83000183105469
2022-08-25,53.540000915527344
2022-08-26,52.09000015258789
2022-08-29,51.880001068115234
2022-08-30,51.25
2022-08-31,50.939998626708984
2022-09-01,51.06999969482422
2022-09-02,50.65999984741211
2022-09-06,50.4900016784668
2022-09-07,51.18000030517578
2022-09-08,51.56999969482422
2022-09-09,52.209999084472656
2022-09-12,52.599998474121094
2022-09-13,50.66999816894531
2022-09-14,50.7599983215332
2022-09-15,50.43000030517578
2022-09-16,50.209999084472656
2022-09-19,50.40999984741211
2022-09-20,49.83000183105469
2022-09-21,49.08000183105469
2022-09-22,48.880001068115234
2022-09-23,47.9900016784668
2022-09-26,47.400001525878906
2022-09-27,47.279998779296875
2022-09-28,48.150001525878906
2022-09-29,47.43000030517578
2022-09-30,46.84000015258789
2022-10-03,48.119998931884766
2022-10-04,49.52000045776367
2022-10-05,49.45000076293945
2022-10-06,48.88999938964844
2022-10-07,47.79999923706055
2022-10-10,47.400001525878906
2022-10-11,47.18000030517578
2022-10-12,47.0099983215332
2022-10-13,48.18000030517578
2022-10-14,47.2400016784668
2022-10-17,48.20000076293945
2022-10-18,48.75
2022-10-19,48.470001220703125
2022-10-20,48.20000076293945
2022-10-21,49.29999923706055
2022-10-24,49.869998931884766
2022-10-25,50.349998474121094
2022-10-26,50.369998931884766
2022-10-27,50.36000061035156
2022-10-28,51.439998626708984
2022-10-31,51.20000076293945
2022-11-01,51.16999816894531
2022-11-02,50.34000015258789
2022-11-03,50.099998474121094
2022-11-04,50.810001373291016
2022-11-07,51.380001068115234
2022-11-08,51.68000030517578
2022-11-09,50.75
2022-11-10,52.880001068115234
2022-11-11,52.849998474121094
2022-11-14,52.5
2022-11-15,52.7400016784668
2022-11-16,52.43000030517578
2022-11-17,52.439998626708984
2022-11-18,52.77000045776367
2022-11-21,52.7400016784668
2022-11-22,53.41999816894531
2022-11-23,53.630001068115234
2022-11-25,53.779998779296875
2022-11-28,53.099998474121094
2022-11-29,53.119998931884766
2022-11-30,54.38999938964844
2022-12-01,54.25
2022-12-02,54.2400016784668
2022-12-05,53.439998626708984
2022-12-06,52.91999816894531
2022-12-07,52.90999984741211
2022-12-08,53.25
2022-12-09,52.90999984741211
2022-12-12,53.65999984741211
2022-12-13,53.939998626708984
2022-12-14,53.810001373291016
2022-12-15,52.7400016784668
2022-12-16,51.119998931884766
2022-12-19,50.810001373291016
2022-12-20,50.810001373291016
2022-12-21,51.529998779296875
2022-12-22,50.9900016784668
