Date,RSLEX
2022-02-28,68.02999877929688
2022-03-01,66.87000274658203
2022-03-02,67.83000183105469
2022-03-03,66.30999755859375
2022-03-04,64.51000213623047
2022-03-07,62.15999984741211
2022-03-08,62.25
2022-03-09,64.66999816894531
2022-03-10,64.11000061035156
2022-03-11,63.099998474121094
2022-03-14,62.02000045776367
2022-03-15,62.70000076293945
2022-03-16,65.36000061035156
2022-03-17,66.44000244140625
2022-03-18,67.61000061035156
2022-03-21,66.75
2022-03-22,67.38999938964844
2022-03-23,66.44999694824219
2022-03-24,66.88999938964844
2022-03-25,66.43000030517578
2022-03-28,66.47000122070312
2022-03-29,68.52999877929688
2022-03-30,67.88999938964844
2022-03-31,66.95999908447266
2022-04-01,67.58000183105469
2022-04-04,68.33000183105469
2022-04-05,67.30999755859375
2022-04-06,66.01000213623047
2022-04-07,65.81999969482422
2022-04-08,65.37999725341797
2022-04-11,64.56999969482422
2022-04-12,64.41999816894531
2022-04-13,65.47000122070312
2022-04-14,64.87999725341797
2022-04-18,64.2699966430664
2022-04-19,65.22000122070312
2022-04-20,65.19999694824219
2022-04-21,64.0
2022-04-22,62.54999923706055
2022-04-25,62.849998474121094
2022-04-26,60.779998779296875
2022-04-27,60.68000030517578
2022-04-28,61.599998474121094
2022-04-29,60.4900016784668
2022-05-02,60.790000915527344
2022-05-03,60.869998931884766
2022-05-04,62.06999969482422
2022-05-05,59.61000061035156
2022-05-06,58.33000183105469
2022-05-09,55.939998626708984
2022-05-10,56.029998779296875
2022-05-11,55.22999954223633
2022-05-12,55.59000015258789
2022-05-13,57.70000076293945
2022-05-16,57.25
2022-05-17,58.5099983215332
2022-05-18,56.68000030517578
2022-05-19,57.209999084472656
2022-05-20,57.459999084472656
2022-05-23,58.08000183105469
2022-05-24,57.029998779296875
2022-05-25,57.43000030517578
2022-05-26,58.5
2022-05-27,59.779998779296875
2022-05-31,59.56999969482422
2022-06-01,58.869998931884766
2022-06-02,60.31999969482422
2022-06-03,59.52000045776367
2022-06-06,59.77000045776367
2022-06-07,60.029998779296875
2022-06-08,59.5
2022-06-09,58.16999816894531
2022-06-10,56.619998931884766
2022-06-13,54.099998474121094
2022-06-14,53.7400016784668
2022-06-15,54.58000183105469
2022-06-16,52.5099983215332
2022-06-17,53.040000915527344
2022-06-21,53.790000915527344
2022-06-22,53.459999084472656
2022-06-23,54.099998474121094
2022-06-24,55.709999084472656
2022-06-27,55.7599983215332
2022-06-28,54.91999816894531
2022-06-29,54.4900016784668
2022-06-30,54.0
2022-07-01,54.380001068115234
2022-07-05,54.5099983215332
2022-07-06,54.380001068115234
2022-07-07,55.52000045776367
2022-07-08,55.58000183105469
2022-07-11,54.470001220703125
2022-07-12,54.09000015258789
2022-07-13,53.939998626708984
2022-07-14,53.47999954223633
2022-07-15,54.279998779296875
2022-07-18,54.4900016784668
2022-07-19,55.77000045776367
2022-07-20,56.400001525878906
2022-07-21,57.04999923706055
2022-07-22,56.54999923706055
2022-07-25,56.59000015258789
2022-07-26,55.810001373291016
2022-07-27,57.08000183105469
2022-07-28,57.79999923706055
2022-07-29,58.380001068115234
2022-08-01,58.470001220703125
2022-08-02,58.08000183105469
2022-08-03,58.869998931884766
2022-08-04,59.130001068115234
2022-08-05,59.189998626708984
2022-08-08,59.59000015258789
2022-08-09,58.65999984741211
2022-08-10,60.279998779296875
2022-08-11,60.36000061035156
2022-08-12,61.11000061035156
2022-08-15,61.029998779296875
2022-08-16,60.93000030517578
2022-08-17,60.150001525878906
2022-08-18,60.310001373291016
2022-08-19,59.060001373291016
2022-08-22,57.880001068115234
2022-08-23,58.0
2022-08-24,58.380001068115234
2022-08-25,59.22999954223633
2022-08-26,57.52000045776367
2022-08-29,57.13999938964844
2022-08-30,56.72999954223633
2022-08-31,56.540000915527344
2022-09-01,55.77000045776367
2022-09-02,55.529998779296875
2022-09-06,55.20000076293945
2022-09-07,56.09000015258789
2022-09-08,56.52000045776367
2022-09-09,57.63999938964844
2022-09-12,58.33000183105469
2022-09-13,56.27000045776367
2022-09-14,56.45000076293945
2022-09-15,56.060001373291016
2022-09-16,55.279998779296875
2022-09-19,55.5
2022-09-20,54.86000061035156
2022-09-21,54.06999969482422
2022-09-22,53.099998474121094
2022-09-23,51.959999084472656
2022-09-26,51.33000183105469
2022-09-27,51.470001220703125
2022-09-28,52.560001373291016
2022-09-29,51.56999969482422
2022-09-30,51.52000045776367
2022-10-03,52.689998626708984
2022-10-04,54.619998931884766
2022-10-05,54.29999923706055
2022-10-06,53.970001220703125
2022-10-07,52.630001068115234
