Date,FSKAX
2022-06-14,103.80000305175781
2022-06-15,105.37000274658203
2022-06-16,101.69000244140625
2022-06-17,102.12999725341797
2022-06-21,104.5
2022-06-22,104.37000274658203
2022-06-23,105.48999786376953
2022-06-24,108.77999877929688
2022-06-27,108.48999786376953
2022-06-28,106.30000305175781
2022-06-29,106.08000183105469
2022-06-30,105.11000061035156
2022-07-01,106.29000091552734
2022-07-05,106.62999725341797
2022-07-06,106.81999969482422
2022-07-07,108.5999984741211
2022-07-08,108.48999786376953
2022-07-11,107.11000061035156
2022-07-12,106.18000030517578
2022-07-13,105.75
2022-07-14,105.27999877929688
2022-07-15,107.33999633789062
2022-07-18,106.55999755859375
2022-07-19,109.58999633789062
2022-07-20,110.45999908447266
2022-07-21,111.51000213623047
2022-07-22,110.31999969482422
2022-07-25,110.4800033569336
2022-07-26,109.16000366210938
2022-07-27,112.0199966430664
2022-07-28,113.43000030517578
2022-07-29,114.9800033569336
2022-08-01,114.70999908447266
2022-08-02,114.06999969482422
2022-08-03,115.87999725341797
2022-08-04,115.77999877929688
2022-08-05,115.7699966430664
2022-08-08,115.79000091552734
2022-08-09,115.0999984741211
2022-08-10,117.7699966430664
2022-08-11,117.7300033569336
2022-08-12,119.80000305175781
2022-08-15,120.25
2022-08-16,120.45999908447266
2022-08-17,119.41000366210938
2022-08-18,119.73999786376953
2022-08-19,118.0199966430664
2022-08-22,115.5
2022-08-23,115.30000305175781
2022-08-24,115.73999786376953
2022-08-25,117.44999694824219
2022-08-26,113.51000213623047
2022-08-29,112.70999908447266
2022-08-30,111.44999694824219
2022-08-31,110.62999725341797
2022-09-01,110.72000122070312
2022-09-02,109.62000274658203
2022-09-06,109.11000061035156
2022-09-07,111.19000244140625
2022-09-08,112.0199966430664
2022-09-09,113.8499984741211
2022-09-12,115.08000183105469
2022-09-13,110.16999816894531
2022-09-14,110.56999969482422
2022-09-15,109.4000015258789
2022-09-16,108.44000244140625
2022-09-19,109.19000244140625
2022-09-20,107.87000274658203
2022-09-21,106.05999755859375
2022-09-22,104.88999938964844
2022-09-23,103.0
2022-09-26,101.83999633789062
2022-09-27,101.73999786376953
2022-09-28,103.91999816894531
2022-09-29,101.70999908447266
2022-09-30,100.31999969482422
2022-10-03,102.91999816894531
2022-10-04,106.2699966430664
2022-10-05,106.0199966430664
2022-10-06,105.04000091552734
2022-10-07,102.02999877929688
2022-10-10,101.20999908447266
2022-10-11,100.58000183105469
2022-10-12,100.27999877929688
2022-10-13,102.76000213623047
2022-10-14,100.2699966430664
2022-10-17,103.02999877929688
2022-10-18,104.26000213623047
2022-10-19,103.36000061035156
2022-10-20,102.5199966430664
2022-10-21,104.87999725341797
2022-10-24,105.9800033569336
2022-10-25,107.91999816894531
2022-10-26,107.25
2022-10-27,106.72000122070312
2022-10-28,109.25
2022-10-31,108.51000213623047
2022-11-01,108.19999694824219
2022-11-02,105.3499984741211
2022-11-03,104.31999969482422
2022-11-04,105.63999938964844
2022-11-07,106.5999984741211
2022-11-08,107.16000366210938
2022-11-09,104.8499984741211
2022-11-10,110.87999725341797
2022-11-11,112.01000213623047
2022-11-14,110.94000244140625
2022-11-15,112.05999755859375
2022-11-16,110.94000244140625
2022-11-17,110.48999786376953
2022-11-18,111.0
2022-11-21,110.5199966430664
2022-11-22,112.01000213623047
2022-11-23,112.68000030517578
2022-11-25,112.69999694824219
2022-11-28,110.9000015258789
2022-11-29,110.79000091552734
2022-11-30,114.23999786376953
2022-12-01,114.19999694824219
2022-12-02,114.12000274658203
2022-12-05,111.87000274658203
2022-12-06,110.23999786376953
2022-12-07,110.0199966430664
2022-12-08,110.88999938964844
2022-12-09,110.04000091552734
2022-12-12,111.62000274658203
2022-12-13,112.45999908447266
2022-12-14,111.83000183105469
2022-12-15,109.0199966430664
2022-12-16,106.29000091552734
2022-12-19,105.2300033569336
2022-12-20,105.4000015258789
2022-12-21,107.01000213623047
2022-12-22,105.45999908447266
2022-12-23,106.05000305175781
2022-12-27,105.58999633789062
2022-12-28,104.27999877929688
2022-12-29,106.23999786376953
2022-12-30,105.9800033569336
2023-01-03,105.52999877929688
2023-01-04,106.44999694824219
2023-01-05,105.19000244140625
2023-01-06,107.56999969482422
2023-01-09,107.58999633789062
2023-01-10,108.43000030517578
2023-01-11,109.87000274658203
2023-01-12,110.41999816894531
2023-01-13,110.9000015258789
2023-01-17,110.7300033569336
2023-01-18,109.02999877929688
2023-01-19,108.13999938964844
2023-01-20,110.2300033569336
2023-01-23,111.61000061035156
2023-01-24,111.45999908447266
2023-01-25,111.47000122070312
2023-01-26,112.69999694824219
2023-01-27,113.08000183105469
2023-01-30,111.58000183105469
2023-01-31,113.37999725341797
2023-02-01,114.69999694824219
2023-02-02,116.5
2023-02-03,115.25
2023-02-06,114.44000244140625
2023-02-07,115.87000274658203
2023-02-08,114.56999969482422
2023-02-09,113.47000122070312
2023-02-10,113.66000366210938
2023-02-13,114.9800033569336
2023-02-14,115.05999755859375
2023-02-15,115.62000274658203
2023-02-16,114.06999969482422
2023-02-17,113.75
2023-02-21,111.33000183105469
2023-02-22,111.26000213623047
2023-02-23,111.8499984741211
2023-02-24,110.66999816894531
2023-02-27,111.02999877929688
2023-02-28,110.75
2023-03-01,110.30999755859375
2023-03-02,111.12000274658203
2023-03-03,112.9000015258789
2023-03-06,112.75
2023-03-07,111.08999633789062
2023-03-08,111.2300033569336
2023-03-09,109.0199966430664
2023-03-10,107.13999938964844
2023-03-13,106.80000305175781
2023-03-14,108.62999725341797
2023-03-15,107.72000122070312
2023-03-16,109.61000061035156
2023-03-17,108.22000122070312
2023-03-20,109.19000244140625
2023-03-21,110.76000213623047
2023-03-22,108.77999877929688
2023-03-23,109.0199966430664
2023-03-24,109.61000061035156
2023-03-27,109.91000366210938
2023-03-28,109.7699966430664
2023-03-29,111.33999633789062
2023-03-30,111.94000244140625
2023-03-31,113.66999816894531
2023-04-03,113.9800033569336
2023-04-04,113.18000030517578
2023-04-05,112.75
2023-04-06,113.13999938964844
2023-04-10,113.38999938964844
2023-04-11,113.5
2023-04-12,112.9800033569336
2023-04-13,114.47000122070312
2023-04-14,113.94000244140625
2023-04-17,114.41999816894531
2023-04-18,114.48999786376953
2023-04-19,114.5
2023-04-20,113.80999755859375
2023-04-21,113.91000366210938
2023-04-24,113.94000244140625
2023-04-25,112.0
2023-04-26,111.55000305175781
2023-04-27,113.63999938964844
2023-04-28,114.58999633789062
2023-05-01,114.55999755859375
2023-05-02,113.12999725341797
2023-05-03,112.45999908447266
2023-05-04,111.61000061035156
2023-05-05,113.7300033569336
2023-05-08,113.80999755859375
2023-05-09,113.33999633789062
2023-05-10,113.86000061035156
2023-05-11,113.5999984741211
2023-05-12,113.41000366210938
2023-05-15,113.91999816894531
2023-05-16,113.04000091552734
2023-05-17,114.52999877929688
2023-05-18,115.63999938964844
2023-05-19,115.37999725341797
2023-05-22,115.5999984741211
2023-05-23,114.3499984741211
2023-05-24,113.4800033569336
2023-05-25,114.25
2023-05-26,115.7699966430664
2023-05-30,115.79000091552734
2023-05-31,115.08999633789062
2023-06-01,116.25
2023-06-02,118.19999694824219
2023-06-05,117.87000274658203
2023-06-06,118.43000030517578
2023-06-07,118.16000366210938
2023-06-08,118.79000091552734
2023-06-09,118.81999969482422
2023-06-12,119.9000015258789
2023-06-13,120.83999633789062
2023-06-14,120.83999633789062
2023-06-15,122.31999969482422
2023-06-16,121.83000183105469
2023-06-20,121.22000122070312
2023-06-21,120.58999633789062
2023-06-22,120.9000015258789
2023-06-23,119.87999725341797
2023-06-26,119.47000122070312
2023-06-27,120.93000030517578
2023-06-28,120.97000122070312
2023-06-29,121.58000183105469
2023-06-30,122.9800033569336
2023-07-03,123.19000244140625
2023-07-05,122.83999633789062
2023-07-06,121.76000213623047
2023-07-07,121.6500015258789
2023-07-10,122.16000366210938
2023-07-11,123.12000274658203
2023-07-12,124.02999877929688
2023-07-13,125.1500015258789
2023-07-14,124.86000061035156
2023-07-17,125.44999694824219
2023-07-18,126.41000366210938
2023-07-19,126.75
2023-07-20,125.80999755859375
2023-07-21,125.80999755859375
2023-07-24,126.23999786376953
2023-07-25,126.58000183105469
2023-07-26,126.6500015258789
2023-07-27,125.7300033569336
2023-07-28,127.05999755859375
2023-07-31,127.41000366210938
2023-08-01,127.05000305175781
2023-08-02,125.22000122070312
2023-08-03,124.9000015258789
2023-08-04,124.30000305175781
2023-08-07,125.33000183105469
2023-08-08,124.70999908447266
2023-08-09,123.80999755859375
2023-08-10,123.80999755859375
2023-08-11,123.69999694824219
2023-08-14,124.33000183105469
2023-08-15,122.88999938964844
2023-08-16,121.93000030517578
2023-08-17,120.91999816894531
2023-08-18,121.0
2023-08-21,121.73999786376953
2023-08-22,121.38999938964844
2023-08-23,122.76000213623047
2023-08-24,121.11000061035156
2023-08-25,121.9000015258789
2023-08-28,122.69000244140625
2023-08-29,124.51000213623047
2023-08-30,125.04000091552734
2023-08-31,124.93000030517578
2023-09-01,125.30999755859375
2023-09-05,124.58999633789062
2023-09-06,123.79000091552734
2023-09-07,123.3499984741211
2023-09-08,123.48999786376953
2023-09-11,124.27999877929688
2023-09-12,123.6500015258789
2023-09-13,123.66000366210938
2023-09-14,124.75
2023-09-15,123.27999877929688
2023-09-18,123.2699966430664
2023-09-19,122.9800033569336
2023-09-20,121.87000274658203
2023-09-21,119.80999755859375
2023-09-22,119.55000305175781
2023-09-25,120.0199966430664
2023-09-26,118.29000091552734
2023-09-27,118.47000122070312
2023-09-28,119.25
2023-09-29,118.94999694824219
2023-10-02,118.75
2023-10-03,117.0199966430664
2023-10-04,117.93000030517578
2023-10-05,117.80000305175781
2023-10-06,119.22000122070312
2023-10-09,119.9800033569336
2023-10-10,120.69999694824219
2023-10-11,121.18000030517578
2023-10-12,120.19999694824219
2023-10-13,119.52999877929688
2023-10-16,120.9000015258789
2023-10-17,121.04000091552734
2023-10-18,119.26000213623047
2023-10-19,118.16000366210938
2023-10-20,116.66000366210938
2023-10-23,116.37000274658203
2023-10-24,117.23999786376953
2023-10-25,115.44999694824219
2023-10-26,114.27999877929688
2023-10-27,113.63999938964844
2023-10-30,114.94999694824219
2023-10-31,115.73999786376953
2023-11-01,116.87999725341797
2023-11-02,119.16999816894531
2023-11-03,120.55000305175781
2023-11-06,120.54000091552734
2023-11-07,120.91000366210938
2023-11-08,120.91999816894531
2023-11-09,119.87999725341797
2023-11-10,121.69999694824219
2023-11-13,121.62000274658203
2023-11-14,124.37000274658203
2023-11-15,124.61000061035156
2023-11-16,124.56999969482422
2023-11-17,124.88999938964844
2023-11-20,125.80999755859375
2023-11-21,125.44000244140625
2023-11-22,126.0
2023-11-24,126.19999694824219
2023-11-27,125.95999908447266
2023-11-28,126.04000091552734
2023-11-29,126.11000061035156
2023-11-30,126.63999938964844
2023-12-01,127.7300033569336
2023-12-04,127.23999786376953
2023-12-05,126.97000122070312
2023-12-06,126.51000213623047
2023-12-07,127.5199966430664
2023-12-08,128.10000610351562
2023-12-11,128.61000061035156
2023-12-12,129.1300048828125
2023-12-13,131.14999389648438
2023-12-14,131.9199981689453
2023-12-15,130.19000244140625
2023-12-18,130.7100067138672
2023-12-19,131.66000366210938
2023-12-20,129.66000366210938
2023-12-21,131.11000061035156
2023-12-22,131.39999389648438
2023-12-26,132.05999755859375
2023-12-27,132.25999450683594
2023-12-28,132.3000030517578
2023-12-29,131.75
2024-01-02,130.91000366210938
2024-01-03,129.55999755859375
2024-01-04,129.19000244140625
2024-01-05,129.41000366210938
2024-01-08,131.3300018310547
2024-01-09,131.07000732421875
2024-01-10,131.75999450683594
2024-01-11,131.61000061035156
2024-01-12,131.66000366210938
2024-01-16,131.0800018310547
2024-01-17,130.30999755859375
2024-01-18,131.42999267578125
2024-01-19,133.0399932861328
2024-01-22,133.57000732421875
2024-01-23,133.86000061035156
2024-01-24,133.82000732421875
2024-01-25,134.52000427246094
2024-01-26,134.47999572753906
2024-01-29,135.66000366210938
2024-01-30,135.49000549316406
2024-01-31,133.2100067138672
2024-02-01,134.8800048828125
2024-02-02,136.14999389648438
2024-02-05,135.5399932861328
2024-02-06,135.97999572753906
2024-02-07,137.02000427246094
2024-02-08,137.33999633789062
2024-02-09,138.24000549316406
2024-02-12,138.30999755859375
2024-02-13,136.13999938964844
2024-02-14,137.6999969482422
2024-02-15,138.7100067138672
2024-02-16,137.97999572753906
2024-02-20,137.0500030517578
2024-02-21,137.08999633789062
2024-02-22,139.85000610351562
2024-02-23,139.9499969482422
2024-02-26,139.55999755859375
2024-02-27,139.94000244140625
2024-02-28,139.67999267578125
2024-02-29,140.4499969482422
2024-03-01,141.5800018310547
2024-03-04,141.44000244140625
2024-03-05,139.97000122070312
2024-03-06,140.75999450683594
2024-03-07,142.1999969482422
2024-03-08,141.3300018310547
2024-03-11,141.0800018310547
2024-03-12,142.50999450683594
2024-03-13,142.32000732421875
2024-03-14,141.7100067138672
2024-03-15,140.89999389648438
2024-03-18,141.63999938964844
2024-03-19,142.44000244140625
2024-03-20,143.88999938964844
2024-03-21,144.47999572753906
2024-03-22,144.1300048828125
2024-03-25,143.75999450683594
2024-03-26,143.4199981689453
2024-03-27,144.7899932861328
2024-03-28,144.99000549316406
2024-04-01,144.57000732421875
2024-04-02,143.3800048828125
2024-04-03,143.61000061035156
2024-04-04,141.88999938964844
2024-04-05,143.4199981689453
2024-04-08,143.47000122070312
2024-04-09,143.7100067138672
2024-04-10,142.16000366210938
2024-04-11,143.1699981689453
2024-04-12,140.75
2024-04-15,138.97000122070312
2024-04-16,138.64999389648438
2024-04-17,137.7899932861328
2024-04-18,137.5
2024-04-19,136.4499969482422
2024-04-22,137.66000366210938
2024-04-23,139.4199981689453
2024-04-24,139.4199981689453
2024-04-25,138.77000427246094
2024-04-26,140.13999938964844
2024-04-29,140.6300048828125
2024-04-30,138.33999633789062
2024-05-01,138.0
2024-05-02,139.3800048828125
2024-05-03,141.0500030517578
2024-05-06,142.5800018310547
2024-05-07,142.7100067138672
2024-05-08,142.6300048828125
2024-05-09,143.4499969482422
2024-05-10,143.61000061035156
2024-05-13,143.58999633789062
2024-05-14,144.39999389648438
2024-05-15,146.11000061035156
2024-05-16,145.74000549316406
2024-05-17,145.91000366210938
2024-05-20,146.10000610351562
2024-05-21,146.35000610351562
2024-05-22,145.88999938964844
2024-05-23,144.6699981689453
2024-05-24,145.72000122070312
2024-05-28,145.66000366210938
2024-05-29,144.52000427246094
2024-05-30,143.83999633789062
2024-05-31,144.91000366210938
2024-06-03,144.97000122070312
2024-06-04,144.97000122070312
2024-06-05,146.72999572753906
2024-06-06,146.6300048828125
2024-06-07,146.33999633789062
2024-06-10,146.77999877929688
2024-06-11,147.08999633789062
2024-06-12,148.4600067138672
2024-06-13,148.5800018310547
2024-06-14,148.35000610351562
2024-06-17,149.49000549316406
2024-06-18,149.85000610351562
2024-06-20,149.4600067138672
2024-06-21,149.30999755859375
2024-06-24,148.99000549316406
2024-06-25,149.41000366210938
2024-06-26,149.60000610351562
2024-06-27,149.85000610351562
2024-06-28,149.41000366210938
2024-07-01,149.63999938964844
2024-07-02,150.5
2024-07-03,151.22999572753906
2024-07-05,151.91000366210938
2024-07-08,152.11000061035156
2024-07-09,152.11000061035156
2024-07-10,153.64999389648438
2024-07-11,152.91000366210938
2024-07-12,153.83999633789062
2024-07-15,154.4600067138672
2024-07-16,155.83999633789062
2024-07-17,153.6199951171875
2024-07-18,152.27999877929688
2024-07-19,151.27999877929688
2024-07-22,152.97000122070312
2024-07-23,152.86000061035156
2024-07-24,149.2899932861328
2024-07-25,148.8300018310547
2024-07-26,150.5800018310547
2024-07-29,150.58999633789062
2024-07-30,149.9499969482422
2024-07-31,152.16000366210938
2024-08-01,149.83999633789062
2024-08-02,146.82000732421875
2024-08-05,142.42999267578125
2024-08-06,143.92999267578125
2024-08-07,142.75
2024-08-08,146.11000061035156
2024-08-09,146.75
2024-08-12,146.6199951171875
2024-08-13,149.11000061035156
2024-08-14,149.60000610351562
2024-08-15,152.16000366210938
2024-08-16,152.49000549316406
2024-08-19,154.00999450683594
2024-08-20,153.55999755859375
2024-08-21,154.39999389648438
2024-08-22,153.00999450683594
2024-08-23,155.0399932861328
2024-08-26,154.57000732421875
2024-08-27,154.72000122070312
2024-08-28,153.77000427246094
2024-08-29,153.88999938964844
2024-08-30,155.41000366210938
2024-09-03,151.99000549316406
2024-09-04,151.72999572753906
2024-09-05,151.22999572753906
2024-09-06,148.63999938964844
2024-09-09,150.27999877929688
2024-09-10,150.8699951171875
2024-09-11,152.41000366210938
2024-09-12,153.60000610351562
2024-09-13,154.6999969482422
2024-09-16,155.00999450683594
2024-09-17,155.14999389648438
2024-09-18,154.77000427246094
2024-09-19,157.47000122070312
2024-09-20,157.0500030517578
2024-09-23,157.4499969482422
2024-09-24,157.83999633789062
2024-09-25,157.39999389648438
2024-09-26,158.10000610351562
2024-09-27,157.99000549316406
2024-09-30,158.61000061035156
2024-10-01,157.08999633789062
2024-10-02,157.1300048828125
2024-10-03,156.80999755859375
2024-10-04,158.36000061035156
2024-10-07,156.86000061035156
2024-10-08,158.24000549316406
2024-10-09,159.35000610351562
2024-10-10,159.0500030517578
2024-10-11,160.24000549316406
2024-10-14,161.4499969482422
2024-10-15,160.36000061035156
2024-10-16,161.24000549316406
2024-10-17,161.2100067138672
2024-10-18,161.80999755859375
2024-10-21,161.32000732421875
2024-10-22,161.16000366210938
2024-10-23,159.6999969482422
2024-10-24,160.08999633789062
2024-10-25,159.9600067138672
2024-10-28,160.58999633789062
2024-10-29,160.83999633789062
2024-10-30,160.3699951171875
2024-10-31,157.47999572753906
2024-11-01,158.1300048828125
2024-11-04,157.77999877929688
2024-11-05,159.82000732421875
2024-11-06,164.32000732421875
2024-11-07,165.4600067138672
2024-11-08,166.17999267578125
2024-11-11,166.6699981689453
2024-11-12,166.02999877929688
2024-11-13,165.9199981689453
2024-11-14,164.80999755859375
2024-11-15,162.66000366210938
2024-11-18,163.33999633789062
2024-11-19,164.11000061035156
2024-11-20,164.2100067138672
2024-11-21,165.3699951171875
