Date,AMCFX
2022-02-28,39.86000061035156
2022-03-01,39.2400016784668
2022-03-02,39.81999969482422
2022-03-03,39.189998626708984
2022-03-04,38.54999923706055
2022-03-07,36.9900016784668
2022-03-08,36.81999969482422
2022-03-09,38.16999816894531
2022-03-10,37.95000076293945
2022-03-11,37.189998626708984
2022-03-14,36.68000030517578
2022-03-15,37.61000061035156
2022-03-16,38.9900016784668
2022-03-17,39.619998931884766
2022-03-18,40.36000061035156
2022-03-21,39.970001220703125
2022-03-22,40.58000183105469
2022-03-23,39.779998779296875
2022-03-24,40.310001373291016
2022-03-25,40.13999938964844
2022-03-28,40.56999969482422
2022-03-29,41.43000030517578
2022-03-30,40.91999816894531
2022-03-31,40.27000045776367
2022-04-01,40.45000076293945
2022-04-04,40.93000030517578
2022-04-05,40.220001220703125
2022-04-06,39.5099983215332
2022-04-07,39.63999938964844
2022-04-08,39.400001525878906
2022-04-11,38.7599983215332
2022-04-12,38.52000045776367
2022-04-13,39.22999954223633
2022-04-14,38.630001068115234
2022-04-18,38.41999816894531
2022-04-19,39.290000915527344
2022-04-20,38.72999954223633
2022-04-21,37.86000061035156
2022-04-22,36.86000061035156
2022-04-25,37.189998626708984
2022-04-26,35.970001220703125
2022-04-27,36.0099983215332
2022-04-28,37.06999969482422
2022-04-29,35.75
2022-05-02,36.130001068115234
2022-05-03,36.06999969482422
2022-05-04,37.060001373291016
2022-05-05,35.52000045776367
2022-05-06,34.95000076293945
2022-05-09,33.40999984741211
2022-05-10,33.619998931884766
2022-05-11,32.939998626708984
2022-05-12,33.150001525878906
2022-05-13,34.31999969482422
2022-05-16,33.90999984741211
2022-05-17,34.66999816894531
2022-05-18,33.27000045776367
2022-05-19,33.400001525878906
2022-05-20,33.439998626708984
2022-05-23,33.779998779296875
2022-05-24,33.150001525878906
2022-05-25,33.599998474121094
2022-05-26,34.47999954223633
2022-05-27,35.47999954223633
2022-05-31,35.20000076293945
2022-06-01,34.779998779296875
2022-06-02,35.720001220703125
2022-06-03,35.04999923706055
2022-06-06,35.220001220703125
2022-06-07,35.540000915527344
2022-06-08,35.25
2022-06-09,34.400001525878906
2022-06-10,33.29999923706055
2022-06-13,31.809999465942383
2022-06-14,31.700000762939453
2022-06-15,30.06999969482422
2022-06-16,28.940000534057617
2022-06-17,29.239999771118164
2022-06-21,29.84000015258789
2022-06-22,29.8700008392334
2022-06-23,30.40999984741211
2022-06-24,31.3700008392334
2022-06-27,31.190000534057617
2022-06-28,30.479999542236328
2022-06-29,30.459999084472656
2022-06-30,30.1299991607666
2022-07-01,30.43000030517578
2022-07-05,30.770000457763672
2022-07-06,30.81999969482422
2022-07-07,31.360000610351562
2022-07-08,31.31999969482422
2022-07-11,30.809999465942383
2022-07-12,30.43000030517578
2022-07-13,30.270000457763672
2022-07-14,30.149999618530273
2022-07-15,30.790000915527344
2022-07-18,30.59000015258789
2022-07-19,31.5
2022-07-20,31.8799991607666
2022-07-21,32.34000015258789
2022-07-22,31.809999465942383
2022-07-25,31.760000228881836
2022-07-26,31.260000228881836
2022-07-27,32.220001220703125
2022-07-28,32.689998626708984
2022-07-29,33.04999923706055
2022-08-01,33.04999923706055
2022-08-02,32.93000030517578
2022-08-03,33.54999923706055
2022-08-04,33.72999954223633
2022-08-05,33.689998626708984
2022-08-08,33.72999954223633
2022-08-09,33.33000183105469
2022-08-10,34.22999954223633
2022-08-11,34.119998931884766
2022-08-12,34.66999816894531
2022-08-15,34.75
2022-08-16,34.72999954223633
2022-08-17,34.279998779296875
2022-08-18,34.31999969482422
2022-08-19,33.709999084472656
2022-08-22,32.93000030517578
2022-08-23,32.84000015258789
2022-08-24,33.0099983215332
2022-08-25,33.54999923706055
2022-08-26,32.33000183105469
2022-08-29,32.060001373291016
2022-08-30,31.809999465942383
2022-08-31,31.6200008392334
2022-09-01,31.6299991607666
2022-09-02,31.309999465942383
2022-09-06,31.170000076293945
2022-09-07,31.81999969482422
2022-09-08,32.130001068115234
2022-09-09,32.7400016784668
2022-09-12,33.060001373291016
2022-09-13,31.59000015258789
2022-09-14,31.75
2022-09-15,31.479999542236328
2022-09-16,31.139999389648438
2022-09-19,31.260000228881836
2022-09-20,30.860000610351562
2022-09-21,30.31999969482422
2022-09-22,29.829999923706055
2022-09-23,29.43000030517578
2022-09-26,29.15999984741211
2022-09-27,29.170000076293945
2022-09-28,29.84000015258789
2022-09-29,29.25
2022-09-30,28.90999984741211
2022-10-03,29.59000015258789
2022-10-04,30.639999389648438
2022-10-05,30.6200008392334
2022-10-06,30.43000030517578
2022-10-07,29.469999313354492
2022-10-10,29.100000381469727
2022-10-11,28.790000915527344
2022-10-12,28.739999771118164
2022-10-13,29.200000762939453
2022-10-14,28.43000030517578
2022-10-17,29.299999237060547
2022-10-18,29.600000381469727
2022-10-19,29.270000457763672
2022-10-20,29.06999969482422
2022-10-21,29.649999618530273
2022-10-24,29.8799991607666
2022-10-25,30.520000457763672
2022-10-26,30.209999084472656
2022-10-27,29.989999771118164
2022-10-28,30.520000457763672
2022-10-31,30.350000381469727
2022-11-01,30.200000762939453
2022-11-02,29.299999237060547
2022-11-03,28.979999542236328
2022-11-04,29.399999618530273
2022-11-07,29.610000610351562
2022-11-08,29.81999969482422
2022-11-09,29.25
2022-11-10,31.170000076293945
2022-11-11,31.6299991607666
2022-11-14,31.299999237060547
2022-11-15,31.780000686645508
2022-11-16,31.329999923706055
2022-11-17,31.040000915527344
2022-11-18,31.1299991607666
2022-11-21,30.860000610351562
2022-11-22,31.209999084472656
2022-11-23,31.5
2022-11-25,31.469999313354492
2022-11-28,31.010000228881836
2022-11-29,30.93000030517578
2022-11-30,32.08000183105469
2022-12-01,32.22999954223633
2022-12-02,32.16999816894531
2022-12-05,31.59000015258789
2022-12-06,31.149999618530273
2022-12-07,31.110000610351562
2022-12-08,31.469999313354492
2022-12-09,31.309999465942383
2022-12-12,31.719999313354492
2022-12-13,32.029998779296875
2022-12-14,31.8700008392334
2022-12-15,31.0
2022-12-16,30.68000030517578
2022-12-19,30.34000015258789
2022-12-20,30.350000381469727
2022-12-21,30.790000915527344
2022-12-22,30.3700008392334
2022-12-23,30.440000534057617
2022-12-27,30.260000228881836
2022-12-28,29.959999084472656
2022-12-29,30.600000381469727
2022-12-30,30.5
2023-01-03,30.420000076293945
2023-01-04,30.739999771118164
2023-01-05,30.31999969482422
2023-01-06,30.8799991607666
2023-01-09,31.049999237060547
2023-01-10,31.3700008392334
2023-01-11,31.860000610351562
2023-01-12,32.029998779296875
2023-01-13,32.220001220703125
2023-01-17,32.20000076293945
2023-01-18,31.8700008392334
2023-01-19,31.610000610351562
2023-01-20,32.33000183105469
2023-01-23,32.84000015258789
2023-01-24,32.7400016784668
2023-01-25,32.779998779296875
2023-01-26,33.11000061035156
