Date,RIRCX
2022-02-28,68.41000366210938
2022-03-01,67.61000061035156
2022-03-02,68.2699966430664
2022-03-03,67.97000122070312
2022-03-04,67.51000213623047
2022-03-07,66.18000030517578
2022-03-08,65.87999725341797
2022-03-09,66.95999908447266
2022-03-10,66.70999908447266
2022-03-11,66.26000213623047
2022-03-14,65.6500015258789
2022-03-15,66.08999633789062
2022-03-16,66.87999725341797
2022-03-17,67.61000061035156
2022-03-18,67.8499984741211
2022-03-21,67.79000091552734
2022-03-22,68.11000061035156
2022-03-23,67.72000122070312
2022-03-24,68.2300033569336
2022-03-25,68.44000244140625
2022-03-28,68.45999908447266
2022-03-29,69.05999755859375
2022-03-30,69.12000274658203
2022-03-31,68.4800033569336
2022-04-01,68.88999938964844
2022-04-04,68.9800033569336
2022-04-05,68.55999755859375
2022-04-06,68.61000061035156
2022-04-07,68.62999725341797
2022-04-08,68.80000305175781
2022-04-11,68.26000213623047
2022-04-12,68.13999938964844
2022-04-13,68.5
2022-04-14,68.19999694824219
2022-04-18,68.08999633789062
2022-04-19,68.33999633789062
2022-04-20,68.77999877929688
2022-04-21,68.2300033569336
2022-04-22,67.2300033569336
2022-04-25,67.05999755859375
2022-04-26,66.12000274658203
2022-04-27,66.25
2022-04-28,66.91000366210938
2022-04-29,65.68000030517578
2022-05-02,65.5199966430664
2022-05-03,65.97000122070312
2022-05-04,67.05000305175781
2022-05-05,65.81999969482422
2022-05-06,65.51000213623047
2022-05-09,64.33999633789062
2022-05-10,64.27999877929688
2022-05-11,64.2699966430664
2022-05-12,64.19000244140625
2022-05-13,65.06999969482422
2022-05-16,65.31999969482422
2022-05-17,66.08999633789062
2022-05-18,64.97000122070312
2022-05-19,64.70999908447266
2022-05-20,65.0199966430664
2022-05-23,65.55999755859375
2022-05-24,65.86000061035156
2022-05-25,66.26000213623047
2022-05-26,66.66000366210938
2022-05-27,67.37999725341797
2022-05-31,67.16000366210938
2022-06-01,66.72000122070312
2022-06-02,67.25
2022-06-03,66.75
2022-06-06,66.77999877929688
2022-06-07,67.23999786376953
2022-06-08,66.55000305175781
2022-06-09,65.52999877929688
2022-06-10,64.4800033569336
2022-06-13,62.369998931884766
2022-06-14,61.869998931884766
2022-06-15,62.540000915527344
2022-06-16,61.38999938964844
2022-06-17,61.15999984741211
2022-06-21,62.130001068115234
2022-06-22,61.970001220703125
2022-06-23,62.040000915527344
2022-06-24,63.119998931884766
2022-06-27,63.189998626708984
2022-06-28,62.939998626708984
2022-06-29,62.79999923706055
2022-06-30,62.54999923706055
2022-07-01,62.93000030517578
2022-07-05,62.22999954223633
2022-07-06,62.04999923706055
2022-07-07,62.560001373291016
2022-07-08,62.540000915527344
2022-07-11,62.18000030517578
2022-07-12,62.0
2022-07-13,61.79999923706055
2022-07-14,61.279998779296875
2022-07-15,62.029998779296875
2022-07-18,61.88999938964844
2022-07-19,62.849998474121094
2022-07-20,62.61000061035156
2022-07-21,62.900001525878906
2022-07-22,62.959999084472656
2022-07-25,63.2400016784668
2022-07-26,63.04999923706055
2022-07-27,63.66999816894531
2022-07-28,64.06999969482422
2022-07-29,64.25
2022-08-01,64.2300033569336
2022-08-02,63.79999923706055
2022-08-03,64.13999938964844
2022-08-04,64.08999633789062
2022-08-05,64.0
2022-08-08,64.12999725341797
2022-08-09,64.12999725341797
2022-08-10,64.77999877929688
2022-08-11,64.81999969482422
2022-08-12,65.37999725341797
2022-08-15,65.41000366210938
2022-08-16,65.48999786376953
2022-08-17,65.12999725341797
2022-08-18,65.16000366210938
2022-08-19,64.76000213623047
2022-08-22,63.959999084472656
2022-08-23,63.88999938964844
2022-08-24,63.93000030517578
2022-08-25,64.5199966430664
2022-08-26,63.47999954223633
2022-08-29,63.2400016784668
2022-08-30,62.72999954223633
2022-08-31,62.400001525878906
2022-09-01,62.25
2022-09-02,62.08000183105469
2022-09-06,61.81999969482422
