Date,CMLAX
2022-02-28,51.27000045776367
2022-03-01,50.7400016784668
2022-03-02,51.61000061035156
2022-03-03,51.689998626708984
2022-03-04,51.77000045776367
2022-03-07,50.91999816894531
2022-03-08,50.27000045776367
2022-03-09,51.0
2022-03-10,50.90999984741211
2022-03-11,50.5
2022-03-14,50.52000045776367
2022-03-15,51.209999084472656
2022-03-16,51.5
2022-03-17,52.11000061035156
2022-03-18,52.279998779296875
2022-03-21,52.439998626708984
2022-03-22,52.650001525878906
2022-03-23,52.220001220703125
2022-03-24,52.709999084472656
2022-03-25,53.099998474121094
2022-03-28,53.18000030517578
2022-03-29,53.54999923706055
2022-03-30,53.47999954223633
2022-03-31,52.79999923706055
2022-04-01,53.02000045776367
2022-04-04,53.060001373291016
2022-04-05,52.83000183105469
2022-04-06,52.939998626708984
2022-04-07,53.25
2022-04-08,53.439998626708984
2022-04-11,52.84000015258789
2022-04-12,52.68000030517578
2022-04-13,52.939998626708984
2022-04-14,52.68000030517578
2022-04-18,52.560001373291016
2022-04-19,53.029998779296875
2022-04-20,53.4900016784668
2022-04-21,52.93000030517578
2022-04-22,51.7400016784668
2022-04-25,51.81999969482422
2022-04-26,50.93000030517578
2022-04-27,51.189998626708984
2022-04-28,51.88999938964844
2022-04-29,50.400001525878906
2022-05-02,50.369998931884766
2022-05-03,50.68000030517578
2022-05-04,51.880001068115234
2022-05-05,50.72999954223633
2022-05-06,50.7599983215332
2022-05-09,49.68000030517578
2022-05-10,49.58000183105469
2022-05-11,49.2599983215332
2022-05-12,49.31999969482422
2022-05-13,50.0
2022-05-16,50.15999984741211
2022-05-17,50.869998931884766
2022-05-18,49.40999984741211
2022-05-19,49.130001068115234
2022-05-20,49.290000915527344
2022-05-23,49.9900016784668
2022-05-24,50.20000076293945
2022-05-25,50.459999084472656
2022-05-26,50.970001220703125
2022-05-27,51.72999954223633
2022-05-31,51.380001068115234
2022-06-01,51.06999969482422
2022-06-02,51.58000183105469
2022-06-03,51.18000030517578
2022-06-06,51.209999084472656
2022-06-07,51.7400016784668
2022-06-08,51.13999938964844
2022-06-09,50.20000076293945
2022-06-10,49.34000015258789
2022-06-13,47.95000076293945
2022-06-14,47.5
2022-06-15,47.619998931884766
2022-06-16,46.5
2022-06-17,46.31999969482422
2022-06-21,47.369998931884766
2022-06-22,47.36000061035156
2022-06-23,47.560001373291016
2022-06-24,48.630001068115234
2022-06-27,48.689998626708984
2022-06-28,48.27000045776367
2022-06-29,48.2599983215332
2022-06-30,48.15999984741211
2022-07-01,48.599998474121094
2022-07-05,48.029998779296875
2022-07-06,48.16999816894531
2022-07-07,48.5099983215332
2022-07-08,48.47999954223633
2022-07-11,48.27000045776367
2022-07-12,47.88999938964844
2022-07-13,47.650001525878906
2022-07-14,47.34000015258789
2022-07-15,48.04999923706055
2022-07-18,47.66999816894531
2022-07-19,48.650001525878906
2022-07-20,48.58000183105469
2022-07-21,48.81999969482422
2022-07-22,48.72999954223633
2022-07-25,48.9900016784668
2022-07-26,48.779998779296875
2022-07-27,49.369998931884766
2022-07-28,49.81999969482422
2022-07-29,50.040000915527344
2022-08-01,49.869998931884766
2022-08-02,49.599998474121094
2022-08-03,50.040000915527344
2022-08-04,49.86000061035156
2022-08-05,49.93000030517578
2022-08-08,49.959999084472656
2022-08-09,50.0099983215332
2022-08-10,50.68000030517578
2022-08-11,50.75
2022-08-12,51.43000030517578
2022-08-15,51.59000015258789
2022-08-16,51.7400016784668
2022-08-17,51.5
2022-08-18,51.58000183105469
2022-08-19,51.2599983215332
2022-08-22,50.5
2022-08-23,50.34000015258789
2022-08-24,50.45000076293945
2022-08-25,50.91999816894531
2022-08-26,49.72999954223633
2022-08-29,49.529998779296875
2022-08-30,49.0099983215332
2022-08-31,48.72999954223633
2022-09-01,48.939998626708984
2022-09-02,48.5099983215332
