Date,TRZBX
2022-02-28,151.22999572753906
2022-03-01,148.30999755859375
2022-03-02,150.08999633789062
2022-03-03,147.00999450683594
2022-03-04,143.8699951171875
2022-03-07,137.2100067138672
2022-03-08,136.5800018310547
2022-03-09,142.77000427246094
2022-03-10,141.69000244140625
2022-03-11,138.49000549316406
2022-03-14,135.5800018310547
2022-03-15,140.1300048828125
2022-03-16,146.1999969482422
2022-03-17,148.55999755859375
2022-03-18,152.6999969482422
2022-03-21,151.52000427246094
2022-03-22,154.77000427246094
2022-03-23,152.72999572753906
2022-03-24,155.66000366210938
2022-03-25,154.8800048828125
2022-03-28,157.6999969482422
2022-03-29,160.9199981689453
2022-03-30,158.8300018310547
2022-03-31,155.89999389648438
2022-04-01,156.5800018310547
2022-04-04,160.24000549316406
2022-04-05,156.61000061035156
2022-04-06,152.44000244140625
2022-04-07,152.4600067138672
2022-04-08,150.3300018310547
2022-04-11,146.75
2022-04-12,145.82000732421875
2022-04-13,148.80999755859375
2022-04-14,145.4600067138672
2022-04-18,145.3000030517578
2022-04-19,148.77999877929688
2022-04-20,145.69000244140625
2022-04-21,141.8300018310547
2022-04-22,137.19000244140625
2022-04-25,139.11000061035156
2022-04-26,133.27000427246094
2022-04-27,133.33999633789062
2022-04-28,139.0500030517578
2022-04-29,132.3699951171875
2022-05-02,134.47000122070312
2022-05-03,134.27999877929688
2022-05-04,138.66000366210938
2022-05-05,130.9499969482422
2022-05-06,128.9199981689453
2022-05-09,122.62999725341797
2022-05-10,123.86000061035156
2022-05-11,120.19000244140625
2022-05-12,120.18000030517578
2022-05-13,125.2300033569336
2022-05-16,123.33999633789062
2022-05-17,126.52999877929688
2022-05-18,120.44999694824219
2022-05-19,120.66000366210938
2022-05-20,120.36000061035156
2022-05-23,122.4000015258789
2022-05-24,118.29000091552734
2022-05-25,120.33000183105469
2022-05-26,123.81999969482422
2022-05-27,128.22000122070312
2022-05-31,127.87999725341797
2022-06-01,126.87000274658203
2022-06-02,130.97000122070312
2022-06-03,127.26000213623047
2022-06-06,128.1699981689453
2022-06-07,129.41000366210938
2022-06-08,128.75
2022-06-09,124.8499984741211
2022-06-10,119.83000183105469
2022-06-13,113.9800033569336
2022-06-14,114.05000305175781
2022-06-15,117.56999969482422
2022-06-16,112.69000244140625
2022-06-17,114.26000213623047
2022-06-21,117.2300033569336
2022-06-22,117.29000091552734
2022-06-23,119.7699966430664
2022-06-24,124.26000213623047
2022-06-27,122.87999725341797
2022-06-28,118.58000183105469
2022-06-29,119.08999633789062
2022-06-30,117.12000274658203
2022-07-01,118.16999816894531
2022-07-05,120.80000305175781
2022-07-06,121.5
2022-07-07,124.08000183105469
2022-07-08,124.16000366210938
2022-07-11,121.51000213623047
2022-07-12,119.27999877929688
2022-07-13,118.79000091552734
2022-07-14,118.69000244140625
2022-07-15,121.23999786376953
2022-07-18,120.19999694824219
2022-07-19,124.1500015258789
2022-07-20,126.31999969482422
2022-07-21,128.55999755859375
2022-07-22,125.33000183105469
2022-07-25,124.68000030517578
2022-07-26,121.58999633789062
2022-07-27,127.12000274658203
2022-07-28,128.80999755859375
2022-07-29,131.92999267578125
2022-08-01,131.5500030517578
2022-08-02,131.2899932861328
2022-08-03,134.83999633789062
2022-08-04,135.50999450683594
2022-08-05,134.9600067138672
2022-08-08,134.41000366210938
2022-08-09,133.0399932861328
2022-08-10,137.07000732421875
2022-08-11,135.97000122070312
2022-08-12,138.8000030517578
2022-08-15,139.61000061035156
2022-08-16,139.2100067138672
2022-08-17,137.61000061035156
2022-08-18,137.61000061035156
2022-08-19,134.9199981689453
2022-08-22,131.27999877929688
2022-08-23,130.9600067138672
2022-08-24,131.47999572753906
2022-08-25,133.97000122070312
2022-08-26,128.3699951171875
2022-08-29,126.93000030517578
2022-08-30,125.80000305175781
2022-08-31,124.80000305175781
2022-09-01,124.52999877929688
2022-09-02,122.9800033569336
2022-09-06,122.30999755859375
2022-09-07,124.9800033569336
2022-09-08,125.70999908447266
2022-09-09,128.6300048828125
2022-09-12,130.3800048828125
2022-09-13,123.33000183105469
2022-09-14,124.08000183105469
2022-09-15,122.41000366210938
2022-09-16,121.16000366210938
2022-09-19,121.93000030517578
2022-09-20,120.63999938964844
2022-09-21,118.2300033569336
2022-09-22,116.8499984741211
2022-09-23,114.91000366210938
2022-09-26,114.2300033569336
2022-09-27,114.3499984741211
2022-09-28,116.77999877929688
2022-09-29,113.72000122070312
2022-09-30,111.79000091552734
2022-10-03,114.16000366210938
2022-10-04,118.0999984741211
2022-10-05,118.05000305175781
2022-10-06,117.20999908447266
2022-10-07,112.55999755859375
2022-10-10,111.12000274658203
2022-10-11,109.5199966430664
2022-10-12,109.5
2022-10-13,111.66000366210938
2022-10-14,108.12000274658203
2022-10-17,112.1500015258789
2022-10-18,113.20999908447266
2022-10-19,112.51000213623047
2022-10-20,112.0199966430664
2022-10-21,114.52999877929688
2022-10-24,115.58999633789062
2022-10-25,118.2300033569336
2022-10-26,115.0199966430664
2022-10-27,113.30000305175781
2022-10-28,115.69000244140625
2022-10-31,114.5
2022-11-01,112.68000030517578
2022-11-02,108.6500015258789
2022-11-03,106.55000305175781
2022-11-04,107.44999694824219
2022-11-07,108.56999969482422
2022-11-08,109.08999633789062
2022-11-09,106.19000244140625
2022-11-10,114.63999938964844
2022-11-11,116.52999877929688
2022-11-14,115.13999938964844
2022-11-15,116.91000366210938
2022-11-16,115.69999694824219
2022-11-17,115.08999633789062
2022-11-18,115.16999816894531
2022-11-21,113.70999908447266
2022-11-22,115.31999969482422
2022-11-23,116.79000091552734
2022-11-25,116.37000274658203
2022-11-28,114.63999938964844
2022-11-29,113.7300033569336
2022-11-30,119.12000274658203
2022-12-01,119.41000366210938
2022-12-02,119.04000091552734
2022-12-05,116.7300033569336
2022-12-06,114.56999969482422
2022-12-07,114.2300033569336
2022-12-08,115.62000274658203
2022-12-09,114.63999938964844
2022-12-12,116.41000366210938
2022-12-13,111.55999755859375
2022-12-14,110.94999694824219
2022-12-15,107.25
2022-12-16,105.9800033569336
2022-12-19,104.37000274658203
2022-12-20,104.36000061035156
2022-12-21,106.0999984741211
2022-12-22,103.77999877929688
2022-12-23,104.19999694824219
2022-12-27,103.11000061035156
2022-12-28,101.87999725341797
2022-12-29,104.4800033569336
2022-12-30,104.20999908447266
2023-01-03,103.69999694824219
2023-01-04,103.91000366210938
2023-01-05,101.83000183105469
2023-01-06,104.01000213623047
2023-01-09,104.86000061035156
2023-01-10,105.91999816894531
2023-01-11,108.05999755859375
2023-01-12,108.72000122070312
2023-01-13,109.44999694824219
2023-01-17,109.58000183105469
2023-01-18,108.19999694824219
2023-01-19,107.51000213623047
2023-01-20,110.54000091552734
2023-01-23,112.43000030517578
2023-01-24,112.16000366210938
2023-01-25,111.93000030517578
2023-01-26,113.70999908447266
2023-01-27,114.61000061035156
2023-01-30,112.31999969482422
2023-01-31,114.20999908447266
2023-02-01,116.51000213623047
2023-02-02,120.18000030517578
2023-02-03,117.8499984741211
2023-02-06,116.72000122070312
2023-02-07,119.04000091552734
2023-02-08,117.30999755859375
2023-02-09,116.30000305175781
2023-02-10,115.45999908447266
2023-02-13,117.22000122070312
2023-02-14,117.91999816894531
2023-02-15,118.4800033569336
2023-02-16,115.91000366210938
2023-02-17,115.04000091552734
2023-02-21,112.52999877929688
2023-02-22,112.66000366210938
2023-02-23,113.69000244140625
2023-02-24,111.9000015258789
2023-02-27,112.44999694824219
2023-02-28,112.18000030517578
2023-03-01,111.23999786376953
2023-03-02,112.12000274658203
2023-03-03,114.47000122070312
2023-03-06,114.66000366210938
2023-03-07,113.31999969482422
2023-03-08,113.83000183105469
2023-03-09,111.77999877929688
2023-03-10,109.83000183105469
2023-03-13,110.47000122070312
2023-03-14,113.12999725341797
2023-03-15,113.36000061035156
2023-03-16,116.38999938964844
2023-03-17,115.88999938964844
2023-03-20,115.95999908447266
2023-03-21,117.93000030517578
2023-03-22,116.4800033569336
2023-03-23,117.77999877929688
2023-03-24,117.87000274658203
2023-03-27,117.29000091552734
2023-03-28,116.55999755859375
2023-03-29,118.44999694824219
2023-03-30,119.44999694824219
2023-03-31,121.51000213623047
2023-04-03,121.77999877929688
2023-04-04,121.61000061035156
2023-04-05,120.55000305175781
2023-04-06,121.56999969482422
2023-04-10,121.41999816894531
2023-04-11,120.80999755859375
2023-04-12,120.13999938964844
2023-04-13,122.62999725341797
2023-04-14,122.19000244140625
2023-04-17,122.26000213623047
2023-04-18,122.41999816894531
2023-04-19,122.44000244140625
2023-04-20,121.73999786376953
2023-04-21,122.05999755859375
2023-04-24,121.7699966430664
2023-04-25,119.11000061035156
2023-04-26,120.45999908447266
2023-04-27,123.61000061035156
2023-04-28,124.36000061035156
2023-05-01,124.22000122070312
2023-05-02,123.25
2023-05-03,122.79000091552734
2023-05-04,122.52999877929688
2023-05-05,124.94000244140625
2023-05-08,125.44999694824219
2023-05-09,124.80000305175781
2023-05-10,126.23999786376953
2023-05-11,126.5199966430664
2023-05-12,126.05000305175781
2023-05-15,126.66000366210938
2023-05-16,126.69000244140625
2023-05-17,128.36000061035156
2023-05-18,130.50999450683594
2023-05-19,130.0500030517578
2023-05-22,130.4600067138672
2023-05-23,128.27000427246094
2023-05-24,127.76000213623047
2023-05-25,130.91000366210938
2023-05-26,133.41000366210938
2023-05-30,133.6999969482422
2023-05-31,132.82000732421875
2023-06-01,134.6300048828125
2023-06-02,135.9199981689453
2023-06-05,136.10000610351562
2023-06-06,136.25
2023-06-07,133.32000732421875
2023-06-08,134.6999969482422
2023-06-09,135.22000122070312
2023-06-12,137.22000122070312
2023-06-13,138.0
2023-06-14,138.3300018310547
2023-06-15,140.1699981689453
2023-06-16,138.97999572753906
2023-06-20,139.0399932861328
2023-06-21,137.63999938964844
2023-06-22,139.38999938964844
2023-06-23,138.42999267578125
2023-06-26,136.30999755859375
2023-06-27,138.4499969482422
2023-06-28,138.83999633789062
2023-06-29,138.91000366210938
2023-06-30,141.17999267578125
2023-07-03,140.97000122070312
2023-07-05,141.10000610351562
2023-07-06,140.14999389648438
2023-07-07,139.49000549316406
2023-07-10,139.24000549316406
2023-07-11,139.7899932861328
2023-07-12,141.50999450683594
2023-07-13,143.77999877929688
2023-07-14,144.33999633789062
2023-07-17,145.32000732421875
2023-07-18,146.80999755859375
2023-07-19,146.74000549316406
2023-07-20,143.50999450683594
2023-07-21,143.00999450683594
2023-07-24,143.3000030517578
2023-07-25,144.3300018310547
2023-07-26,143.99000549316406
2023-07-27,143.08999633789062
2023-07-28,145.6699981689453
2023-07-31,145.85000610351562
2023-08-01,145.44000244140625
2023-08-02,142.2100067138672
2023-08-03,142.13999938964844
2023-08-04,142.0399932861328
2023-08-07,143.3000030517578
2023-08-08,142.57000732421875
2023-08-09,140.89999389648438
2023-08-10,141.19000244140625
2023-08-11,140.4499969482422
2023-08-14,142.27999877929688
2023-08-15,140.82000732421875
2023-08-16,139.55999755859375
2023-08-17,137.8000030517578
2023-08-18,137.6300048828125
2023-08-21,139.72000122070312
2023-08-22,139.5800018310547
2023-08-23,141.85000610351562
2023-08-24,139.0399932861328
2023-08-25,140.11000061035156
2023-08-28,141.10000610351562
2023-08-29,143.94000244140625
2023-08-30,144.75
2023-08-31,144.80999755859375
2023-09-01,145.0
2023-09-05,145.36000061035156
2023-09-06,143.92999267578125
2023-09-07,143.36000061035156
2023-09-08,143.47999572753906
2023-09-11,145.22000122070312
2023-09-12,143.6199951171875
2023-09-13,144.25999450683594
2023-09-14,144.99000549316406
2023-09-15,142.60000610351562
2023-09-18,142.7100067138672
2023-09-19,142.3000030517578
2023-09-20,140.13999938964844
2023-09-21,137.47999572753906
2023-09-22,137.49000549316406
2023-09-25,138.3000030517578
2023-09-26,135.9600067138672
2023-09-27,136.13999938964844
2023-09-28,137.30999755859375
2023-09-29,137.3699951171875
2023-10-02,138.8300018310547
2023-10-03,136.1300048828125
2023-10-04,138.07000732421875
2023-10-05,138.19000244140625
2023-10-06,140.8699951171875
2023-10-09,141.36000061035156
2023-10-10,142.0
2023-10-11,143.16000366210938
2023-10-12,142.58999633789062
2023-10-13,140.97000122070312
2023-10-16,142.75999450683594
2023-10-17,142.30999755859375
2023-10-18,139.88999938964844
2023-10-19,139.13999938964844
2023-10-20,137.0500030517578
2023-10-23,137.69000244140625
2023-10-24,139.05999755859375
2023-10-25,135.97999572753906
2023-10-26,133.10000610351562
2023-10-27,133.8800048828125
2023-10-30,136.0
2023-10-31,136.60000610351562
2023-11-01,138.8000030517578
2023-11-02,141.07000732421875
2023-11-03,142.27999877929688
2023-11-06,143.38999938964844
2023-11-07,144.80999755859375
2023-11-08,145.50999450683594
2023-11-09,144.3699951171875
2023-11-10,147.25
2023-11-13,147.27000427246094
2023-11-14,149.7899932861328
2023-11-15,149.44000244140625
2023-11-16,150.32000732421875
2023-11-17,150.17999267578125
2023-11-20,151.83999633789062
2023-11-21,151.47000122070312
2023-11-22,152.27999877929688
2023-11-24,151.97999572753906
2023-11-27,151.88999938964844
2023-11-28,152.17999267578125
2023-11-29,151.72999572753906
2023-11-30,151.52000427246094
2023-12-01,151.72999572753906
2023-12-04,150.1199951171875
2023-12-05,151.11000061035156
2023-12-06,149.92999267578125
2023-12-07,151.8300018310547
2023-12-08,152.6699981689453
2023-12-11,152.19000244140625
2023-12-12,153.49000549316406
2023-12-13,149.85000610351562
2023-12-14,148.8000030517578
2023-12-15,149.4499969482422
2023-12-18,150.75999450683594
2023-12-19,151.50999450683594
2023-12-20,149.6199951171875
2023-12-21,151.30999755859375
2023-12-22,151.10000610351562
2023-12-26,151.55999755859375
2023-12-27,151.80999755859375
2023-12-28,151.92999267578125
2023-12-29,151.47000122070312
2024-01-02,149.22000122070312
2024-01-03,148.10000610351562
2024-01-04,147.47000122070312
2024-01-05,147.7100067138672
2024-01-08,150.7899932861328
2024-01-09,151.32000732421875
2024-01-10,153.14999389648438
2024-01-11,153.42999267578125
2024-01-12,153.49000549316406
2024-01-16,153.33999633789062
2024-01-17,152.75
2024-01-18,154.5
2024-01-19,156.67999267578125
2024-01-22,157.11000061035156
2024-01-23,157.74000549316406
2024-01-24,158.77000427246094
2024-01-25,158.8800048828125
2024-01-26,158.97999572753906
2024-01-29,160.97999572753906
2024-01-30,160.3300018310547
2024-01-31,156.9600067138672
2024-02-01,159.19000244140625
2024-02-02,163.6300048828125
2024-02-05,163.6199951171875
2024-02-06,163.6300048828125
2024-02-07,166.00999450683594
2024-02-08,166.3800048828125
2024-02-09,168.35000610351562
2024-02-12,167.13999938964844
2024-02-13,164.74000549316406
2024-02-14,166.97999572753906
2024-02-15,167.07000732421875
2024-02-16,166.0399932861328
2024-02-20,164.14999389648438
2024-02-21,163.9199981689453
2024-02-22,169.57000732421875
2024-02-23,169.3000030517578
2024-02-26,168.63999938964844
2024-02-27,168.94000244140625
2024-02-28,168.1699981689453
2024-02-29,169.3800048828125
2024-03-01,171.1199951171875
2024-03-04,170.63999938964844
2024-03-05,167.83999633789062
2024-03-06,168.72999572753906
2024-03-07,171.44000244140625
2024-03-08,169.64999389648438
2024-03-11,168.39999389648438
2024-03-12,171.83999633789062
2024-03-13,171.25999450683594
2024-03-14,171.41000366210938
2024-03-15,169.52999877929688
2024-03-18,171.10000610351562
2024-03-19,172.1699981689453
2024-03-20,174.0500030517578
2024-03-21,174.14999389648438
2024-03-22,174.52000427246094
2024-03-25,173.82000732421875
2024-03-26,173.22000122070312
2024-03-27,173.38999938964844
2024-03-28,173.0399932861328
2024-04-01,173.30999755859375
2024-04-02,171.7899932861328
2024-04-03,172.35000610351562
2024-04-04,170.1199951171875
2024-04-05,173.0500030517578
2024-04-08,172.89999389648438
2024-04-09,172.77000427246094
2024-04-10,172.0
2024-04-11,174.32000732421875
2024-04-12,174.32000732421875
2024-04-15,168.94000244140625
2024-04-16,169.36000061035156
2024-04-17,167.8300018310547
2024-04-18,167.25
2024-04-19,163.30999755859375
2024-04-22,164.89999389648438
2024-04-23,167.9600067138672
2024-04-24,167.42999267578125
2024-04-25,165.8699951171875
2024-04-26,169.5
2024-04-29,169.17999267578125
2024-04-30,166.3300018310547
2024-05-01,166.11000061035156
2024-05-02,168.4600067138672
2024-05-03,171.39999389648438
2024-05-06,173.8699951171875
2024-05-07,173.8800048828125
2024-05-08,173.6699981689453
2024-05-09,174.2899932861328
2024-05-10,174.36000061035156
2024-05-13,174.1999969482422
2024-05-14,175.19000244140625
2024-05-15,177.9600067138672
2024-05-16,177.32000732421875
2024-05-17,177.42999267578125
2024-05-20,178.25999450683594
2024-05-21,179.0500030517578
2024-05-22,178.6300048828125
2024-05-23,178.6300048828125
2024-05-24,180.1699981689453
2024-05-28,181.3699951171875
2024-05-29,180.5399932861328
2024-05-30,177.6300048828125
2024-05-31,177.77000427246094
2024-06-03,179.10000610351562
2024-06-04,179.8300018310547
2024-06-05,183.50999450683594
2024-06-06,183.6199951171875
2024-06-07,183.30999755859375
2024-06-10,184.27999877929688
2024-06-11,185.6199951171875
2024-06-12,188.0399932861328
2024-06-13,188.35000610351562
2024-06-14,188.77000427246094
2024-06-17,190.1300048828125
2024-06-18,190.5800018310547
2024-06-20,189.42999267578125
2024-06-21,189.2100067138672
2024-06-24,187.3300018310547
2024-06-25,190.25999450683594
2024-06-26,191.25
2024-06-27,191.61000061035156
2024-06-28,189.80999755859375
2024-07-01,191.24000549316406
2024-07-02,192.61000061035156
2024-07-03,193.94000244140625
2024-07-05,196.10000610351562
2024-07-08,195.8800048828125
2024-07-09,196.02999877929688
2024-07-10,198.19000244140625
2024-07-11,193.72000122070312
2024-07-12,194.6300048828125
2024-07-15,194.94000244140625
2024-07-16,194.6699981689453
2024-07-17,189.08999633789062
2024-07-18,187.60000610351562
2024-07-19,186.52999877929688
2024-07-22,189.36000061035156
2024-07-23,189.72000122070312
2024-07-24,182.55999755859375
2024-07-25,180.7899932861328
2024-07-26,182.67999267578125
2024-07-29,182.83999633789062
2024-07-30,180.61000061035156
2024-07-31,185.60000610351562
2024-08-01,183.2899932861328
2024-08-02,178.97000122070312
2024-08-05,172.75999450683594
2024-08-06,175.10000610351562
2024-08-07,173.41000366210938
2024-08-08,178.41000366210938
2024-08-09,179.80999755859375
2024-08-12,180.3800048828125
2024-08-13,184.5500030517578
2024-08-14,185.0500030517578
2024-08-15,189.02999877929688
2024-08-16,189.22999572753906
2024-08-19,191.47999572753906
2024-08-20,191.38999938964844
2024-08-21,192.36000061035156
2024-08-22,189.41000366210938
2024-08-23,191.35000610351562
2024-08-26,190.05999755859375
2024-08-27,190.55999755859375
2024-08-28,188.64999389648438
2024-08-29,187.7100067138672
2024-08-30,189.9499969482422
2024-09-03,184.30999755859375
2024-09-04,183.67999267578125
2024-09-05,183.88999938964844
2024-09-06,179.75999450683594
2024-09-09,182.02000427246094
2024-09-10,183.42999267578125
2024-09-11,187.36000061035156
2024-09-12,189.47999572753906
2024-09-13,190.27999877929688
2024-09-16,189.99000549316406
2024-09-17,190.13999938964844
2024-09-18,189.42999267578125
2024-09-19,193.94000244140625
2024-09-20,193.77999877929688
2024-09-23,194.16000366210938
2024-09-24,194.72000122070312
2024-09-25,195.02000427246094
2024-09-26,195.3800048828125
2024-09-27,194.19000244140625
2024-09-30,195.1699981689453
2024-10-01,192.55999755859375
2024-10-02,192.67999267578125
2024-10-03,192.8800048828125
2024-10-04,195.07000732421875
2024-10-07,192.83999633789062
2024-10-08,196.0500030517578
2024-10-09,197.0500030517578
2024-10-10,197.14999389648438
2024-10-11,197.83999633789062
2024-10-14,199.47000122070312
2024-10-15,197.07000732421875
2024-10-16,197.64999389648438
2024-10-17,197.89999389648438
2024-10-18,199.4199981689453
2024-10-21,200.25999450683594
2024-10-22,200.47000122070312
2024-10-23,197.47000122070312
2024-10-24,198.75999450683594
2024-10-25,199.64999389648438
2024-10-28,199.85000610351562
2024-10-29,201.47999572753906
2024-10-30,200.61000061035156
2024-10-31,195.6199951171875
2024-11-01,197.19000244140625
2024-11-04,196.1300048828125
2024-11-05,198.77000427246094
2024-11-06,203.66000366210938
2024-11-07,206.8699951171875
2024-11-08,207.10000610351562
2024-11-11,207.08999633789062
2024-11-12,207.9499969482422
2024-11-13,207.72999572753906
2024-11-14,206.63999938964844
2024-11-15,202.14999389648438
2024-11-18,202.75999450683594
2024-11-19,205.11000061035156
2024-11-20,204.77000427246094
2024-11-21,204.8800048828125
