Date,RNWHX
2022-02-28,76.08000183105469
2022-03-01,74.9800033569336
2022-03-02,75.54000091552734
2022-03-03,74.38999938964844
2022-03-04,72.4800033569336
2022-03-07,69.72000122070312
2022-03-08,69.77999877929688
2022-03-09,72.05000305175781
2022-03-10,71.63999938964844
2022-03-11,70.48999786376953
2022-03-14,69.37999725341797
2022-03-15,69.58000183105469
2022-03-16,72.8499984741211
2022-03-17,74.33000183105469
2022-03-18,75.30999755859375
2022-03-21,74.69000244140625
2022-03-22,75.6500015258789
2022-03-23,75.1500015258789
2022-03-24,75.97000122070312
2022-03-25,75.41000366210938
2022-03-28,75.7300033569336
2022-03-29,77.19999694824219
2022-03-30,77.19000244140625
2022-03-31,76.18000030517578
2022-04-01,77.0199966430664
2022-04-04,78.08999633789062
2022-04-05,76.70999908447266
2022-04-06,75.41000366210938
2022-04-07,75.20999908447266
2022-04-08,74.9800033569336
2022-04-11,73.66999816894531
2022-04-12,73.43000030517578
2022-04-13,74.22000122070312
2022-04-14,73.69000244140625
2022-04-18,73.5
2022-04-19,73.7300033569336
2022-04-20,73.58000183105469
2022-04-21,72.37999725341797
2022-04-22,70.93000030517578
2022-04-25,70.5999984741211
2022-04-26,68.79000091552734
2022-04-27,69.36000061035156
2022-04-28,70.61000061035156
2022-04-29,69.58999633789062
2022-05-02,69.66999816894531
2022-05-03,69.94999694824219
2022-05-04,70.88999938964844
2022-05-05,68.62000274658203
2022-05-06,67.44000244140625
2022-05-09,65.02999877929688
2022-05-10,65.4800033569336
2022-05-11,65.08000183105469
2022-05-12,64.95999908447266
2022-05-13,66.75
2022-05-16,66.66000366210938
2022-05-17,68.22000122070312
2022-05-18,66.58999633789062
2022-05-19,66.93000030517578
2022-05-20,67.62000274658203
2022-05-23,68.31999969482422
2022-05-24,67.37999725341797
2022-05-25,67.52999877929688
2022-05-26,68.52999877929688
2022-05-27,69.94000244140625
2022-05-31,70.1500015258789
2022-06-01,69.41000366210938
2022-06-02,70.9000015258789
2022-06-03,70.0199966430664
2022-06-06,70.37000274658203
2022-06-07,70.69000244140625
2022-06-08,70.18000030517578
2022-06-09,68.5999984741211
2022-06-10,67.12000274658203
2022-06-13,64.6500015258789
2022-06-14,64.5999984741211
2022-06-15,65.61000061035156
2022-06-16,63.59000015258789
2022-06-17,63.939998626708984
2022-06-21,65.12000274658203
2022-06-22,64.41999816894531
2022-06-23,64.61000061035156
2022-06-24,66.43000030517578
2022-06-27,66.36000061035156
2022-06-28,65.5999984741211
2022-06-29,65.33999633789062
2022-06-30,64.87000274658203
2022-07-01,64.97000122070312
2022-07-05,64.76000213623047
2022-07-06,64.61000061035156
2022-07-07,65.70999908447266
2022-07-08,65.6500015258789
2022-07-11,64.44000244140625
2022-07-12,64.0
2022-07-13,63.959999084472656
2022-07-14,63.61000061035156
2022-07-15,64.2699966430664
2022-07-18,64.27999877929688
2022-07-19,65.58000183105469
2022-07-20,65.6500015258789
2022-07-21,66.22000122070312
2022-07-22,65.55999755859375
2022-07-25,65.69999694824219
2022-07-26,65.16999816894531
2022-07-27,66.5199966430664
2022-07-28,67.19000244140625
2022-07-29,67.63999938964844
2022-08-01,67.54000091552734
2022-08-02,67.01000213623047
2022-08-03,67.5199966430664
2022-08-04,68.08999633789062
2022-08-05,68.12000274658203
2022-08-08,68.31999969482422
2022-08-09,67.81999969482422
2022-08-10,68.9000015258789
2022-08-11,69.08000183105469
2022-08-12,69.94000244140625
2022-08-15,69.91000366210938
2022-08-16,69.68000030517578
2022-08-17,69.26000213623047
2022-08-18,69.30999755859375
2022-08-19,68.29000091552734
2022-08-22,67.13999938964844
2022-08-23,67.47000122070312
2022-08-24,67.5999984741211
2022-08-25,68.5199966430664
2022-08-26,67.11000061035156
2022-08-29,66.69999694824219
2022-08-30,66.16000366210938
2022-08-31,65.8499984741211
2022-09-01,65.41999816894531
2022-09-02,65.0999984741211
2022-09-06,64.83000183105469
2022-09-07,65.41999816894531
2022-09-08,65.69999694824219
2022-09-09,66.9800033569336
2022-09-12,67.69999694824219
2022-09-13,65.5199966430664
2022-09-14,65.7300033569336
2022-09-15,65.01000213623047
2022-09-16,64.33999633789062
2022-09-19,64.80999755859375
2022-09-20,64.33000183105469
2022-09-21,63.380001068115234
2022-09-22,62.77000045776367
2022-09-23,61.47999954223633
2022-09-26,60.779998779296875
2022-09-27,60.77000045776367
2022-09-28,61.56999969482422
2022-09-29,60.439998626708984
2022-09-30,60.38999938964844
2022-10-03,61.66999816894531
2022-10-04,63.5099983215332
2022-10-05,63.56999969482422
2022-10-06,63.0099983215332
2022-10-07,61.75
2022-10-10,61.099998474121094
2022-10-11,60.34000015258789
2022-10-12,60.31999969482422
2022-10-13,60.95000076293945
2022-10-14,60.0
2022-10-17,61.36000061035156
2022-10-18,61.7400016784668
2022-10-19,61.029998779296875
2022-10-20,60.810001373291016
2022-10-21,61.81999969482422
2022-10-24,61.099998474121094
2022-10-25,61.83000183105469
2022-10-26,62.029998779296875
2022-10-27,61.58000183105469
2022-10-28,62.06999969482422
2022-10-31,61.880001068115234
2022-11-01,62.58000183105469
2022-11-02,61.900001525878906
2022-11-03,61.540000915527344
2022-11-04,63.400001525878906
2022-11-07,63.79999923706055
2022-11-08,64.19000244140625
2022-11-09,63.25
2022-11-10,65.33999633789062
2022-11-11,66.69999694824219
2022-11-14,66.44999694824219
2022-11-15,67.30000305175781
2022-11-16,66.58000183105469
2022-11-17,66.2699966430664
2022-11-18,66.31999969482422
2022-11-21,65.87999725341797
2022-11-22,66.3499984741211
