Date,VTHRX
2022-02-28,36.16999816894531
2022-03-01,35.880001068115234
2022-03-02,36.09000015258789
2022-03-03,35.869998931884766
2022-03-04,35.58000183105469
2022-03-07,34.84000015258789
2022-03-08,34.689998626708984
2022-03-09,35.310001373291016
2022-03-10,35.119998931884766
2022-03-11,34.81999969482422
2022-03-14,34.560001373291016
2022-03-15,34.88999938964844
2022-03-16,35.59000015258789
2022-03-17,35.880001068115234
2022-03-18,36.189998626708984
2022-03-21,35.9900016784668
2022-03-22,36.220001220703125
2022-03-23,36.0099983215332
2022-03-24,36.22999954223633
2022-03-25,36.189998626708984
2022-03-28,36.290000915527344
2022-03-29,36.689998626708984
2022-03-30,36.599998474121094
2022-03-31,36.25
2022-04-01,36.380001068115234
2022-04-04,36.58000183105469
2022-04-05,36.15999984741211
2022-04-06,35.86000061035156
2022-04-07,35.86000061035156
2022-04-08,35.7599983215332
2022-04-11,35.400001525878906
2022-04-12,35.31999969482422
2022-04-13,35.619998931884766
2022-04-14,35.33000183105469
2022-04-18,35.22999954223633
2022-04-19,35.43000030517578
2022-04-20,35.5099983215332
2022-04-21,35.11000061035156
2022-04-22,34.56999969482422
2022-04-25,34.63999938964844
2022-04-26,34.09000015258789
2022-04-27,34.119998931884766
2022-04-28,34.529998779296875
2022-04-29,33.939998626708984
2022-05-02,33.939998626708984
2022-05-03,34.06999969482422
2022-05-04,34.61000061035156
2022-05-05,33.779998779296875
2022-05-06,33.5
2022-05-09,32.84000015258789
2022-05-10,32.939998626708984
2022-05-11,32.720001220703125
2022-05-12,32.720001220703125
2022-05-13,33.220001220703125
2022-05-16,33.189998626708984
2022-05-17,33.560001373291016
2022-05-18,32.900001525878906
2022-05-19,32.95000076293945
2022-05-20,33.029998779296875
2022-05-23,33.33000183105469
2022-05-24,33.189998626708984
2022-05-25,33.380001068115234
2022-05-26,33.75
2022-05-27,34.20000076293945
2022-05-31,34.04999923706055
2022-06-01,33.849998474121094
2022-06-02,34.25
2022-06-03,33.900001525878906
2022-06-06,33.91999816894531
2022-06-07,34.11000061035156
2022-06-08,33.86000061035156
2022-06-09,33.34000015258789
2022-06-10,32.70000076293945
2022-06-13,31.729999542236328
2022-06-14,31.579999923706055
2022-06-15,32.0099983215332
2022-06-16,31.420000076293945
2022-06-17,31.440000534057617
2022-06-21,31.790000915527344
2022-06-22,31.780000686645508
2022-06-23,31.93000030517578
2022-06-24,32.5099983215332
2022-06-27,32.439998626708984
2022-06-28,32.150001525878906
2022-06-29,32.13999938964844
2022-06-30,32.02000045776367
2022-07-01,32.209999084472656
2022-07-05,32.15999984741211
2022-07-06,32.11000061035156
2022-07-07,32.43000030517578
2022-07-08,32.380001068115234
2022-07-11,32.13999938964844
2022-07-12,32.029998779296875
2022-07-13,32.0099983215332
2022-07-14,31.809999465942383
2022-07-15,32.16999816894531
2022-07-18,32.119998931884766
2022-07-19,32.619998931884766
2022-07-20,32.70000076293945
2022-07-21,32.97999954223633
2022-07-22,32.900001525878906
2022-07-25,32.939998626708984
2022-07-26,32.709999084472656
2022-07-27,33.220001220703125
2022-07-28,33.5099983215332
2022-07-29,33.77000045776367
2022-08-01,33.790000915527344
2022-08-02,33.5099983215332
2022-08-03,33.810001373291016
2022-08-04,33.869998931884766
2022-08-05,33.720001220703125
2022-08-08,33.790000915527344
2022-08-09,33.650001525878906
2022-08-10,34.130001068115234
2022-08-11,34.09000015258789
2022-08-12,34.41999816894531
2022-08-15,34.459999084472656
2022-08-16,34.470001220703125
2022-08-17,34.22999954223633
2022-08-18,34.2400016784668
2022-08-19,33.86000061035156
2022-08-22,33.400001525878906
2022-08-23,33.380001068115234
2022-08-24,33.400001525878906
2022-08-25,33.7599983215332
2022-08-26,33.119998931884766
2022-08-29,32.939998626708984
2022-08-30,32.72999954223633
2022-08-31,32.560001373291016
2022-09-01,32.40999984741211
2022-09-02,32.290000915527344
2022-09-06,32.09000015258789
2022-09-07,32.43000030517578
