Date,CFNCX
2022-02-28,69.95999908447266
2022-03-01,68.88999938964844
2022-03-02,70.13999938964844
2022-03-03,69.4800033569336
2022-03-04,68.72000122070312
2022-03-07,66.48999786376953
2022-03-08,66.2300033569336
2022-03-09,68.11000061035156
2022-03-10,67.83000183105469
2022-03-11,66.88999938964844
2022-03-14,66.2699966430664
2022-03-15,67.4800033569336
2022-03-16,69.16000366210938
2022-03-17,70.18000030517578
2022-03-18,71.0199966430664
2022-03-21,70.7699966430664
2022-03-22,71.48999786376953
2022-03-23,70.54000091552734
2022-03-24,71.4800033569336
2022-03-25,71.62999725341797
2022-03-28,71.8499984741211
2022-03-29,72.8499984741211
2022-03-30,72.4000015258789
2022-03-31,71.3499984741211
2022-04-01,71.7699966430664
2022-04-04,72.33000183105469
2022-04-05,71.33000183105469
2022-04-06,70.75
2022-04-07,70.95999908447266
2022-04-08,70.81999969482422
2022-04-11,69.94000244140625
2022-04-12,69.66999816894531
2022-04-13,70.5199966430664
2022-04-14,69.83999633789062
2022-04-18,69.73999786376953
2022-04-19,70.66999816894531
2022-04-20,70.55999755859375
2022-04-21,69.29000091552734
2022-04-22,67.5
2022-04-25,67.62999725341797
2022-04-26,65.83999633789062
2022-04-27,66.0199966430664
2022-04-28,67.44000244140625
2022-04-29,65.5
2022-05-02,65.91000366210938
2022-05-03,66.25
2022-05-04,67.93000030517578
2022-05-05,65.80999755859375
2022-05-06,65.27999877929688
2022-05-09,62.91999816894531
2022-05-10,63.099998474121094
2022-05-11,62.47999954223633
2022-05-12,62.59000015258789
2022-05-13,64.30000305175781
2022-05-16,64.2300033569336
2022-05-17,65.48999786376953
2022-05-18,63.16999816894531
2022-05-19,62.9900016784668
2022-05-20,63.119998931884766
2022-05-23,63.97999954223633
2022-05-24,63.56999969482422
2022-05-25,64.16000366210938
2022-05-26,65.36000061035156
2022-05-27,66.80999755859375
2022-05-31,66.27999877929688
2022-06-01,65.79000091552734
2022-06-02,66.87999725341797
2022-06-03,65.98999786376953
2022-06-06,66.19000244140625
2022-06-07,66.76000213623047
2022-06-08,65.9800033569336
2022-06-09,64.41999816894531
2022-06-10,62.66999816894531
2022-06-13,60.13999938964844
2022-06-14,59.81999969482422
2022-06-15,59.41999816894531
2022-06-16,57.470001220703125
2022-06-17,57.5
2022-06-21,58.720001220703125
2022-06-22,58.400001525878906
2022-06-23,58.66999816894531
2022-06-24,60.400001525878906
2022-06-27,60.41999816894531
2022-06-28,59.54999923706055
2022-06-29,59.29999923706055
2022-06-30,58.72999954223633
2022-07-01,59.18000030517578
2022-07-05,59.0099983215332
2022-07-06,59.099998474121094
2022-07-07,60.060001373291016
2022-07-08,59.9900016784668
2022-07-11,59.220001220703125
2022-07-12,58.790000915527344
2022-07-13,58.529998779296875
2022-07-14,58.130001068115234
2022-07-15,59.380001068115234
2022-07-18,59.209999084472656
2022-07-19,60.88999938964844
2022-07-20,61.11000061035156
2022-07-21,61.54999923706055
2022-07-22,60.939998626708984
2022-07-25,61.18000030517578
2022-07-26,60.56999969482422
2022-07-27,61.959999084472656
2022-07-28,62.5099983215332
2022-07-29,63.11000061035156
2022-08-01,62.939998626708984
2022-08-02,62.54999923706055
2022-08-03,63.33000183105469
2022-08-04,63.45000076293945
2022-08-05,63.47999954223633
2022-08-08,63.56999969482422
2022-08-09,63.189998626708984
2022-08-10,64.55999755859375
2022-08-11,64.61000061035156
2022-08-12,65.61000061035156
