Date,VTMGX
2022-02-28,15.399999618530273
2022-03-01,15.079999923706055
2022-03-02,15.239999771118164
2022-03-03,15.0
2022-03-04,14.609999656677246
2022-03-07,14.210000038146973
2022-03-08,14.210000038146973
2022-03-09,14.779999732971191
2022-03-10,14.65999984741211
2022-03-11,14.520000457763672
2022-03-14,14.59000015258789
2022-03-15,14.699999809265137
2022-03-16,15.1899995803833
2022-03-17,15.350000381469727
2022-03-18,15.470000267028809
2022-03-21,15.369999885559082
2022-03-22,15.520000457763672
2022-03-23,15.350000381469727
2022-03-24,15.4399995803833
2022-03-25,15.449999809265137
2022-03-28,15.399999618530273
2022-03-29,15.710000038146973
2022-03-30,15.670000076293945
2022-03-31,15.420000076293945
2022-04-01,15.539999961853027
2022-04-04,15.609999656677246
2022-04-05,15.430000305175781
2022-04-06,15.260000228881836
2022-04-07,15.25
2022-04-08,15.260000228881836
2022-04-11,15.109999656677246
2022-04-12,14.989999771118164
2022-04-13,15.180000305175781
2022-04-14,15.119999885559082
2022-04-18,15.020000457763672
2022-04-19,15.09000015258789
2022-04-20,15.210000038146973
2022-04-21,15.050000190734863
2022-04-22,14.779999732971191
2022-04-25,14.670000076293945
2022-04-26,14.289999961853027
2022-04-27,14.350000381469727
2022-04-28,14.539999961853027
2022-04-29,14.40999984741211
2022-05-02,14.350000381469727
2022-05-03,14.449999809265137
2022-05-04,14.680000305175781
2022-05-05,14.260000228881836
2022-05-06,14.100000381469727
2022-05-09,13.680000305175781
2022-05-10,13.739999771118164
2022-05-11,13.680000305175781
2022-05-12,13.609999656677246
2022-05-13,13.979999542236328
2022-05-16,14.020000457763672
2022-05-17,14.270000457763672
2022-05-18,13.970000267028809
2022-05-19,14.079999923706055
2022-05-20,14.170000076293945
2022-05-23,14.40999984741211
2022-05-24,14.34000015258789
2022-05-25,14.359999656677246
2022-05-26,14.510000228881836
2022-05-27,14.6899995803833
2022-05-31,14.65999984741211
2022-06-01,14.550000190734863
2022-06-02,14.779999732971191
2022-06-03,14.59000015258789
2022-06-06,14.649999618530273
2022-06-07,14.680000305175781
2022-06-08,14.510000228881836
2022-06-09,14.199999809265137
2022-06-10,13.869999885559082
2022-06-13,13.380000114440918
2022-06-14,13.25
2022-06-15,13.470000267028809
2022-06-16,13.199999809265137
2022-06-17,12.949999809265137
2022-06-21,13.140000343322754
2022-06-22,13.029999732971191
2022-06-23,12.960000038146973
2022-06-24,13.3100004196167
2022-06-27,13.329999923706055
2022-06-28,13.279999732971191
2022-06-29,13.1899995803833
2022-06-30,13.079999923706055
2022-07-01,13.079999923706055
2022-07-05,12.84000015258789
2022-07-06,12.84000015258789
2022-07-07,13.050000190734863
2022-07-08,13.079999923706055
2022-07-11,12.880000114440918
2022-07-12,12.850000381469727
2022-07-13,12.84000015258789
2022-07-14,12.649999618530273
2022-07-15,12.84000015258789
2022-07-18,12.9399995803833
2022-07-19,13.25
2022-07-20,13.210000038146973
2022-07-21,13.350000381469727
2022-07-22,13.3100004196167
2022-07-25,13.399999618530273
2022-07-26,13.25
2022-07-27,13.520000457763672
2022-07-28,13.619999885559082
2022-07-29,13.770000457763672
2022-08-01,13.789999961853027
2022-08-02,13.59000015258789
2022-08-03,13.680000305175781
2022-08-04,13.75
2022-08-05,13.649999618530273
2022-08-08,13.6899995803833
2022-08-09,13.609999656677246
2022-08-10,13.920000076293945
2022-08-11,13.930000305175781
2022-08-12,14.029999732971191
2022-08-15,13.949999809265137
2022-08-16,13.949999809265137
2022-08-17,13.84000015258789
2022-08-18,13.789999961853027
2022-08-19,13.609999656677246
2022-08-22,13.380000114440918
2022-08-23,13.399999618530273
2022-08-24,13.40999984741211
2022-08-25,13.5600004196167
2022-08-26,13.229999542236328
2022-08-29,13.180000305175781
2022-08-30,13.09000015258789
2022-08-31,13.010000228881836
2022-09-01,12.819999694824219
2022-09-02,12.779999732971191
2022-09-06,12.699999809265137
2022-09-07,12.789999961853027
2022-09-08,12.84000015258789
2022-09-09,13.119999885559082
