Date,CSPEX
2022-02-28,64.56999969482422
2022-03-01,63.470001220703125
2022-03-02,64.37999725341797
2022-03-03,62.93000030517578
2022-03-04,61.22999954223633
2022-03-07,58.9900016784668
2022-03-08,59.08000183105469
2022-03-09,61.380001068115234
2022-03-10,60.849998474121094
2022-03-11,59.880001068115234
2022-03-14,58.86000061035156
2022-03-15,59.5
2022-03-16,62.029998779296875
2022-03-17,63.04999923706055
2022-03-18,64.16000366210938
2022-03-21,63.349998474121094
2022-03-22,63.95000076293945
2022-03-23,63.060001373291016
2022-03-24,63.470001220703125
2022-03-25,63.040000915527344
2022-03-28,63.08000183105469
2022-03-29,65.02999877929688
2022-03-30,64.43000030517578
2022-03-31,63.540000915527344
2022-04-01,64.12999725341797
2022-04-04,64.83999633789062
2022-04-05,63.869998931884766
2022-04-06,62.63999938964844
2022-04-07,62.45000076293945
2022-04-08,62.040000915527344
2022-04-11,61.27000045776367
2022-04-12,61.130001068115234
2022-04-13,62.119998931884766
2022-04-14,61.560001373291016
2022-04-18,60.97999954223633
2022-04-19,61.880001068115234
2022-04-20,61.869998931884766
2022-04-21,60.720001220703125
2022-04-22,59.349998474121094
2022-04-25,59.630001068115234
2022-04-26,57.66999816894531
2022-04-27,57.56999969482422
2022-04-28,58.439998626708984
2022-04-29,57.38999938964844
2022-05-02,57.68000030517578
2022-05-03,57.75
2022-05-04,58.88999938964844
2022-05-05,56.560001373291016
2022-05-06,55.34000015258789
2022-05-09,53.06999969482422
2022-05-10,53.15999984741211
2022-05-11,52.400001525878906
2022-05-12,52.7400016784668
2022-05-13,54.7400016784668
2022-05-16,54.310001373291016
2022-05-17,55.5099983215332
2022-05-18,53.77000045776367
2022-05-19,54.27000045776367
2022-05-20,54.5
2022-05-23,55.099998474121094
2022-05-24,54.099998474121094
2022-05-25,54.47999954223633
2022-05-26,55.4900016784668
2022-05-27,56.70000076293945
2022-05-31,56.5099983215332
2022-06-01,55.84000015258789
2022-06-02,57.220001220703125
2022-06-03,56.45000076293945
2022-06-06,56.689998626708984
2022-06-07,56.939998626708984
2022-06-08,56.439998626708984
2022-06-09,55.16999816894531
2022-06-10,53.709999084472656
2022-06-13,51.310001373291016
2022-06-14,50.970001220703125
2022-06-15,51.7599983215332
2022-06-16,49.79999923706055
2022-06-17,50.29999923706055
2022-06-21,51.0099983215332
2022-06-22,50.70000076293945
2022-06-23,51.310001373291016
2022-06-24,52.84000015258789
2022-06-27,52.880001068115234
2022-06-28,52.08000183105469
2022-06-29,51.66999816894531
2022-06-30,51.209999084472656
2022-07-01,51.56999969482422
2022-07-05,51.689998626708984
2022-07-06,51.56999969482422
2022-07-07,52.650001525878906
2022-07-08,52.709999084472656
2022-07-11,51.650001525878906
2022-07-12,51.290000915527344
2022-07-13,51.150001525878906
2022-07-14,50.709999084472656
2022-07-15,51.470001220703125
2022-07-18,51.66999816894531
2022-07-19,52.88999938964844
2022-07-20,53.47999954223633
2022-07-21,54.099998474121094
2022-07-22,53.619998931884766
2022-07-25,53.65999984741211
2022-07-26,52.91999816894531
2022-07-27,54.119998931884766
2022-07-28,54.79999923706055
2022-07-29,55.349998474121094
2022-08-01,55.43000030517578
2022-08-02,55.06999969482422
2022-08-03,55.810001373291016
2022-08-04,56.060001373291016
2022-08-05,56.119998931884766
2022-08-08,56.5
2022-08-09,55.619998931884766
2022-08-10,57.150001525878906
2022-08-11,57.22999954223633
2022-08-12,57.93000030517578
2022-08-15,57.86000061035156
2022-08-16,57.7599983215332
2022-08-17,57.029998779296875
2022-08-18,57.16999816894531
2022-08-19,55.9900016784668
2022-08-22,54.869998931884766
2022-08-23,54.97999954223633
2022-08-24,55.349998474121094
2022-08-25,56.150001525878906
2022-08-26,54.52000045776367
2022-08-29,54.16999816894531
2022-08-30,53.77000045776367
2022-08-31,53.599998474121094
2022-09-01,52.869998931884766
2022-09-02,52.63999938964844
2022-09-06,52.31999969482422
2022-09-07,53.16999816894531
2022-09-08,53.56999969482422
2022-09-09,54.63999938964844
2022-09-12,55.290000915527344
2022-09-13,53.34000015258789
2022-09-14,53.5
2022-09-15,53.130001068115234
2022-09-16,52.400001525878906
2022-09-19,52.599998474121094
2022-09-20,52.0
2022-09-21,51.25
2022-09-22,50.33000183105469
2022-09-23,49.25
2022-09-26,48.650001525878906
2022-09-27,48.779998779296875
2022-09-28,49.810001373291016
2022-09-29,48.869998931884766
2022-09-30,48.83000183105469
2022-10-03,49.93000030517578
2022-10-04,51.7599983215332
2022-10-05,51.459999084472656
2022-10-06,51.13999938964844
2022-10-07,49.880001068115234
2022-10-10,49.40999984741211
2022-10-11,49.02000045776367
2022-10-12,48.869998931884766
2022-10-13,49.529998779296875
2022-10-14,48.45000076293945
2022-10-17,49.720001220703125
2022-10-18,50.38999938964844
2022-10-19,49.41999816894531
2022-10-20,49.04999923706055
2022-10-21,49.79999923706055
2022-10-24,49.849998474121094
2022-10-25,51.0099983215332
2022-10-26,51.38999938964844
2022-10-27,51.130001068115234
2022-10-28,51.79999923706055
2022-10-31,51.54999923706055
2022-11-01,51.86000061035156
2022-11-02,50.84000015258789
2022-11-03,50.4900016784668
2022-11-04,51.369998931884766
2022-11-07,51.77000045776367
2022-11-08,52.15999984741211
2022-11-09,51.0
2022-11-10,53.7400016784668
2022-11-11,54.790000915527344
2022-11-14,54.20000076293945
2022-11-15,54.790000915527344
2022-11-16,53.95000076293945
2022-11-17,53.47999954223633
2022-11-18,53.560001373291016
2022-11-21,53.15999984741211
2022-11-22,53.630001068115234
2022-11-23,54.029998779296875
2022-11-25,54.220001220703125
2022-11-28,53.459999084472656
2022-11-29,53.52000045776367
2022-11-30,54.9900016784668
2022-12-01,55.380001068115234
2022-12-02,55.529998779296875
2022-12-05,54.400001525878906
2022-12-06,53.63999938964844
2022-12-07,53.68000030517578
2022-12-08,54.119998931884766
2022-12-09,53.91999816894531
2022-12-12,54.36000061035156
2022-12-13,54.88999938964844
2022-12-14,54.86000061035156
2022-12-15,53.4900016784668
2022-12-16,53.08000183105469
2022-12-19,52.45000076293945
2022-12-20,52.58000183105469
2022-12-21,53.150001525878906
2022-12-22,52.529998779296875
2022-12-23,52.529998779296875
2022-12-27,52.369998931884766
2022-12-28,51.79999923706055
2022-12-29,52.88999938964844
2022-12-30,52.65999984741211
2023-01-03,52.5099983215332
2023-01-04,53.18000030517578
2023-01-05,52.93000030517578
2023-01-06,53.970001220703125
