Date,FWWNX
2022-02-28,76.7300033569336
2022-03-01,75.62000274658203
2022-03-02,76.19000244140625
2022-03-03,75.02999877929688
2022-03-04,73.0999984741211
2022-03-07,70.31999969482422
2022-03-08,70.37000274658203
2022-03-09,72.66999816894531
2022-03-10,72.25
2022-03-11,71.08999633789062
2022-03-14,69.9800033569336
2022-03-15,70.18000030517578
2022-03-16,73.4800033569336
2022-03-17,74.97000122070312
2022-03-18,75.94999694824219
2022-03-21,75.33000183105469
2022-03-22,76.30000305175781
2022-03-23,75.79000091552734
2022-03-24,76.62000274658203
2022-03-25,76.05000305175781
2022-03-28,76.37999725341797
2022-03-29,77.86000061035156
2022-03-30,77.8499984741211
2022-03-31,76.83000183105469
2022-04-01,77.68000030517578
2022-04-04,78.76000213623047
2022-04-05,77.37000274658203
2022-04-06,76.05999755859375
2022-04-07,75.86000061035156
2022-04-08,75.62000274658203
2022-04-11,74.30000305175781
2022-04-12,74.05999755859375
2022-04-13,74.86000061035156
2022-04-14,74.33000183105469
2022-04-18,74.13999938964844
2022-04-19,74.37000274658203
2022-04-20,74.22000122070312
2022-04-21,73.01000213623047
2022-04-22,71.54000091552734
2022-04-25,71.20999908447266
2022-04-26,69.38999938964844
2022-04-27,69.95999908447266
2022-04-28,71.2300033569336
2022-04-29,70.19000244140625
2022-05-02,70.27999877929688
2022-05-03,70.55999755859375
2022-05-04,71.5
2022-05-05,69.22000122070312
2022-05-06,68.0199966430664
2022-05-09,65.5999984741211
2022-05-10,66.05000305175781
2022-05-11,65.6500015258789
2022-05-12,65.52999877929688
2022-05-13,67.33000183105469
2022-05-16,67.23999786376953
2022-05-17,68.81999969482422
2022-05-18,67.16999816894531
2022-05-19,67.5199966430664
2022-05-20,68.20999908447266
2022-05-23,68.91999816894531
2022-05-24,67.97000122070312
2022-05-25,68.12000274658203
2022-05-26,69.12999725341797
2022-05-27,70.55000305175781
2022-05-31,70.7699966430664
2022-06-01,70.0199966430664
2022-06-02,71.5199966430664
2022-06-03,70.62999725341797
2022-06-06,70.98999786376953
2022-06-07,71.30999755859375
2022-06-08,70.80000305175781
2022-06-09,69.19999694824219
2022-06-10,67.70999908447266
2022-06-13,65.22000122070312
2022-06-14,65.16999816894531
2022-06-15,66.19000244140625
2022-06-16,64.13999938964844
2022-06-17,64.5
2022-06-21,65.69000244140625
2022-06-22,64.98999786376953
2022-06-23,65.18000030517578
2022-06-24,67.0199966430664
2022-06-27,66.94999694824219
2022-06-28,66.18000030517578
2022-06-29,65.91999816894531
2022-06-30,65.44999694824219
2022-07-01,65.54000091552734
2022-07-05,65.33000183105469
2022-07-06,65.19000244140625
2022-07-07,66.29000091552734
2022-07-08,66.2300033569336
2022-07-11,65.01000213623047
2022-07-12,64.55999755859375
2022-07-13,64.52999877929688
2022-07-14,64.16999816894531
2022-07-15,64.83999633789062
2022-07-18,64.8499984741211
2022-07-19,66.16000366210938
2022-07-20,66.2300033569336
2022-07-21,66.80000305175781
2022-07-22,66.13999938964844
2022-07-25,66.27999877929688
2022-07-26,65.75
2022-07-27,67.11000061035156
2022-07-28,67.79000091552734
2022-07-29,68.23999786376953
2022-08-01,68.13999938964844
2022-08-02,67.61000061035156
2022-08-03,68.11000061035156
2022-08-04,68.69000244140625
2022-08-05,68.7300033569336
2022-08-08,68.93000030517578
2022-08-09,68.43000030517578
2022-08-10,69.51000213623047
2022-08-11,69.69999694824219
2022-08-12,70.55999755859375
2022-08-15,70.52999877929688
2022-08-16,70.30000305175781
2022-08-17,69.87000274658203
2022-08-18,69.93000030517578
2022-08-19,68.9000015258789
2022-08-22,67.73999786376953
2022-08-23,68.08000183105469
2022-08-24,68.20999908447266
2022-08-25,69.13999938964844
2022-08-26,67.70999908447266
2022-08-29,67.30000305175781
2022-08-30,66.75
2022-08-31,66.44000244140625
2022-09-01,66.01000213623047
2022-09-02,65.68000030517578
2022-09-06,65.41000366210938
2022-09-07,66.01000213623047
2022-09-08,66.29000091552734
2022-09-09,67.58000183105469
2022-09-12,68.30999755859375
2022-09-13,66.11000061035156
2022-09-14,66.31999969482422
2022-09-15,65.5999984741211
2022-09-16,64.91999816894531
2022-09-19,65.38999938964844
2022-09-20,64.91000366210938
2022-09-21,63.95000076293945
2022-09-22,63.33000183105469
2022-09-23,62.029998779296875
2022-09-26,61.33000183105469
2022-09-27,61.31999969482422
2022-09-28,62.130001068115234
2022-09-29,60.9900016784668
2022-09-30,60.93000030517578
2022-10-03,62.22999954223633
2022-10-04,64.08999633789062
2022-10-05,64.1500015258789
2022-10-06,63.58000183105469
2022-10-07,62.310001373291016
2022-10-10,61.65999984741211
2022-10-11,60.88999938964844
2022-10-12,60.86000061035156
2022-10-13,61.5
2022-10-14,60.54999923706055
2022-10-17,61.90999984741211
2022-10-18,62.29999923706055
2022-10-19,61.59000015258789
2022-10-20,61.36000061035156
2022-10-21,62.380001068115234
2022-10-24,61.650001525878906
2022-10-25,62.38999938964844
2022-10-26,62.599998474121094
2022-10-27,62.13999938964844
2022-10-28,62.630001068115234
2022-10-31,62.439998626708984
2022-11-01,63.150001525878906
2022-11-02,62.459999084472656
2022-11-03,62.099998474121094
2022-11-04,63.97999954223633
2022-11-07,64.38999938964844
2022-11-08,64.77999877929688
2022-11-09,63.81999969482422
2022-11-10,65.93000030517578
2022-11-11,67.30999755859375
2022-11-14,67.05999755859375
2022-11-15,67.91999816894531
2022-11-16,67.19000244140625
2022-11-17,66.87999725341797
2022-11-18,66.93000030517578
2022-11-21,66.48999786376953
2022-11-22,66.95999908447266
2022-11-23,67.2699966430664
2022-11-25,67.31999969482422
2022-11-28,66.48999786376953
2022-11-29,67.0999984741211
2022-11-30,69.05000305175781
2022-12-01,69.02999877929688
2022-12-02,69.12000274658203
2022-12-05,68.3499984741211
2022-12-06,67.83999633789062
2022-12-07,67.61000061035156
2022-12-08,68.25
2022-12-09,68.11000061035156
2022-12-12,68.2699966430664
2022-12-13,68.6500015258789
2022-12-14,68.81999969482422
2022-12-15,66.41000366210938
2022-12-16,65.94000244140625
2022-12-19,65.66999816894531
2022-12-20,65.80999755859375
2022-12-21,66.4800033569336
2022-12-22,65.86000061035156
2022-12-23,66.05999755859375
2022-12-27,66.12999725341797
2022-12-28,65.5999984741211
2022-12-29,66.61000061035156
2022-12-30,66.19000244140625
2023-01-03,66.16999816894531
2023-01-04,66.95999908447266
2023-01-05,66.83999633789062
2023-01-06,67.91000366210938
2023-01-09,68.56999969482422
2023-01-10,68.87000274658203
2023-01-11,69.52999877929688
2023-01-12,69.87999725341797
2023-01-13,70.51000213623047
2023-01-17,70.43000030517578
2023-01-18,70.18000030517578
2023-01-19,70.0
2023-01-20,70.80000305175781
2023-01-23,71.30000305175781
2023-01-24,71.20999908447266
2023-01-25,71.3499984741211
2023-01-26,71.86000061035156
2023-01-27,71.62000274658203
2023-01-30,70.8499984741211
2023-01-31,71.22000122070312
2023-02-01,71.9800033569336
2023-02-02,72.19000244140625
2023-02-03,71.5
2023-02-06,70.55000305175781
2023-02-07,71.05999755859375
2023-02-08,70.77999877929688
2023-02-09,70.69000244140625
2023-02-10,70.30000305175781
2023-02-13,70.93000030517578
2023-02-14,71.02999877929688
2023-02-15,70.95999908447266
2023-02-16,70.5999984741211
2023-02-17,70.11000061035156
2023-02-21,69.33000183105469
2023-02-22,68.97000122070312
2023-02-23,69.18000030517578
2023-02-24,68.20999908447266
2023-02-27,68.54000091552734
2023-02-28,68.4800033569336
2023-03-01,69.08000183105469
2023-03-02,69.27999877929688
2023-03-03,70.1500015258789
2023-03-06,70.01000213623047
2023-03-07,69.19999694824219
2023-03-08,69.25
2023-03-09,68.41999816894531
2023-03-10,67.58999633789062
2023-03-13,67.33999633789062
2023-03-14,68.05999755859375
