Date,VSMPX
2022-07-01,174.05999755859375
2022-07-05,174.64999389648438
2022-07-06,174.9600067138672
2022-07-07,177.8800048828125
2022-07-08,177.6999969482422
2022-07-11,175.44000244140625
2022-07-12,173.9199981689453
2022-07-13,173.1999969482422
2022-07-14,172.42999267578125
2022-07-15,175.80999755859375
2022-07-18,174.52000427246094
2022-07-19,179.4600067138672
2022-07-20,180.88999938964844
2022-07-21,182.6300048828125
2022-07-22,180.67999267578125
2022-07-25,180.92999267578125
2022-07-26,178.77000427246094
2022-07-27,183.44000244140625
2022-07-28,185.77999877929688
2022-07-29,188.3000030517578
2022-08-01,187.86000061035156
2022-08-02,186.83999633789062
2022-08-03,189.83999633789062
2022-08-04,189.7100067138672
2022-08-05,189.6699981689453
2022-08-08,189.74000549316406
2022-08-09,188.5800018310547
2022-08-10,192.9499969482422
2022-08-11,192.8699951171875
2022-08-12,196.27000427246094
2022-08-15,197.02000427246094
2022-08-16,197.36000061035156
2022-08-17,195.63999938964844
2022-08-18,196.14999389648438
2022-08-19,193.33999633789062
2022-08-22,189.22000122070312
2022-08-23,188.88999938964844
2022-08-24,189.6199951171875
2022-08-25,192.41000366210938
2022-08-26,185.97000122070312
2022-08-29,184.66000366210938
2022-08-30,182.60000610351562
2022-08-31,181.27000427246094
2022-09-01,181.4199981689453
2022-09-02,179.61000061035156
2022-09-06,178.7899932861328
2022-09-07,182.2100067138672
2022-09-08,183.60000610351562
2022-09-09,186.60000610351562
2022-09-12,188.61000061035156
2022-09-13,180.57000732421875
2022-09-14,181.24000549316406
2022-09-15,179.3300018310547
2022-09-16,177.72000122070312
2022-09-19,178.97000122070312
2022-09-20,176.80999755859375
2022-09-21,173.85000610351562
2022-09-22,171.22000122070312
2022-09-23,168.14999389648438
2022-09-26,166.27000427246094
2022-09-27,166.10000610351562
2022-09-28,169.63999938964844
2022-09-29,166.02999877929688
2022-09-30,163.75999450683594
2022-10-03,168.0
2022-10-04,173.4600067138672
2022-10-05,173.0399932861328
2022-10-06,171.42999267578125
2022-10-07,166.5399932861328
2022-10-10,165.2100067138672
2022-10-11,164.1999969482422
2022-10-12,163.69000244140625
2022-10-13,167.75
2022-10-14,163.69000244140625
2022-10-17,168.17999267578125
2022-10-18,170.17999267578125
2022-10-19,168.72000122070312
2022-10-20,167.36000061035156
2022-10-21,171.1999969482422
2022-10-24,173.00999450683594
2022-10-25,176.1699981689453
2022-10-26,175.07000732421875
2022-10-27,174.1999969482422
2022-10-28,178.33999633789062
2022-10-31,177.14999389648438
2022-11-01,176.6199951171875
2022-11-02,171.97000122070312
2022-11-03,170.3000030517578
2022-11-04,172.44000244140625
2022-11-07,174.00999450683594
2022-11-08,174.91000366210938
2022-11-09,171.14999389648438
2022-11-10,180.97000122070312
2022-11-11,182.75999450683594
2022-11-14,181.02000427246094
2022-11-15,182.83999633789062
2022-11-16,181.02999877929688
2022-11-17,180.3000030517578
2022-11-18,181.14999389648438
2022-11-21,180.36000061035156
2022-11-22,182.7899932861328
2022-11-23,183.8699951171875
2022-11-25,183.9199981689453
2022-11-28,180.97999572753906
2022-11-29,180.8000030517578
2022-11-30,186.4199981689453
2022-12-01,186.36000061035156
2022-12-02,186.22999572753906
2022-12-05,182.58999633789062
2022-12-06,179.9199981689453
2022-12-07,179.57000732421875
2022-12-08,180.97999572753906
2022-12-09,179.58999633789062
2022-12-12,182.16000366210938
2022-12-13,183.52000427246094
2022-12-14,182.49000549316406
2022-12-15,177.89999389648438
2022-12-16,175.97999572753906
2022-12-19,174.22000122070312
2022-12-20,174.50999450683594
2022-12-21,176.30999755859375
2022-12-22,173.77999877929688
2022-12-23,174.72999572753906
2022-12-27,173.99000549316406
2022-12-28,171.83999633789062
2022-12-29,175.05999755859375
2022-12-30,174.6300048828125
2023-01-03,173.8699951171875
2023-01-04,175.3699951171875
2023-01-05,173.30999755859375
2023-01-06,177.2100067138672
2023-01-09,177.24000549316406
2023-01-10,178.61000061035156
2023-01-11,180.97000122070312
2023-01-12,181.86000061035156
2023-01-13,182.63999938964844
2023-01-17,182.36000061035156
2023-01-18,179.5500030517578
2023-01-19,178.08999633789062
2023-01-20,181.52000427246094
2023-01-23,183.77999877929688
2023-01-24,183.5500030517578
2023-01-25,183.57000732421875
2023-01-26,185.5800018310547
2023-01-27,186.1999969482422
2023-01-30,183.74000549316406
2023-01-31,186.67999267578125
2023-02-01,188.8300018310547
2023-02-02,191.7899932861328
2023-02-03,189.75999450683594
2023-02-06,188.42999267578125
2023-02-07,190.75999450683594
2023-02-08,188.6300048828125
2023-02-09,186.83999633789062
2023-02-10,187.16000366210938
2023-02-13,189.3300018310547
2023-02-14,189.44000244140625
2023-02-15,190.36000061035156
2023-02-16,187.80999755859375
2023-02-17,187.27999877929688
2023-02-21,183.32000732421875
2023-02-22,183.2100067138672
2023-02-23,184.14999389648438
2023-02-24,182.2100067138672
2023-02-27,182.77999877929688
2023-02-28,182.3300018310547
2023-03-01,181.58999633789062
2023-03-02,182.91000366210938
2023-03-03,185.85000610351562
2023-03-06,185.61000061035156
2023-03-07,182.8800048828125
2023-03-08,183.11000061035156
2023-03-09,179.47000122070312
2023-03-10,176.38999938964844
2023-03-13,175.85000610351562
2023-03-14,178.85000610351562
2023-03-15,177.3800048828125
2023-03-16,180.47999572753906
2023-03-17,178.1999969482422
2023-03-20,179.8000030517578
2023-03-21,182.35000610351562
2023-03-22,178.3800048828125
2023-03-23,178.77000427246094
2023-03-24,179.75999450683594
2023-03-27,180.24000549316406
2023-03-28,180.00999450683594
2023-03-29,182.5800018310547
2023-03-30,183.55999755859375
2023-03-31,186.38999938964844
2023-04-03,186.91000366210938
2023-04-04,185.60000610351562
2023-04-05,184.9199981689453
2023-04-06,185.55999755859375
2023-04-10,185.97000122070312
2023-04-11,186.14999389648438
2023-04-12,185.32000732421875
2023-04-13,187.75
2023-04-14,187.24000549316406
2023-04-17,188.00999450683594
2023-04-18,188.1300048828125
2023-04-19,188.16000366210938
2023-04-20,187.0399932861328
2023-04-21,187.19000244140625
2023-04-24,187.25
2023-04-25,184.0800018310547
2023-04-26,183.3300018310547
2023-04-27,186.77999877929688
2023-04-28,188.33999633789062
2023-05-01,188.3000030517578
2023-05-02,185.9499969482422
2023-05-03,184.86000061035156
2023-05-04,183.47000122070312
2023-05-05,186.9499969482422
2023-05-08,187.07000732421875
2023-05-09,186.30999755859375
2023-05-10,187.16000366210938
2023-05-11,186.75
2023-05-12,186.44000244140625
2023-05-15,187.25999450683594
2023-05-16,185.80999755859375
2023-05-17,188.24000549316406
2023-05-18,190.05999755859375
2023-05-19,189.63999938964844
2023-05-22,189.97999572753906
2023-05-23,187.9199981689453
2023-05-24,186.50999450683594
2023-05-25,187.74000549316406
2023-05-26,190.24000549316406
2023-05-30,190.25999450683594
2023-05-31,189.1300048828125
2023-06-01,191.02999877929688
2023-06-02,194.22999572753906
2023-06-05,193.6999969482422
2023-06-06,194.58999633789062
2023-06-07,194.14999389648438
2023-06-08,195.19000244140625
2023-06-09,195.25
2023-06-12,197.02000427246094
2023-06-13,198.5399932861328
2023-06-14,198.52999877929688
2023-06-15,200.97999572753906
2023-06-16,200.1699981689453
2023-06-20,199.17999267578125
2023-06-21,198.14999389648438
2023-06-22,197.91000366210938
2023-06-23,196.25
2023-06-26,195.57000732421875
2023-06-27,197.9499969482422
2023-06-28,198.02999877929688
2023-06-29,199.02999877929688
2023-06-30,201.30999755859375
2023-07-03,201.64999389648438
2023-07-05,201.08999633789062
2023-07-06,199.32000732421875
2023-07-07,199.1199951171875
2023-07-10,199.94000244140625
2023-07-11,201.50999450683594
2023-07-12,202.99000549316406
2023-07-13,204.8000030517578
2023-07-14,204.35000610351562
2023-07-17,205.30999755859375
2023-07-18,206.86000061035156
2023-07-19,207.41000366210938
2023-07-20,205.9199981689453
2023-07-21,205.91000366210938
2023-07-24,206.6300048828125
2023-07-25,207.14999389648438
2023-07-26,207.27999877929688
2023-07-27,205.75
2023-07-28,207.94000244140625
2023-07-31,208.5
2023-08-01,207.91000366210938
2023-08-02,204.9600067138672
2023-08-03,204.42999267578125
2023-08-04,203.42999267578125
2023-08-07,205.11000061035156
2023-08-08,204.1199951171875
2023-08-09,202.66000366210938
2023-08-10,202.67999267578125
2023-08-11,202.50999450683594
2023-08-14,203.52999877929688
2023-08-15,201.17999267578125
2023-08-16,199.6199951171875
2023-08-17,197.9600067138672
2023-08-18,198.08999633789062
2023-08-21,199.2899932861328
2023-08-22,198.72999572753906
2023-08-23,200.9499969482422
2023-08-24,198.24000549316406
2023-08-25,199.57000732421875
2023-08-28,200.85000610351562
2023-08-29,203.80999755859375
2023-08-30,204.6699981689453
2023-08-31,204.47999572753906
2023-09-01,205.10000610351562
2023-09-05,203.92999267578125
2023-09-06,202.6199951171875
2023-09-07,201.89999389648438
2023-09-08,202.14999389648438
2023-09-11,203.44000244140625
2023-09-12,202.41000366210938
2023-09-13,202.41000366210938
2023-09-14,204.1999969482422
2023-09-15,201.80999755859375
2023-09-18,201.8000030517578
2023-09-19,201.3300018310547
2023-09-20,198.77999877929688
2023-09-21,195.42999267578125
2023-09-22,195.00999450683594
2023-09-25,195.77999877929688
2023-09-26,192.9499969482422
2023-09-27,193.22000122070312
2023-09-28,194.47999572753906
2023-09-29,193.97999572753906
2023-10-02,193.64999389648438
2023-10-03,190.85000610351562
2023-10-04,192.33999633789062
2023-10-05,192.1199951171875
2023-10-06,194.44000244140625
2023-10-09,195.69000244140625
2023-10-10,196.86000061035156
2023-10-11,197.63999938964844
2023-10-12,196.07000732421875
2023-10-13,194.99000549316406
2023-10-16,197.22000122070312
2023-10-17,197.4600067138672
2023-10-18,194.5800018310547
2023-10-19,192.7899932861328
2023-10-20,190.36000061035156
2023-10-23,189.8800048828125
2023-10-24,191.3000030517578
2023-10-25,188.39999389648438
2023-10-26,186.47000122070312
2023-10-27,185.44000244140625
2023-10-30,187.60000610351562
2023-10-31,188.88999938964844
2023-11-01,190.75
2023-11-02,194.49000549316406
2023-11-03,196.6999969482422
2023-11-06,196.7100067138672
2023-11-07,197.3000030517578
2023-11-08,197.3300018310547
2023-11-09,195.6300048828125
2023-11-10,198.58999633789062
2023-11-13,198.4600067138672
2023-11-14,202.89999389648438
2023-11-15,203.2899932861328
2023-11-16,203.24000549316406
2023-11-17,203.75
2023-11-20,205.25
2023-11-21,204.64999389648438
2023-11-22,205.57000732421875
2023-11-24,205.89999389648438
2023-11-27,205.5
2023-11-28,205.6300048828125
2023-11-29,205.72000122070312
2023-11-30,206.58999633789062
2023-12-01,208.36000061035156
2023-12-04,207.55999755859375
2023-12-05,207.13999938964844
2023-12-06,206.3800048828125
2023-12-07,208.02000427246094
2023-12-08,208.9600067138672
2023-12-11,209.8000030517578
2023-12-12,210.66000366210938
2023-12-13,213.94000244140625
2023-12-14,215.14999389648438
2023-12-15,214.9600067138672
2023-12-18,215.8300018310547
2023-12-19,217.3800048828125
2023-12-20,213.17999267578125
2023-12-21,215.5500030517578
2023-12-22,216.02999877929688
2023-12-26,217.10000610351562
2023-12-27,217.47000122070312
2023-12-28,217.5399932861328
2023-12-29,216.64999389648438
2024-01-02,215.27999877929688
2024-01-03,213.08999633789062
2024-01-04,212.47999572753906
2024-01-05,212.83999633789062
2024-01-08,215.97000122070312
2024-01-09,215.5500030517578
2024-01-10,216.67999267578125
2024-01-11,216.44000244140625
2024-01-12,216.52999877929688
2024-01-16,215.57000732421875
2024-01-17,214.30999755859375
2024-01-18,216.14999389648438
2024-01-19,218.7899932861328
2024-01-22,219.64999389648438
2024-01-23,220.1199951171875
2024-01-24,220.05999755859375
2024-01-25,221.22000122070312
2024-01-26,221.16000366210938
2024-01-29,223.0800018310547
2024-01-30,222.8000030517578
2024-01-31,219.07000732421875
2024-02-01,221.8300018310547
2024-02-02,223.9199981689453
2024-02-05,222.91000366210938
2024-02-06,223.6300048828125
2024-02-07,225.33999633789062
2024-02-08,225.85000610351562
2024-02-09,227.32000732421875
2024-02-12,227.41000366210938
2024-02-13,223.8699951171875
2024-02-14,226.39999389648438
2024-02-15,228.07000732421875
2024-02-16,226.89999389648438
2024-02-20,225.3699951171875
2024-02-21,225.4600067138672
2024-02-22,229.9600067138672
2024-02-23,230.11000061035156
2024-02-26,229.47000122070312
2024-02-27,230.0800018310547
2024-02-28,229.64999389648438
2024-02-29,230.91000366210938
2024-03-01,232.75999450683594
2024-03-04,232.52000427246094
2024-03-05,230.10000610351562
2024-03-06,231.3800048828125
2024-03-07,233.72000122070312
2024-03-08,232.30999755859375
2024-03-11,231.88999938964844
2024-03-12,234.2100067138672
2024-03-13,233.9199981689453
2024-03-14,232.9499969482422
2024-03-15,231.63999938964844
2024-03-18,232.85000610351562
2024-03-19,234.17999267578125
2024-03-20,236.5500030517578
2024-03-21,237.50999450683594
2024-03-22,236.10000610351562
2024-03-25,235.5
2024-03-26,234.92999267578125
2024-03-27,237.17999267578125
2024-03-28,237.5
2024-04-01,236.82000732421875
2024-04-02,234.8800048828125
2024-04-03,235.25
2024-04-04,232.44000244140625
2024-04-05,234.94000244140625
2024-04-08,235.00999450683594
2024-04-09,235.38999938964844
2024-04-10,232.8699951171875
2024-04-11,234.52000427246094
2024-04-12,231.00999450683594
2024-04-15,228.10000610351562
2024-04-16,227.57000732421875
2024-04-17,226.1699981689453
2024-04-18,225.67999267578125
2024-04-19,223.97999572753906
2024-04-22,225.97000122070312
2024-04-23,228.83999633789062
2024-04-24,228.80999755859375
2024-04-25,227.74000549316406
2024-04-26,229.97999572753906
2024-04-29,230.77000427246094
2024-04-30,227.02000427246094
2024-05-01,226.4600067138672
2024-05-02,228.7100067138672
2024-05-03,231.4499969482422
2024-05-06,233.97000122070312
2024-05-07,234.19000244140625
2024-05-08,234.05999755859375
2024-05-09,235.39999389648438
2024-05-10,235.66000366210938
2024-05-13,235.6199951171875
2024-05-14,236.9600067138672
2024-05-15,239.75999450683594
2024-05-16,239.16000366210938
2024-05-17,239.4499969482422
2024-05-20,239.75
2024-05-21,240.1699981689453
2024-05-22,239.41000366210938
2024-05-23,237.38999938964844
2024-05-24,239.10000610351562
2024-05-28,238.97000122070312
2024-05-29,237.0800018310547
2024-05-30,236.0
2024-05-31,237.75
2024-06-03,237.83999633789062
2024-06-04,237.85000610351562
2024-06-05,240.74000549316406
2024-06-06,240.58999633789062
2024-06-07,240.1199951171875
2024-06-10,240.83999633789062
2024-06-11,241.3699951171875
2024-06-12,243.60000610351562
2024-06-13,243.83999633789062
2024-06-14,243.4600067138672
2024-06-17,245.35000610351562
2024-06-18,245.92999267578125
2024-06-20,245.3000030517578
2024-06-21,245.0500030517578
2024-06-24,244.55999755859375
2024-06-25,245.22999572753906
2024-06-26,245.52999877929688
2024-06-27,245.9600067138672
2024-06-28,244.33999633789062
2024-07-01,244.75
2024-07-02,246.1699981689453
2024-07-03,247.32000732421875
2024-07-05,248.4600067138672
2024-07-08,248.77000427246094
2024-07-09,248.75
2024-07-10,251.25999450683594
2024-07-11,250.07000732421875
2024-07-12,251.58999633789062
2024-07-15,252.60000610351562
2024-07-16,254.83999633789062
2024-07-17,251.24000549316406
2024-07-18,249.02000427246094
2024-07-19,247.41000366210938
2024-07-22,250.13999938964844
2024-07-23,250.0
2024-07-24,244.19000244140625
2024-07-25,243.4199981689453
2024-07-26,246.27000427246094
2024-07-29,246.2899932861328
2024-07-30,245.25999450683594
2024-07-31,248.8300018310547
2024-08-01,245.11000061035156
2024-08-02,240.17999267578125
2024-08-05,233.02000427246094
2024-08-06,235.4499969482422
2024-08-07,233.55999755859375
2024-08-08,239.02000427246094
2024-08-09,240.0800018310547
2024-08-12,239.8699951171875
2024-08-13,243.89999389648438
2024-08-14,244.72000122070312
2024-08-15,248.88999938964844
2024-08-16,249.4199981689453
2024-08-19,251.8699951171875
2024-08-20,251.16000366210938
2024-08-21,252.52000427246094
2024-08-22,250.27999877929688
2024-08-23,253.57000732421875
2024-08-26,252.8000030517578
2024-08-27,253.0500030517578
2024-08-28,251.5
2024-08-29,251.72999572753906
2024-08-30,254.22000122070312
2024-09-03,248.69000244140625
2024-09-04,248.27000427246094
2024-09-05,247.4499969482422
2024-09-06,243.22999572753906
2024-09-09,245.89999389648438
2024-09-10,246.8800048828125
2024-09-11,249.3699951171875
2024-09-12,251.32000732421875
2024-09-13,253.1199951171875
2024-09-16,253.61000061035156
2024-09-17,253.8300018310547
2024-09-18,253.2100067138672
2024-09-19,257.5899963378906
2024-09-20,256.9599914550781
2024-09-23,257.6300048828125
2024-09-24,258.2200012207031
2024-09-25,257.4800109863281
2024-09-26,258.5899963378906
2024-09-27,257.6199951171875
2024-09-30,258.6300048828125
2024-10-01,256.20001220703125
2024-10-02,256.25
2024-10-03,255.72999572753906
2024-10-04,258.2300109863281
2024-10-07,255.77999877929688
2024-10-08,258.010009765625
2024-10-09,259.82000732421875
2024-10-10,259.29998779296875
2024-10-11,261.2799987792969
2024-10-14,263.2200012207031
2024-10-15,261.4700012207031
2024-10-16,262.8900146484375
2024-10-17,262.82000732421875
2024-10-18,263.79998779296875
2024-10-21,262.9700012207031
2024-10-22,262.7099914550781
2024-10-23,260.3599853515625
2024-10-24,260.9700012207031
2024-10-25,260.7300109863281
2024-10-28,261.739990234375
2024-10-29,262.1400146484375
2024-10-30,261.3699951171875
2024-10-31,256.69000244140625
2024-11-01,257.75
2024-11-04,257.17999267578125
2024-11-05,260.5
2024-11-06,267.79998779296875
2024-11-07,269.6400146484375
2024-11-08,270.8399963378906
2024-11-11,271.6499938964844
2024-11-12,270.6000061035156
2024-11-13,270.4100036621094
2024-11-14,268.5799865722656
2024-11-15,265.0799865722656
2024-11-18,266.17999267578125
2024-11-19,267.4100036621094
2024-11-20,267.57000732421875
2024-11-21,269.42999267578125
