Date,OLGAX
2022-02-28,52.5099983215332
2022-03-01,51.66999816894531
2022-03-02,52.720001220703125
2022-03-03,52.22999954223633
2022-03-04,51.52000045776367
2022-03-07,49.61000061035156
2022-03-08,49.43000030517578
2022-03-09,51.09000015258789
2022-03-10,50.72999954223633
2022-03-11,50.099998474121094
2022-03-14,49.52000045776367
2022-03-15,50.70000076293945
2022-03-16,52.099998474121094
2022-03-17,52.720001220703125
2022-03-18,53.4900016784668
2022-03-21,53.369998931884766
2022-03-22,54.130001068115234
2022-03-23,53.52000045776367
2022-03-24,54.380001068115234
2022-03-25,54.380001068115234
2022-03-28,54.91999816894531
2022-03-29,55.59000015258789
2022-03-30,54.970001220703125
2022-03-31,54.130001068115234
2022-04-01,54.189998626708984
2022-04-04,54.79999923706055
2022-04-05,53.90999984741211
2022-04-06,53.11000061035156
2022-04-07,53.310001373291016
2022-04-08,53.060001373291016
2022-04-11,52.040000915527344
2022-04-12,51.900001525878906
2022-04-13,52.560001373291016
2022-04-14,51.810001373291016
2022-04-18,51.70000076293945
2022-04-19,52.529998779296875
2022-04-20,52.540000915527344
2022-04-21,51.560001373291016
2022-04-22,49.88999938964844
2022-04-25,49.88999938964844
2022-04-26,48.939998626708984
2022-04-27,49.060001373291016
2022-04-28,50.02000045776367
2022-04-29,48.2599983215332
2022-05-02,48.7400016784668
2022-05-03,48.810001373291016
2022-05-04,50.25
2022-05-05,48.310001373291016
2022-05-06,48.029998779296875
2022-05-09,46.52000045776367
2022-05-10,46.86000061035156
2022-05-11,45.869998931884766
2022-05-12,45.83000183105469
2022-05-13,46.959999084472656
2022-05-16,46.68000030517578
2022-05-17,47.61000061035156
2022-05-18,45.470001220703125
2022-05-19,45.349998474121094
2022-05-20,45.119998931884766
2022-05-23,45.95000076293945
2022-05-24,45.369998931884766
2022-05-25,45.959999084472656
2022-05-26,47.04999923706055
2022-05-27,48.27000045776367
2022-05-31,47.88999938964844
2022-06-01,47.529998779296875
2022-06-02,48.5099983215332
2022-06-03,47.650001525878906
2022-06-06,47.79999923706055
2022-06-07,48.220001220703125
2022-06-08,47.689998626708984
2022-06-09,46.630001068115234
2022-06-10,45.2599983215332
2022-06-13,43.5
2022-06-14,43.56999969482422
2022-06-15,44.31999969482422
2022-06-16,42.790000915527344
2022-06-17,43.029998779296875
2022-06-21,44.08000183105469
2022-06-22,43.9900016784668
2022-06-23,44.40999984741211
2022-06-24,45.849998474121094
2022-06-27,45.65999984741211
2022-06-28,44.560001373291016
2022-06-29,44.58000183105469
2022-06-30,44.119998931884766
2022-07-01,44.459999084472656
2022-07-05,44.7400016784668
2022-07-06,44.849998474121094
2022-07-07,45.70000076293945
2022-07-08,45.779998779296875
2022-07-11,45.09000015258789
2022-07-12,44.630001068115234
2022-07-13,44.459999084472656
2022-07-14,44.47999954223633
2022-07-15,45.220001220703125
2022-07-18,44.84000015258789
2022-07-19,46.06999969482422
2022-07-20,46.45000076293945
2022-07-21,46.91999816894531
2022-07-22,46.40999984741211
2022-07-25,46.459999084472656
2022-07-26,45.7599983215332
2022-07-27,47.25
2022-07-28,47.900001525878906
2022-07-29,48.66999816894531
2022-08-01,48.4900016784668
2022-08-02,48.22999954223633
2022-08-03,49.06999969482422
2022-08-04,49.279998779296875
2022-08-05,49.11000061035156
2022-08-08,49.060001373291016
2022-08-09,48.75
2022-08-10,49.91999816894531
2022-08-11,49.79999923706055
2022-08-12,50.709999084472656
2022-08-15,50.970001220703125
2022-08-16,51.04999923706055
2022-08-17,50.65999984741211
2022-08-18,50.7599983215332
2022-08-19,50.08000183105469
2022-08-22,49.13999938964844
2022-08-23,49.099998474121094
2022-08-24,49.18000030517578
2022-08-25,49.84000015258789
2022-08-26,48.15999984741211
2022-08-29,47.79999923706055
2022-08-30,47.34000015258789
2022-08-31,46.97999954223633
2022-09-01,47.060001373291016
2022-09-02,46.56999969482422
2022-09-06,46.369998931884766
2022-09-07,47.2400016784668
