Date,VFINX
2022-12-02,376.8800048828125
2022-12-05,370.1400146484375
2022-12-06,364.82000732421875
2022-12-07,364.1499938964844
2022-12-08,366.94000244140625
2022-12-09,364.25
2022-12-12,369.45001220703125
2022-12-13,372.1600036621094
2022-12-14,369.9800109863281
2022-12-15,360.7799987792969
2022-12-16,356.7900085449219
2022-12-19,352.0
2022-12-20,352.3800048828125
2022-12-21,357.6600036621094
2022-12-22,352.489990234375
2022-12-23,354.57000732421875
2022-12-27,353.1600036621094
2022-12-28,348.9100036621094
2022-12-29,355.04998779296875
2022-12-30,354.1700134277344
2023-01-03,352.760009765625
2023-01-04,355.42999267578125
2023-01-05,351.3500061035156
2023-01-06,359.3800048828125
2023-01-09,359.1700134277344
2023-01-10,361.6700134277344
2023-01-11,366.3299865722656
2023-01-12,367.6199951171875
2023-01-13,369.1000061035156
2023-01-17,368.3500061035156
2023-01-18,362.6099853515625
2023-01-19,359.8900146484375
2023-01-20,366.70001220703125
2023-01-23,371.05999755859375
2023-01-24,370.79998779296875
2023-01-25,370.7300109863281
2023-01-26,374.8399963378906
2023-01-27,375.7799987792969
2023-01-30,370.94000244140625
2023-01-31,376.3699951171875
2023-02-01,380.30999755859375
2023-02-02,385.9200134277344
2023-02-03,381.94000244140625
2023-02-06,379.6099853515625
2023-02-07,384.510009765625
2023-02-08,380.260009765625
2023-02-09,376.95001220703125
2023-02-10,377.8599853515625
2023-02-13,382.239990234375
2023-02-14,382.17999267578125
2023-02-15,383.3299865722656
2023-02-16,378.0799865722656
2023-02-17,377.1000061035156
2023-02-21,369.5400085449219
2023-02-22,368.9599914550781
2023-02-23,370.9599914550781
2023-02-24,367.05999755859375
2023-02-27,368.2300109863281
2023-02-28,367.1499938964844
2023-03-01,365.44000244140625
2023-03-02,368.260009765625
2023-03-03,374.239990234375
2023-03-06,374.510009765625
2023-03-07,368.7699890136719
2023-03-08,369.3299865722656
2023-03-09,362.57000732421875
2023-03-10,357.2699890136719
2023-03-13,356.69000244140625
2023-03-14,362.7699890136719
2023-03-15,360.25
2023-03-16,366.6300048828125
2023-03-17,362.5899963378906
2023-03-20,365.8299865722656
2023-03-21,370.6000061035156
2023-03-22,364.5299987792969
2023-03-23,364.25
2023-03-24,366.30999755859375
2023-03-27,366.9100036621094
2023-03-28,366.3399963378906
2023-03-29,371.54998779296875
2023-03-30,373.7300109863281
2023-03-31,379.1300048828125
2023-04-03,380.5299987792969
2023-04-04,378.3599853515625
2023-04-05,377.4599914550781
2023-04-06,378.8900146484375
2023-04-10,379.2699890136719
2023-04-11,379.25
2023-04-12,377.69000244140625
2023-04-13,382.760009765625
2023-04-14,381.9700012207031
2023-04-17,383.2300109863281
2023-04-18,383.55999755859375
2023-04-19,383.5299987792969
2023-04-20,381.2799987792969
2023-04-21,381.6300048828125
2023-04-24,381.95001220703125
2023-04-25,375.92999267578125
2023-04-26,374.4800109863281
2023-04-27,381.82000732421875
2023-04-28,385.010009765625
2023-05-01,384.8500061035156
2023-05-02,380.3900146484375
2023-05-03,377.739990234375
2023-05-04,375.04998779296875
2023-05-05,382.0
2023-05-08,382.17999267578125
2023-05-09,380.45001220703125
2023-05-10,382.1700134277344
2023-05-11,381.6000061035156
2023-05-12,381.0799865722656
2023-05-15,382.25
2023-05-16,379.8299865722656
2023-05-17,384.4200134277344
2023-05-18,388.1199951171875
2023-05-19,387.57000732421875
2023-05-22,387.6700134277344
2023-05-23,383.3299865722656
2023-05-24,380.5299987792969
2023-05-25,383.8699951171875
2023-05-26,388.8999938964844
2023-05-30,388.92999267578125
2023-05-31,386.6300048828125
2023-06-01,390.510009765625
2023-06-02,396.2099914550781
2023-06-05,395.4200134277344
2023-06-06,396.3599853515625
2023-06-07,394.8599853515625
2023-06-08,397.3399963378906
2023-06-09,397.8500061035156
2023-06-12,401.510009765625
2023-06-13,404.30999755859375
2023-06-14,404.739990234375
2023-06-15,409.739990234375
2023-06-16,408.239990234375
2023-06-20,406.29998779296875
2023-06-21,404.20001220703125
2023-06-22,405.7300109863281
2023-06-23,402.6199951171875
2023-06-26,400.82000732421875
2023-06-27,405.4100036621094
2023-06-28,403.7900085449219
2023-06-29,405.6400146484375
2023-06-30,410.6300048828125
2023-07-03,411.1300048828125
2023-07-05,410.3699951171875
2023-07-06,407.1499938964844
2023-07-07,406.04998779296875
2023-07-10,407.0199890136719
2023-07-11,409.7699890136719
2023-07-12,412.82000732421875
2023-07-13,416.3500061035156
2023-07-14,415.94000244140625
2023-07-17,417.5400085449219
2023-07-18,420.510009765625
2023-07-19,421.510009765625
2023-07-20,418.70001220703125
2023-07-21,418.8299865722656
2023-07-24,420.5199890136719
2023-07-25,421.7099914550781
2023-07-26,421.6499938964844
2023-07-27,418.9700012207031
2023-07-28,423.1499938964844
2023-07-31,423.7799987792969
2023-08-01,422.6499938964844
2023-08-02,416.80999755859375
2023-08-03,415.760009765625
2023-08-04,413.5899963378906
2023-08-07,417.3299865722656
2023-08-08,415.57000732421875
2023-08-09,412.67999267578125
2023-08-10,412.8299865722656
2023-08-11,412.45001220703125
2023-08-14,414.8399963378906
2023-08-15,410.1099853515625
2023-08-16,407.07000732421875
2023-08-17,404.010009765625
2023-08-18,403.9800109863281
2023-08-21,406.760009765625
2023-08-22,405.6300048828125
2023-08-23,410.1199951171875
2023-08-24,404.6199951171875
2023-08-25,407.3900146484375
2023-08-28,409.94000244140625
2023-08-29,415.8999938964844
2023-08-30,417.55999755859375
2023-08-31,416.989990234375
2023-09-01,417.760009765625
2023-09-05,416.0199890136719
2023-09-06,413.1300048828125
2023-09-07,411.8599853515625
2023-09-08,412.4700012207031
2023-09-11,415.239990234375
2023-09-12,412.8900146484375
2023-09-13,413.3999938964844
2023-09-14,417.0
2023-09-15,411.95001220703125
2023-09-18,412.25
2023-09-19,411.3599853515625
2023-09-20,407.5199890136719
2023-09-21,400.8500061035156
2023-09-22,399.92999267578125
2023-09-25,401.5400085449219
2023-09-26,395.6499938964844
2023-09-27,394.3599853515625
2023-09-28,396.7300109863281
2023-09-29,395.6700134277344
2023-10-02,395.70001220703125
2023-10-03,390.2900085449219
2023-10-04,393.45001220703125
2023-10-05,393.010009765625
2023-10-06,397.7099914550781
2023-10-09,400.2200012207031
2023-10-10,402.30999755859375
2023-10-11,404.04998779296875
2023-10-12,401.57000732421875
2023-10-13,399.55999755859375
2023-10-16,403.79998779296875
2023-10-17,403.760009765625
2023-10-18,398.3500061035156
2023-10-19,395.0
2023-10-20,390.0400085449219
2023-10-23,389.3800048828125
2023-10-24,392.2099914550781
2023-10-25,386.5899963378906
2023-10-26,382.0199890136719
2023-10-27,380.19000244140625
2023-10-30,384.7900085449219
2023-10-31,387.29998779296875
2023-11-01,391.3699951171875
2023-11-02,398.7799987792969
2023-11-03,402.5400085449219
2023-11-06,403.25
2023-11-07,404.4100036621094
2023-11-08,404.8299865722656
2023-11-09,401.6300048828125
2023-11-10,407.9700012207031
2023-11-13,407.6499938964844
2023-11-14,415.510009765625
2023-11-15,416.239990234375
2023-11-16,416.8399963378906
2023-11-17,417.3800048828125
2023-11-20,420.5
2023-11-21,419.6600036621094
2023-11-22,421.3800048828125
2023-11-24,421.6400146484375
2023-11-27,420.82000732421875
2023-11-28,421.2300109863281
2023-11-29,420.8999938964844
2023-11-30,422.6199951171875
2023-12-01,425.1400146484375
2023-12-04,422.8399963378906
2023-12-05,422.6099853515625
2023-12-06,420.9700012207031
2023-12-07,424.3900146484375
2023-12-08,426.1400146484375
2023-12-11,427.80999755859375
2023-12-12,429.7900085449219
2023-12-13,435.6600036621094
2023-12-14,436.9200134277344
2023-12-15,436.8999938964844
2023-12-18,438.8800048828125
2023-12-19,439.7699890136719
2023-12-20,433.3699951171875
2023-12-21,437.8299865722656
2023-12-22,438.55999755859375
2023-12-26,440.4100036621094
2023-12-27,441.07000732421875
2023-12-28,441.2799987792969
2023-12-29,440.05999755859375
2024-01-02,437.57000732421875
2024-01-03,434.0799865722656
2024-01-04,432.6499938964844
2024-01-05,433.44000244140625
2024-01-08,439.55999755859375
2024-01-09,438.9700012207031
2024-01-10,441.4599914550781
2024-01-11,441.17999267578125
2024-01-12,441.5400085449219
2024-01-16,439.8999938964844
2024-01-17,437.42999267578125
2024-01-18,441.32000732421875
2024-01-19,446.7799987792969
2024-01-22,447.75
2024-01-23,449.07000732421875
2024-01-24,449.44000244140625
2024-01-25,451.82000732421875
2024-01-26,451.5299987792969
2024-01-29,454.94000244140625
2024-01-30,454.70001220703125
2024-01-31,447.3900146484375
2024-02-01,453.0
2024-02-02,457.8599853515625
2024-02-05,456.3999938964844
2024-02-06,457.4700012207031
2024-02-07,461.239990234375
2024-02-08,461.55999755859375
2024-02-09,464.260009765625
2024-02-12,463.82000732421875
2024-02-13,457.5299987792969
2024-02-14,462.0
2024-02-15,464.7900085449219
2024-02-16,462.6300048828125
2024-02-20,459.8599853515625
2024-02-21,460.4599914550781
2024-02-22,470.2099914550781
2024-02-23,470.3800048828125
2024-02-26,468.6099853515625
2024-02-27,468.6099853515625
2024-02-28,468.67999267578125
2024-02-29,471.2300109863281
2024-03-01,475.0299987792969
2024-03-04,474.4700012207031
2024-03-05,469.6499938964844
2024-03-06,472.0899963378906
2024-03-07,477.0199890136719
2024-03-08,473.94000244140625
2024-03-11,473.3999938964844
2024-03-12,478.7200012207031
2024-03-13,477.82000732421875
2024-03-14,476.55999755859375
2024-03-15,473.4800109863281
2024-03-18,476.4700012207031
2024-03-19,479.1600036621094
2024-03-20,483.489990234375
2024-03-21,485.07000732421875
2024-03-22,482.989990234375
2024-03-25,481.510009765625
2024-03-26,480.1600036621094
2024-03-27,484.3599853515625
2024-03-28,484.9100036621094
2024-04-01,483.92999267578125
2024-04-02,480.44000244140625
2024-04-03,480.989990234375
2024-04-04,475.1099853515625
2024-04-05,480.3800048828125
2024-04-08,480.2099914550781
2024-04-09,480.9700012207031
2024-04-10,476.42999267578125
2024-04-11,479.9800109863281
2024-04-12,473.04998779296875
2024-04-15,467.3699951171875
2024-04-16,466.3999938964844
2024-04-17,463.7099914550781
2024-04-18,462.7099914550781
2024-04-19,458.67999267578125
2024-04-22,462.67999267578125
2024-04-23,468.2200012207031
2024-04-24,468.32000732421875
2024-04-25,466.17999267578125
2024-04-26,470.95001220703125
2024-04-29,472.4599914550781
2024-04-30,465.04998779296875
2024-05-01,463.45001220703125
2024-05-02,467.69000244140625
2024-05-03,473.5799865722656
2024-05-06,478.4800109863281
2024-05-07,479.1499938964844
2024-05-08,479.1400146484375
2024-05-09,481.6700134277344
2024-05-10,482.5400085449219
2024-05-13,482.42999267578125
2024-05-14,484.8299865722656
2024-05-15,490.6000061035156
2024-05-16,489.67999267578125
2024-05-17,490.2699890136719
2024-05-20,490.75
2024-05-21,491.989990234375
2024-05-22,490.6600036621094
2024-05-23,487.05999755859375
2024-05-24,490.4800109863281
2024-05-28,490.5899963378906
2024-05-29,486.9800109863281
2024-05-30,484.1199951171875
2024-05-31,488.04998779296875
2024-06-03,488.6499938964844
2024-06-04,489.3999938964844
2024-06-05,495.2099914550781
2024-06-06,495.1099853515625
2024-06-07,494.6499938964844
2024-06-10,495.9599914550781
2024-06-11,497.30999755859375
2024-06-12,501.54998779296875
2024-06-13,502.7300109863281
2024-06-14,502.6499938964844
2024-06-17,506.55999755859375
2024-06-18,507.8500061035156
2024-06-20,506.57000732421875
2024-06-21,505.79998779296875
2024-06-24,504.2799987792969
2024-06-25,506.260009765625
2024-06-26,507.04998779296875
2024-06-27,507.5199890136719
2024-06-28,503.8500061035156
2024-07-01,505.2099914550781
2024-07-02,508.3399963378906
2024-07-03,510.94000244140625
2024-07-05,513.7999877929688
2024-07-08,514.3300170898438
2024-07-09,514.719970703125
2024-07-10,520.0399780273438
2024-07-11,515.5
2024-07-12,518.3400268554688
2024-07-15,519.8499755859375
2024-07-16,523.1699829101562
2024-07-17,515.8900146484375
2024-07-18,511.8599853515625
2024-07-19,508.2300109863281
2024-07-22,513.72998046875
2024-07-23,512.9299926757812
2024-07-24,501.05999755859375
2024-07-25,498.489990234375
2024-07-26,504.04998779296875
2024-07-29,504.4599914550781
2024-07-30,501.9599914550781
2024-07-31,509.9200134277344
2024-08-01,502.9599914550781
2024-08-02,493.7200012207031
2024-08-05,478.94000244140625
2024-08-06,483.8999938964844
2024-08-07,480.1700134277344
2024-08-08,491.239990234375
2024-08-09,493.5899963378906
2024-08-12,493.6700134277344
2024-08-13,501.989990234375
2024-08-14,503.92999267578125
2024-08-15,512.2000122070312
2024-08-16,513.2899780273438
2024-08-19,518.3300170898438
2024-08-20,517.3200073242188
2024-08-21,519.530029296875
2024-08-22,514.9000244140625
2024-08-23,520.8099975585938
2024-08-26,519.1799926757812
2024-08-27,520.0499877929688
2024-08-28,516.9400024414062
2024-08-29,516.9400024414062
2024-08-30,522.22998046875
2024-09-03,511.2300109863281
2024-09-04,510.42999267578125
2024-09-05,508.8999938964844
2024-09-06,500.17999267578125
2024-09-09,506.0199890136719
2024-09-10,508.29998779296875
2024-09-11,513.719970703125
2024-09-12,517.5800170898438
2024-09-13,520.4600219726562
2024-09-16,521.2100219726562
2024-09-17,521.3599853515625
2024-09-18,519.8599853515625
2024-09-19,528.7100219726562
2024-09-20,527.6900024414062
2024-09-23,529.1699829101562
2024-09-24,530.5
2024-09-25,529.510009765625
2024-09-26,531.6799926757812
2024-09-27,529.52001953125
2024-09-30,531.7999877929688
2024-10-01,526.8599853515625
2024-10-02,526.9600219726562
2024-10-03,526.0700073242188
2024-10-04,530.9000244140625
2024-10-07,525.8099975585938
2024-10-08,530.9099731445312
2024-10-09,534.7000122070312
2024-10-10,533.6699829101562
2024-10-11,536.9000244140625
2024-10-14,541.030029296875
2024-10-15,536.9600219726562
2024-10-16,539.47998046875
2024-10-17,539.3900146484375
2024-10-18,541.5599975585938
2024-10-21,540.5900268554688
2024-10-22,540.3300170898438
2024-10-23,535.3699951171875
2024-10-24,536.52001953125
2024-10-25,536.3599853515625
2024-10-28,537.780029296875
2024-10-29,538.6500244140625
2024-10-30,536.8800048828125
2024-10-31,526.9299926757812
2024-11-01,529.0999755859375
2024-11-04,527.6300048828125
2024-11-05,534.1099853515625
2024-11-06,547.6199951171875
2024-11-07,551.7000122070312
2024-11-08,553.8900146484375
2024-11-11,554.4199829101562
2024-11-12,552.8499755859375
2024-11-13,553.0
2024-11-14,549.719970703125
2024-11-15,542.530029296875
2024-11-18,544.72998046875
2024-11-19,546.8900146484375
2024-11-20,546.9199829101562
2024-11-21,549.9199829101562
