Date,RWBEX
2022-02-28,58.189998626708984
2022-03-01,57.06999969482422
2022-03-02,57.900001525878906
2022-03-03,57.25
2022-03-04,56.310001373291016
2022-03-07,54.58000183105469
2022-03-08,54.33000183105469
2022-03-09,55.91999816894531
2022-03-10,55.70000076293945
2022-03-11,54.959999084472656
2022-03-14,54.470001220703125
2022-03-15,55.040000915527344
2022-03-16,56.66999816894531
2022-03-17,57.529998779296875
2022-03-18,58.150001525878906
2022-03-21,57.939998626708984
2022-03-22,58.540000915527344
2022-03-23,57.90999984741211
2022-03-24,58.459999084472656
2022-03-25,58.45000076293945
2022-03-28,58.529998779296875
2022-03-29,59.40999984741211
2022-03-30,59.25
2022-03-31,58.40999984741211
2022-04-01,58.83000183105469
2022-04-04,59.349998474121094
2022-04-05,58.5
2022-04-06,57.88999938964844
2022-04-07,57.95000076293945
2022-04-08,58.02000045776367
2022-04-11,57.220001220703125
2022-04-12,56.95000076293945
2022-04-13,57.65999984741211
2022-04-14,57.119998931884766
2022-04-18,56.91999816894531
2022-04-19,57.380001068115234
2022-04-20,57.369998931884766
2022-04-21,56.56999969482422
2022-04-22,55.290000915527344
2022-04-25,55.119998931884766
2022-04-26,53.630001068115234
2022-04-27,53.88999938964844
2022-04-28,54.86000061035156
2022-04-29,53.70000076293945
2022-05-02,53.84000015258789
2022-05-03,54.18000030517578
2022-05-04,55.29999923706055
2022-05-05,53.75
2022-05-06,53.20000076293945
2022-05-09,51.470001220703125
2022-05-10,51.70000076293945
2022-05-11,51.439998626708984
2022-05-12,51.33000183105469
2022-05-13,52.720001220703125
2022-05-16,52.72999954223633
2022-05-17,53.81999969482422
2022-05-18,52.349998474121094
2022-05-19,52.349998474121094
2022-05-20,52.619998931884766
2022-05-23,53.380001068115234
2022-05-24,53.130001068115234
2022-05-25,53.439998626708984
2022-05-26,54.20000076293945
2022-05-27,55.279998779296875
2022-05-31,55.150001525878906
2022-06-01,54.63999938964844
2022-06-02,55.560001373291016
2022-06-03,54.83000183105469
2022-06-06,55.0
2022-06-07,55.400001525878906
2022-06-08,54.83000183105469
2022-06-09,53.619998931884766
2022-06-10,52.279998779296875
2022-06-13,50.040000915527344
2022-06-14,49.689998626708984
2022-06-15,50.470001220703125
2022-06-16,48.91999816894531
2022-06-17,48.75
2022-06-21,49.68000030517578
2022-06-22,49.27000045776367
2022-06-23,49.27000045776367
2022-06-24,50.59000015258789
2022-06-27,50.63999938964844
2022-06-28,50.16999816894531
2022-06-29,49.95000076293945
2022-06-30,49.439998626708984
2022-07-01,49.61000061035156
2022-07-05,49.0
2022-07-06,48.880001068115234
2022-07-07,49.810001373291016
2022-07-08,49.869998931884766
2022-07-11,49.060001373291016
2022-07-12,48.70000076293945
2022-07-13,48.560001373291016
2022-07-14,48.11000061035156
2022-07-15,48.90999984741211
2022-07-18,48.880001068115234
2022-07-19,50.099998474121094
2022-07-20,50.060001373291016
2022-07-21,50.43000030517578
2022-07-22,50.11000061035156
2022-07-25,50.36000061035156
2022-07-26,49.970001220703125
2022-07-27,51.0
2022-07-28,51.47999954223633
2022-07-29,51.90999984741211
2022-08-01,51.81999969482422
2022-08-02,51.36000061035156
2022-08-03,51.83000183105469
2022-08-04,51.95000076293945
2022-08-05,51.959999084472656
2022-08-08,52.150001525878906
2022-08-09,51.86000061035156
2022-08-10,52.810001373291016
2022-08-11,52.939998626708984
2022-08-12,53.650001525878906
2022-08-15,53.58000183105469
2022-08-16,53.619998931884766
2022-08-17,53.2400016784668
2022-08-18,53.20000076293945
2022-08-19,52.59000015258789
2022-08-22,51.630001068115234
2022-08-23,51.7400016784668
2022-08-24,51.810001373291016
2022-08-25,52.54999923706055
2022-08-26,51.189998626708984
2022-08-29,50.90999984741211
2022-08-30,50.40999984741211
2022-08-31,50.119998931884766
2022-09-01,49.84000015258789
2022-09-02,49.619998931884766
2022-09-06,49.439998626708984
2022-09-07,49.939998626708984
2022-09-08,50.2599983215332
2022-09-09,51.209999084472656
2022-09-12,51.630001068115234
2022-09-13,49.84000015258789
2022-09-14,49.959999084472656
2022-09-15,49.5099983215332
2022-09-16,49.16999816894531
2022-09-19,49.439998626708984
2022-09-20,48.86000061035156
2022-09-21,48.02000045776367
2022-09-22,47.72999954223633
2022-09-23,46.599998474121094
2022-09-26,46.0099983215332
2022-09-27,45.91999816894531
2022-09-28,46.7400016784668
2022-09-29,46.0099983215332
2022-09-30,45.68000030517578
2022-10-03,46.84000015258789
2022-10-04,48.43000030517578
2022-10-05,48.310001373291016
2022-10-06,47.720001220703125
2022-10-07,46.779998779296875
2022-10-10,46.38999938964844
2022-10-11,45.900001525878906
2022-10-12,45.77000045776367
2022-10-13,46.59000015258789
2022-10-14,45.72999954223633
2022-10-17,46.72999954223633
2022-10-18,47.130001068115234
2022-10-19,46.79999923706055
2022-10-20,46.59000015258789
2022-10-21,47.59000015258789
2022-10-24,47.689998626708984
2022-10-25,48.380001068115234
2022-10-26,48.52000045776367
2022-10-27,48.220001220703125
2022-10-28,48.83000183105469
2022-10-31,48.58000183105469
2022-11-01,48.83000183105469
2022-11-02,47.95000076293945
2022-11-03,47.61000061035156
2022-11-04,48.849998474121094
2022-11-07,49.290000915527344
2022-11-08,49.68000030517578
2022-11-09,48.88999938964844
2022-11-10,51.06999969482422
2022-11-11,51.83000183105469
2022-11-14,51.540000915527344
2022-11-15,52.029998779296875
2022-11-16,51.709999084472656
2022-11-17,51.58000183105469
2022-11-18,51.7400016784668
2022-11-21,51.400001525878906
2022-11-22,52.040000915527344
2022-11-23,52.380001068115234
2022-11-25,52.5099983215332
2022-11-28,51.7400016784668
2022-11-29,52.0
2022-11-30,53.40999984741211
2022-12-01,53.560001373291016
2022-12-02,53.5099983215332
2022-12-05,52.7400016784668
2022-12-06,52.290000915527344
2022-12-07,52.13999938964844
2022-12-08,52.56999969482422
2022-12-09,52.47999954223633
2022-12-12,52.810001373291016
2022-12-13,52.959999084472656
2022-12-14,52.90999984741211
2022-12-15,51.689998626708984
2022-12-16,51.16999816894531
2022-12-19,50.91999816894531
2022-12-20,51.060001373291016
2022-12-21,51.689998626708984
2022-12-22,51.119998931884766
2022-12-23,51.349998474121094
2022-12-27,51.369998931884766
2022-12-28,50.83000183105469
2022-12-29,51.61000061035156
2022-12-30,51.369998931884766
2023-01-03,51.29999923706055
2023-01-04,51.7599983215332
2023-01-05,51.43000030517578
2023-01-06,52.630001068115234
2023-01-09,52.849998474121094
2023-01-10,53.040000915527344
2023-01-11,53.5
2023-01-12,53.93000030517578
2023-01-13,54.220001220703125
2023-01-17,54.099998474121094
2023-01-18,53.65999984741211
2023-01-19,53.40999984741211
2023-01-20,54.099998474121094
2023-01-23,54.5099983215332
2023-01-24,54.56999969482422
2023-01-25,54.66999816894531
2023-01-26,55.04999923706055
2023-01-27,54.93000030517578
2023-01-30,54.439998626708984
2023-01-31,54.869998931884766
2023-02-01,55.310001373291016
2023-02-02,55.439998626708984
2023-02-03,54.939998626708984
2023-02-06,54.43000030517578
2023-02-07,54.88999938964844
2023-02-08,54.619998931884766
2023-02-09,54.45000076293945
2023-02-10,54.400001525878906
2023-02-13,54.869998931884766
2023-02-14,54.880001068115234
2023-02-15,54.810001373291016
2023-02-16,54.380001068115234
2023-02-17,54.189998626708984
2023-02-21,53.470001220703125
2023-02-22,53.209999084472656
2023-02-23,53.38999938964844
2023-02-24,52.709999084472656
2023-02-27,53.02000045776367
2023-02-28,52.83000183105469
2023-03-01,53.04999923706055
2023-03-02,53.349998474121094
2023-03-03,54.130001068115234
2023-03-06,54.02000045776367
2023-03-07,53.209999084472656
2023-03-08,53.31999969482422
2023-03-09,52.7400016784668
2023-03-10,52.099998474121094
2023-03-13,51.720001220703125
2023-03-14,52.380001068115234
2023-03-15,51.34000015258789
2023-03-16,52.119998931884766
2023-03-17,51.7400016784668
2023-03-20,52.22999954223633
2023-03-21,52.83000183105469
2023-03-22,52.45000076293945
2023-03-23,52.68000030517578
2023-03-24,52.560001373291016
2023-03-27,52.7400016784668
2023-03-28,52.81999969482422
2023-03-29,53.439998626708984
2023-03-30,53.880001068115234
2023-03-31,54.369998931884766
2023-04-03,54.70000076293945
2023-04-04,54.470001220703125
2023-04-05,54.20000076293945
2023-04-06,54.34000015258789
2023-04-10,54.34000015258789
2023-04-11,54.619998931884766
2023-04-12,54.66999816894531
2023-04-13,55.29999923706055
2023-04-14,55.130001068115234
2023-04-17,55.130001068115234
2023-04-18,55.369998931884766
2023-04-19,55.189998626708984
2023-04-20,55.060001373291016
2023-04-21,55.06999969482422
2023-04-24,55.09000015258789
2023-04-25,54.29999923706055
2023-04-26,54.130001068115234
2023-04-27,54.83000183105469
2023-04-28,55.150001525878906
2023-05-01,55.060001373291016
2023-05-02,54.47999954223633
2023-05-03,54.439998626708984
2023-05-04,54.16999816894531
2023-05-05,54.93000030517578
2023-05-08,54.959999084472656
2023-05-09,54.810001373291016
2023-05-10,54.84000015258789
2023-05-11,54.650001525878906
2023-05-12,54.54999923706055
2023-05-15,54.91999816894531
2023-05-16,54.599998474121094
2023-05-17,55.029998779296875
2023-05-18,55.27000045776367
2023-05-19,55.400001525878906
2023-05-22,55.43000030517578
2023-05-23,54.7599983215332
2023-05-24,54.279998779296875
2023-05-25,54.40999984741211
2023-05-26,55.2400016784668
2023-05-30,54.84000015258789
2023-05-31,54.43000030517578
2023-06-01,55.040000915527344
2023-06-02,55.810001373291016
2023-06-05,55.56999969482422
2023-06-06,55.84000015258789
2023-06-07,55.619998931884766
2023-06-08,56.0
2023-06-09,56.02000045776367
2023-06-12,56.2400016784668
2023-06-13,56.63999938964844
2023-06-14,56.810001373291016
2023-06-15,57.41999816894531
2023-06-16,57.2599983215332
2023-06-20,56.810001373291016
2023-06-21,56.689998626708984
2023-06-22,56.630001068115234
2023-06-23,56.02000045776367
2023-06-26,55.90999984741211
2023-06-27,56.5
2023-06-28,56.470001220703125
2023-06-29,56.58000183105469
2023-06-30,57.15999984741211
2023-07-03,57.16999816894531
2023-07-05,56.880001068115234
2023-07-06,56.060001373291016
2023-07-07,56.20000076293945
2023-07-10,56.459999084472656
2023-07-11,56.959999084472656
2023-07-12,57.54999923706055
2023-07-13,58.349998474121094
2023-07-14,58.29999923706055
2023-07-17,58.2599983215332
2023-07-18,58.650001525878906
2023-07-19,58.56999969482422
2023-07-20,58.25
2023-07-21,58.279998779296875
2023-07-24,58.310001373291016
2023-07-25,58.66999816894531
2023-07-26,58.630001068115234
2023-07-27,58.41999816894531
2023-07-28,58.90999984741211
2023-07-31,58.959999084472656
2023-08-01,58.709999084472656
2023-08-02,57.70000076293945
2023-08-03,57.529998779296875
2023-08-04,57.58000183105469
2023-08-07,58.08000183105469
2023-08-08,57.7400016784668
2023-08-09,57.529998779296875
2023-08-10,57.52000045776367
2023-08-11,57.22999954223633
2023-08-14,57.27000045776367
2023-08-15,56.59000015258789
2023-08-16,56.220001220703125
2023-08-17,55.79999923706055
2023-08-18,55.810001373291016
2023-08-21,56.130001068115234
2023-08-22,56.09000015258789
2023-08-23,56.66999816894531
2023-08-24,55.869998931884766
2023-08-25,56.119998931884766
2023-08-28,56.4900016784668
2023-08-29,57.380001068115234
2023-08-30,57.45000076293945
2023-08-31,57.369998931884766
2023-09-01,57.349998474121094
2023-09-05,57.04999923706055
2023-09-06,56.79999923706055
2023-09-07,56.61000061035156
2023-09-08,56.630001068115234
2023-09-11,56.790000915527344
2023-09-12,56.59000015258789
2023-09-13,56.52000045776367
2023-09-14,57.029998779296875
2023-09-15,56.7599983215332
2023-09-18,56.630001068115234
2023-09-19,56.45000076293945
2023-09-20,56.099998474121094
2023-09-21,55.15999984741211
2023-09-22,55.15999984741211
2023-09-25,55.189998626708984
2023-09-26,54.47999954223633
