Date,CLBFX
2022-02-28,31.780000686645508
2022-03-01,31.56999969482422
2022-03-02,31.84000015258789
2022-03-03,31.729999542236328
2022-03-04,31.65999984741211
2022-03-07,31.06999969482422
2022-03-08,30.899999618530273
2022-03-09,31.309999465942383
2022-03-10,31.229999542236328
2022-03-11,31.0
2022-03-14,30.690000534057617
2022-03-15,31.030000686645508
2022-03-16,31.389999389648438
2022-03-17,31.670000076293945
2022-03-18,31.889999389648438
2022-03-21,31.799999237060547
2022-03-22,31.899999618530273
2022-03-23,31.729999542236328
2022-03-24,31.969999313354492
2022-03-25,32.0099983215332
2022-03-28,32.060001373291016
2022-03-29,32.29999923706055
2022-03-30,32.2400016784668
2022-03-31,31.920000076293945
2022-04-01,32.029998779296875
2022-04-04,32.13999938964844
2022-04-05,31.81999969482422
2022-04-06,31.709999084472656
2022-04-07,31.780000686645508
2022-04-08,31.780000686645508
2022-04-11,31.479999542236328
2022-04-12,31.440000534057617
2022-04-13,31.649999618530273
2022-04-14,31.40999984741211
2022-04-18,31.40999984741211
2022-04-19,31.59000015258789
2022-04-20,31.68000030517578
2022-04-21,31.31999969482422
2022-04-22,30.799999237060547
2022-04-25,30.850000381469727
2022-04-26,30.440000534057617
2022-04-27,30.450000762939453
2022-04-28,30.84000015258789
2022-04-29,30.15999984741211
2022-05-02,30.18000030517578
2022-05-03,30.34000015258789
2022-05-04,30.8799991607666
2022-05-05,30.25
2022-05-06,30.139999389648438
2022-05-09,29.559999465942383
2022-05-10,29.610000610351562
2022-05-11,29.510000228881836
2022-05-12,29.530000686645508
2022-05-13,29.899999618530273
2022-05-16,29.950000762939453
2022-05-17,30.25
2022-05-18,29.610000610351562
2022-05-19,29.5
2022-05-20,29.610000610351562
2022-05-23,29.84000015258789
2022-05-24,29.889999389648438
2022-05-25,30.100000381469727
2022-05-26,30.440000534057617
2022-05-27,30.850000381469727
2022-05-31,30.649999618530273
2022-06-01,30.5
2022-06-02,30.760000228881836
2022-06-03,30.520000457763672
2022-06-06,30.5
2022-06-07,30.729999542236328
2022-06-08,30.459999084472656
2022-06-09,30.030000686645508
2022-06-10,29.5
2022-06-13,28.3799991607666
2022-06-14,28.219999313354492
2022-06-15,28.5
2022-06-16,27.940000534057617
2022-06-17,27.899999618530273
2022-06-21,28.280000686645508
2022-06-22,28.270000457763672
2022-06-23,28.3700008392334
2022-06-24,28.84000015258789
2022-06-27,28.829999923706055
2022-06-28,28.600000381469727
2022-06-29,28.59000015258789
2022-06-30,28.479999542236328
2022-07-01,28.670000076293945
2022-07-05,28.559999465942383
2022-07-06,28.530000686645508
2022-07-07,28.760000228881836
2022-07-08,28.709999084472656
2022-07-11,28.56999969482422
2022-07-12,28.440000534057617
2022-07-13,28.360000610351562
2022-07-14,28.219999313354492
2022-07-15,28.59000015258789
2022-07-18,28.479999542236328
2022-07-19,28.90999984741211
2022-07-20,28.93000030517578
2022-07-21,29.1299991607666
2022-07-22,29.09000015258789
2022-07-25,29.15999984741211
2022-07-26,29.0
2022-07-27,29.399999618530273
2022-07-28,29.59000015258789
2022-07-29,29.770000457763672
2022-08-01,29.75
2022-08-02,29.510000228881836
2022-08-03,29.739999771118164
2022-08-04,29.75
2022-08-05,29.670000076293945
2022-08-08,29.719999313354492
2022-08-09,29.6299991607666
2022-08-10,29.989999771118164
2022-08-11,29.969999313354492
2022-08-12,30.299999237060547
2022-08-15,30.34000015258789
2022-08-16,30.3700008392334
2022-08-17,30.170000076293945
2022-08-18,30.239999771118164
2022-08-19,30.0
2022-08-22,29.6200008392334
2022-08-23,29.59000015258789
2022-08-24,29.6299991607666
2022-08-25,29.940000534057617
2022-08-26,29.3799991607666
2022-08-29,29.239999771118164
2022-08-30,29.010000228881836
2022-08-31,28.850000381469727
2022-09-01,28.809999465942383
2022-09-02,28.739999771118164
2022-09-06,28.540000915527344
2022-09-07,28.850000381469727
2022-09-08,28.950000762939453
2022-09-09,29.219999313354492
2022-09-12,29.260000228881836
2022-09-13,28.479999542236328
2022-09-14,28.559999465942383
2022-09-15,28.389999389648438
2022-09-16,28.299999237060547
2022-09-19,28.3700008392334
2022-09-20,28.1200008392334
2022-09-21,27.8799991607666
2022-09-22,27.649999618530273
2022-09-23,27.229999542236328
2022-09-26,26.8700008392334
2022-09-27,26.780000686645508
2022-09-28,27.280000686645508
2022-09-29,26.940000534057617
2022-09-30,26.700000762939453
2022-10-03,27.280000686645508
2022-10-04,27.860000610351562
2022-10-05,27.780000686645508
2022-10-06,27.56999969482422
2022-10-07,27.1200008392334
2022-10-10,26.940000534057617
2022-10-11,26.81999969482422
2022-10-12,26.790000915527344
2022-10-13,27.1200008392334
2022-10-14,26.709999084472656
2022-10-17,27.079999923706055
2022-10-18,27.270000457763672
2022-10-19,27.110000610351562
2022-10-20,26.959999084472656
2022-10-21,27.389999389648438
2022-10-24,27.549999237060547
2022-10-25,27.8799991607666
2022-10-26,27.899999618530273
2022-10-27,27.90999984741211
2022-10-28,28.229999542236328
2022-10-31,28.100000381469727
2022-11-01,28.09000015258789
2022-11-02,27.709999084472656
2022-11-03,27.56999969482422
2022-11-04,27.8700008392334
2022-11-07,28.049999237060547
2022-11-08,28.219999313354492
2022-11-09,27.889999389648438
2022-11-10,28.899999618530273
2022-11-11,29.010000228881836
2022-11-14,28.84000015258789
2022-11-15,29.059999465942383
2022-11-16,28.950000762939453
2022-11-17,28.899999618530273
2022-11-18,28.969999313354492
2022-11-21,28.93000030517578
2022-11-22,29.219999313354492
2022-11-23,29.350000381469727
2022-11-25,29.389999389648438
2022-11-28,29.1299991607666
2022-11-29,29.1200008392334
2022-11-30,29.68000030517578
2022-12-01,29.75
2022-12-02,29.790000915527344
2022-12-05,29.399999618530273
2022-12-06,29.219999313354492
2022-12-07,29.299999237060547
2022-12-08,29.389999389648438
2022-12-09,29.209999084472656
2022-12-12,29.450000762939453
2022-12-13,29.469999313354492
2022-12-14,29.420000076293945
2022-12-15,29.040000915527344
2022-12-16,28.799999237060547
2022-12-19,28.6200008392334
2022-12-20,28.59000015258789
2022-12-21,28.8799991607666
2022-12-22,28.649999618530273
2022-12-23,28.75
2022-12-27,28.700000762939453
2022-12-28,28.459999084472656
2022-12-29,28.75
2022-12-30,28.670000076293945
2023-01-03,28.639999389648438
2023-01-04,28.780000686645508
2023-01-05,28.610000610351562
2023-01-06,29.1200008392334
2023-01-09,29.09000015258789
2023-01-10,29.149999618530273
2023-01-11,29.399999618530273
2023-01-12,29.59000015258789
2023-01-13,29.610000610351562
2023-01-17,29.530000686645508
2023-01-18,29.350000381469727
2023-01-19,29.229999542236328
2023-01-20,29.469999313354492
2023-01-23,29.600000381469727
2023-01-24,29.639999389648438
2023-01-25,29.700000762939453
2023-01-26,29.850000381469727
2023-01-27,29.780000686645508
2023-01-30,29.559999465942383
2023-01-31,29.829999923706055
2023-02-01,30.010000228881836
2023-02-02,30.1299991607666
2023-02-03,29.8700008392334
2023-02-06,29.719999313354492
2023-02-07,29.889999389648438
2023-02-08,29.75
2023-02-09,29.579999923706055
2023-02-10,29.6200008392334
2023-02-13,29.829999923706055
2023-02-14,29.760000228881836
2023-02-15,29.719999313354492
2023-02-16,29.469999313354492
2023-02-17,29.420000076293945
2023-02-21,29.0
2023-02-22,28.969999313354492
2023-02-23,29.06999969482422
2023-02-24,28.84000015258789
2023-02-27,28.90999984741211
2023-02-28,28.8700008392334
2023-03-01,28.780000686645508
2023-03-02,28.899999618530273
2023-03-03,29.25
2023-03-06,29.219999313354492
2023-03-07,28.889999389648438
2023-03-08,28.889999389648438
2023-03-09,28.6299991607666
2023-03-10,28.530000686645508
2023-03-13,28.459999084472656
2023-03-14,28.610000610351562
2023-03-15,28.479999542236328
2023-03-16,28.700000762939453
2023-03-17,28.610000610351562
2023-03-20,28.739999771118164
2023-03-21,28.8700008392334
2023-03-22,28.690000534057617
2023-03-23,28.75
2023-03-24,28.829999923706055
2023-03-27,28.790000915527344
2023-03-28,28.780000686645508
2023-03-29,28.979999542236328
2023-03-30,29.100000381469727
2023-03-31,29.3700008392334
2023-04-03,29.549999237060547
2023-04-04,29.489999771118164
2023-04-05,29.510000228881836
2023-04-06,29.540000915527344
2023-04-10,29.510000228881836
2023-04-11,29.56999969482422
2023-04-12,29.540000915527344
2023-04-13,29.719999313354492
2023-04-14,29.610000610351562
2023-04-17,29.600000381469727
2023-04-18,29.649999618530273
2023-04-19,29.59000015258789
2023-04-20,29.56999969482422
2023-04-21,29.549999237060547
2023-04-24,29.610000610351562
2023-04-25,29.420000076293945
2023-04-26,29.290000915527344
2023-04-27,29.549999237060547
2023-04-28,29.760000228881836
2023-05-01,29.670000076293945
2023-05-02,29.5
2023-05-03,29.450000762939453
2023-05-04,29.329999923706055
2023-05-05,29.579999923706055
2023-05-08,29.530000686645508
2023-05-09,29.469999313354492
2023-05-10,29.56999969482422
2023-05-11,29.540000915527344
2023-05-12,29.469999313354492
2023-05-15,29.540000915527344
2023-05-16,29.3700008392334
2023-05-17,29.56999969482422
2023-05-18,29.65999984741211
2023-05-19,29.6299991607666
2023-05-22,29.639999389648438
2023-05-23,29.469999313354492
2023-05-24,29.299999237060547
2023-05-25,29.31999969482422
2023-05-26,29.610000610351562
2023-05-30,29.59000015258789
2023-05-31,29.540000915527344
2023-06-01,29.700000762939453
2023-06-02,29.950000762939453
2023-06-05,29.8799991607666
2023-06-06,29.93000030517578
2023-06-07,29.889999389648438
2023-06-08,30.010000228881836
2023-06-09,29.989999771118164
2023-06-12,30.09000015258789
2023-06-13,30.149999618530273
2023-06-14,30.1299991607666
2023-06-15,30.420000076293945
2023-06-16,30.290000915527344
2023-06-20,30.18000030517578
2023-06-21,30.15999984741211
2023-06-22,30.110000610351562
2023-06-23,30.0
2023-06-26,30.010000228881836
2023-06-27,30.190000534057617
2023-06-28,30.190000534057617
2023-06-29,30.209999084472656
2023-06-30,30.420000076293945
2023-07-03,30.420000076293945
2023-07-05,30.290000915527344
2023-07-06,30.040000915527344
2023-07-07,30.040000915527344
2023-07-10,30.190000534057617
2023-07-11,30.3700008392334
2023-07-12,30.600000381469727
2023-07-13,30.81999969482422
2023-07-14,30.770000457763672
2023-07-17,30.829999923706055
2023-07-18,30.969999313354492
2023-07-19,31.020000457763672
2023-07-20,30.84000015258789
2023-07-21,30.860000610351562
2023-07-24,30.940000534057617
2023-07-25,30.979999542236328
2023-07-26,30.969999313354492
2023-07-27,30.81999969482422
2023-07-28,31.020000457763672
2023-07-31,31.049999237060547
2023-08-01,30.959999084472656
2023-08-02,30.68000030517578
2023-08-03,30.559999465942383
2023-08-04,30.610000610351562
2023-08-07,30.809999465942383
2023-08-08,30.770000457763672
2023-08-09,30.68000030517578
2023-08-10,30.600000381469727
2023-08-11,30.510000228881836
2023-08-14,30.559999465942383
2023-08-15,30.309999465942383
2023-08-16,30.15999984741211
2023-08-17,30.010000228881836
2023-08-18,30.06999969482422
2023-08-21,30.110000610351562
2023-08-22,30.059999465942383
2023-08-23,30.329999923706055
2023-08-24,30.049999237060547
2023-08-25,30.139999389648438
2023-08-28,30.309999465942383
2023-08-29,30.6200008392334
2023-08-30,30.649999618530273
2023-08-31,30.6200008392334
2023-09-01,30.56999969482422
2023-09-05,30.40999984741211
2023-09-06,30.299999237060547
2023-09-07,30.299999237060547
2023-09-08,30.350000381469727
2023-09-11,30.309999465942383
2023-09-12,30.270000457763672
2023-09-13,30.280000686645508
2023-09-14,30.440000534057617
2023-09-15,30.219999313354492
2023-09-18,30.229999542236328
2023-09-19,30.149999618530273
