Date,CIBCX
2022-02-28,68.52999877929688
2022-03-01,67.7300033569336
2022-03-02,68.38999938964844
2022-03-03,68.08999633789062
2022-03-04,67.62000274658203
2022-03-07,66.29000091552734
2022-03-08,65.98999786376953
2022-03-09,67.06999969482422
2022-03-10,66.81999969482422
2022-03-11,66.37000274658203
2022-03-14,65.83000183105469
2022-03-15,66.2699966430664
2022-03-16,67.06999969482422
2022-03-17,67.79000091552734
2022-03-18,68.02999877929688
2022-03-21,67.97000122070312
2022-03-22,68.29000091552734
2022-03-23,67.9000015258789
2022-03-24,68.41000366210938
2022-03-25,68.62000274658203
2022-03-28,68.62999725341797
2022-03-29,69.2300033569336
2022-03-30,69.30000305175781
2022-03-31,68.6500015258789
2022-04-01,69.06999969482422
2022-04-04,69.1500015258789
2022-04-05,68.73999786376953
2022-04-06,68.77999877929688
2022-04-07,68.80000305175781
2022-04-08,68.97000122070312
2022-04-11,68.41999816894531
2022-04-12,68.30000305175781
2022-04-13,68.66999816894531
2022-04-14,68.36000061035156
2022-04-18,68.25
2022-04-19,68.5
2022-04-20,68.94000244140625
2022-04-21,68.38999938964844
2022-04-22,67.37999725341797
2022-04-25,67.20999908447266
2022-04-26,66.2699966430664
2022-04-27,66.4000015258789
2022-04-28,67.05999755859375
2022-04-29,65.81999969482422
2022-05-02,65.66000366210938
2022-05-03,66.11000061035156
2022-05-04,67.19999694824219
2022-05-05,65.97000122070312
2022-05-06,65.6500015258789
2022-05-09,64.47000122070312
2022-05-10,64.41000366210938
2022-05-11,64.4000015258789
2022-05-12,64.31999969482422
2022-05-13,65.20999908447266
2022-05-16,65.44999694824219
2022-05-17,66.2300033569336
2022-05-18,65.0999984741211
2022-05-19,64.83999633789062
2022-05-20,65.1500015258789
2022-05-23,65.69000244140625
2022-05-24,65.98999786376953
2022-05-25,66.37999725341797
2022-05-26,66.79000091552734
2022-05-27,67.51000213623047
2022-05-31,67.27999877929688
2022-06-01,66.83999633789062
2022-06-02,67.37999725341797
2022-06-03,66.87000274658203
2022-06-06,66.88999938964844
2022-06-07,67.36000061035156
2022-06-08,66.66999816894531
2022-06-09,65.6500015258789
2022-06-10,64.58999633789062
2022-06-13,62.54999923706055
2022-06-14,62.04999923706055
2022-06-15,62.720001220703125
2022-06-16,61.560001373291016
2022-06-17,61.33000183105469
2022-06-21,62.29999923706055
2022-06-22,62.13999938964844
2022-06-23,62.209999084472656
2022-06-24,63.290000915527344
2022-06-27,63.36000061035156
2022-06-28,63.11000061035156
2022-06-29,62.970001220703125
2022-06-30,62.720001220703125
2022-07-01,63.099998474121094
2022-07-05,62.38999938964844
2022-07-06,62.209999084472656
2022-07-07,62.720001220703125
2022-07-08,62.70000076293945
2022-07-11,62.33000183105469
2022-07-12,62.15999984741211
2022-07-13,61.95000076293945
2022-07-14,61.43000030517578
2022-07-15,62.18000030517578
2022-07-18,62.040000915527344
2022-07-19,63.0
2022-07-20,62.77000045776367
2022-07-21,63.04999923706055
2022-07-22,63.11000061035156
2022-07-25,63.38999938964844
2022-07-26,63.189998626708984
2022-07-27,63.81999969482422
2022-07-28,64.22000122070312
2022-07-29,64.4000015258789
2022-08-01,64.37000274658203
2022-08-02,63.939998626708984
2022-08-03,64.27999877929688
2022-08-04,64.2300033569336
2022-08-05,64.1500015258789
2022-08-08,64.2699966430664
2022-08-09,64.2699966430664
2022-08-10,64.91999816894531
2022-08-11,64.95999908447266
2022-08-12,65.5199966430664
2022-08-15,65.55000305175781
2022-08-16,65.62999725341797
2022-08-17,65.26000213623047
2022-08-18,65.29000091552734
2022-08-19,64.88999938964844
2022-08-22,64.08999633789062
2022-08-23,64.0199966430664
2022-08-24,64.05999755859375
2022-08-25,64.6500015258789
2022-08-26,63.61000061035156
2022-08-29,63.369998931884766
2022-08-30,62.849998474121094
2022-08-31,62.52000045776367
2022-09-01,62.369998931884766
2022-09-02,62.20000076293945
2022-09-06,61.93000030517578
2022-09-07,62.5099983215332
2022-09-08,62.689998626708984
2022-09-09,63.380001068115234
2022-09-12,63.58000183105469
2022-09-13,62.029998779296875
2022-09-14,62.11000061035156
2022-09-15,61.720001220703125
2022-09-16,61.599998474121094
2022-09-19,61.7400016784668
2022-09-20,61.20000076293945
2022-09-21,60.63999938964844
2022-09-22,60.29999923706055
2022-09-23,59.11000061035156
2022-09-26,58.2400016784668
2022-09-27,57.959999084472656
2022-09-28,58.790000915527344
2022-09-29,58.040000915527344
2022-09-30,57.59000015258789
2022-10-03,58.7400016784668
2022-10-04,60.040000915527344
2022-10-05,59.779998779296875
2022-10-06,58.93000030517578
2022-10-07,58.220001220703125
2022-10-10,57.880001068115234
2022-10-11,57.66999816894531
2022-10-12,57.5
2022-10-13,58.34000015258789
2022-10-14,57.599998474121094
