Date,VIGRX
2023-01-06,110.33000183105469
2023-01-09,111.22000122070312
2023-01-10,112.25
2023-01-11,114.54000091552734
2023-01-12,115.1500015258789
2023-01-13,115.91000366210938
2023-01-17,116.22000122070312
2023-01-18,114.80000305175781
2023-01-19,113.80000305175781
2023-01-20,116.94999694824219
2023-01-23,119.02999877929688
2023-01-24,118.66999816894531
2023-01-25,118.37999725341797
2023-01-26,120.33999633789062
2023-01-27,121.43000030517578
2023-01-30,119.1500015258789
2023-01-31,121.13999938964844
2023-02-01,123.47000122070312
2023-02-02,127.2699966430664
2023-02-03,125.2300033569336
2023-02-06,124.06999969482422
2023-02-07,126.43000030517578
2023-02-08,124.55000305175781
2023-02-09,123.37000274658203
2023-02-10,122.61000061035156
2023-02-13,124.45999908447266
2023-02-14,125.13999938964844
2023-02-15,126.13999938964844
2023-02-16,123.72000122070312
2023-02-17,122.69000244140625
2023-02-21,119.68000030517578
2023-02-22,119.76000213623047
2023-02-23,120.7300033569336
2023-02-24,118.70999908447266
2023-02-27,119.5
2023-02-28,119.37999725341797
2023-03-01,118.41999816894531
2023-03-02,119.61000061035156
2023-03-03,122.08000183105469
2023-03-06,122.22000122070312
2023-03-07,120.55999755859375
2023-03-08,121.04000091552734
2023-03-09,118.83000183105469
2023-03-10,116.73999786376953
2023-03-13,117.5
2023-03-14,120.05999755859375
2023-03-15,120.05999755859375
2023-03-16,123.0
2023-03-17,122.30999755859375
2023-03-20,122.69000244140625
2023-03-21,124.6500015258789
2023-03-22,122.5999984741211
2023-03-23,123.81999969482422
2023-03-24,124.13999938964844
2023-03-27,123.55999755859375
2023-03-28,123.06999969482422
2023-03-29,125.1500015258789
2023-03-30,126.16999816894531
2023-03-31,128.47000122070312
2023-04-03,128.33999633789062
2023-04-04,127.94999694824219
2023-04-05,126.56999969482422
2023-04-06,127.4000015258789
2023-04-10,127.26000213623047
2023-04-11,126.7300033569336
2023-04-12,125.95999908447266
2023-04-13,128.5
2023-04-14,128.1300048828125
2023-04-17,128.36000061035156
2023-04-18,128.50999450683594
2023-04-19,128.63999938964844
2023-04-20,127.81999969482422
2023-04-21,128.0
2023-04-24,127.77999877929688
2023-04-25,125.12999725341797
2023-04-26,125.7699966430664
2023-04-27,128.80999755859375
2023-04-28,129.7899932861328
2023-05-01,129.60000610351562
2023-05-02,128.44000244140625
2023-05-03,127.7699966430664
2023-05-04,127.16000366210938
2023-05-05,129.82000732421875
2023-05-08,130.16000366210938
2023-05-09,129.5500030517578
2023-05-10,130.9199981689453
2023-05-11,131.02000427246094
2023-05-12,130.63999938964844
2023-05-15,131.08999633789062
2023-05-16,130.88999938964844
2023-05-17,132.52999877929688
2023-05-18,134.6199951171875
2023-05-19,134.22999572753906
2023-05-22,134.5800018310547
2023-05-23,132.4499969482422
2023-05-24,131.80999755859375
2023-05-25,134.2899932861328
2023-05-26,136.8300018310547
2023-05-30,137.25
2023-05-31,136.3699951171875
2023-06-01,138.16000366210938
2023-06-02,139.61000061035156
2023-06-05,139.50999450683594
2023-06-06,139.72999572753906
2023-06-07,137.58999633789062
2023-06-08,138.99000549316406
2023-06-09,139.3800048828125
2023-06-12,141.4199981689453
2023-06-13,142.39999389648438
2023-06-14,143.1199951171875
2023-06-15,145.02999877929688
2023-06-16,144.0800018310547
2023-06-20,143.8000030517578
2023-06-21,142.33999633789062
2023-06-22,143.57000732421875
2023-06-23,142.4499969482422
2023-06-26,140.86000061035156
2023-06-27,143.0800018310547
2023-06-28,143.4199981689453
2023-06-29,143.58999633789062
2023-06-30,145.74000549316406
2023-07-03,145.66000366210938
2023-07-05,145.6999969482422
2023-07-06,144.7100067138672
2023-07-07,144.1999969482422
2023-07-10,144.22000122070312
2023-07-11,145.0
2023-07-12,146.67999267578125
2023-07-13,148.77999877929688
2023-07-14,148.9199981689453
2023-07-17,149.9499969482422
2023-07-18,151.10000610351562
2023-07-19,151.0399932861328
2023-07-20,148.05999755859375
2023-07-21,147.7899932861328
2023-07-24,148.22000122070312
2023-07-25,149.10000610351562
2023-07-26,148.94000244140625
2023-07-27,147.9199981689453
2023-07-28,150.3000030517578
2023-07-31,150.57000732421875
2023-08-01,150.08999633789062
2023-08-02,146.9600067138672
2023-08-03,146.61000061035156
2023-08-04,145.75999450683594
2023-08-07,146.85000610351562
2023-08-08,146.1999969482422
2023-08-09,144.6699981689453
2023-08-10,144.92999267578125
2023-08-11,144.16000366210938
2023-08-14,145.7899932861328
2023-08-15,144.33999633789062
2023-08-16,143.08999633789062
2023-08-17,141.5399932861328
2023-08-18,141.3699951171875
2023-08-21,143.32000732421875
2023-08-22,143.3300018310547
2023-08-23,145.49000549316406
2023-08-24,142.72000122070312
2023-08-25,143.91000366210938
2023-08-28,144.9199981689453
2023-08-29,147.7899932861328
2023-08-30,148.6999969482422
2023-08-31,148.91000366210938
2023-09-01,149.10000610351562
2023-09-05,149.22999572753906
2023-09-06,147.72000122070312
2023-09-07,146.92999267578125
2023-09-08,147.0800018310547
2023-09-11,148.63999938964844
2023-09-12,147.02999877929688
2023-09-13,147.4499969482422
2023-09-14,148.30999755859375
2023-09-15,145.91000366210938
2023-09-18,145.99000549316406
2023-09-19,145.72000122070312
2023-09-20,143.39999389648438
2023-09-21,143.39999389648438
2023-09-22,140.41000366210938
2023-09-25,141.08999633789062
2023-09-26,138.7899932861328
2023-09-27,139.00999450683594
2023-09-28,140.07000732421875
2023-09-29,140.1699981689453
2023-10-02,141.3300018310547
2023-10-03,138.72999572753906
2023-10-04,140.67999267578125
2023-10-05,140.7100067138672
2023-10-06,143.13999938964844
2023-10-09,143.75999450683594
2023-10-10,144.47000122070312
2023-10-11,145.63999938964844
2023-10-12,144.88999938964844
2023-10-13,143.24000549316406
2023-10-16,144.89999389648438
2023-10-17,144.52000427246094
2023-10-18,142.19000244140625
2023-10-19,141.0500030517578
2023-10-20,138.9600067138672
2023-10-23,139.38999938964844
2023-10-24,140.52999877929688
2023-10-25,137.39999389648438
2023-10-26,134.6699981689453
2023-10-27,135.13999938964844
2023-10-30,136.97000122070312
2023-10-31,137.72000122070312
2023-11-01,139.83999633789062
2023-11-02,142.57000732421875
2023-11-03,144.10000610351562
2023-11-06,144.86000061035156
2023-11-07,146.27000427246094
2023-11-08,146.8699951171875
2023-11-09,145.6699981689453
2023-11-10,148.5500030517578
2023-11-13,148.4600067138672
2023-11-14,151.49000549316406
2023-11-15,151.39999389648438
2023-11-16,152.02999877929688
2023-11-17,151.88999938964844
2023-11-20,153.6300048828125
2023-11-21,153.1699981689453
2023-11-22,153.9199981689453
2023-11-24,153.6699981689453
2023-11-27,153.6199951171875
2023-11-28,154.02999877929688
2023-11-29,153.80999755859375
2023-11-30,153.75
2023-12-01,154.3300018310547
2023-12-04,152.8000030517578
2023-12-05,153.52999877929688
2023-12-06,152.6999969482422
2023-12-07,154.57000732421875
2023-12-08,155.3300018310547
2023-12-11,155.3300018310547
2023-12-12,156.5500030517578
2023-12-13,158.39999389648438
2023-12-14,158.02000427246094
2023-12-15,158.66000366210938
2023-12-18,159.77000427246094
2023-12-19,160.5800018310547
2023-12-20,158.17999267578125
2023-12-21,159.94000244140625
2023-12-22,159.88999938964844
2023-12-26,160.41000366210938
2023-12-27,160.67999267578125
2023-12-28,160.69000244140625
2023-12-29,160.05999755859375
2024-01-02,157.27999877929688
2024-01-03,155.77999877929688
2024-01-04,155.00999450683594
2024-01-05,155.1999969482422
2024-01-08,158.50999450683594
2024-01-09,158.86000061035156
2024-01-10,160.55999755859375
2024-01-11,160.83999633789062
2024-01-12,161.07000732421875
2024-01-16,160.80999755859375
2024-01-17,160.02999877929688
2024-01-18,162.22000122070312
2024-01-19,164.75999450683594
2024-01-22,165.0500030517578
2024-01-23,165.47000122070312
2024-01-24,166.16000366210938
2024-01-25,166.4600067138672
2024-01-26,166.16000366210938
2024-01-29,168.14999389648438
2024-01-30,167.3000030517578
2024-01-31,163.66000366210938
2024-02-01,166.08999633789062
2024-02-02,169.5
2024-02-05,169.41000366210938
2024-02-06,169.50999450683594
2024-02-07,171.67999267578125
2024-02-08,171.97000122070312
2024-02-09,173.86000061035156
2024-02-12,172.74000549316406
2024-02-13,170.3000030517578
2024-02-14,172.55999755859375
2024-02-15,172.75
2024-02-16,171.61000061035156
2024-02-20,169.74000549316406
2024-02-21,169.3000030517578
2024-02-22,174.74000549316406
2024-02-23,174.4199981689453
2024-02-26,173.92999267578125
2024-02-27,174.24000549316406
2024-02-28,173.7100067138672
2024-02-29,175.1199951171875
2024-03-01,176.82000732421875
2024-03-04,176.0800018310547
2024-03-05,173.22999572753906
2024-03-06,174.0800018310547
2024-03-07,176.50999450683594
2024-03-08,174.67999267578125
2024-03-11,173.74000549316406
2024-03-12,176.82000732421875
2024-03-13,176.0
2024-03-14,176.02999877929688
2024-03-15,174.0
2024-03-18,175.60000610351562
2024-03-19,176.6300048828125
2024-03-20,178.47999572753906
2024-03-21,178.13999938964844
2024-03-22,178.3699951171875
2024-03-25,177.69000244140625
2024-03-26,177.0
2024-03-27,177.58999633789062
2024-03-28,177.27000427246094
2024-04-01,177.2899932861328
2024-04-02,175.9600067138672
2024-04-03,176.3300018310547
2024-04-04,173.8800048828125
2024-04-05,176.50999450683594
2024-04-08,176.42999267578125
2024-04-09,176.64999389648438
2024-04-10,175.57000732421875
2024-04-11,178.22999572753906
2024-04-12,175.7100067138672
2024-04-15,172.42999267578125
2024-04-16,172.3800048828125
2024-04-17,170.75999450683594
2024-04-18,169.85000610351562
2024-04-19,166.02000427246094
2024-04-22,167.67999267578125
2024-04-23,170.4600067138672
2024-04-24,170.4600067138672
2024-04-25,169.30999755859375
2024-04-26,172.63999938964844
2024-04-29,172.9600067138672
2024-04-30,169.7899932861328
2024-05-01,169.25
2024-05-02,171.47000122070312
2024-05-03,174.50999450683594
2024-05-06,176.89999389648438
2024-05-07,176.77999877929688
2024-05-08,176.47000122070312
2024-05-09,176.9499969482422
2024-05-10,177.02000427246094
2024-05-13,177.0399932861328
2024-05-14,178.0399932861328
2024-05-15,180.8300018310547
2024-05-16,180.33999633789062
2024-05-17,180.35000610351562
2024-05-20,181.44000244140625
2024-05-21,182.0800018310547
2024-05-22,181.77000427246094
2024-05-23,181.1999969482422
2024-05-24,182.97000122070312
2024-05-28,183.97000122070312
2024-05-29,183.22999572753906
2024-05-30,180.47999572753906
2024-05-31,180.66000366210938
2024-06-03,181.88999938964844
2024-06-04,182.6699981689453
2024-06-05,185.94000244140625
2024-06-06,186.07000732421875
2024-06-07,185.9600067138672
2024-06-10,186.5
2024-06-11,188.35000610351562
2024-06-12,190.9199981689453
2024-06-13,191.27999877929688
2024-06-14,191.69000244140625
2024-06-17,193.27999877929688
2024-06-18,193.57000732421875
2024-06-20,192.4499969482422
2024-06-21,192.25
2024-06-24,190.30999755859375
2024-06-25,192.97000122070312
2024-06-26,193.8000030517578
2024-06-27,194.22000122070312
2024-06-28,192.39999389648438
2024-07-01,193.97999572753906
2024-07-02,195.61000061035156
2024-07-03,197.1999969482422
2024-07-05,199.4600067138672
2024-07-08,199.52000427246094
2024-07-09,199.74000549316406
2024-07-10,201.8300018310547
2024-07-11,197.57000732421875
2024-07-12,198.6699981689453
2024-07-15,199.24000549316406
2024-07-16,199.22999572753906
2024-07-17,193.7899932861328
2024-07-18,192.1999969482422
2024-07-19,191.07000732421875
2024-07-22,194.08999633789062
2024-07-23,194.1199951171875
2024-07-24,186.80999755859375
2024-07-25,184.66000366210938
2024-07-26,186.24000549316406
2024-07-29,186.74000549316406
2024-07-30,184.58999633789062
2024-07-31,189.07000732421875
2024-08-01,185.97999572753906
2024-08-02,182.1300048828125
2024-08-05,175.69000244140625
2024-08-06,177.91000366210938
2024-08-07,176.2100067138672
2024-08-08,181.27999877929688
2024-08-09,182.72000122070312
2024-08-12,183.33999633789062
2024-08-13,187.5399932861328
2024-08-14,187.97999572753906
2024-08-15,191.7899932861328
2024-08-16,192.10000610351562
2024-08-19,194.44000244140625
2024-08-20,194.25
2024-08-21,195.2100067138672
2024-08-22,192.25999450683594
2024-08-23,194.5500030517578
2024-08-26,193.30999755859375
2024-08-27,193.8800048828125
2024-08-28,191.8800048828125
2024-08-29,191.44000244140625
2024-08-30,193.35000610351562
2024-09-03,187.57000732421875
2024-09-04,187.02999877929688
2024-09-05,187.22999572753906
2024-09-06,183.33999633789062
2024-09-09,185.64999389648438
2024-09-10,187.02999877929688
2024-09-11,190.80999755859375
2024-09-12,192.58999633789062
2024-09-13,193.35000610351562
2024-09-16,192.60000610351562
2024-09-17,192.7100067138672
2024-09-18,192.02999877929688
2024-09-19,196.6699981689453
2024-09-20,196.11000061035156
2024-09-23,196.52999877929688
2024-09-24,197.30999755859375
2024-09-25,197.57000732421875
2024-09-26,197.9199981689453
2024-09-27,196.88999938964844
2024-09-30,197.77999877929688
2024-10-01,195.02000427246094
2024-10-02,195.22999572753906
2024-10-03,195.2899932861328
2024-10-04,197.38999938964844
2024-10-07,195.1699981689453
2024-10-08,198.35000610351562
2024-10-09,199.60000610351562
2024-10-10,199.5
2024-10-11,200.19000244140625
2024-10-14,201.9199981689453
2024-10-15,200.02999877929688
2024-10-16,200.4499969482422
2024-10-17,200.60000610351562
2024-10-18,201.9199981689453
2024-10-21,202.69000244140625
2024-10-22,202.74000549316406
2024-10-23,199.77000427246094
2024-10-24,201.1699981689453
2024-10-25,202.10000610351562
2024-10-28,202.2899932861328
2024-10-29,203.97000122070312
2024-10-30,202.86000061035156
2024-10-31,197.22999572753906
2024-11-01,198.74000549316406
2024-11-04,198.1300048828125
2024-11-05,200.85000610351562
2024-11-06,205.89999389648438
2024-11-07,209.27000427246094
2024-11-08,209.88999938964844
2024-11-11,210.22000122070312
2024-11-12,210.4600067138672
2024-11-13,210.22999572753906
2024-11-14,208.99000549316406
2024-11-15,204.77000427246094
2024-11-18,205.69000244140625
2024-11-19,207.8800048828125
2024-11-20,207.6699981689453
2024-11-21,207.92999267578125
