Date,RMFEX
2022-02-28,51.209999084472656
2022-03-01,50.68000030517578
2022-03-02,51.54999923706055
2022-03-03,51.630001068115234
2022-03-04,51.709999084472656
2022-03-07,50.849998474121094
2022-03-08,50.20000076293945
2022-03-09,50.939998626708984
2022-03-10,50.84000015258789
2022-03-11,50.43000030517578
2022-03-14,50.459999084472656
2022-03-15,51.150001525878906
2022-03-16,51.439998626708984
2022-03-17,52.04999923706055
2022-03-18,52.209999084472656
2022-03-21,52.380001068115234
2022-03-22,52.59000015258789
2022-03-23,52.150001525878906
2022-03-24,52.63999938964844
2022-03-25,53.040000915527344
2022-03-28,53.11000061035156
2022-03-29,53.4900016784668
2022-03-30,53.40999984741211
2022-03-31,52.7400016784668
2022-04-01,52.959999084472656
2022-04-04,52.9900016784668
2022-04-05,52.77000045776367
2022-04-06,52.880001068115234
2022-04-07,53.18000030517578
2022-04-08,53.380001068115234
2022-04-11,52.77000045776367
2022-04-12,52.619998931884766
2022-04-13,52.880001068115234
2022-04-14,52.619998931884766
2022-04-18,52.5
2022-04-19,52.970001220703125
2022-04-20,53.41999816894531
2022-04-21,52.869998931884766
2022-04-22,51.66999816894531
2022-04-25,51.7599983215332
2022-04-26,50.869998931884766
2022-04-27,51.130001068115234
2022-04-28,51.83000183105469
2022-04-29,50.34000015258789
2022-05-02,50.310001373291016
2022-05-03,50.619998931884766
2022-05-04,51.810001373291016
2022-05-05,50.66999816894531
2022-05-06,50.689998626708984
2022-05-09,49.619998931884766
2022-05-10,49.52000045776367
2022-05-11,49.20000076293945
2022-05-12,49.2599983215332
2022-05-13,49.939998626708984
2022-05-16,50.099998474121094
2022-05-17,50.79999923706055
2022-05-18,49.349998474121094
2022-05-19,49.06999969482422
2022-05-20,49.22999954223633
2022-05-23,49.93000030517578
2022-05-24,50.13999938964844
2022-05-25,50.400001525878906
2022-05-26,50.900001525878906
2022-05-27,51.65999984741211
2022-05-31,51.31999969482422
2022-06-01,51.0099983215332
2022-06-02,51.52000045776367
2022-06-03,51.119998931884766
2022-06-06,51.150001525878906
2022-06-07,51.68000030517578
2022-06-08,51.08000183105469
2022-06-09,50.13999938964844
2022-06-10,49.279998779296875
2022-06-13,47.88999938964844
2022-06-14,47.45000076293945
2022-06-15,47.560001373291016
2022-06-16,46.439998626708984
2022-06-17,46.27000045776367
2022-06-21,47.31999969482422
2022-06-22,47.29999923706055
2022-06-23,47.5
2022-06-24,48.58000183105469
2022-06-27,48.63999938964844
2022-06-28,48.209999084472656
2022-06-29,48.20000076293945
2022-06-30,48.099998474121094
2022-07-01,48.540000915527344
2022-07-05,47.970001220703125
2022-07-06,48.11000061035156
2022-07-07,48.45000076293945
2022-07-08,48.41999816894531
2022-07-11,48.209999084472656
2022-07-12,47.83000183105469
2022-07-13,47.599998474121094
2022-07-14,47.290000915527344
2022-07-15,47.9900016784668
2022-07-18,47.61000061035156
2022-07-19,48.59000015258789
2022-07-20,48.529998779296875
2022-07-21,48.7599983215332
2022-07-22,48.66999816894531
2022-07-25,48.93000030517578
2022-07-26,48.720001220703125
2022-07-27,49.310001373291016
2022-07-28,49.7599983215332
2022-07-29,49.97999954223633
2022-08-01,49.810001373291016
2022-08-02,49.540000915527344
2022-08-03,49.97999954223633
2022-08-04,49.79999923706055
2022-08-05,49.880001068115234
2022-08-08,49.900001525878906
2022-08-09,49.95000076293945
2022-08-10,50.619998931884766
2022-08-11,50.689998626708984
2022-08-12,51.369998931884766
2022-08-15,51.529998779296875
2022-08-16,51.68000030517578
2022-08-17,51.43000030517578
2022-08-18,51.52000045776367
2022-08-19,51.20000076293945
2022-08-22,50.439998626708984
2022-08-23,50.279998779296875
2022-08-24,50.38999938964844
2022-08-25,50.86000061035156
2022-08-26,49.66999816894531
2022-08-29,49.470001220703125
2022-08-30,48.95000076293945
2022-08-31,48.66999816894531
2022-09-01,48.880001068115234
2022-09-02,48.45000076293945
2022-09-06,48.290000915527344
2022-09-07,49.0
2022-09-08,49.27000045776367
2022-09-09,49.79999923706055
2022-09-12,50.22999954223633
2022-09-13,48.619998931884766
2022-09-14,48.619998931884766
2022-09-15,48.22999954223633
2022-09-16,48.040000915527344
2022-09-19,48.27000045776367
2022-09-20,47.77000045776367
2022-09-21,47.20000076293945
2022-09-22,47.0099983215332
2022-09-23,46.2599983215332
2022-09-26,45.689998626708984
2022-09-27,45.459999084472656
2022-09-28,46.22999954223633
2022-09-29,45.52000045776367
2022-09-30,44.90999984741211
2022-10-03,46.08000183105469
2022-10-04,47.2599983215332
2022-10-05,47.08000183105469
2022-10-06,46.43000030517578
2022-10-07,45.59000015258789
2022-10-10,45.40999984741211
2022-10-11,45.310001373291016
2022-10-12,45.04999923706055
2022-10-13,46.20000076293945
2022-10-14,45.380001068115234
2022-10-17,46.220001220703125
2022-10-18,46.72999954223633
2022-10-19,46.439998626708984
2022-10-20,46.0099983215332
2022-10-21,46.900001525878906
2022-10-24,47.369998931884766
2022-10-25,47.779998779296875
2022-10-26,47.91999816894531
2022-10-27,48.0099983215332
2022-10-28,49.0
2022-10-31,48.77000045776367
2022-11-01,48.77000045776367
2022-11-02,48.06999969482422
2022-11-03,47.869998931884766
2022-11-04,48.540000915527344
2022-11-07,48.959999084472656
2022-11-08,49.22999954223633
2022-11-09,48.56999969482422
2022-11-10,50.31999969482422
2022-11-11,50.310001373291016
2022-11-14,49.959999084472656
2022-11-15,50.220001220703125
2022-11-16,50.040000915527344
2022-11-17,49.97999954223633
2022-11-18,50.310001373291016
2022-11-21,50.40999984741211
2022-11-22,50.95000076293945
2022-11-23,51.119998931884766
2022-11-25,51.2599983215332
2022-11-28,50.59000015258789
2022-11-29,50.560001373291016
2022-11-30,51.59000015258789
2022-12-01,51.56999969482422
2022-12-02,51.63999938964844
2022-12-05,50.95000076293945
2022-12-06,50.52000045776367
2022-12-07,50.540000915527344
2022-12-08,50.83000183105469
2022-12-09,50.45000076293945
2022-12-12,51.099998474121094
2022-12-13,51.290000915527344
2022-12-14,49.33000183105469
2022-12-15,48.459999084472656
2022-12-16,47.970001220703125
2022-12-19,47.75
2022-12-20,47.75
2022-12-21,48.36000061035156
2022-12-22,47.97999954223633
2022-12-23,48.27000045776367
2022-12-27,48.34000015258789
2022-12-28,47.880001068115234
2022-12-29,48.38999938964844
2022-12-30,48.22999954223633
2023-01-03,48.099998474121094
2023-01-04,48.38999938964844
2023-01-05,47.959999084472656
2023-01-06,48.90999984741211
2023-01-09,48.68000030517578
2023-01-10,48.869998931884766
2023-01-11,49.220001220703125
2023-01-12,49.27000045776367
2023-01-13,49.380001068115234
2023-01-17,49.2400016784668
2023-01-18,48.41999816894531
2023-01-19,48.119998931884766
2023-01-20,48.68000030517578
2023-01-23,48.95000076293945
2023-01-24,48.97999954223633
2023-01-25,48.939998626708984
2023-01-26,49.20000076293945
2023-01-27,49.08000183105469
2023-01-30,48.779998779296875
2023-01-31,49.34000015258789
2023-02-01,49.439998626708984
2023-02-02,49.56999969482422
2023-02-03,49.20000076293945
2023-02-06,49.08000183105469
2023-02-07,49.400001525878906
2023-02-08,49.060001373291016
2023-02-09,48.72999954223633
2023-02-10,49.16999816894531
2023-02-13,49.54999923706055
2023-02-14,49.400001525878906
2023-02-15,49.43000030517578
2023-02-16,49.02000045776367
2023-02-17,49.029998779296875
2023-02-21,48.380001068115234
2023-02-22,48.27000045776367
2023-02-23,48.400001525878906
2023-02-24,48.13999938964844
2023-02-27,48.20000076293945
2023-02-28,47.959999084472656
2023-03-01,47.810001373291016
2023-03-02,48.099998474121094
2023-03-03,48.59000015258789
2023-03-06,48.560001373291016
2023-03-07,47.86000061035156
2023-03-08,47.83000183105469
2023-03-09,47.18000030517578
2023-03-10,46.72999954223633
2023-03-13,46.59000015258789
2023-03-14,47.11000061035156
2023-03-15,46.470001220703125
2023-03-16,47.0099983215332
2023-03-17,46.43000030517578
2023-03-20,46.900001525878906
2023-03-21,47.209999084472656
2023-03-22,46.47999954223633
2023-03-23,46.4900016784668
2023-03-24,46.900001525878906
2023-03-27,47.11000061035156
2023-03-28,47.16999816894531
2023-03-29,47.66999816894531
2023-03-30,47.86000061035156
2023-03-31,48.36000061035156
2023-04-03,48.65999984741211
2023-04-04,48.400001525878906
2023-04-05,48.5099983215332
2023-04-06,48.650001525878906
2023-04-10,48.70000076293945
2023-04-11,48.810001373291016
2023-04-12,48.779998779296875
2023-04-13,49.119998931884766
2023-04-14,48.970001220703125
2023-04-17,49.209999084472656
2023-04-18,49.25
2023-04-19,49.33000183105469
2023-04-20,49.220001220703125
2023-04-21,49.22999954223633
2023-04-24,49.290000915527344
2023-04-25,48.84000015258789
2023-04-26,48.400001525878906
2023-04-27,48.93000030517578
2023-04-28,49.31999969482422
2023-05-01,49.380001068115234
2023-05-02,48.81999969482422
2023-05-03,48.459999084472656
2023-05-04,48.2400016784668
2023-05-05,48.900001525878906
2023-05-08,48.83000183105469
2023-05-09,48.68000030517578
2023-05-10,48.709999084472656
2023-05-11,48.47999954223633
2023-05-12,48.5
2023-05-15,48.619998931884766
2023-05-16,48.11000061035156
2023-05-17,48.4900016784668
2023-05-18,48.630001068115234
2023-05-19,48.619998931884766
2023-05-22,48.540000915527344
2023-05-23,48.119998931884766
2023-05-24,47.72999954223633
2023-05-25,47.540000915527344
2023-05-26,47.79999923706055
2023-05-30,47.63999938964844
2023-05-31,47.52000045776367
2023-06-01,47.83000183105469
2023-06-02,48.52000045776367
2023-06-05,48.38999938964844
2023-06-06,48.43000030517578
2023-06-07,48.61000061035156
2023-06-08,48.7599983215332
2023-06-09,48.689998626708984
2023-06-12,48.81999969482422
2023-06-13,49.09000015258789
2023-06-14,48.7400016784668
2023-06-15,49.27000045776367
2023-06-16,49.27000045776367
2023-06-20,48.90999984741211
2023-06-21,48.93000030517578
2023-06-22,48.849998474121094
2023-06-23,48.470001220703125
2023-06-26,48.599998474121094
2023-06-27,48.900001525878906
2023-06-28,48.7400016784668
2023-06-29,49.0099983215332
2023-06-30,49.459999084472656
2023-07-03,49.459999084472656
2023-07-05,49.34000015258789
2023-07-06,48.97999954223633
2023-07-07,48.81999969482422
2023-07-10,49.04999923706055
2023-07-11,49.369998931884766
2023-07-12,49.59000015258789
2023-07-13,49.81999969482422
2023-07-14,49.7599983215332
2023-07-17,49.790000915527344
2023-07-18,50.029998779296875
2023-07-19,50.209999084472656
2023-07-20,50.52000045776367
2023-07-21,50.70000076293945
2023-07-24,50.83000183105469
2023-07-25,50.77000045776367
2023-07-26,50.75
2023-07-27,50.41999816894531
2023-07-28,50.709999084472656
2023-07-31,50.7400016784668
2023-08-01,50.56999969482422
2023-08-02,50.220001220703125
2023-08-03,50.02000045776367
2023-08-04,49.7599983215332
2023-08-07,50.150001525878906
2023-08-08,49.939998626708984
2023-08-09,49.90999984741211
2023-08-10,49.88999938964844
2023-08-11,50.0
2023-08-14,50.0099983215332
2023-08-15,49.52000045776367
2023-08-16,49.31999969482422
2023-08-17,49.040000915527344
2023-08-18,49.08000183105469
2023-08-21,49.060001373291016
2023-08-22,48.93000030517578
2023-08-23,49.2400016784668
2023-08-24,48.810001373291016
2023-08-25,49.119998931884766
2023-08-28,49.36000061035156
2023-08-29,49.75
2023-08-30,49.83000183105469
2023-08-31,49.56999969482422
2023-09-01,49.70000076293945
2023-09-05,49.279998779296875
2023-09-06,49.08000183105469
2023-09-07,49.06999969482422
2023-09-08,49.209999084472656
2023-09-11,49.34000015258789
2023-09-12,49.310001373291016
2023-09-13,49.09000015258789
2023-09-14,49.560001373291016
2023-09-15,49.20000076293945
2023-09-18,49.2400016784668
2023-09-19,49.130001068115234
2023-09-20,48.91999816894531
2023-09-21,48.31999969482422
2023-09-22,48.150001525878906
2023-09-25,48.2599983215332
2023-09-26,47.709999084472656
2023-09-27,47.709999084472656
2023-09-28,47.849998474121094
2023-09-29,47.630001068115234
2023-10-02,47.2400016784668
2023-10-03,46.869998931884766
2023-10-04,47.029998779296875
2023-10-05,46.88999938964844
2023-10-06,47.25
2023-10-09,47.650001525878906
2023-10-10,47.88999938964844
2023-10-11,47.95000076293945
2023-10-12,47.56999969482422
2023-10-13,47.63999938964844
2023-10-16,48.040000915527344
2023-10-17,48.18000030517578
2023-10-18,47.7400016784668
2023-10-19,47.400001525878906
2023-10-20,47.0
2023-10-23,46.7400016784668
2023-10-24,47.06999969482422
2023-10-25,46.88999938964844
2023-10-26,46.529998779296875
2023-10-27,46.04999923706055
2023-10-30,46.540000915527344
2023-10-31,46.86000061035156
2023-11-01,47.099998474121094
2023-11-02,47.95000076293945
2023-11-03,48.20000076293945
2023-11-06,48.18000030517578
2023-11-07,48.099998474121094
2023-11-08,48.130001068115234
2023-11-09,47.7599983215332
2023-11-10,48.2400016784668
2023-11-13,48.16999816894531
2023-11-14,48.88999938964844
2023-11-15,48.970001220703125
2023-11-16,49.130001068115234
2023-11-17,49.220001220703125
2023-11-20,49.400001525878906
2023-11-21,49.349998474121094
2023-11-22,49.56999969482422
2023-11-24,49.709999084472656
2023-11-27,49.540000915527344
2023-11-28,49.560001373291016
2023-11-29,49.58000183105469
2023-11-30,49.9900016784668
2023-12-01,50.369998931884766
2023-12-04,50.380001068115234
2023-12-05,50.130001068115234
2023-12-06,50.04999923706055
2023-12-07,50.13999938964844
2023-12-08,50.27000045776367
2023-12-11,50.599998474121094
2023-12-12,50.790000915527344
2023-12-13,50.2400016784668
2023-12-14,50.38999938964844
2023-12-15,50.15999984741211
2023-12-18,50.22999954223633
2023-12-19,50.529998779296875
2023-12-20,49.83000183105469
2023-12-21,50.22999954223633
2023-12-22,50.43000030517578
2023-12-26,50.66999816894531
2023-12-27,50.779998779296875
2023-12-28,50.84000015258789
2023-12-29,50.77000045776367
2024-01-02,50.869998931884766
2024-01-03,50.58000183105469
2024-01-04,50.56999969482422
2024-01-05,50.619998931884766
2024-01-08,51.02000045776367
2024-01-09,50.86000061035156
2024-01-10,50.97999954223633
2024-01-11,50.81999969482422
2024-01-12,50.939998626708984
