Date,RMFBX
2022-02-28,50.650001525878906
2022-03-01,50.130001068115234
2022-03-02,50.9900016784668
2022-03-03,51.060001373291016
2022-03-04,51.150001525878906
2022-03-07,50.29999923706055
2022-03-08,49.650001525878906
2022-03-09,50.380001068115234
2022-03-10,50.279998779296875
2022-03-11,49.880001068115234
2022-03-14,49.900001525878906
2022-03-15,50.58000183105469
2022-03-16,50.959999084472656
2022-03-17,51.56999969482422
2022-03-18,51.72999954223633
2022-03-21,51.880001068115234
2022-03-22,52.09000015258789
2022-03-23,51.65999984741211
2022-03-24,52.150001525878906
2022-03-25,52.529998779296875
2022-03-28,52.61000061035156
2022-03-29,52.970001220703125
2022-03-30,52.900001525878906
2022-03-31,52.22999954223633
2022-04-01,52.45000076293945
2022-04-04,52.47999954223633
2022-04-05,52.25
2022-04-06,52.369998931884766
2022-04-07,52.66999816894531
2022-04-08,52.86000061035156
2022-04-11,52.2599983215332
2022-04-12,52.099998474121094
2022-04-13,52.349998474121094
2022-04-14,52.09000015258789
2022-04-18,51.97999954223633
2022-04-19,52.439998626708984
2022-04-20,52.88999938964844
2022-04-21,52.34000015258789
2022-04-22,51.150001525878906
2022-04-25,51.22999954223633
2022-04-26,50.349998474121094
2022-04-27,50.61000061035156
2022-04-28,51.29999923706055
2022-04-29,49.81999969482422
2022-05-02,49.790000915527344
2022-05-03,50.099998474121094
2022-05-04,51.279998779296875
2022-05-05,50.150001525878906
2022-05-06,50.16999816894531
2022-05-09,49.099998474121094
2022-05-10,49.0
2022-05-11,48.689998626708984
2022-05-12,48.7400016784668
2022-05-13,49.41999816894531
2022-05-16,49.58000183105469
2022-05-17,50.27000045776367
2022-05-18,48.81999969482422
2022-05-19,48.54999923706055
2022-05-20,48.709999084472656
2022-05-23,49.38999938964844
2022-05-24,49.61000061035156
2022-05-25,49.86000061035156
2022-05-26,50.36000061035156
2022-05-27,51.11000061035156
2022-05-31,50.7599983215332
2022-06-01,50.459999084472656
2022-06-02,50.959999084472656
2022-06-03,50.560001373291016
2022-06-06,50.59000015258789
2022-06-07,51.11000061035156
2022-06-08,50.52000045776367
2022-06-09,49.59000015258789
2022-06-10,48.7400016784668
2022-06-13,47.36000061035156
2022-06-14,46.91999816894531
2022-06-15,47.130001068115234
2022-06-16,46.0099983215332
2022-06-17,45.84000015258789
2022-06-21,46.880001068115234
2022-06-22,46.86000061035156
2022-06-23,47.060001373291016
2022-06-24,48.119998931884766
2022-06-27,48.18000030517578
2022-06-28,47.75
2022-06-29,47.75
2022-06-30,47.63999938964844
2022-07-01,48.08000183105469
2022-07-05,47.5099983215332
2022-07-06,47.63999938964844
2022-07-07,47.97999954223633
2022-07-08,47.959999084472656
2022-07-11,47.7400016784668
2022-07-12,47.36000061035156
2022-07-13,47.130001068115234
2022-07-14,46.81999969482422
2022-07-15,47.52000045776367
2022-07-18,47.13999938964844
2022-07-19,48.11000061035156
2022-07-20,48.040000915527344
2022-07-21,48.27000045776367
2022-07-22,48.189998626708984
2022-07-25,48.439998626708984
2022-07-26,48.22999954223633
2022-07-27,48.81999969482422
2022-07-28,49.2599983215332
2022-07-29,49.470001220703125
2022-08-01,49.29999923706055
2022-08-02,49.029998779296875
2022-08-03,49.470001220703125
2022-08-04,49.290000915527344
2022-08-05,49.36000061035156
2022-08-08,49.38999938964844
2022-08-09,49.439998626708984
2022-08-10,50.099998474121094
2022-08-11,50.16999816894531
2022-08-12,50.83000183105469
2022-08-15,50.9900016784668
2022-08-16,51.13999938964844
2022-08-17,50.900001525878906
2022-08-18,50.97999954223633
2022-08-19,50.65999984741211
2022-08-22,49.900001525878906
2022-08-23,49.75
2022-08-24,49.849998474121094
2022-08-25,50.31999969482422
2022-08-26,49.13999938964844
2022-08-29,48.939998626708984
2022-08-30,48.43000030517578
2022-08-31,48.13999938964844
2022-09-01,48.349998474121094
2022-09-02,47.93000030517578
2022-09-06,47.77000045776367
2022-09-07,48.470001220703125
2022-09-08,48.72999954223633
2022-09-09,49.2599983215332
2022-09-12,49.68000030517578
2022-09-13,48.08000183105469
2022-09-14,48.16999816894531
2022-09-15,47.779998779296875
2022-09-16,47.59000015258789
2022-09-19,47.810001373291016
2022-09-20,47.31999969482422
2022-09-21,46.7599983215332
2022-09-22,46.560001373291016
2022-09-23,45.81999969482422
2022-09-26,45.25
2022-09-27,45.029998779296875
2022-09-28,45.790000915527344
2022-09-29,45.09000015258789
2022-09-30,44.47999954223633
2022-10-03,45.63999938964844
2022-10-04,46.79999923706055
2022-10-05,46.630001068115234
2022-10-06,45.97999954223633
2022-10-07,45.150001525878906
2022-10-10,44.959999084472656
2022-10-11,44.86000061035156
2022-10-12,44.599998474121094
2022-10-13,45.7400016784668
2022-10-14,44.93000030517578
2022-10-17,45.77000045776367
2022-10-18,46.27000045776367
2022-10-19,45.970001220703125
2022-10-20,45.54999923706055
2022-10-21,46.43000030517578
2022-10-24,46.88999938964844
2022-10-25,47.290000915527344
2022-10-26,47.43000030517578
2022-10-27,47.52000045776367
2022-10-28,48.5
2022-10-31,48.279998779296875
2022-11-01,48.27000045776367
2022-11-02,47.58000183105469
2022-11-03,47.380001068115234
2022-11-04,48.040000915527344
2022-11-07,48.459999084472656
2022-11-08,48.720001220703125
2022-11-09,48.06999969482422
2022-11-10,49.79999923706055
2022-11-11,49.779998779296875
2022-11-14,49.43000030517578
2022-11-15,49.70000076293945
2022-11-16,49.52000045776367
2022-11-17,49.45000076293945
2022-11-18,49.77000045776367
2022-11-21,49.869998931884766
2022-11-22,50.40999984741211
2022-11-23,50.56999969482422
2022-11-25,50.709999084472656
2022-11-28,50.040000915527344
2022-11-29,50.0099983215332
2022-11-30,51.029998779296875
2022-12-01,51.0099983215332
2022-12-02,51.06999969482422
2022-12-05,50.38999938964844
2022-12-06,49.959999084472656
2022-12-07,49.9900016784668
2022-12-08,50.27000045776367
2022-12-09,49.88999938964844
2022-12-12,50.529998779296875
2022-12-13,50.720001220703125
2022-12-14,48.849998474121094
2022-12-15,47.9900016784668
2022-12-16,47.5099983215332
2022-12-19,47.279998779296875
2022-12-20,47.290000915527344
2022-12-21,47.880001068115234
2022-12-22,47.5099983215332
2022-12-23,47.790000915527344
2022-12-27,47.86000061035156
2022-12-28,47.40999984741211
2022-12-29,47.90999984741211
2022-12-30,47.7400016784668
2023-01-03,47.619998931884766
2023-01-04,47.900001525878906
2023-01-05,47.470001220703125
2023-01-06,48.41999816894531
2023-01-09,48.18000030517578
2023-01-10,48.369998931884766
2023-01-11,48.720001220703125
2023-01-12,48.7599983215332
2023-01-13,48.869998931884766
2023-01-17,48.72999954223633
2023-01-18,47.91999816894531
2023-01-19,47.619998931884766
2023-01-20,48.16999816894531
2023-01-23,48.439998626708984
2023-01-24,48.470001220703125
2023-01-25,48.41999816894531
2023-01-26,48.68000030517578
2023-01-27,48.560001373291016
2023-01-30,48.2599983215332
2023-01-31,48.810001373291016
2023-02-01,48.90999984741211
2023-02-02,49.040000915527344
2023-02-03,48.66999816894531
2023-02-06,48.54999923706055
2023-02-07,48.869998931884766
2023-02-08,48.529998779296875
2023-02-09,48.20000076293945
2023-02-10,48.63999938964844
2023-02-13,49.0099983215332
2023-02-14,48.86000061035156
2023-02-15,48.88999938964844
2023-02-16,48.47999954223633
2023-02-17,48.4900016784668
2023-02-21,47.849998474121094
2023-02-22,47.72999954223633
2023-02-23,47.86000061035156
2023-02-24,47.61000061035156
2023-02-27,47.65999984741211
2023-02-28,47.41999816894531
2023-03-01,47.27000045776367
2023-03-02,47.560001373291016
2023-03-03,48.040000915527344
2023-03-06,48.0099983215332
2023-03-07,47.310001373291016
2023-03-08,47.290000915527344
2023-03-09,46.63999938964844
2023-03-10,46.189998626708984
2023-03-13,46.060001373291016
2023-03-14,46.560001373291016
2023-03-15,46.02000045776367
2023-03-16,46.54999923706055
2023-03-17,45.97999954223633
2023-03-20,46.439998626708984
2023-03-21,46.7400016784668
2023-03-22,46.02000045776367
2023-03-23,46.029998779296875
2023-03-24,46.43000030517578
2023-03-27,46.63999938964844
2023-03-28,46.70000076293945
2023-03-29,47.189998626708984
2023-03-30,47.380001068115234
2023-03-31,47.880001068115234
2023-04-03,48.15999984741211
2023-04-04,47.90999984741211
2023-04-05,48.02000045776367
