Date,RSLAX
2022-02-28,58.59000015258789
2022-03-01,57.59000015258789
2022-03-02,58.41999816894531
2022-03-03,57.099998474121094
2022-03-04,55.560001373291016
2022-03-07,53.52000045776367
2022-03-08,53.61000061035156
2022-03-09,55.68000030517578
2022-03-10,55.20000076293945
2022-03-11,54.33000183105469
2022-03-14,53.38999938964844
2022-03-15,53.97999954223633
2022-03-16,56.27000045776367
2022-03-17,57.20000076293945
2022-03-18,58.20000076293945
2022-03-21,57.470001220703125
2022-03-22,58.0099983215332
2022-03-23,57.20000076293945
2022-03-24,57.58000183105469
2022-03-25,57.18000030517578
2022-03-28,57.220001220703125
2022-03-29,58.97999954223633
2022-03-30,58.439998626708984
2022-03-31,57.630001068115234
2022-04-01,58.16999816894531
2022-04-04,58.810001373291016
2022-04-05,57.93000030517578
2022-04-06,56.810001373291016
2022-04-07,56.63999938964844
2022-04-08,56.2599983215332
2022-04-11,55.56999969482422
2022-04-12,55.43000030517578
2022-04-13,56.33000183105469
2022-04-14,55.81999969482422
2022-04-18,55.29999923706055
2022-04-19,56.11000061035156
2022-04-20,56.099998474121094
2022-04-21,55.060001373291016
2022-04-22,53.810001373291016
2022-04-25,54.06999969482422
2022-04-26,52.290000915527344
2022-04-27,52.20000076293945
2022-04-28,52.9900016784668
2022-04-29,52.029998779296875
2022-05-02,52.290000915527344
2022-05-03,52.36000061035156
2022-05-04,53.38999938964844
2022-05-05,51.27000045776367
2022-05-06,50.16999816894531
2022-05-09,48.11000061035156
2022-05-10,48.189998626708984
2022-05-11,47.5
2022-05-12,47.810001373291016
2022-05-13,49.619998931884766
2022-05-16,49.22999954223633
2022-05-17,50.310001373291016
2022-05-18,48.72999954223633
2022-05-19,49.189998626708984
2022-05-20,49.400001525878906
2022-05-23,49.939998626708984
2022-05-24,49.029998779296875
2022-05-25,49.369998931884766
2022-05-26,50.290000915527344
2022-05-27,51.38999938964844
2022-05-31,51.209999084472656
2022-06-01,50.599998474121094
2022-06-02,51.849998474121094
2022-06-03,51.15999984741211
2022-06-06,51.369998931884766
2022-06-07,51.599998474121094
2022-06-08,51.13999938964844
2022-06-09,49.9900016784668
2022-06-10,48.66999816894531
2022-06-13,46.4900016784668
2022-06-14,46.18000030517578
2022-06-15,46.900001525878906
2022-06-16,45.119998931884766
2022-06-17,45.58000183105469
2022-06-21,46.220001220703125
2022-06-22,45.93000030517578
2022-06-23,46.4900016784668
2022-06-24,47.869998931884766
2022-06-27,47.900001525878906
2022-06-28,47.18000030517578
2022-06-29,46.810001373291016
2022-06-30,46.38999938964844
2022-07-01,46.720001220703125
2022-07-05,46.81999969482422
2022-07-06,46.720001220703125
2022-07-07,47.689998626708984
2022-07-08,47.7400016784668
2022-07-11,46.779998779296875
2022-07-12,46.459999084472656
2022-07-13,46.33000183105469
2022-07-14,45.93000030517578
2022-07-15,46.619998931884766
2022-07-18,46.79999923706055
2022-07-19,47.900001525878906
2022-07-20,48.43000030517578
2022-07-21,48.9900016784668
2022-07-22,48.560001373291016
2022-07-25,48.59000015258789
2022-07-26,47.93000030517578
2022-07-27,49.0099983215332
2022-07-28,49.630001068115234
2022-07-29,50.119998931884766
2022-08-01,50.20000076293945
2022-08-02,49.869998931884766
2022-08-03,50.540000915527344
2022-08-04,50.77000045776367
2022-08-05,50.81999969482422
2022-08-08,51.15999984741211
2022-08-09,50.36000061035156
2022-08-10,51.75
2022-08-11,51.810001373291016
2022-08-12,52.45000076293945
2022-08-15,52.380001068115234
2022-08-16,52.29999923706055
2022-08-17,51.630001068115234
2022-08-18,51.7599983215332
2022-08-19,50.689998626708984
2022-08-22,49.66999816894531
2022-08-23,49.77000045776367
2022-08-24,50.099998474121094
2022-08-25,50.83000183105469
2022-08-26,49.36000061035156
2022-08-29,49.029998779296875
2022-08-30,48.66999816894531
2022-08-31,48.52000045776367
2022-09-01,47.849998474121094
2022-09-02,47.63999938964844
2022-09-06,47.36000061035156
2022-09-07,48.119998931884766
2022-09-08,48.4900016784668
2022-09-09,49.45000076293945
2022-09-12,50.040000915527344
2022-09-13,48.27000045776367
2022-09-14,48.41999816894531
2022-09-15,48.08000183105469
2022-09-16,47.41999816894531
2022-09-19,47.599998474121094
2022-09-20,47.04999923706055
2022-09-21,46.380001068115234
2022-09-22,45.540000915527344
2022-09-23,44.560001373291016
2022-09-26,44.02000045776367
2022-09-27,44.13999938964844
2022-09-28,45.06999969482422
2022-09-29,44.220001220703125
2022-09-30,44.18000030517578
2022-10-03,45.18000030517578
2022-10-04,46.83000183105469
2022-10-05,46.560001373291016
2022-10-06,46.27000045776367
2022-10-07,45.130001068115234
2022-10-10,44.70000076293945
2022-10-11,44.349998474121094
2022-10-12,44.220001220703125
2022-10-13,44.810001373291016
2022-10-14,43.83000183105469
2022-10-17,44.97999954223633
2022-10-18,45.58000183105469
2022-10-19,44.709999084472656
2022-10-20,44.369998931884766
2022-10-21,45.04999923706055
2022-10-24,45.09000015258789
2022-10-25,46.13999938964844
2022-10-26,46.4900016784668
2022-10-27,46.25
2022-10-28,46.86000061035156
2022-10-31,46.630001068115234
2022-11-01,46.90999984741211
2022-11-02,45.9900016784668
2022-11-03,45.65999984741211
2022-11-04,46.470001220703125
2022-11-07,46.81999969482422
2022-11-08,47.16999816894531
2022-11-09,46.119998931884766
2022-11-10,48.599998474121094
2022-11-11,49.54999923706055
2022-11-14,49.0099983215332
2022-11-15,49.54999923706055
2022-11-16,48.790000915527344
2022-11-17,48.36000061035156
2022-11-18,48.43000030517578
2022-11-21,48.06999969482422
2022-11-22,48.4900016784668
2022-11-23,48.86000061035156
2022-11-25,49.02000045776367
2022-11-28,48.34000015258789
2022-11-29,48.38999938964844
2022-11-30,49.720001220703125
2022-12-01,50.06999969482422
2022-12-02,50.20000076293945
2022-12-05,49.18000030517578
2022-12-06,48.5
2022-12-07,48.529998779296875
2022-12-08,48.93000030517578
2022-12-09,48.7400016784668
2022-12-12,49.13999938964844
2022-12-13,49.619998931884766
2022-12-14,49.59000015258789
2022-12-15,48.36000061035156
2022-12-16,47.97999954223633
2022-12-19,47.40999984741211
2022-12-20,47.529998779296875
2022-12-21,48.040000915527344
2022-12-22,47.47999954223633
2022-12-23,47.47999954223633
2022-12-27,47.33000183105469
2022-12-28,46.81999969482422
2022-12-29,47.79999923706055
2022-12-30,47.59000015258789
2023-01-03,47.459999084472656
2023-01-04,48.060001373291016
2023-01-05,47.83000183105469
2023-01-06,48.77000045776367
2023-01-09,49.27000045776367
2023-01-10,49.61000061035156
2023-01-11,50.18000030517578
2023-01-12,50.63999938964844
2023-01-13,50.97999954223633
2023-01-17,51.0099983215332
2023-01-18,50.720001220703125
2023-01-19,50.36000061035156
2023-01-20,51.130001068115234
2023-01-23,51.7400016784668
2023-01-24,51.619998931884766
2023-01-25,51.63999938964844
2023-01-26,51.91999816894531
2023-01-27,52.13999938964844
2023-01-30,51.470001220703125
2023-01-31,52.209999084472656
2023-02-01,53.11000061035156
2023-02-02,54.040000915527344
2023-02-03,53.369998931884766
2023-02-06,52.630001068115234
2023-02-07,53.029998779296875
2023-02-08,52.63999938964844
2023-02-09,52.290000915527344
2023-02-10,51.959999084472656
2023-02-13,52.47999954223633
2023-02-14,52.540000915527344
2023-02-15,52.7400016784668
2023-02-16,52.369998931884766
2023-02-17,52.220001220703125
2023-02-21,51.2400016784668
2023-02-22,51.13999938964844
2023-02-23,51.380001068115234
2023-02-24,50.84000015258789
2023-02-27,51.11000061035156
2023-02-28,51.04999923706055
2023-03-01,51.150001525878906
2023-03-02,51.310001373291016
2023-03-03,52.08000183105469
2023-03-06,51.709999084472656
2023-03-07,51.029998779296875
2023-03-08,51.09000015258789
2023-03-09,50.130001068115234
2023-03-10,49.040000915527344
2023-03-13,48.619998931884766
2023-03-14,49.2599983215332
2023-03-15,48.349998474121094
2023-03-16,49.0
2023-03-17,48.38999938964844
2023-03-20,48.72999954223633
2023-03-21,49.45000076293945
2023-03-22,48.84000015258789
2023-03-23,49.04999923706055
2023-03-24,48.849998474121094
2023-03-27,49.11000061035156
2023-03-28,49.11000061035156
2023-03-29,49.619998931884766
2023-03-30,49.93000030517578
2023-03-31,50.560001373291016
2023-04-03,50.529998779296875
2023-04-04,50.119998931884766
2023-04-05,49.5
2023-04-06,49.47999954223633
2023-04-10,49.689998626708984
2023-04-11,50.150001525878906
2023-04-12,50.099998474121094
2023-04-13,50.779998779296875
2023-04-14,50.599998474121094
2023-04-17,50.75
2023-04-18,50.939998626708984
2023-04-19,50.79999923706055
2023-04-20,50.66999816894531
2023-04-21,50.77000045776367
2023-04-24,50.83000183105469
2023-04-25,49.93000030517578
2023-04-26,49.709999084472656
2023-04-27,50.45000076293945
2023-04-28,50.83000183105469
2023-05-01,50.7599983215332
2023-05-02,50.290000915527344
2023-05-03,50.380001068115234
2023-05-04,50.13999938964844
2023-05-05,50.86000061035156
2023-05-08,50.849998474121094
2023-05-09,50.650001525878906
2023-05-10,50.779998779296875
2023-05-11,50.619998931884766
2023-05-12,50.439998626708984
2023-05-15,50.869998931884766
2023-05-16,50.470001220703125
2023-05-17,50.83000183105469
2023-05-18,50.939998626708984
2023-05-19,50.869998931884766
2023-05-22,51.13999938964844
2023-05-23,50.58000183105469
2023-05-24,50.09000015258789
2023-05-25,49.90999984741211
2023-05-26,50.470001220703125
2023-05-30,50.29999923706055
2023-05-31,50.060001373291016
2023-06-01,50.63999938964844
2023-06-02,51.58000183105469
2023-06-05,51.34000015258789
2023-06-06,51.83000183105469
2023-06-07,51.869998931884766
2023-06-08,51.93000030517578
2023-06-09,51.790000915527344
2023-06-12,52.33000183105469
2023-06-13,52.86000061035156
2023-06-14,52.72999954223633
2023-06-15,53.25
2023-06-16,53.06999969482422
2023-06-20,52.65999984741211
2023-06-21,52.560001373291016
2023-06-22,52.279998779296875
2023-06-23,51.70000076293945
2023-06-26,51.68000030517578
2023-06-27,52.209999084472656
2023-06-28,52.36000061035156
2023-06-29,52.58000183105469
2023-06-30,53.060001373291016
2023-07-03,53.02000045776367
2023-07-05,52.66999816894531
2023-07-06,51.86000061035156
2023-07-07,52.279998779296875
2023-07-10,52.84000015258789
2023-07-11,53.400001525878906
2023-07-12,54.02000045776367
2023-07-13,54.66999816894531
2023-07-14,54.41999816894531
2023-07-17,54.459999084472656
2023-07-18,54.779998779296875
2023-07-19,54.95000076293945
2023-07-20,54.400001525878906
2023-07-21,54.33000183105469
2023-07-24,54.27000045776367
2023-07-25,54.459999084472656
2023-07-26,54.650001525878906
2023-07-27,54.189998626708984
2023-07-28,54.790000915527344
2023-07-31,54.91999816894531
2023-08-01,54.630001068115234
2023-08-02,53.650001525878906
2023-08-03,53.58000183105469
2023-08-04,53.689998626708984
2023-08-07,53.869998931884766
2023-08-08,53.279998779296875
2023-08-09,53.18000030517578
2023-08-10,53.220001220703125
2023-08-11,52.97999954223633
2023-08-14,52.93000030517578
2023-08-15,52.38999938964844
2023-08-16,51.959999084472656
2023-08-17,51.2599983215332
2023-08-18,51.290000915527344
2023-08-21,51.33000183105469
2023-08-22,51.45000076293945
2023-08-23,52.0
2023-08-24,51.36000061035156
2023-08-25,51.529998779296875
2023-08-28,51.7400016784668
2023-08-29,52.63999938964844
