Date,WSHFX
2022-02-28,57.060001373291016
2022-03-01,56.290000915527344
2022-03-02,57.38999938964844
2022-03-03,57.27000045776367
2022-03-04,57.33000183105469
2022-03-07,56.040000915527344
2022-03-08,55.470001220703125
2022-03-09,56.59000015258789
2022-03-10,56.52000045776367
2022-03-11,55.97999954223633
2022-03-14,55.939998626708984
2022-03-15,56.790000915527344
2022-03-16,57.369998931884766
2022-03-17,58.029998779296875
2022-03-18,58.36000061035156
2022-03-21,58.41999816894531
2022-03-22,58.7599983215332
2022-03-23,58.18000030517578
2022-03-24,58.95000076293945
2022-03-25,59.310001373291016
2022-03-28,59.38999938964844
2022-03-29,59.77000045776367
2022-03-30,59.66999816894531
2022-03-31,58.81999969482422
2022-04-01,59.0099983215332
2022-04-04,59.119998931884766
2022-04-05,58.68000030517578
2022-04-06,58.61000061035156
2022-04-07,58.939998626708984
2022-04-08,59.04999923706055
2022-04-11,58.31999969482422
2022-04-12,58.15999984741211
2022-04-13,58.630001068115234
2022-04-14,58.18000030517578
2022-04-18,58.220001220703125
2022-04-19,58.810001373291016
2022-04-20,59.11000061035156
2022-04-21,58.31999969482422
2022-04-22,56.90999984741211
2022-04-25,57.029998779296875
2022-04-26,55.790000915527344
2022-04-27,56.119998931884766
2022-04-28,57.0099983215332
2022-04-29,55.2599983215332
2022-05-02,55.439998626708984
2022-05-03,55.810001373291016
2022-05-04,57.2599983215332
2022-05-05,55.75
2022-05-06,55.720001220703125
2022-05-09,54.18000030517578
2022-05-10,54.31999969482422
2022-05-11,53.849998474121094
2022-05-12,53.84000015258789
2022-05-13,54.7599983215332
2022-05-16,54.84000015258789
2022-05-17,55.77000045776367
2022-05-18,53.869998931884766
2022-05-19,53.5099983215332
2022-05-20,53.68000030517578
2022-05-23,54.41999816894531
2022-05-24,54.4900016784668
2022-05-25,54.90999984741211
2022-05-26,55.75
2022-05-27,56.79999923706055
2022-05-31,56.38999938964844
2022-06-01,55.9900016784668
2022-06-02,56.560001373291016
2022-06-03,55.970001220703125
2022-06-06,56.04999923706055
2022-06-07,56.66999816894531
2022-06-08,56.029998779296875
2022-06-09,54.88999938964844
2022-06-10,53.70000076293945
2022-06-13,51.95000076293945
2022-06-14,51.63999938964844
2022-06-15,50.38999938964844
2022-06-16,48.97999954223633
2022-06-17,48.81999969482422
2022-06-21,50.0099983215332
2022-06-22,49.900001525878906
2022-06-23,50.099998474121094
2022-06-24,51.34000015258789
2022-06-27,51.41999816894531
2022-06-28,50.790000915527344
2022-06-29,50.709999084472656
2022-06-30,50.470001220703125
2022-07-01,50.83000183105469
2022-07-05,50.369998931884766
2022-07-06,50.599998474121094
2022-07-07,51.189998626708984
2022-07-08,51.13999938964844
2022-07-11,50.72999954223633
2022-07-12,50.290000915527344
2022-07-13,50.0
2022-07-14,49.689998626708984
2022-07-15,50.63999938964844
2022-07-18,50.2599983215332
2022-07-19,51.4900016784668
2022-07-20,51.43000030517578
2022-07-21,51.68000030517578
2022-07-22,51.380001068115234
2022-07-25,51.68000030517578
2022-07-26,51.369998931884766
2022-07-27,52.18000030517578
2022-07-28,52.61000061035156
2022-07-29,53.0
2022-08-01,52.790000915527344
2022-08-02,52.43000030517578
2022-08-03,53.029998779296875
2022-08-04,52.900001525878906
2022-08-05,52.97999954223633
2022-08-08,52.970001220703125
2022-08-09,52.900001525878906
2022-08-10,53.72999954223633
2022-08-11,53.77000045776367
2022-08-12,54.619998931884766
2022-08-15,54.709999084472656
2022-08-16,54.810001373291016
2022-08-17,54.470001220703125
2022-08-18,54.630001068115234
2022-08-19,54.22999954223633
2022-08-22,53.34000015258789
2022-08-23,53.18000030517578
2022-08-24,53.31999969482422
2022-08-25,54.040000915527344
2022-08-26,52.56999969482422
2022-08-29,52.36000061035156
2022-08-30,51.72999954223633
2022-08-31,51.41999816894531
2022-09-01,51.54999923706055
2022-09-02,51.13999938964844
2022-09-06,50.970001220703125
2022-09-07,51.65999984741211
2022-09-08,52.060001373291016
2022-09-09,52.709999084472656
2022-09-12,53.099998474121094
2022-09-13,51.15999984741211
2022-09-14,51.15999984741211
2022-09-15,50.83000183105469
2022-09-16,50.61000061035156
2022-09-19,50.81999969482422
2022-09-20,50.220001220703125
2022-09-21,49.470001220703125
2022-09-22,49.27000045776367
2022-09-23,48.380001068115234
2022-09-26,47.779998779296875
2022-09-27,47.65999984741211
2022-09-28,48.540000915527344
2022-09-29,47.81999969482422
2022-09-30,47.220001220703125
2022-10-03,48.52000045776367
2022-10-04,49.93000030517578
2022-10-05,49.86000061035156
2022-10-06,49.29999923706055
2022-10-07,48.20000076293945
2022-10-10,47.79999923706055
2022-10-11,47.58000183105469
2022-10-12,47.400001525878906
2022-10-13,48.59000015258789
2022-10-14,47.63999938964844
2022-10-17,48.61000061035156
2022-10-18,49.16999816894531
2022-10-19,48.880001068115234
2022-10-20,48.619998931884766
2022-10-21,49.720001220703125
2022-10-24,50.310001373291016
2022-10-25,50.790000915527344
2022-10-26,50.79999923706055
2022-10-27,50.79999923706055
2022-10-28,51.88999938964844
2022-10-31,51.650001525878906
2022-11-01,51.619998931884766
2022-11-02,50.790000915527344
2022-11-03,50.540000915527344
2022-11-04,51.27000045776367
2022-11-07,51.84000015258789
2022-11-08,52.13999938964844
2022-11-09,51.209999084472656
2022-11-10,53.36000061035156
2022-11-11,53.31999969482422
2022-11-14,52.970001220703125
2022-11-15,53.220001220703125
2022-11-16,52.90999984741211
2022-11-17,52.91999816894531
2022-11-18,53.25
2022-11-21,53.22999954223633
2022-11-22,53.90999984741211
2022-11-23,54.130001068115234
2022-11-25,54.279998779296875
2022-11-28,53.59000015258789
2022-11-29,53.619998931884766
2022-11-30,54.900001525878906
2022-12-01,54.7599983215332
2022-12-02,54.7599983215332
2022-12-05,53.95000076293945
2022-12-06,53.41999816894531
2022-12-07,53.41999816894531
2022-12-08,53.7599983215332
2022-12-09,53.40999984741211
2022-12-12,54.18000030517578
2022-12-13,54.459999084472656
2022-12-14,54.33000183105469
2022-12-15,53.25
2022-12-16,51.540000915527344
2022-12-19,51.22999954223633
2022-12-20,51.220001220703125
2022-12-21,51.95000076293945
2022-12-22,51.40999984741211
2022-12-23,51.709999084472656
2022-12-27,51.720001220703125
2022-12-28,51.220001220703125
2022-12-29,51.86000061035156
2022-12-30,51.7400016784668
2023-01-03,51.560001373291016
2023-01-04,51.7400016784668
2023-01-05,51.27000045776367
2023-01-06,52.400001525878906
2023-01-09,52.06999969482422
2023-01-10,52.290000915527344
2023-01-11,52.72999954223633
2023-01-12,52.91999816894531
2023-01-13,53.0099983215332
2023-01-17,52.77000045776367
2023-01-18,51.9900016784668
2023-01-19,51.65999984741211
2023-01-20,52.310001373291016
2023-01-23,52.689998626708984
2023-01-24,52.70000076293945
2023-01-25,52.77000045776367
2023-01-26,53.18000030517578
2023-01-27,52.939998626708984
2023-01-30,52.439998626708984
2023-01-31,53.16999816894531
2023-02-01,53.40999984741211
2023-02-02,53.560001373291016
2023-02-03,53.15999984741211
2023-02-06,53.0099983215332
2023-02-07,53.540000915527344
2023-02-08,53.16999816894531
2023-02-09,52.779998779296875
2023-02-10,53.15999984741211
2023-02-13,53.63999938964844
2023-02-14,53.459999084472656
2023-02-15,53.439998626708984
2023-02-16,52.88999938964844
2023-02-17,52.79999923706055
2023-02-21,51.88999938964844
2023-02-22,51.720001220703125
2023-02-23,51.900001525878906
2023-02-24,51.45000076293945
2023-02-27,51.54999923706055
2023-02-28,51.36000061035156
2023-03-01,51.2599983215332
2023-03-02,51.65999984741211
2023-03-03,52.36000061035156
2023-03-06,52.34000015258789
2023-03-07,51.529998779296875
2023-03-08,51.529998779296875
2023-03-09,50.689998626708984
2023-03-10,50.099998474121094
2023-03-13,50.0
2023-03-14,50.630001068115234
2023-03-15,49.939998626708984
2023-03-16,50.66999816894531
2023-03-17,50.099998474121094
2023-03-20,50.58000183105469
2023-03-21,51.02000045776367
2023-03-22,50.20000076293945
2023-03-23,50.22999954223633
2023-03-24,50.540000915527344
2023-03-27,50.70000076293945
2023-03-28,50.68000030517578
2023-03-29,51.20000076293945
2023-03-30,51.5
2023-03-31,52.09000015258789
2023-04-03,52.4900016784668
2023-04-04,52.16999816894531
2023-04-05,52.2400016784668
2023-04-06,52.349998474121094
2023-04-10,52.5
2023-04-11,52.61000061035156
2023-04-12,52.5099983215332
2023-04-13,53.0
2023-04-14,52.83000183105469
2023-04-17,53.02000045776367
2023-04-18,53.119998931884766
2023-04-19,53.0
2023-04-20,52.869998931884766
2023-04-21,52.880001068115234
2023-04-24,52.93000030517578
2023-04-25,52.2400016784668
2023-04-26,51.880001068115234
2023-04-27,52.68000030517578
2023-04-28,53.119998931884766
2023-05-01,53.20000076293945
2023-05-02,52.47999954223633
2023-05-03,52.189998626708984
2023-05-04,51.810001373291016
2023-05-05,52.65999984741211
2023-05-08,52.599998474121094
2023-05-09,52.38999938964844
2023-05-10,52.5099983215332
2023-05-11,52.36000061035156
2023-05-12,52.36000061035156
2023-05-15,52.529998779296875
2023-05-16,52.09000015258789
2023-05-17,52.650001525878906
2023-05-18,52.97999954223633
2023-05-19,53.0099983215332
2023-05-22,53.029998779296875
2023-05-23,52.59000015258789
2023-05-24,52.150001525878906
2023-05-25,52.33000183105469
2023-05-26,53.099998474121094
2023-05-30,52.88999938964844
2023-05-31,52.72999954223633
2023-06-01,53.060001373291016
2023-06-02,53.939998626708984
2023-06-05,53.77000045776367
2023-06-06,53.81999969482422
2023-06-07,53.900001525878906
2023-06-08,54.16999816894531
2023-06-09,54.150001525878906
2023-06-12,54.599998474121094
2023-06-13,54.869998931884766
2023-06-14,53.22999954223633
2023-06-15,53.880001068115234
2023-06-16,53.650001525878906
2023-06-20,53.2599983215332
2023-06-21,53.18000030517578
2023-06-22,53.13999938964844
2023-06-23,52.720001220703125
2023-06-26,52.709999084472656
2023-06-27,53.20000076293945
2023-06-28,53.099998474121094
2023-06-29,53.45000076293945
2023-06-30,53.90999984741211
2023-07-03,53.91999816894531
2023-07-05,53.709999084472656
2023-07-06,53.25
2023-07-07,53.119998931884766
2023-07-10,53.43000030517578
2023-07-11,53.84000015258789
2023-07-12,54.09000015258789
2023-07-13,54.41999816894531
2023-07-14,54.459999084472656
2023-07-17,54.630001068115234
2023-07-18,54.959999084472656
2023-07-19,55.029998779296875
2023-07-20,55.029998779296875
2023-07-21,55.15999984741211
2023-07-24,55.380001068115234
2023-07-25,55.47999954223633
2023-07-26,55.400001525878906
2023-07-27,55.189998626708984
2023-07-28,55.59000015258789
2023-07-31,55.58000183105469
2023-08-01,55.560001373291016
2023-08-02,55.02000045776367
2023-08-03,54.86000061035156
2023-08-04,54.61000061035156
2023-08-07,55.13999938964844
2023-08-08,54.9900016784668
2023-08-09,54.779998779296875
2023-08-10,54.72999954223633
2023-08-11,54.72999954223633
2023-08-14,54.93000030517578
2023-08-15,54.310001373291016
2023-08-16,54.029998779296875
2023-08-17,53.689998626708984
2023-08-18,53.790000915527344
2023-08-21,54.0
2023-08-22,53.79999923706055
2023-08-23,54.20000076293945
2023-08-24,53.59000015258789
2023-08-25,53.88999938964844
2023-08-28,54.20000076293945
2023-08-29,54.7599983215332
2023-08-30,54.869998931884766
2023-08-31,54.709999084472656
2023-09-01,54.70000076293945
2023-09-05,54.400001525878906
2023-09-06,54.18000030517578
2023-09-07,54.15999984741211
2023-09-08,54.27000045776367
2023-09-11,54.41999816894531
2023-09-12,54.33000183105469
2023-09-13,54.15999984741211
2023-09-14,54.720001220703125
2023-09-15,54.15999984741211
2023-09-18,54.18000030517578
