Date,CAFFX
2022-02-28,39.290000915527344
2022-03-01,38.68000030517578
2022-03-02,39.25
2022-03-03,38.630001068115234
2022-03-04,38.0
2022-03-07,36.459999084472656
2022-03-08,36.29999923706055
2022-03-09,37.619998931884766
2022-03-10,37.40999984741211
2022-03-11,36.65999984741211
2022-03-14,36.15999984741211
2022-03-15,37.06999969482422
2022-03-16,38.43000030517578
2022-03-17,39.04999923706055
2022-03-18,39.779998779296875
2022-03-21,39.400001525878906
2022-03-22,39.9900016784668
2022-03-23,39.209999084472656
2022-03-24,39.7400016784668
2022-03-25,39.56999969482422
2022-03-28,39.9900016784668
2022-03-29,40.83000183105469
2022-03-30,40.33000183105469
2022-03-31,39.689998626708984
2022-04-01,39.869998931884766
2022-04-04,40.34000015258789
2022-04-05,39.650001525878906
2022-04-06,38.939998626708984
2022-04-07,39.06999969482422
2022-04-08,38.84000015258789
2022-04-11,38.20000076293945
2022-04-12,37.970001220703125
2022-04-13,38.66999816894531
2022-04-14,38.06999969482422
2022-04-18,37.869998931884766
2022-04-19,38.720001220703125
2022-04-20,38.16999816894531
2022-04-21,37.31999969482422
2022-04-22,36.33000183105469
2022-04-25,36.650001525878906
2022-04-26,35.45000076293945
2022-04-27,35.4900016784668
2022-04-28,36.529998779296875
2022-04-29,35.22999954223633
2022-05-02,35.599998474121094
2022-05-03,35.54999923706055
2022-05-04,36.529998779296875
2022-05-05,35.0
2022-05-06,34.439998626708984
2022-05-09,32.93000030517578
2022-05-10,33.130001068115234
2022-05-11,32.459999084472656
2022-05-12,32.68000030517578
2022-05-13,33.83000183105469
2022-05-16,33.41999816894531
2022-05-17,34.16999816894531
2022-05-18,32.790000915527344
2022-05-19,32.91999816894531
2022-05-20,32.959999084472656
2022-05-23,33.29999923706055
2022-05-24,32.66999816894531
2022-05-25,33.119998931884766
2022-05-26,33.97999954223633
2022-05-27,34.970001220703125
2022-05-31,34.689998626708984
2022-06-01,34.27000045776367
2022-06-02,35.20000076293945
2022-06-03,34.540000915527344
2022-06-06,34.709999084472656
2022-06-07,35.029998779296875
2022-06-08,34.7400016784668
2022-06-09,33.900001525878906
2022-06-10,32.81999969482422
2022-06-13,31.350000381469727
2022-06-14,31.239999771118164
2022-06-15,29.600000381469727
2022-06-16,28.489999771118164
2022-06-17,28.780000686645508
2022-06-21,29.3700008392334
2022-06-22,29.40999984741211
2022-06-23,29.93000030517578
2022-06-24,30.8799991607666
2022-06-27,30.700000762939453
2022-06-28,30.010000228881836
2022-06-29,29.979999542236328
2022-06-30,29.65999984741211
2022-07-01,29.959999084472656
2022-07-05,30.290000915527344
2022-07-06,30.34000015258789
2022-07-07,30.8700008392334
2022-07-08,30.829999923706055
2022-07-11,30.329999923706055
2022-07-12,29.950000762939453
2022-07-13,29.799999237060547
2022-07-14,29.670000076293945
2022-07-15,30.299999237060547
2022-07-18,30.110000610351562
2022-07-19,31.0
2022-07-20,31.3799991607666
2022-07-21,31.829999923706055
2022-07-22,31.309999465942383
2022-07-25,31.260000228881836
2022-07-26,30.770000457763672
2022-07-27,31.709999084472656
2022-07-28,32.16999816894531
2022-07-29,32.529998779296875
2022-08-01,32.529998779296875
2022-08-02,32.40999984741211
2022-08-03,33.02000045776367
2022-08-04,33.189998626708984
2022-08-05,33.15999984741211
2022-08-08,33.20000076293945
2022-08-09,32.810001373291016
2022-08-10,33.70000076293945
2022-08-11,33.58000183105469
2022-08-12,34.130001068115234
2022-08-15,34.209999084472656
2022-08-16,34.18000030517578
2022-08-17,33.7400016784668
2022-08-18,33.77000045776367
2022-08-19,33.18000030517578
2022-08-22,32.40999984741211
2022-08-23,32.31999969482422
2022-08-24,32.47999954223633
2022-08-25,33.02000045776367
2022-08-26,31.81999969482422
2022-08-29,31.549999237060547
2022-08-30,31.299999237060547
2022-08-31,31.1200008392334
2022-09-01,31.1299991607666
2022-09-02,30.81999969482422
2022-09-06,30.68000030517578
2022-09-07,31.31999969482422
2022-09-08,31.6200008392334
2022-09-09,32.220001220703125
2022-09-12,32.540000915527344
2022-09-13,31.09000015258789
2022-09-14,31.239999771118164
2022-09-15,30.979999542236328
2022-09-16,30.639999389648438
2022-09-19,30.760000228881836
2022-09-20,30.3700008392334
2022-09-21,29.84000015258789
