Date,RAFFX
2022-02-28,40.27000045776367
2022-03-01,39.63999938964844
2022-03-02,40.22999954223633
2022-03-03,39.59000015258789
2022-03-04,38.939998626708984
2022-03-07,37.369998931884766
2022-03-08,37.20000076293945
2022-03-09,38.54999923706055
2022-03-10,38.34000015258789
2022-03-11,37.56999969482422
2022-03-14,37.060001373291016
2022-03-15,37.9900016784668
2022-03-16,39.380001068115234
2022-03-17,40.02000045776367
2022-03-18,40.77000045776367
2022-03-21,40.380001068115234
2022-03-22,40.9900016784668
2022-03-23,40.189998626708984
2022-03-24,40.72999954223633
2022-03-25,40.54999923706055
2022-03-28,40.97999954223633
2022-03-29,41.849998474121094
2022-03-30,41.34000015258789
2022-03-31,40.68000030517578
2022-04-01,40.86000061035156
2022-04-04,41.349998474121094
2022-04-05,40.63999938964844
2022-04-06,39.90999984741211
2022-04-07,40.04999923706055
2022-04-08,39.810001373291016
2022-04-11,39.150001525878906
2022-04-12,38.90999984741211
2022-04-13,39.630001068115234
2022-04-14,39.02000045776367
2022-04-18,38.810001373291016
2022-04-19,39.689998626708984
2022-04-20,39.119998931884766
2022-04-21,38.25
2022-04-22,37.2400016784668
2022-04-25,37.56999969482422
2022-04-26,36.34000015258789
2022-04-27,36.380001068115234
2022-04-28,37.45000076293945
2022-04-29,36.11000061035156
2022-05-02,36.5
2022-05-03,36.439998626708984
2022-05-04,37.439998626708984
2022-05-05,35.880001068115234
2022-05-06,35.310001373291016
2022-05-09,33.7599983215332
2022-05-10,33.959999084472656
2022-05-11,33.27000045776367
2022-05-12,33.4900016784668
2022-05-13,34.68000030517578
2022-05-16,34.2599983215332
2022-05-17,35.029998779296875
2022-05-18,33.61000061035156
2022-05-19,33.7400016784668
2022-05-20,33.779998779296875
2022-05-23,34.130001068115234
2022-05-24,33.5
2022-05-25,33.95000076293945
2022-05-26,34.84000015258789
2022-05-27,35.84000015258789
2022-05-31,35.560001373291016
2022-06-01,35.13999938964844
2022-06-02,36.09000015258789
2022-06-03,35.40999984741211
2022-06-06,35.59000015258789
2022-06-07,35.90999984741211
2022-06-08,35.619998931884766
2022-06-09,34.75
2022-06-10,33.650001525878906
2022-06-13,32.13999938964844
2022-06-14,32.02000045776367
2022-06-15,30.40999984741211
2022-06-16,29.260000228881836
2022-06-17,29.56999969482422
2022-06-21,30.170000076293945
2022-06-22,30.209999084472656
2022-06-23,30.75
2022-06-24,31.719999313354492
2022-06-27,31.540000915527344
2022-06-28,30.81999969482422
2022-06-29,30.799999237060547
2022-06-30,30.469999313354492
2022-07-01,30.770000457763672
2022-07-05,31.1200008392334
2022-07-06,31.15999984741211
2022-07-07,31.709999084472656
2022-07-08,31.670000076293945
2022-07-11,31.149999618530273
2022-07-12,30.770000457763672
2022-07-13,30.610000610351562
2022-07-14,30.479999542236328
2022-07-15,31.1299991607666
2022-07-18,30.93000030517578
2022-07-19,31.850000381469727
2022-07-20,32.22999954223633
2022-07-21,32.70000076293945
2022-07-22,32.15999984741211
2022-07-25,32.119998931884766
2022-07-26,31.610000610351562
2022-07-27,32.58000183105469
2022-07-28,33.060001373291016
2022-07-29,33.41999816894531
2022-08-01,33.41999816894531
2022-08-02,33.29999923706055
2022-08-03,33.93000030517578
2022-08-04,34.099998474121094
2022-08-05,34.06999969482422
2022-08-08,34.11000061035156
2022-08-09,33.709999084472656
2022-08-10,34.619998931884766
2022-08-11,34.5
2022-08-12,35.060001373291016
2022-08-15,35.150001525878906
2022-08-16,35.119998931884766
2022-08-17,34.66999816894531
2022-08-18,34.70000076293945
2022-08-19,34.09000015258789
2022-08-22,33.29999923706055
2022-08-23,33.20000076293945
2022-08-24,33.380001068115234
2022-08-25,33.93000030517578
2022-08-26,32.70000076293945
2022-08-29,32.41999816894531
2022-08-30,32.16999816894531
2022-08-31,31.979999542236328
2022-09-01,31.979999542236328
2022-09-02,31.670000076293945
2022-09-06,31.530000686645508
2022-09-07,32.18000030517578
2022-09-08,32.5
2022-09-09,33.11000061035156
2022-09-12,33.43000030517578
2022-09-13,31.950000762939453
2022-09-14,32.099998474121094
2022-09-15,31.829999923706055
2022-09-16,31.489999771118164
2022-09-19,31.610000610351562
2022-09-20,31.200000762939453
2022-09-21,30.65999984741211
2022-09-22,30.170000076293945
2022-09-23,29.760000228881836
2022-09-26,29.489999771118164
2022-09-27,29.5
2022-09-28,30.18000030517578
2022-09-29,29.579999923706055
2022-09-30,29.239999771118164
2022-10-03,29.93000030517578
2022-10-04,30.989999771118164
2022-10-05,30.969999313354492
2022-10-06,30.780000686645508
2022-10-07,29.809999465942383
2022-10-10,29.43000030517578
2022-10-11,29.1200008392334
2022-10-12,29.06999969482422
2022-10-13,29.530000686645508
2022-10-14,28.75
2022-10-17,29.639999389648438
2022-10-18,29.93000030517578
2022-10-19,29.600000381469727
2022-10-20,29.399999618530273
2022-10-21,29.989999771118164
2022-10-24,30.219999313354492
2022-10-25,30.860000610351562
2022-10-26,30.549999237060547
2022-10-27,30.329999923706055
2022-10-28,30.8700008392334
2022-10-31,30.690000534057617
2022-11-01,30.540000915527344
2022-11-02,29.639999389648438
2022-11-03,29.309999465942383
2022-11-04,29.729999542236328
2022-11-07,29.950000762939453
2022-11-08,30.15999984741211
2022-11-09,29.579999923706055
2022-11-10,31.530000686645508
2022-11-11,31.989999771118164
2022-11-14,31.65999984741211
2022-11-15,32.13999938964844
2022-11-16,31.690000534057617
2022-11-17,31.399999618530273
2022-11-18,31.489999771118164
2022-11-21,31.209999084472656
2022-11-22,31.56999969482422
2022-11-23,31.860000610351562
2022-11-25,31.829999923706055
2022-11-28,31.3700008392334
2022-11-29,31.280000686645508
2022-11-30,32.45000076293945
2022-12-01,32.599998474121094
2022-12-02,32.540000915527344
2022-12-05,31.950000762939453
2022-12-06,31.5
2022-12-07,31.469999313354492
2022-12-08,31.829999923706055
2022-12-09,31.670000076293945
2022-12-12,32.09000015258789
2022-12-13,32.400001525878906
2022-12-14,32.22999954223633
2022-12-15,31.360000610351562
2022-12-16,31.030000686645508
2022-12-19,30.690000534057617
2022-12-20,30.700000762939453
2022-12-21,31.139999389648438
2022-12-22,30.719999313354492
2022-12-23,30.790000915527344
2022-12-27,30.610000610351562
2022-12-28,30.299999237060547
2022-12-29,30.959999084472656
2022-12-30,30.850000381469727
2023-01-03,30.770000457763672
2023-01-04,31.09000015258789
2023-01-05,30.670000076293945
2023-01-06,31.239999771118164
2023-01-09,31.40999984741211
2023-01-10,31.729999542236328
2023-01-11,32.22999954223633
2023-01-12,32.400001525878906
2023-01-13,32.59000015258789
2023-01-17,32.56999969482422
2023-01-18,32.2400016784668
2023-01-19,31.979999542236328
2023-01-20,32.70000076293945
2023-01-23,33.209999084472656
2023-01-24,33.119998931884766
2023-01-25,33.15999984741211
2023-01-26,33.5
2023-01-27,33.599998474121094
2023-01-30,33.11000061035156
2023-01-31,33.56999969482422
2023-02-01,34.20000076293945
2023-02-02,34.70000076293945
2023-02-03,34.22999954223633
2023-02-06,33.90999984741211
2023-02-07,34.29999923706055
2023-02-08,34.02000045776367
2023-02-09,33.810001373291016
2023-02-10,33.58000183105469
2023-02-13,34.04999923706055
2023-02-14,34.18000030517578
2023-02-15,34.40999984741211
2023-02-16,33.849998474121094
2023-02-17,33.630001068115234
2023-02-21,32.95000076293945
2023-02-22,32.959999084472656
2023-02-23,33.09000015258789
2023-02-24,32.650001525878906
2023-02-27,32.81999969482422
2023-02-28,32.79999923706055
2023-03-01,32.709999084472656
2023-03-02,32.97999954223633
2023-03-03,33.540000915527344
2023-03-06,33.43000030517578
2023-03-07,33.040000915527344
2023-03-08,33.09000015258789
2023-03-09,32.45000076293945
2023-03-10,31.860000610351562
2023-03-13,31.829999923706055
2023-03-14,32.400001525878906
2023-03-15,32.130001068115234
2023-03-16,32.7599983215332
2023-03-17,32.45000076293945
2023-03-20,32.63999938964844
2023-03-21,33.09000015258789
2023-03-22,32.59000015258789
2023-03-23,32.84000015258789
2023-03-24,32.869998931884766
2023-03-27,32.91999816894531
2023-03-28,32.790000915527344
2023-03-29,33.22999954223633
2023-03-30,33.45000076293945
2023-03-31,33.97999954223633
2023-04-03,34.029998779296875
2023-04-04,33.880001068115234
2023-04-05,33.599998474121094
2023-04-06,33.689998626708984
2023-04-10,33.810001373291016
2023-04-11,33.880001068115234
2023-04-12,33.720001220703125
2023-04-13,34.189998626708984
2023-04-14,34.09000015258789
2023-04-17,34.15999984741211
2023-04-18,34.22999954223633
2023-04-19,34.22999954223633
2023-04-20,34.08000183105469
2023-04-21,34.18000030517578
2023-04-24,34.13999938964844
2023-04-25,33.470001220703125
2023-04-26,33.41999816894531
2023-04-27,34.0099983215332
2023-04-28,34.31999969482422
2023-05-01,34.29999923706055
2023-05-02,33.97999954223633
2023-05-03,33.900001525878906
2023-05-04,33.72999954223633
2023-05-05,34.15999984741211
2023-05-08,34.27000045776367
2023-05-09,34.16999816894531
2023-05-10,34.369998931884766
2023-05-11,34.33000183105469
2023-05-12,34.2400016784668
2023-05-15,34.43000030517578
2023-05-16,34.189998626708984
2023-05-17,34.56999969482422
2023-05-18,35.040000915527344
2023-05-19,34.90999984741211
2023-05-22,34.970001220703125
2023-05-23,34.41999816894531
2023-05-24,34.2400016784668
2023-05-25,34.439998626708984
2023-05-26,35.04999923706055
2023-05-30,34.97999954223633
2023-05-31,34.849998474121094
2023-06-01,35.150001525878906
2023-06-02,35.66999816894531
2023-06-05,35.560001373291016
2023-06-06,35.66999816894531
2023-06-07,35.33000183105469
2023-06-08,35.4900016784668
2023-06-09,35.52000045776367
2023-06-12,36.0
2023-06-13,36.2400016784668
2023-06-14,36.09000015258789
2023-06-15,36.52000045776367
2023-06-16,36.2400016784668
2023-06-20,36.150001525878906
2023-06-21,36.029998779296875
2023-06-22,36.15999984741211
2023-06-23,35.90999984741211
2023-06-26,35.75
2023-06-27,36.209999084472656
2023-06-28,36.31999969482422
2023-06-29,36.40999984741211
2023-06-30,36.75
2023-07-03,36.689998626708984
2023-07-05,36.61000061035156
2023-07-06,36.2400016784668
2023-07-07,36.209999084472656
2023-07-10,36.5
2023-07-11,36.79999923706055
2023-07-12,37.04999923706055
2023-07-13,37.439998626708984
2023-07-14,37.47999954223633
2023-07-17,37.63999938964844
2023-07-18,37.95000076293945
2023-07-19,37.97999954223633
2023-07-20,37.52000045776367
2023-07-21,37.58000183105469
2023-07-24,37.54999923706055
2023-07-25,37.709999084472656
2023-07-26,37.709999084472656
2023-07-27,37.45000076293945
2023-07-28,37.90999984741211
2023-07-31,37.959999084472656
2023-08-01,37.86000061035156
2023-08-02,37.220001220703125
2023-08-03,37.15999984741211
2023-08-04,37.099998474121094
2023-08-07,37.470001220703125
2023-08-08,37.209999084472656
2023-08-09,36.91999816894531
2023-08-10,37.0099983215332
2023-08-11,36.81999969482422
2023-08-14,37.06999969482422
2023-08-15,36.70000076293945
2023-08-16,36.400001525878906
2023-08-17,35.95000076293945
2023-08-18,35.97999954223633
