Date,FFPNX
2022-02-28,58.04999923706055
2022-03-01,56.939998626708984
2022-03-02,57.72999954223633
2022-03-03,56.790000915527344
2022-03-04,55.630001068115234
2022-03-07,53.72999954223633
2022-03-08,53.75
2022-03-09,55.86000061035156
2022-03-10,55.34000015258789
2022-03-11,54.369998931884766
2022-03-14,53.91999816894531
2022-03-15,54.84000015258789
2022-03-16,56.869998931884766
2022-03-17,57.810001373291016
2022-03-18,58.779998779296875
2022-03-21,58.41999816894531
2022-03-22,59.400001525878906
2022-03-23,58.58000183105469
2022-03-24,59.29999923706055
2022-03-25,59.18000030517578
2022-03-28,59.869998931884766
2022-03-29,61.02000045776367
2022-03-30,60.66999816894531
2022-03-31,59.70000076293945
2022-04-01,60.09000015258789
2022-04-04,60.88999938964844
2022-04-05,59.79999923706055
2022-04-06,58.720001220703125
2022-04-07,58.939998626708984
2022-04-08,58.5099983215332
2022-04-11,57.41999816894531
2022-04-12,57.08000183105469
2022-04-13,58.0099983215332
2022-04-14,57.2400016784668
2022-04-18,57.06999969482422
2022-04-19,57.83000183105469
2022-04-20,57.47999954223633
2022-04-21,56.70000076293945
2022-04-22,55.470001220703125
2022-04-25,55.5
2022-04-26,53.45000076293945
2022-04-27,53.619998931884766
2022-04-28,54.70000076293945
2022-04-29,53.529998779296875
2022-05-02,53.88999938964844
2022-05-03,54.0099983215332
2022-05-04,55.27000045776367
2022-05-05,53.08000183105469
2022-05-06,52.2599983215332
2022-05-09,50.04999923706055
2022-05-10,50.439998626708984
2022-05-11,49.599998474121094
2022-05-12,49.66999816894531
2022-05-13,51.209999084472656
2022-05-16,50.869998931884766
2022-05-17,52.099998474121094
2022-05-18,50.2599983215332
2022-05-19,50.40999984741211
2022-05-20,50.459999084472656
2022-05-23,51.150001525878906
2022-05-24,50.34000015258789
2022-05-25,50.77000045776367
2022-05-26,51.84000015258789
2022-05-27,53.220001220703125
2022-05-31,53.099998474121094
2022-06-01,52.45000076293945
2022-06-02,53.720001220703125
2022-06-03,52.65999984741211
2022-06-06,52.88999938964844
2022-06-07,53.209999084472656
2022-06-08,52.790000915527344
2022-06-09,51.529998779296875
2022-06-10,50.08000183105469
2022-06-13,48.029998779296875
2022-06-14,47.84000015258789
2022-06-15,48.79999923706055
2022-06-16,47.16999816894531
2022-06-17,47.40999984741211
2022-06-21,48.38999938964844
2022-06-22,48.13999938964844
2022-06-23,48.369998931884766
2022-06-24,49.9900016784668
2022-06-27,49.880001068115234
2022-06-28,48.97999954223633
2022-06-29,48.86000061035156
2022-06-30,48.36000061035156
2022-07-01,48.599998474121094
2022-07-05,48.52000045776367
2022-07-06,48.5
2022-07-07,49.4900016784668
2022-07-08,49.52000045776367
2022-07-11,48.61000061035156
2022-07-12,48.20000076293945
2022-07-13,48.16999816894531
2022-07-14,47.849998474121094
2022-07-15,48.72999954223633
2022-07-18,48.619998931884766
2022-07-19,49.939998626708984
2022-07-20,50.119998931884766
2022-07-21,50.900001525878906
2022-07-22,50.380001068115234
2022-07-25,50.41999816894531
2022-07-26,49.7599983215332
2022-07-27,51.060001373291016
2022-07-28,51.61000061035156
2022-07-29,52.31999969482422
2022-08-01,52.15999984741211
2022-08-02,51.79999923706055
2022-08-03,52.47999954223633
2022-08-04,52.77000045776367
2022-08-05,52.40999984741211
2022-08-08,52.54999923706055
2022-08-09,52.08000183105469
2022-08-10,53.29999923706055
2022-08-11,53.209999084472656
2022-08-12,54.0099983215332
2022-08-15,54.130001068115234
2022-08-16,54.0099983215332
2022-08-17,53.56999969482422
2022-08-18,53.5099983215332
2022-08-19,52.75
2022-08-22,51.66999816894531
2022-08-23,51.709999084472656
2022-08-24,51.91999816894531
2022-08-25,52.599998474121094
2022-08-26,51.0
2022-08-29,50.61000061035156
2022-08-30,50.119998931884766
2022-08-31,49.81999969482422
2022-09-01,49.58000183105469
2022-09-02,49.18000030517578
2022-09-06,49.02000045776367
2022-09-07,49.810001373291016
2022-09-08,50.279998779296875
2022-09-09,51.290000915527344
2022-09-12,51.810001373291016
2022-09-13,49.779998779296875
2022-09-14,50.02000045776367
2022-09-15,49.529998779296875
2022-09-16,49.06999969482422
2022-09-19,49.349998474121094
2022-09-20,48.7599983215332
2022-09-21,47.90999984741211
2022-09-22,47.33000183105469
2022-09-23,46.2400016784668
2022-09-26,45.75
2022-09-27,45.810001373291016
2022-09-28,46.83000183105469
2022-09-29,45.86000061035156
2022-09-30,45.43000030517578
2022-10-03,46.2400016784668
2022-10-04,47.86000061035156
2022-10-05,47.66999816894531
2022-10-06,47.189998626708984
2022-10-07,45.939998626708984
2022-10-10,45.58000183105469
2022-10-11,45.0
2022-10-12,44.9900016784668
2022-10-13,45.79999923706055
2022-10-14,44.72999954223633
2022-10-17,46.02000045776367
2022-10-18,46.43000030517578
2022-10-19,46.029998779296875
2022-10-20,45.61000061035156
2022-10-21,46.560001373291016
2022-10-24,46.650001525878906
2022-10-25,47.59000015258789
2022-10-26,47.650001525878906
2022-10-27,47.18000030517578
2022-10-28,47.81999969482422
2022-10-31,47.52000045776367
2022-11-01,47.650001525878906
2022-11-02,46.619998931884766
2022-11-03,46.310001373291016
2022-11-04,47.41999816894531
2022-11-07,47.75
2022-11-08,48.06999969482422
2022-11-09,47.18000030517578
2022-11-10,49.77000045776367
2022-11-11,50.61000061035156
2022-11-14,50.18000030517578
2022-11-15,50.75
2022-11-16,50.31999969482422
2022-11-17,50.09000015258789
2022-11-18,50.18000030517578
2022-11-21,49.75
2022-11-22,50.310001373291016
2022-11-23,50.810001373291016
2022-11-25,50.880001068115234
2022-11-28,50.209999084472656
2022-11-29,50.29999923706055
2022-11-30,51.93000030517578
2022-12-01,52.119998931884766
2022-12-02,52.099998474121094
2022-12-05,51.220001220703125
2022-12-06,50.630001068115234
2022-12-07,50.470001220703125
2022-12-08,50.88999938964844
2022-12-09,50.7400016784668
2022-12-12,51.040000915527344
2022-12-13,51.47999954223633
2022-12-14,51.349998474121094
2022-12-15,48.02000045776367
2022-12-16,47.5
2022-12-19,47.130001068115234
2022-12-20,47.16999816894531
2022-12-21,47.77000045776367
2022-12-22,47.15999984741211
2022-12-23,47.2599983215332
2022-12-27,47.04999923706055
2022-12-28,46.599998474121094
2022-12-29,47.459999084472656
2022-12-30,47.220001220703125
2023-01-03,47.20000076293945
2023-01-04,47.7599983215332
2023-01-05,47.380001068115234
2023-01-06,48.43000030517578
2023-01-09,48.68000030517578
2023-01-10,48.93000030517578
2023-01-11,49.400001525878906
2023-01-12,49.790000915527344
2023-01-13,50.16999816894531
2023-01-17,50.189998626708984
2023-01-18,49.790000915527344
2023-01-19,49.5
2023-01-20,50.209999084472656
2023-01-23,50.65999984741211
2023-01-24,50.619998931884766
2023-01-25,50.720001220703125
2023-01-26,51.150001525878906
2023-01-27,51.209999084472656
2023-01-30,50.68000030517578
2023-01-31,51.18000030517578
2023-02-01,51.689998626708984
2023-02-02,52.22999954223633
2023-02-03,51.869998931884766
2023-02-06,51.439998626708984
2023-02-07,51.93000030517578
2023-02-08,51.540000915527344
