Date,FBGKX
2023-01-04,113.0
2023-01-05,111.27999877929688
2023-01-06,113.69000244140625
2023-01-09,114.62999725341797
2023-01-10,116.05000305175781
2023-01-11,118.5
2023-01-12,119.69999694824219
2023-01-13,120.7699966430664
2023-01-17,121.04000091552734
2023-01-18,119.54000091552734
2023-01-19,118.27999877929688
2023-01-20,121.69999694824219
2023-01-23,124.54000091552734
2023-01-24,124.16999816894531
2023-01-25,124.0999984741211
2023-01-26,126.30999755859375
2023-01-27,127.9000015258789
2023-01-30,125.02999877929688
2023-01-31,127.41000366210938
2023-02-01,130.11000061035156
2023-02-02,134.33999633789062
2023-02-03,132.02999877929688
2023-02-06,130.97000122070312
2023-02-07,133.64999389648438
2023-02-08,131.64999389648438
2023-02-09,130.55999755859375
2023-02-10,128.83999633789062
2023-02-13,130.82000732421875
2023-02-14,132.44000244140625
2023-02-15,133.17999267578125
2023-02-16,130.55999755859375
2023-02-17,129.2100067138672
2023-02-21,125.80000305175781
2023-02-22,126.05999755859375
2023-02-23,127.73999786376953
2023-02-24,125.4800033569336
2023-02-27,126.20999908447266
2023-02-28,126.25
2023-03-01,125.38999938964844
2023-03-02,126.58000183105469
2023-03-03,129.02000427246094
2023-03-06,128.47999572753906
2023-03-07,127.2300033569336
2023-03-08,127.87000274658203
2023-03-09,125.02999877929688
2023-03-10,122.58999633789062
2023-03-13,122.83000183105469
2023-03-14,125.66000366210938
2023-03-15,125.31999969482422
2023-03-16,128.88999938964844
2023-03-17,127.88999938964844
2023-03-20,128.35000610351562
2023-03-21,130.97999572753906
2023-03-22,129.0399932861328
2023-03-23,130.6199951171875
2023-03-24,130.42999267578125
2023-03-27,129.99000549316406
2023-03-28,129.1999969482422
2023-03-29,131.63999938964844
2023-03-30,132.83999633789062
2023-03-31,135.08999633789062
2023-04-03,135.10000610351562
2023-04-04,134.4600067138672
2023-04-05,132.67999267578125
2023-04-06,133.36000061035156
2023-04-10,133.6999969482422
2023-04-11,133.1699981689453
2023-04-12,131.8800048828125
2023-04-13,134.44000244140625
2023-04-14,134.3000030517578
2023-04-17,134.5500030517578
2023-04-18,135.0500030517578
2023-04-19,134.91000366210938
2023-04-20,133.4600067138672
2023-04-21,133.7100067138672
2023-04-24,133.5399932861328
2023-04-25,130.47999572753906
2023-04-26,131.50999450683594
2023-04-27,134.5500030517578
2023-04-28,135.19000244140625
2023-05-01,135.77000427246094
2023-05-02,134.82000732421875
2023-05-03,134.3699951171875
2023-05-04,133.55999755859375
2023-05-05,136.4199981689453
2023-05-08,137.19000244140625
2023-05-09,136.3699951171875
2023-05-10,137.8300018310547
2023-05-11,137.97999572753906
2023-05-12,137.2899932861328
2023-05-15,138.27999877929688
2023-05-16,137.77000427246094
2023-05-17,140.10000610351562
2023-05-18,142.57000732421875
2023-05-19,141.64999389648438
2023-05-22,142.0500030517578
2023-05-23,140.11000061035156
2023-05-24,139.5
2023-05-25,143.10000610351562
2023-05-26,147.47000122070312
2023-05-30,147.74000549316406
2023-05-31,145.94000244140625
2023-06-01,148.33999633789062
2023-06-02,150.05999755859375
2023-06-05,149.8000030517578
2023-06-06,150.4499969482422
2023-06-07,148.08999633789062
2023-06-08,149.72999572753906
2023-06-09,150.1999969482422
2023-06-12,152.5800018310547
2023-06-13,153.97000122070312
2023-06-14,154.60000610351562
2023-06-15,156.22999572753906
2023-06-16,155.1999969482422
2023-06-20,155.16000366210938
2023-06-21,153.47000122070312
2023-06-22,155.02999877929688
2023-06-23,153.72000122070312
2023-06-26,152.07000732421875
2023-06-27,154.6999969482422
2023-06-28,154.88999938964844
2023-06-29,154.49000549316406
2023-06-30,157.19000244140625
2023-07-03,157.63999938964844
2023-07-05,157.50999450683594
2023-07-06,156.07000732421875
2023-07-07,156.22999572753906
2023-07-10,156.57000732421875
2023-07-11,158.02000427246094
2023-07-12,160.24000549316406
2023-07-13,162.9499969482422
2023-07-14,162.5
2023-07-17,163.8699951171875
2023-07-18,165.58999633789062
2023-07-19,165.57000732421875
2023-07-20,161.86000061035156
2023-07-21,161.25999450683594
2023-07-24,161.47999572753906
2023-07-25,162.74000549316406
2023-07-26,162.3699951171875
2023-07-27,161.61000061035156
2023-07-28,164.72999572753906
2023-07-31,165.4499969482422
2023-08-01,164.52999877929688
2023-08-02,160.52999877929688
2023-08-03,160.52000427246094
2023-08-04,160.32000732421875
2023-08-07,161.5399932861328
2023-08-08,160.72999572753906
2023-08-09,158.64999389648438
2023-08-10,158.7100067138672
2023-08-11,157.24000549316406
2023-08-14,159.80999755859375
2023-08-15,158.07000732421875
2023-08-16,156.3000030517578
2023-08-17,154.63999938964844
2023-08-18,154.72999572753906
2023-08-21,157.47000122070312
2023-08-22,156.8300018310547
2023-08-23,159.27000427246094
2023-08-24,155.8699951171875
2023-08-25,156.0800018310547
2023-08-28,157.3699951171875
2023-08-29,160.77999877929688
2023-08-30,162.02999877929688
2023-08-31,162.61000061035156
2023-09-01,162.9600067138672
2023-09-05,163.17999267578125
2023-09-06,161.14999389648438
2023-09-07,160.5
2023-09-08,159.1699981689453
2023-09-11,160.77000427246094
2023-09-12,159.22000122070312
2023-09-13,159.5399932861328
2023-09-14,160.22999572753906
2023-09-15,157.38999938964844
2023-09-18,157.05999755859375
2023-09-19,156.6199951171875
2023-09-20,153.99000549316406
2023-09-21,150.72000122070312
2023-09-22,150.75
2023-09-25,151.72999572753906
2023-09-26,149.44000244140625
2023-09-27,150.16000366210938
2023-09-28,151.5399932861328
2023-09-29,151.8300018310547
2023-10-02,153.19000244140625
2023-10-03,149.75999450683594
2023-10-04,151.2899932861328
2023-10-05,151.11000061035156
2023-10-06,153.99000549316406
2023-10-09,154.39999389648438
2023-10-10,155.5800018310547
2023-10-11,156.99000549316406
2023-10-12,156.02999877929688
2023-10-13,153.75999450683594
2023-10-16,156.2899932861328
2023-10-17,155.5800018310547
2023-10-18,152.80999755859375
2023-10-19,152.1199951171875
2023-10-20,149.8300018310547
2023-10-23,150.58999633789062
2023-10-24,152.17999267578125
2023-10-25,148.1699981689453
2023-10-26,145.02000427246094
2023-10-27,146.08999633789062
2023-10-30,147.86000061035156
2023-10-31,148.2100067138672
2023-11-01,150.5399932861328
2023-11-02,153.50999450683594
2023-11-03,155.63999938964844
2023-11-06,156.57000732421875
2023-11-07,158.11000061035156
2023-11-08,158.5
2023-11-09,157.24000549316406
2023-11-10,160.33999633789062
2023-11-13,160.11000061035156
2023-11-14,163.64999389648438
2023-11-15,163.6199951171875
2023-11-16,163.6699981689453
2023-11-17,163.83999633789062
2023-11-20,165.94000244140625
2023-11-21,164.75999450683594
2023-11-22,165.47999572753906
2023-11-24,165.17999267578125
2023-11-27,165.38999938964844
2023-11-28,165.88999938964844
2023-11-29,165.7100067138672
2023-11-30,165.39999389648438
2023-12-01,166.22000122070312
2023-12-04,164.6199951171875
2023-12-05,165.32000732421875
2023-12-06,164.4499969482422
2023-12-07,166.72999572753906
2023-12-08,167.94000244140625
2023-12-11,167.8300018310547
2023-12-12,168.9499969482422
2023-12-13,171.3800048828125
2023-12-14,172.17999267578125
2023-12-15,172.6699981689453
2023-12-18,174.17999267578125
2023-12-19,175.10000610351562
2023-12-20,172.30999755859375
2023-12-21,174.24000549316406
2023-12-22,173.97999572753906
2023-12-26,174.66000366210938
2023-12-27,175.14999389648438
2023-12-28,175.24000549316406
2023-12-29,174.22000122070312
2024-01-02,171.0399932861328
2024-01-03,169.27999877929688
2024-01-04,168.69000244140625
2024-01-05,169.19000244140625
2024-01-08,173.7100067138672
2024-01-09,174.10000610351562
2024-01-10,175.94000244140625
2024-01-11,176.60000610351562
2024-01-12,176.1999969482422
2024-01-16,175.5800018310547
2024-01-17,174.74000549316406
2024-01-18,177.25999450683594
2024-01-19,179.88999938964844
2024-01-22,180.17999267578125
2024-01-23,180.80999755859375
2024-01-24,182.02999877929688
2024-01-25,182.30999755859375
2024-01-26,182.27999877929688
2024-01-29,184.69000244140625
2024-01-30,183.33999633789062
2024-01-31,179.33999633789062
2024-02-01,181.88999938964844
2024-02-02,187.27000427246094
2024-02-05,187.5800018310547
2024-02-06,187.8300018310547
2024-02-07,188.66000366210938
2024-02-08,189.39999389648438
2024-02-09,191.44000244140625
2024-02-12,191.1199951171875
2024-02-13,188.19000244140625
2024-02-14,191.75
2024-02-15,192.0399932861328
2024-02-16,190.50999450683594
2024-02-20,187.80999755859375
2024-02-21,187.27000427246094
2024-02-22,194.4499969482422
2024-02-23,194.10000610351562
2024-02-26,193.85000610351562
2024-02-27,194.55999755859375
2024-02-28,193.33999633789062
2024-02-29,195.85000610351562
2024-03-01,199.1199951171875
2024-03-04,199.22999572753906
2024-03-05,196.72999572753906
2024-03-06,198.19000244140625
2024-03-07,201.97999572753906
2024-03-08,198.86000061035156
2024-03-11,196.86000061035156
2024-03-12,200.91000366210938
2024-03-13,200.1699981689453
2024-03-14,199.30999755859375
2024-03-15,197.3300018310547
2024-03-18,198.83999633789062
2024-03-19,199.74000549316406
2024-03-20,202.6300048828125
2024-03-21,203.35000610351562
2024-03-22,203.8699951171875
2024-03-25,203.3699951171875
2024-03-26,202.3800048828125
2024-03-27,202.82000732421875
2024-03-28,202.50999450683594
2024-04-01,202.82000732421875
2024-04-02,200.9600067138672
2024-04-03,201.33999633789062
2024-04-04,198.1999969482422
2024-04-05,201.5
2024-04-08,201.1300048828125
2024-04-09,201.0800018310547
2024-04-10,199.9600067138672
2024-04-11,203.22999572753906
2024-04-12,199.58999633789062
2024-04-15,195.80999755859375
2024-04-16,196.3300018310547
2024-04-17,194.3699951171875
2024-04-18,193.74000549316406
2024-04-19,188.1300048828125
2024-04-22,190.4600067138672
2024-04-23,194.25999450683594
2024-04-24,193.30999755859375
2024-04-25,192.38999938964844
2024-04-26,197.91000366210938
2024-04-29,197.72999572753906
2024-04-30,194.55999755859375
2024-05-01,193.77000427246094
2024-05-02,197.4199981689453
2024-05-03,200.77999877929688
2024-05-06,204.02000427246094
2024-05-07,203.63999938964844
2024-05-08,203.11000061035156
2024-05-09,203.5800018310547
2024-05-10,203.49000549316406
2024-05-13,203.61000061035156
2024-05-14,204.91000366210938
2024-05-15,208.1199951171875
2024-05-16,207.27000427246094
2024-05-17,207.10000610351562
2024-05-20,208.6999969482422
2024-05-21,208.8699951171875
2024-05-22,208.33999633789062
2024-05-23,208.52000427246094
2024-05-24,211.32000732421875
2024-05-28,213.52000427246094
2024-05-29,212.9199981689453
2024-05-30,209.9600067138672
2024-05-31,209.27000427246094
2024-06-03,211.13999938964844
2024-06-04,210.99000549316406
2024-06-05,215.66000366210938
2024-06-06,215.57000732421875
2024-06-07,215.13999938964844
2024-06-10,216.32000732421875
2024-06-11,217.85000610351562
2024-06-12,221.22999572753906
2024-06-13,221.30999755859375
2024-06-14,221.27000427246094
2024-06-17,222.5399932861328
2024-06-18,223.27999877929688
2024-06-20,221.25999450683594
2024-06-21,220.5500030517578
2024-06-24,217.4600067138672
2024-06-25,220.97999572753906
2024-06-26,222.25999450683594
2024-06-27,222.99000549316406
2024-06-28,221.2899932861328
2024-07-01,222.69000244140625
2024-07-02,223.91000366210938
2024-07-03,225.4499969482422
2024-07-05,227.3699951171875
2024-07-08,228.08999633789062
2024-07-09,228.36000061035156
2024-07-10,230.69000244140625
2024-07-11,225.88999938964844
2024-07-12,227.14999389648438
2024-07-15,227.32000732421875
2024-07-16,227.8000030517578
2024-07-17,219.99000549316406
2024-07-18,218.41000366210938
2024-07-19,216.77000427246094
2024-07-22,220.36000061035156
2024-07-23,220.13999938964844
2024-07-24,211.77000427246094
2024-07-25,209.1300048828125
2024-07-26,211.0800018310547
2024-07-29,211.19000244140625
2024-07-30,207.88999938964844
2024-07-31,214.3699951171875
2024-08-01,209.67999267578125
2024-08-02,203.27000427246094
2024-08-05,196.08999633789062
2024-08-06,198.75999450683594
2024-08-07,196.0
2024-08-08,202.92999267578125
2024-08-09,204.35000610351562
2024-08-12,205.22999572753906
2024-08-13,210.7100067138672
2024-08-14,211.0
2024-08-15,216.42999267578125
2024-08-16,216.97000122070312
2024-08-19,219.8800048828125
2024-08-20,218.92999267578125
2024-08-21,220.3800048828125
2024-08-22,216.74000549316406
2024-08-23,220.27999877929688
2024-08-26,218.22000122070312
2024-08-27,218.75999450683594
2024-08-28,215.9600067138672
2024-08-29,214.88999938964844
2024-08-30,217.75999450683594
2024-09-03,209.6999969482422
2024-09-04,208.7899932861328
2024-09-05,209.11000061035156
2024-09-06,203.85000610351562
2024-09-09,206.39999389648438
2024-09-10,207.8000030517578
2024-09-11,213.25999450683594
2024-09-12,215.58999633789062
2024-09-13,205.33999633789062
2024-09-16,204.39999389648438
2024-09-17,204.77000427246094
2024-09-18,204.36000061035156
2024-09-19,209.5
2024-09-20,208.72000122070312
2024-09-23,208.80999755859375
2024-09-24,210.38999938964844
2024-09-25,210.6699981689453
2024-09-26,211.63999938964844
2024-09-27,210.39999389648438
2024-09-30,211.17999267578125
2024-10-01,208.0500030517578
2024-10-02,208.57000732421875
2024-10-03,208.8300018310547
2024-10-04,211.58999633789062
2024-10-07,209.52999877929688
2024-10-08,212.72999572753906
2024-10-09,213.74000549316406
2024-10-10,213.80999755859375
2024-10-11,215.36000061035156
2024-10-14,217.1999969482422
2024-10-15,215.11000061035156
2024-10-16,216.0399932861328
2024-10-17,215.8800048828125
2024-10-18,217.47999572753906
2024-10-21,218.72000122070312
2024-10-22,218.75
2024-10-23,215.27000427246094
2024-10-24,216.08999633789062
2024-10-25,217.33999633789062
2024-10-28,218.10000610351562
2024-10-29,219.75999450683594
2024-10-30,218.85000610351562
2024-10-31,212.44000244140625
2024-11-01,214.75
2024-11-04,213.82000732421875
2024-11-05,217.1999969482422
2024-11-06,221.88999938964844
2024-11-07,226.86000061035156
2024-11-08,227.02999877929688
2024-11-11,226.42999267578125
2024-11-12,226.7899932861328
2024-11-13,225.9499969482422
2024-11-14,225.00999450683594
2024-11-15,220.4499969482422
2024-11-18,221.25999450683594
2024-11-19,224.30999755859375
2024-11-20,224.08999633789062
2024-11-21,224.36000061035156
