Date,RAETX
2022-02-28,16.479999542236328
2022-03-01,16.34000015258789
2022-03-02,16.459999084472656
2022-03-03,16.360000610351562
2022-03-04,16.260000228881836
2022-03-07,15.949999809265137
2022-03-08,15.880000114440918
2022-03-09,16.139999389648438
2022-03-10,16.06999969482422
2022-03-11,15.9399995803833
2022-03-14,15.829999923706055
2022-03-15,15.979999542236328
2022-03-16,16.229999542236328
2022-03-17,16.389999389648438
2022-03-18,16.510000228881836
2022-03-21,16.440000534057617
2022-03-22,16.520000457763672
2022-03-23,16.420000076293945
2022-03-24,16.520000457763672
2022-03-25,16.5
2022-03-28,16.540000915527344
2022-03-29,16.709999084472656
2022-03-30,16.68000030517578
2022-03-31,16.520000457763672
2022-04-01,16.56999969482422
2022-04-04,16.639999389648438
2022-04-05,16.469999313354492
2022-04-06,16.3700008392334
2022-04-07,16.389999389648438
2022-04-08,16.3700008392334
2022-04-11,16.200000762939453
2022-04-12,16.18000030517578
2022-04-13,16.299999237060547
2022-04-14,16.18000030517578
2022-04-18,16.139999389648438
2022-04-19,16.239999771118164
2022-04-20,16.260000228881836
2022-04-21,16.09000015258789
2022-04-22,15.829999923706055
2022-04-25,15.859999656677246
2022-04-26,15.609999656677246
2022-04-27,15.619999885559082
2022-04-28,15.8100004196167
2022-04-29,15.510000228881836
2022-05-02,15.510000228881836
2022-05-03,15.569999694824219
2022-05-04,15.829999923706055
2022-05-05,15.479999542236328
2022-05-06,15.380000114440918
2022-05-09,15.069999694824219
2022-05-10,15.100000381469727
2022-05-11,15.029999732971191
2022-05-12,15.039999961853027
2022-05-13,15.270000457763672
2022-05-16,15.260000228881836
2022-05-17,15.420000076293945
2022-05-18,15.130000114440918
2022-05-19,15.119999885559082
2022-05-20,15.15999984741211
2022-05-23,15.279999732971191
2022-05-24,15.25
2022-05-25,15.34000015258789
2022-05-26,15.5
2022-05-27,15.710000038146973
2022-05-31,15.630000114440918
2022-06-01,15.520000457763672
2022-06-02,15.6899995803833
2022-06-03,15.5600004196167
2022-06-06,15.5600004196167
2022-06-07,15.65999984741211
2022-06-08,15.539999961853027
2022-06-09,15.3100004196167
2022-06-10,15.039999961853027
2022-06-13,14.619999885559082
2022-06-14,14.520000457763672
2022-06-15,14.699999809265137
2022-06-16,14.430000305175781
2022-06-17,14.420000076293945
2022-06-21,14.59000015258789
2022-06-22,14.59000015258789
2022-06-23,14.65999984741211
2022-06-24,14.899999618530273
2022-06-27,14.880000114440918
2022-06-28,14.75
2022-06-29,14.739999771118164
2022-06-30,14.6899995803833
2022-07-01,14.789999961853027
2022-07-05,14.739999771118164
2022-07-06,14.710000038146973
2022-07-07,14.829999923706055
2022-07-08,14.819999694824219
2022-07-11,14.720000267028809
2022-07-12,14.649999618530273
2022-07-13,14.619999885559082
2022-07-14,14.529999732971191
2022-07-15,14.710000038146973
2022-07-18,14.680000305175781
2022-07-19,14.899999618530273
2022-07-20,14.920000076293945
2022-07-21,15.029999732971191
2022-07-22,15.0
2022-07-25,15.020000457763672
2022-07-26,14.930000305175781
2022-07-27,15.149999618530273
2022-07-28,15.279999732971191
2022-07-29,15.380000114440918
2022-08-01,15.380000114440918
2022-08-02,15.270000457763672
2022-08-03,15.390000343322754
2022-08-04,15.420000076293945
2022-08-05,15.359999656677246
2022-08-08,15.399999618530273
2022-08-09,15.34000015258789
2022-08-10,15.539999961853027
2022-08-11,15.529999732971191
2022-08-12,15.680000305175781
2022-08-15,15.6899995803833
2022-08-16,15.6899995803833
2022-08-17,15.59000015258789
2022-08-18,15.609999656677246
2022-08-19,15.470000267028809
2022-08-22,15.260000228881836
2022-08-23,15.260000228881836
2022-08-24,15.279999732971191
2022-08-25,15.430000305175781
2022-08-26,15.149999618530273
2022-08-29,15.069999694824219
2022-08-30,14.970000267028809
2022-08-31,14.890000343322754
2022-09-01,14.84000015258789
2022-09-02,14.800000190734863
2022-09-06,14.720000267028809
2022-09-07,14.869999885559082
2022-09-08,14.920000076293945
2022-09-09,15.079999923706055
2022-09-12,15.170000076293945
2022-09-13,14.779999732971191
2022-09-14,14.819999694824219
2022-09-15,14.720000267028809
2022-09-16,14.649999618530273
2022-09-19,14.680000305175781
2022-09-20,14.5600004196167
2022-09-21,14.430000305175781
2022-09-22,14.289999961853027
2022-09-23,14.079999923706055
2022-09-26,13.899999618530273
2022-09-27,13.869999885559082
2022-09-28,14.109999656677246
2022-09-29,13.920000076293945
2022-09-30,13.819999694824219
2022-10-03,14.079999923706055
2022-10-04,14.380000114440918
2022-10-05,14.329999923706055
2022-10-06,14.210000038146973
2022-10-07,13.989999771118164
2022-10-10,13.899999618530273
2022-10-11,13.829999923706055
2022-10-12,13.8100004196167
2022-10-13,13.960000038146973
2022-10-14,13.770000457763672
2022-10-17,13.979999542236328
2022-10-18,14.069999694824219
2022-10-19,13.960000038146973
2022-10-20,13.880000114440918
2022-10-21,14.069999694824219
2022-10-24,14.130000114440918
2022-10-25,14.300000190734863
2022-10-26,14.329999923706055
2022-10-27,14.319999694824219
2022-10-28,14.449999809265137
2022-10-31,14.390000343322754
2022-11-01,14.399999618530273
2022-11-02,14.210000038146973
2022-11-03,14.130000114440918
2022-11-04,14.300000190734863
2022-11-07,14.369999885559082
2022-11-08,14.449999809265137
2022-11-09,14.300000190734863
2022-11-10,14.819999694824219
2022-11-11,14.90999984741211
2022-11-14,14.829999923706055
2022-11-15,14.949999809265137
2022-11-16,14.890000343322754
2022-11-17,14.829999923706055
2022-11-18,14.859999656677246
2022-11-21,14.819999694824219
2022-11-22,14.949999809265137
2022-11-23,15.039999961853027
2022-11-25,15.0600004196167
2022-11-28,14.920000076293945
2022-11-29,14.920000076293945
2022-11-30,15.220000267028809
2022-12-01,15.279999732971191
2022-12-02,15.300000190734863
2022-12-05,15.109999656677246
