Date,VEMRX
2022-02-28,99.68000030517578
2022-03-01,99.05000305175781
2022-03-02,99.2699966430664
2022-03-03,98.23999786376953
2022-03-04,96.27999877929688
2022-03-07,93.1500015258789
2022-03-08,93.08000183105469
2022-03-09,94.94000244140625
2022-03-10,94.06999969482422
2022-03-11,92.45999908447266
2022-03-14,90.11000061035156
2022-03-15,89.33000183105469
2022-03-16,95.22000122070312
2022-03-17,95.93000030517578
2022-03-18,97.19000244140625
2022-03-21,95.80000305175781
2022-03-22,97.30999755859375
2022-03-23,96.98999786376953
2022-03-24,97.4800033569336
2022-03-25,96.73999786376953
2022-03-28,96.8499984741211
2022-03-29,98.04000091552734
2022-03-30,98.19999694824219
2022-03-31,96.94999694824219
2022-04-01,98.44000244140625
2022-04-04,100.13999938964844
2022-04-05,98.80999755859375
2022-04-06,97.87000274658203
2022-04-07,96.80000305175781
2022-04-08,97.04000091552734
2022-04-11,95.68000030517578
2022-04-12,95.5
2022-04-13,96.36000061035156
2022-04-14,95.66999816894531
2022-04-18,95.27999877929688
2022-04-19,94.75
2022-04-20,94.25
2022-04-21,92.61000061035156
2022-04-22,91.81999969482422
2022-04-25,90.56999969482422
2022-04-26,89.31999969482422
2022-04-27,90.12999725341797
2022-04-28,91.37999725341797
2022-04-29,91.58000183105469
2022-05-02,91.54000091552734
2022-05-03,92.05000305175781
2022-05-04,92.56999969482422
2022-05-05,90.04000091552734
2022-05-06,88.4000015258789
2022-05-09,86.11000061035156
2022-05-10,86.48999786376953
2022-05-11,86.0199966430664
2022-05-12,85.33000183105469
2022-05-13,87.23999786376953
2022-05-16,87.1500015258789
2022-05-17,88.95999908447266
2022-05-18,87.54000091552734
2022-05-19,88.0199966430664
2022-05-20,88.6500015258789
2022-05-23,89.19000244140625
2022-05-24,87.54000091552734
2022-05-25,87.98999786376953
2022-05-26,89.36000061035156
2022-05-27,90.33999633789062
2022-05-31,92.12999725341797
2022-06-01,91.29000091552734
2022-06-02,92.47000122070312
2022-06-03,91.30999755859375
2022-06-06,92.06999969482422
2022-06-07,92.30000305175781
2022-06-08,92.91000366210938
2022-06-09,91.12999725341797
2022-06-10,90.2300033569336
2022-06-13,87.37999725341797
2022-06-14,88.2699966430664
2022-06-15,89.5199966430664
2022-06-16,87.0
2022-06-17,86.52999877929688
2022-06-21,88.05999755859375
2022-06-22,86.5
2022-06-23,86.81999969482422
2022-06-24,88.51000213623047
2022-06-27,88.72000122070312
2022-06-28,88.37000274658203
2022-06-29,88.12000274658203
2022-06-30,87.41000366210938
2022-07-01,86.87000274658203
2022-07-05,86.27999877929688
2022-07-06,85.69000244140625
2022-07-07,87.26000213623047
2022-07-08,87.08999633789062
2022-07-11,85.0999984741211
2022-07-12,84.61000061035156
2022-07-13,84.5199966430664
2022-07-14,84.08000183105469
2022-07-15,84.25
2022-07-18,84.81999969482422
2022-07-19,86.01000213623047
2022-07-20,85.81999969482422
2022-07-21,86.61000061035156
2022-07-22,85.80000305175781
2022-07-25,86.05999755859375
2022-07-26,85.4800033569336
2022-07-27,86.9000015258789
2022-07-28,87.22000122070312
2022-07-29,86.66000366210938
2022-08-01,86.33999633789062
2022-08-02,85.8499984741211
2022-08-03,86.26000213623047
2022-08-04,86.81999969482422
2022-08-05,86.9800033569336
2022-08-08,87.08000183105469
2022-08-09,86.91000366210938
2022-08-10,87.7300033569336
2022-08-11,88.44999694824219
2022-08-12,89.18000030517578
2022-08-15,88.98999786376953
2022-08-16,88.87999725341797
2022-08-17,88.87000274658203
2022-08-18,88.41999816894531
2022-08-19,87.44999694824219
2022-08-22,86.81999969482422
2022-08-23,87.27999877929688
2022-08-24,87.19999694824219
2022-08-25,88.81999969482422
2022-08-26,87.91000366210938
2022-08-29,87.48999786376953
2022-08-30,86.72000122070312
2022-08-31,86.8499984741211
2022-09-01,86.22000122070312
2022-09-02,85.6500015258789
2022-09-06,84.93000030517578
2022-09-07,85.43000030517578
2022-09-08,85.20999908447266
2022-09-09,86.43000030517578
2022-09-12,87.44000244140625
2022-09-13,85.19000244140625
2022-09-14,85.37000274658203
2022-09-15,84.66000366210938
2022-09-16,82.43000030517578
2022-09-19,82.69000244140625
2022-09-20,82.48999786376953
2022-09-21,81.22000122070312
2022-09-22,80.91999816894531
2022-09-23,79.08999633789062
2022-09-26,77.9800033569336
2022-09-27,77.97000122070312
2022-09-28,78.0999984741211
2022-09-29,76.7300033569336
2022-09-30,77.0
2022-10-03,77.91000366210938
2022-10-04,80.02999877929688
2022-10-05,80.12000274658203
2022-10-06,79.70999908447266
2022-10-07,78.1500015258789
2022-10-10,77.08999633789062
2022-10-11,75.81999969482422
2022-10-12,75.9000015258789
2022-10-13,76.05999755859375
2022-10-14,75.13999938964844
2022-10-17,76.72000122070312
2022-10-18,76.93000030517578
2022-10-19,75.66000366210938
2022-10-20,76.11000061035156
2022-10-21,76.87999725341797
2022-10-24,74.29000091552734
2022-10-25,74.54000091552734
2022-10-26,75.30999755859375
