Date,VICSX
2022-02-28,23.940000534057617
2022-03-01,24.100000381469727
2022-03-02,23.81999969482422
2022-03-03,23.889999389648438
2022-03-04,23.969999313354492
2022-03-07,23.799999237060547
2022-03-08,23.600000381469727
2022-03-09,23.540000915527344
2022-03-10,23.420000076293945
2022-03-11,23.3799991607666
2022-03-14,23.1299991607666
2022-03-15,23.149999618530273
2022-03-16,23.209999084472656
2022-03-17,23.309999465942383
2022-03-18,23.3700008392334
2022-03-21,23.170000076293945
2022-03-22,23.100000381469727
2022-03-23,23.190000534057617
2022-03-24,23.09000015258789
2022-03-25,22.920000076293945
2022-03-28,22.969999313354492
2022-03-29,23.1200008392334
2022-03-30,23.190000534057617
2022-03-31,23.170000076293945
2022-04-01,23.079999923706055
2022-04-04,23.1299991607666
2022-04-05,22.90999984741211
2022-04-06,22.809999465942383
2022-04-07,22.770000457763672
2022-04-08,22.639999389648438
2022-04-11,22.510000228881836
2022-04-12,22.579999923706055
2022-04-13,22.600000381469727
2022-04-14,22.440000534057617
2022-04-18,22.3700008392334
2022-04-19,22.219999313354492
2022-04-20,22.350000381469727
2022-04-21,22.209999084472656
2022-04-22,22.149999618530273
2022-04-25,22.260000228881836
2022-04-26,22.360000610351562
2022-04-27,22.239999771118164
2022-04-28,22.190000534057617
2022-04-29,22.030000686645508
2022-05-02,21.889999389648438
2022-05-03,21.940000534057617
2022-05-04,22.06999969482422
2022-05-05,21.899999618530273
2022-05-06,21.799999237060547
2022-05-09,21.8799991607666
2022-05-10,21.93000030517578
2022-05-11,22.010000228881836
2022-05-12,22.040000915527344
2022-05-13,21.950000762939453
2022-05-16,22.0
2022-05-17,21.860000610351562
2022-05-18,21.899999618530273
2022-05-19,21.959999084472656
2022-05-20,22.020000457763672
2022-05-23,21.940000534057617
2022-05-24,22.110000610351562
2022-05-25,22.229999542236328
2022-05-26,22.309999465942383
2022-05-27,22.350000381469727
2022-05-31,22.200000762939453
2022-06-01,22.100000381469727
2022-06-02,22.1200008392334
2022-06-03,22.06999969482422
2022-06-06,21.959999084472656
2022-06-07,22.020000457763672
2022-06-08,21.959999084472656
2022-06-09,21.899999618530273
2022-06-10,21.65999984741211
2022-06-13,21.260000228881836
2022-06-14,21.1299991607666
2022-06-15,21.399999618530273
2022-06-16,21.40999984741211
2022-06-17,21.420000076293945
2022-06-21,21.350000381469727
2022-06-22,21.489999771118164
2022-06-23,21.56999969482422
2022-06-24,21.540000915527344
2022-06-27,21.450000762939453
2022-06-28,21.43000030517578
2022-06-29,21.520000457763672
2022-06-30,21.540000915527344
2022-07-01,21.719999313354492
2022-07-05,21.760000228881836
2022-07-06,21.649999618530273
2022-07-07,21.6200008392334
2022-07-08,21.559999465942383
2022-07-11,21.670000076293945
2022-07-12,21.690000534057617
2022-07-13,21.75
2022-07-14,21.639999389648438
2022-07-15,21.739999771118164
2022-07-18,21.719999313354492
2022-07-19,21.670000076293945
2022-07-20,21.670000076293945
2022-07-21,21.8700008392334
2022-07-22,22.06999969482422
2022-07-25,21.989999771118164
2022-07-26,21.959999084472656
2022-07-27,22.049999237060547
2022-07-28,22.239999771118164
2022-07-29,22.239999771118164
2022-08-01,22.31999969482422
2022-08-02,22.06999969482422
2022-08-03,22.170000076293945
2022-08-04,22.25
2022-08-05,22.0
2022-08-08,22.100000381469727
2022-08-09,22.040000915527344
2022-08-10,22.1200008392334
2022-08-11,22.049999237060547
2022-08-12,22.18000030517578
2022-08-15,22.239999771118164
2022-08-16,22.209999084472656
2022-08-17,22.059999465942383
2022-08-18,22.09000015258789
2022-08-19,21.920000076293945
2022-08-22,21.799999237060547
2022-08-23,21.780000686645508
2022-08-24,21.729999542236328
2022-08-25,21.8700008392334
2022-08-26,21.81999969482422
2022-08-29,21.690000534057617
2022-08-30,21.65999984741211
2022-08-31,21.489999771118164
2022-09-01,21.34000015258789
2022-09-02,21.440000534057617
2022-09-06,21.239999771118164
2022-09-07,21.360000610351562
2022-09-08,21.31999969482422
2022-09-09,21.350000381469727
2022-09-12,21.34000015258789
2022-09-13,21.200000762939453
2022-09-14,21.209999084472656
2022-09-15,21.139999389648438
2022-09-16,21.1299991607666
2022-09-19,21.09000015258789
2022-09-20,20.989999771118164
2022-09-21,21.049999237060547
2022-09-22,20.780000686645508
2022-09-23,20.739999771118164
2022-09-26,20.440000534057617
2022-09-27,20.270000457763672
2022-09-28,20.559999465942383
2022-09-29,20.40999984741211
2022-09-30,20.3700008392334
2022-10-03,20.6200008392334
2022-10-04,20.719999313354492
2022-10-05,20.559999465942383
2022-10-06,20.510000228881836
2022-10-07,20.389999389648438
2022-10-10,20.299999237060547
2022-10-11,20.260000228881836
2022-10-12,20.25
2022-10-13,20.190000534057617
2022-10-14,20.09000015258789
2022-10-17,20.1200008392334
2022-10-18,20.190000534057617
2022-10-19,20.010000228881836
2022-10-20,19.899999618530273
2022-10-21,19.940000534057617
2022-10-24,19.969999313354492
2022-10-25,20.170000076293945
2022-10-26,20.260000228881836
2022-10-27,20.360000610351562
2022-10-28,20.31999969482422
2022-10-31,20.200000762939453
2022-11-01,20.25
2022-11-02,20.229999542236328
2022-11-03,20.1299991607666
2022-11-04,20.149999618530273
2022-11-07,20.1299991607666
2022-11-08,20.239999771118164
2022-11-09,20.260000228881836
2022-11-10,20.700000762939453
2022-11-11,20.65999984741211
2022-11-14,20.709999084472656
2022-11-15,20.8799991607666
2022-11-16,21.0
2022-11-17,20.889999389648438
2022-11-18,20.8700008392334
2022-11-21,20.8700008392334
2022-11-22,20.969999313354492
2022-11-23,21.079999923706055
2022-11-25,21.1200008392334
2022-11-28,21.06999969482422
2022-11-29,20.989999771118164
2022-11-30,21.100000381469727
2022-12-01,21.309999465942383
2022-12-02,21.3700008392334
2022-12-05,21.209999084472656
2022-12-06,21.299999237060547
2022-12-07,21.440000534057617
2022-12-08,21.3700008392334
2022-12-09,21.270000457763672
2022-12-12,21.260000228881836
2022-12-13,21.420000076293945
2022-12-14,21.469999313354492
2022-12-15,21.479999542236328
2022-12-16,21.43000030517578
2022-12-19,21.290000915527344
2022-12-20,21.139999389648438
2022-12-21,21.200000762939453
2022-12-22,21.1299991607666
2022-12-23,21.06999969482422
2022-12-27,20.940000534057617
2022-12-28,20.90999984741211
2022-12-29,20.979999542236328
2022-12-30,20.90999984741211
2023-01-03,21.020000457763672
2023-01-04,21.1299991607666
2023-01-05,21.09000015258789
2023-01-06,21.329999923706055
2023-01-09,21.420000076293945
2023-01-10,21.350000381469727
2023-01-11,21.489999771118164
2023-01-12,21.65999984741211
2023-01-13,21.600000381469727
2023-01-17,21.600000381469727
2023-01-18,21.829999923706055
2023-01-19,21.780000686645508
2023-01-20,21.68000030517578
2023-01-23,21.649999618530273
2023-01-24,21.739999771118164
2023-01-25,21.760000228881836
2023-01-26,21.739999771118164
2023-01-27,21.709999084472656
2023-01-30,21.65999984741211
2023-01-31,21.700000762939453
2023-02-01,21.850000381469727
2023-02-02,21.90999984741211
2023-02-03,21.719999313354492
2023-02-06,21.56999969482422
2023-02-07,21.520000457763672
2023-02-08,21.56999969482422
2023-02-09,21.469999313354492
2023-02-10,21.350000381469727
2023-02-13,21.3799991607666
2023-02-14,21.309999465942383
2023-02-15,21.260000228881836
2023-02-16,21.18000030517578
2023-02-17,21.209999084472656
2023-02-21,21.0
2023-02-22,21.030000686645508
2023-02-23,21.09000015258789
2023-02-24,20.979999542236328
2023-02-27,21.030000686645508
2023-02-28,20.969999313354492
2023-03-01,20.850000381469727
2023-03-02,20.799999237060547
2023-03-03,20.969999313354492
2023-03-06,20.969999313354492
2023-03-07,20.920000076293945
